tmc,hour,vol.fraction
110N04172,11,0.055136
110N04172,12,0.053225
110N04172,13,0.052816
110N04172,14,0.054522
110N04172,15,0.063637
110N04172,16,0.063849
110N04172,17,0.055295
110N04172,18,0.057525
110N04172,19,0.059026
110N04172,20,0.042601
110N04172,21,0.037164
110N04172,22,0.024933
110N04172,23,0.014339
110N04173,0,0.007049
110N04173,1,0.003915
110N04173,2,0.00291
110N04173,3,0.006573
110N04173,4,0.024493
110N04173,5,0.075595
110N04173,6,0.055996
110N04173,7,0.053655
110N04173,8,0.047188
110N04173,9,0.045799
110N04173,10,0.050071
110N04173,11,0.057027
110N04173,12,0.057623
110N04173,13,0.057424
110N04173,14,0.056498
110N04173,15,0.062291
110N04173,16,0.055798
110N04173,17,0.0531
110N04173,18,0.050547
110N04173,19,0.050772
110N04173,20,0.042533
110N04173,21,0.038843
110N04173,22,0.028698
110N04173,23,0.015606
110N04174,0,0.007049
110N04174,1,0.003915
110N04174,2,0.00291
110N04174,3,0.006573
110N04174,4,0.024493
110N04174,5,0.075595
110N04174,6,0.055996
110N04174,7,0.053655
110N04174,8,0.047188
110N04174,9,0.045799
110N04174,10,0.050071
110N04174,11,0.057027
110N04174,12,0.057623
110N04174,13,0.057424
110N04174,14,0.056498
110N04174,15,0.062291
110N04174,16,0.055798
110N04174,17,0.0531
110N04174,18,0.050547
110N04174,19,0.050772
110N04174,20,0.042533
110N04174,21,0.038843
110N04174,22,0.028698
110N04174,23,0.015606
110N04175,0,0.00546
110N04175,1,0.002416
110N04175,2,0.002521
110N04175,3,0.005669
110N04175,4,0.022192
110N04175,5,0.071591
110N04175,6,0.055094
110N04175,7,0.049543
110N04175,8,0.044397
110N04175,9,0.062944
110N04175,10,0.059039
110N04175,11,0.056374
110N04175,12,0.056648
110N04175,13,0.056348
110N04175,14,0.055394
110N04175,15,0.059561
110N04175,16,0.061782
110N04175,17,0.063362
110N04175,18,0.053631
110N04175,19,0.045285
110N04175,20,0.038284
110N04175,21,0.034679
110N04175,22,0.025509
110N04175,23,0.012278
110N04176,0,0.006426
110N04176,1,0.004066
110N04176,2,0.003745
110N04176,3,0.006199
110N04176,4,0.020381
110N04176,5,0.060937
110N04176,6,0.069701
110N04176,7,0.068587
110N04176,8,0.064721
110N04176,9,0.062959
110N04176,10,0.061253
110N04176,11,0.051171
110N04176,12,0.050993
110N04176,13,0.050849
110N04176,14,0.050672
110N04176,15,0.054289
110N04176,16,0.056605
110N04176,17,0.058777
110N04176,18,0.055525
110N04176,19,0.044052
110N04176,20,0.034385
110N04176,21,0.030286
110N04176,22,0.021051
110N04176,23,0.01237
110N04177,0,0.006426
110N04177,1,0.004066
110N04177,2,0.003745
110N04177,3,0.006199
110N04177,4,0.020381
110N04177,5,0.060937
110N04177,6,0.069701
110N04177,7,0.068587
110N04177,8,0.064721
110N04177,9,0.062959
110N04177,10,0.061253
110N04177,11,0.051171
110N04177,12,0.050993
110N04177,13,0.050849
110N04177,14,0.050672
110N04177,15,0.054289
110N04177,16,0.056605
110N04177,17,0.058777
110N04177,18,0.055525
110N04177,19,0.044052
110N04177,20,0.034385
110N04177,21,0.030286
110N04177,22,0.021051
110N04177,23,0.01237
110N04178,0,0.006521
110N04178,1,0.003751
110N04178,2,0.003674
110N04178,3,0.005806
110N04178,4,0.020947
110N04178,5,0.061505
110N04178,6,0.071246
110N04178,7,0.070821
110N04178,8,0.06984
110N04178,9,0.067456
110N04178,10,0.058779
110N04178,11,0.05292
110N04178,12,0.051271
110N04178,13,0.049289
110N04178,14,0.051566
110N04178,15,0.052934
110N04178,16,0.05393
110N04178,17,0.055816
110N04178,18,0.052432
110N04178,19,0.042638
110N04178,20,0.034647
110N04178,21,0.02931
110N04178,22,0.021193
110N04178,23,0.011704
110N04179,0,0.006466
110N04179,1,0.003861
110N04179,2,0.003837
110N04179,3,0.00615
110N04179,4,0.022404
110N04179,5,0.063053
110N04179,6,0.072158
110N04179,7,0.068019
110N04179,8,0.067825
110N04179,9,0.066885
110N04179,10,0.058222
110N04179,11,0.05308
110N04179,12,0.05124
110N04179,13,0.050402
110N04179,14,0.05141
110N04179,15,0.054074
110N04179,16,0.054858
110N04179,17,0.054945
110N04179,18,0.051527
110N04179,19,0.0421
110N04179,20,0.034893
110N04179,21,0.029016
110N04179,22,0.02161
110N04179,23,0.011964
110N04180,0,0.007199
110N04180,1,0.00465
110N04180,2,0.004489
110N04180,3,0.007605
110N04180,4,0.028592
110N04180,5,0.077163
110N04180,6,0.068879
110N04180,7,0.065279
110N04180,8,0.069523
110N04180,9,0.070895
110N04180,10,0.066897
110N04180,11,0.057548
110N04180,12,0.055405
110N04180,13,0.053319
110N04180,14,0.047934
110N04180,15,0.047058
110N04180,16,0.046883
110N04180,17,0.048186
110N04180,18,0.04535
110N04180,19,0.038571
110N04180,20,0.029965
110N04180,21,0.027198
110N04180,22,0.020238
110N04180,23,0.011176
110N04181,0,0.007199
110N04181,1,0.00465
110N04181,2,0.004489
110N04181,3,0.007605
110N04181,4,0.028592
110N04181,5,0.077163
110N04181,6,0.068879
110N04181,7,0.065279
110N04181,8,0.069523
110N04181,9,0.070895
110N04181,10,0.066897
110N04181,11,0.057548
110N04181,12,0.055405
110N04181,13,0.053319
110N04181,14,0.047934
110N04181,15,0.047058
110N04181,16,0.046883
110N04181,17,0.048186
110N04181,18,0.04535
110N04181,19,0.038571
110N04181,20,0.029965
110N04181,21,0.027198
110N04181,22,0.020238
110N04181,23,0.011176
110N04182,0,0.007215
110N04182,1,0.004581
110N04182,2,0.004379
110N04182,3,0.007525
110N04182,4,0.028129
110N04182,5,0.07618
110N04182,6,0.073845
110N04182,7,0.068543
110N04182,8,0.069286
110N04182,9,0.071008
110N04182,10,0.062763
110N04182,11,0.054833
110N04182,12,0.05368
110N04182,13,0.051569
110N04182,14,0.050635
110N04182,15,0.048789
110N04182,16,0.045868
110N04182,17,0.047354
110N04182,18,0.046059
110N04182,19,0.038917
110N04182,20,0.030003
110N04182,21,0.026919
110N04182,22,0.020514
110N04182,23,0.011402
110N04183,0,0.006273
110N04183,1,0.004962
110N04183,2,0.005343
110N04183,3,0.010064
110N04183,4,0.032821
110N04183,5,0.085142
110N04183,6,0.074964
110N04183,7,0.076743
110N04183,8,0.072804
110N04183,9,0.071955
110N04183,10,0.060941
110N04183,11,0.054916
110N04183,12,0.050435
110N04183,13,0.049646
110N04183,14,0.049252
110N04183,15,0.04657
110N04183,16,0.047359
110N04183,17,0.049686
110N04183,18,0.042136
110N04183,19,0.028795
110N04183,20,0.027338
110N04183,21,0.024241
110N04183,22,0.01734
110N04183,23,0.010272
110N04184,0,0.006037
110N04184,1,0.004743
110N04184,2,0.005058
110N04184,3,0.009647
110N04184,4,0.032152
110N04184,5,0.084081
110N04184,6,0.082343
110N04184,7,0.081687
110N04184,8,0.079119
110N04184,9,0.070888
110N04184,10,0.057045
110N04184,11,0.051041
110N04184,12,0.047546
110N04184,13,0.0468
110N04184,14,0.04763
110N04184,15,0.046182
110N04184,16,0.046735
110N04184,17,0.049715
110N04184,18,0.041387
110N04184,19,0.031522
110N04184,20,0.026888
110N04184,21,0.023902
110N04184,22,0.017151
110N04184,23,0.010702
110N04185,0,0.005871
110N04185,1,0.004343
110N04185,2,0.004543
110N04185,3,0.009901
110N04185,4,0.036391
110N04185,5,0.087423
110N04185,6,0.081642
110N04185,7,0.072794
110N04185,8,0.065528
110N04185,9,0.064901
110N04185,10,0.056984
110N04185,11,0.050792
110N04185,12,0.049202
110N04185,13,0.047796
110N04185,14,0.048574
110N04185,15,0.050232
110N04185,16,0.050519
110N04185,17,0.052437
110N04185,18,0.046698
110N04185,19,0.035327
110N04185,20,0.027715
110N04185,21,0.02238
110N04185,22,0.016434
110N04185,23,0.011574
110N04186,0,0.006159
110N04186,1,0.005097
110N04186,2,0.005091
110N04186,3,0.009083
110N04186,4,0.035916
110N04186,5,0.095193
110N04186,6,0.091494
110N04186,7,0.085437
110N04186,8,0.070555
110N04186,9,0.063153
110N04186,10,0.054862
110N04186,11,0.048883
110N04186,12,0.04671
110N04186,13,0.045797
110N04186,14,0.046751
110N04186,15,0.047514
110N04186,16,0.046545
110N04186,17,0.047179
110N04186,18,0.043156
110N04186,19,0.033057
110N04186,20,0.026187
110N04186,21,0.021075
110N04186,22,0.014699
110N04186,23,0.010409
110N04187,0,0.006159
110N04187,1,0.005097
110N04187,2,0.005091
110N04187,3,0.009083
110N04187,4,0.035916
110N04187,5,0.095193
110N04187,6,0.091494
110N04187,7,0.085437
110N04187,8,0.070555
110N04187,9,0.063153
110N04187,10,0.054862
110N04187,11,0.048883
110N04187,12,0.04671
110N04187,13,0.045797
110N04187,14,0.046751
110N04187,15,0.047514
110N04187,16,0.046545
110N04187,17,0.047179
110N04187,18,0.043156
110N04187,19,0.033057
110N04187,20,0.026187
110N04187,21,0.021075
110N04187,22,0.014699
110N04187,23,0.010409
110N04188,0,0.007926
110N04188,1,0.00834
110N04188,2,0.008679
110N04188,3,0.010256
110N04188,4,0.029803
110N04188,5,0.078995
110N04188,6,0.076841
110N04188,7,0.077643
110N04188,8,0.064315
110N04188,9,0.059514
110N04188,10,0.054657
110N04188,11,0.049087
110N04188,12,0.048775
110N04188,13,0.046816
110N04188,14,0.048167
110N04188,15,0.049476
110N04188,16,0.050353
110N04188,17,0.053657
110N04188,18,0.050121
110N04188,19,0.03735
110N04188,20,0.029904
110N04188,21,0.026018
110N04188,22,0.019005
110N04188,23,0.014301
110N04189,0,0.007682
110N04189,1,0.00692
110N04189,2,0.007808
110N04189,3,0.016725
110N04189,4,0.062353
110N04189,5,0.102978
110N04189,6,0.091933
110N04189,7,0.077655
110N04189,8,0.060758
110N04189,9,0.052271
110N04189,10,0.045843
110N04189,11,0.043591
110N04189,12,0.043771
110N04189,13,0.044597
110N04189,14,0.044644
110N04189,15,0.046555
110N04189,16,0.047673
110N04189,17,0.048525
110N04189,18,0.04153
110N04189,19,0.032271
110N04189,20,0.026027
110N04189,21,0.021177
110N04189,22,0.01571
110N04189,23,0.011005
110N04190,0,0.008114
110N04190,1,0.007291
110N04190,2,0.007921
110N04190,3,0.015383
110N04190,4,0.052579
110N04190,5,0.083803
110N04190,6,0.083007
110N04190,7,0.075986
110N04190,8,0.062539
110N04190,9,0.053352
110N04190,10,0.048592
110N04190,11,0.047047
110N04190,12,0.047285
110N04190,13,0.048405
110N04190,14,0.049351
110N04190,15,0.051155
110N04190,16,0.052649
110N04190,17,0.05249
110N04190,18,0.043991
110N04190,19,0.033379
110N04190,20,0.026498
110N04190,21,0.021529
110N04190,22,0.016158
110N04190,23,0.011496
110N04191,0,0.008915
110N04191,1,0.007859
110N04191,2,0.008959
110N04191,3,0.018437
110N04191,4,0.061912
110N04191,5,0.08655
110N04191,6,0.082996
110N04191,7,0.074127
110N04191,8,0.059843
110N04191,9,0.051341
110N04191,10,0.047522
110N04191,11,0.046427
110N04191,12,0.047397
110N04191,13,0.04811
110N04191,14,0.048757
110N04191,15,0.049148
110N04191,16,0.049228
110N04191,17,0.048602
110N04191,18,0.041631
110N04191,19,0.033533
110N04191,20,0.027422
110N04191,21,0.022415
110N04191,22,0.016908
110N04191,23,0.011961
110N04192,0,0.008915
110N04192,1,0.007859
110N04192,2,0.008959
110N04192,3,0.018437
110N04192,4,0.061912
110N04192,5,0.08655
110N04192,6,0.082996
110N04192,7,0.074127
110N04192,8,0.059843
110N04192,9,0.051341
110N04192,10,0.047522
110N04192,11,0.046427
110N04192,12,0.047397
110N04192,13,0.04811
110N04192,14,0.048757
110N04192,15,0.049148
110N04192,16,0.049228
110N04192,17,0.048602
110N04192,18,0.041631
110N04192,19,0.033533
110N04192,20,0.027422
110N04192,21,0.022415
110N04192,22,0.016908
110N04192,23,0.011961
110N04193,0,0.008915
110N04193,1,0.007859
110N04193,2,0.008959
110N04193,3,0.018437
110N04193,4,0.061912
110N04193,5,0.08655
110N04193,6,0.082996
110N04193,7,0.074127
110N04193,8,0.059843
110N04193,9,0.051341
110N04193,10,0.047522
110N04193,11,0.046427
110N04193,12,0.047397
110N04193,13,0.04811
110N04193,14,0.048757
110N04193,15,0.049148
110N04193,16,0.049228
110N04193,17,0.048602
110N04193,18,0.041631
110N04193,19,0.033533
110N04193,20,0.027422
110N04193,21,0.022415
110N04193,22,0.016908
110N04193,23,0.011961
110N04603,0,0.009708
110N04603,1,0.006072
110N04603,2,0.004806
110N04603,3,0.005354
110N04603,4,0.011066
110N04603,5,0.03011
110N04603,6,0.047739
110N04603,7,0.057372
110N04603,8,0.056673
110N04603,9,0.054761
110N04603,10,0.051254
110N04603,11,0.049874
110N04603,12,0.052973
110N04603,13,0.056668
110N04603,14,0.064522
110N04603,15,0.066806
110N04603,16,0.06654
110N04603,17,0.064623
110N04603,18,0.059992
110N04603,19,0.053971
110N04603,20,0.042188
110N04603,21,0.037471
110N04603,22,0.02977
110N04603,23,0.019687
110N04604,0,0.012877
110N04604,1,0.007978
110N04604,2,0.005841
110N04604,3,0.005576
110N04604,4,0.010006
110N04604,5,0.026757
110N04604,6,0.043986
110N04604,7,0.05202
110N04604,8,0.047645
110N04604,9,0.047309
110N04604,10,0.045518
110N04604,11,0.047921
110N04604,12,0.05121
110N04604,13,0.053568
110N04604,14,0.067905
110N04604,15,0.068368
110N04604,16,0.067602
110N04604,17,0.069437
110N04604,18,0.067487
110N04604,19,0.055447
110N04604,20,0.045215
110N04604,21,0.043656
110N04604,22,0.03457
110N04604,23,0.022101
110N04605,0,0.012166
110N04605,1,0.007133
110N04605,2,0.0056
110N04605,3,0.004917
110N04605,4,0.00871
110N04605,5,0.023649
110N04605,6,0.039214
110N04605,7,0.046265
110N04605,8,0.041997
110N04605,9,0.04253
110N04605,10,0.046126
110N04605,11,0.047246
110N04605,12,0.05025
110N04605,13,0.053269
110N04605,14,0.064901
110N04605,15,0.071794
110N04605,16,0.070842
110N04605,17,0.072625
110N04605,18,0.07227
110N04605,19,0.062228
110N04605,20,0.048765
110N04605,21,0.045304
110N04605,22,0.035911
110N04605,23,0.026283
110N04606,0,0.013479
110N04606,1,0.008554
110N04606,2,0.007276
110N04606,3,0.006935
110N04606,4,0.011728
110N04606,5,0.028122
110N04606,6,0.042765
110N04606,7,0.047944
110N04606,8,0.043337
110N04606,9,0.045716
110N04606,10,0.048485
110N04606,11,0.050973
110N04606,12,0.053415
110N04606,13,0.055334
110N04606,14,0.062319
110N04606,15,0.064979
110N04606,16,0.063355
110N04606,17,0.063069
110N04606,18,0.065193
110N04606,19,0.057767
110N04606,20,0.047776
110N04606,21,0.046721
110N04606,22,0.037335
110N04606,23,0.027426
110N04607,0,0.011739
110N04607,1,0.007307
110N04607,2,0.005419
110N04607,3,0.005174
110N04607,4,0.009751
110N04607,5,0.028469
110N04607,6,0.048767
110N04607,7,0.055616
110N04607,8,0.049999
110N04607,9,0.048299
110N04607,10,0.047266
110N04607,11,0.050214
110N04607,12,0.052917
110N04607,13,0.05341
110N04607,14,0.060018
110N04607,15,0.064228
110N04607,16,0.063923
110N04607,17,0.0665
110N04607,18,0.068345
110N04607,19,0.0581
110N04607,20,0.045216
110N04607,21,0.043341
110N04607,22,0.034007
110N04607,23,0.021974
110N04608,0,0.012703
110N04608,1,0.007957
110N04608,2,0.005777
110N04608,3,0.005185
110N04608,4,0.008199
110N04608,5,0.023625
110N04608,6,0.043467
110N04608,7,0.056885
110N04608,8,0.050457
110N04608,9,0.050206
110N04608,10,0.045879
110N04608,11,0.048553
110N04608,12,0.051178
110N04608,13,0.05357
110N04608,14,0.060945
110N04608,15,0.064803
110N04608,16,0.065494
110N04608,17,0.064606
110N04608,18,0.068582
110N04608,19,0.059845
110N04608,20,0.046353
110N04608,21,0.044814
110N04608,22,0.03734
110N04608,23,0.023571
110N04609,0,0.011259
110N04609,1,0.007508
110N04609,2,0.005517
110N04609,3,0.005365
110N04609,4,0.008781
110N04609,5,0.025358
110N04609,6,0.045885
110N04609,7,0.058553
110N04609,8,0.05214
110N04609,9,0.053419
110N04609,10,0.04929
110N04609,11,0.050244
110N04609,12,0.051014
110N04609,13,0.053361
110N04609,14,0.06221
110N04609,15,0.06561
110N04609,16,0.070634
110N04609,17,0.067978
110N04609,18,0.068109
110N04609,19,0.057191
110N04609,20,0.041557
110N04609,21,0.036847
110N04609,22,0.031561
110N04609,23,0.020611
110N04610,0,0.011937
110N04610,1,0.008476
110N04610,2,0.006461
110N04610,3,0.006658
110N04610,4,0.01093
110N04610,5,0.033134
110N04610,6,0.057274
110N04610,7,0.066809
110N04610,8,0.065272
110N04610,9,0.064011
110N04610,10,0.05685
110N04610,11,0.054427
110N04610,12,0.052588
110N04610,13,0.052895
110N04610,14,0.05765
110N04610,15,0.057751
110N04610,16,0.058922
110N04610,17,0.055996
110N04610,18,0.055667
110N04610,19,0.050738
110N04610,20,0.036315
110N04610,21,0.03164
110N04610,22,0.028544
110N04610,23,0.019051
110N04611,0,0.008691
110N04611,1,0.005825
110N04611,2,0.004789
110N04611,3,0.00587
110N04611,4,0.012824
110N04611,5,0.035656
110N04611,6,0.051385
110N04611,7,0.066837
110N04611,8,0.074603
110N04611,9,0.065157
110N04611,10,0.05384
110N04611,11,0.050063
110N04611,12,0.050317
110N04611,13,0.051999
110N04611,14,0.060627
110N04611,15,0.064741
110N04611,16,0.063775
110N04611,17,0.063044
110N04611,18,0.059357
110N04611,19,0.048639
110N04611,20,0.03488
110N04611,21,0.028753
110N04611,22,0.02306
110N04611,23,0.015269
110N04612,0,0.008691
110N04612,1,0.005825
110N04612,2,0.004789
110N04612,3,0.00587
110N04612,4,0.012824
110N04612,5,0.035656
110N04612,6,0.051385
110N04612,7,0.066837
110N04612,8,0.074603
110N04612,9,0.065157
110N04612,10,0.05384
110N04612,11,0.050063
110N04612,12,0.050317
110N04612,13,0.051999
110N04612,14,0.060627
110N04612,15,0.064741
110N04612,16,0.063775
110N04612,17,0.063044
110N04612,18,0.059357
110N04612,19,0.048639
110N04612,20,0.03488
110N04612,21,0.028753
110N04612,22,0.02306
110N04612,23,0.015269
110N04613,0,0.008317
110N04613,1,0.005615
110N04613,2,0.004649
110N04613,3,0.005756
110N04613,4,0.012993
110N04613,5,0.03683
110N04613,6,0.052907
110N04613,7,0.065642
110N04613,8,0.071712
110N04613,9,0.064209
110N04613,10,0.053541
110N04613,11,0.049622
110N04613,12,0.050009
110N04613,13,0.051807
110N04613,14,0.060085
110N04613,15,0.065349
110N04613,16,0.065302
110N04613,17,0.06534
110N04613,18,0.063215
110N04613,19,0.049191
110N04613,20,0.033904
110N04613,21,0.027764
110N04613,22,0.021868
110N04613,23,0.014373
110N04645,0,0.007909
110N04645,1,0.005414
110N04645,2,0.004737
110N04645,3,0.006276
110N04645,4,0.014245
110N04645,5,0.037788
110N04645,6,0.067443
110N04645,7,0.081224
110N04645,8,0.080437
110N04645,9,0.068897
110N04645,10,0.049577
110N04645,11,0.04233
110N04645,12,0.044437
110N04645,13,0.048681
110N04645,14,0.057845
110N04645,15,0.065684
110N04645,16,0.064604
110N04645,17,0.059509
110N04645,18,0.055006
110N04645,19,0.04498
110N04645,20,0.031931
110N04645,21,0.027045
110N04645,22,0.02049
110N04645,23,0.013512
110N04646,0,0.007909
110N04646,1,0.005414
110N04646,2,0.004737
110N04646,3,0.006276
110N04646,4,0.014245
110N04646,5,0.037788
110N04646,6,0.067443
110N04646,7,0.081224
110N04646,8,0.080437
110N04646,9,0.068897
110N04646,10,0.049577
110N04646,11,0.04233
110N04646,12,0.044437
110N04646,13,0.048681
110N04646,14,0.057845
110N04646,15,0.065684
110N04646,16,0.064604
110N04646,17,0.059509
110N04646,18,0.055006
110N04646,19,0.04498
110N04646,20,0.031931
110N04646,21,0.027045
110N04646,22,0.02049
110N04646,23,0.013512
110N04647,0,0.007909
110N04647,1,0.005414
110N04647,2,0.004737
110N04647,3,0.006276
110N04647,4,0.014245
110N04647,5,0.037788
110N04647,6,0.067443
110N04647,7,0.081224
110N04647,8,0.080437
110N04647,9,0.068897
110N04647,10,0.049577
110N04647,11,0.04233
110N04647,12,0.044437
110N04647,13,0.048681
110N04647,14,0.057845
110N04647,15,0.065684
110N04647,16,0.064604
110N04647,17,0.059509
110N04647,18,0.055006
110N04647,19,0.04498
110N04647,20,0.031931
110N04647,21,0.027045
110N04647,22,0.02049
110N04647,23,0.013512
110N04648,0,0.007909
110N04648,1,0.005414
110N04648,2,0.004737
110N04648,3,0.006276
110N04648,4,0.014245
110N04648,5,0.037788
110N04648,6,0.067443
110N04648,7,0.081224
110N04648,8,0.080437
110N04648,9,0.068897
110N04648,10,0.049577
110N04648,11,0.04233
110N04648,12,0.044437
110N04648,13,0.048681
110N04648,14,0.057845
110N04648,15,0.065684
110N04648,16,0.064604
110N04648,17,0.059509
110N04648,18,0.055006
110N04648,19,0.04498
110N04648,20,0.031931
110N04648,21,0.027045
110N04648,22,0.02049
110N04648,23,0.013512
110N04670,0,0.016533
110N04670,1,0.009311
110N04670,2,0.006624
110N04670,3,0.005134
110N04670,4,0.01059
110N04670,5,0.025468
110N04670,6,0.0378
110N04670,7,0.049693
110N04670,8,0.044365
110N04670,9,0.042594
110N04670,10,0.042934
110N04670,11,0.046214
110N04670,12,0.047481
110N04670,13,0.049558
110N04670,14,0.056492
110N04670,15,0.06484
110N04670,16,0.069486
110N04670,17,0.068771
110N04670,18,0.069921
110N04670,19,0.057437
110N04670,20,0.050455
110N04670,21,0.050919
110N04670,22,0.044993
110N04670,23,0.032391
110N04681,0,0.011226
110N04681,1,0.008822
110N04681,2,0.008304
110N04681,3,0.009572
110N04681,4,0.014387
110N04681,5,0.020518
110N04681,6,0.035485
110N04681,7,0.049113
110N04681,8,0.048994
110N04681,9,0.050782
110N04681,10,0.054594
110N04681,11,0.055953
110N04681,12,0.057385
110N04681,13,0.059786
110N04681,14,0.065939
110N04681,15,0.072891
110N04681,16,0.079557
110N04681,17,0.078242
110N04681,18,0.059461
110N04681,19,0.048675
110N04681,20,0.039618
110N04681,21,0.030875
110N04681,22,0.02264
110N04681,23,0.017181
110N04682,0,0.011282
110N04682,1,0.008992
110N04682,2,0.008339
110N04682,3,0.009269
110N04682,4,0.013078
110N04682,5,0.021567
110N04682,6,0.034779
110N04682,7,0.049981
110N04682,8,0.050681
110N04682,9,0.050594
110N04682,10,0.054739
110N04682,11,0.055534
110N04682,12,0.0571
110N04682,13,0.059552
110N04682,14,0.064607
110N04682,15,0.072424
110N04682,16,0.077978
110N04682,17,0.078764
110N04682,18,0.060752
110N04682,19,0.048441
110N04682,20,0.039732
110N04682,21,0.031316
110N04682,22,0.023064
110N04682,23,0.017435
110N04683,0,0.01203
110N04683,1,0.007885
110N04683,2,0.007975
110N04683,3,0.011566
110N04683,4,0.021966
110N04683,5,0.039383
110N04683,6,0.050591
110N04683,7,0.065733
110N04683,8,0.061005
110N04683,9,0.054256
110N04683,10,0.055244
110N04683,11,0.058296
110N04683,12,0.060122
110N04683,13,0.057055
110N04683,14,0.061917
110N04683,15,0.06678
110N04683,16,0.063608
110N04683,17,0.064431
110N04683,18,0.059613
110N04683,19,0.036615
110N04683,20,0.03075
110N04683,21,0.022983
110N04683,22,0.017477
110N04683,23,0.012718
110N04684,0,0.01203
110N04684,1,0.007885
110N04684,2,0.007975
110N04684,3,0.011566
110N04684,4,0.021966
110N04684,5,0.039383
110N04684,6,0.050591
110N04684,7,0.065733
110N04684,8,0.061005
110N04684,9,0.054256
110N04684,10,0.055244
110N04684,11,0.058296
110N04684,12,0.060122
110N04684,13,0.057055
110N04684,14,0.061917
110N04684,15,0.06678
110N04684,16,0.063608
110N04684,17,0.064431
110N04684,18,0.059613
110N04684,19,0.036615
110N04684,20,0.03075
110N04684,21,0.022983
110N04684,22,0.017477
110N04684,23,0.012718
110N04686,0,0.008433
110N04686,1,0.004706
110N04686,2,0.003997
110N04686,3,0.004312
110N04686,4,0.006999
110N04686,5,0.016636
110N04686,6,0.031978
110N04686,7,0.043232
110N04686,8,0.04364
110N04686,9,0.041207
110N04686,10,0.043443
110N04686,11,0.048697
110N04686,12,0.054152
110N04686,13,0.055721
110N04686,14,0.070799
110N04686,15,0.099236
110N04686,16,0.117777
110N04686,17,0.097079
110N04686,18,0.065309
110N04686,19,0.044814
110N04686,20,0.034382
110N04686,21,0.029063
110N04686,22,0.019997
110N04686,23,0.014388
110N04687,0,0.008433
110N04687,1,0.004706
110N04687,2,0.003997
110N04687,3,0.004312
110N04687,4,0.006999
110N04687,5,0.016636
110N04687,6,0.031978
110N04687,7,0.043232
110N04687,8,0.04364
110N04687,9,0.041207
110N04687,10,0.043443
110N04687,11,0.048697
110N04687,12,0.054152
110N04687,13,0.055721
110N04687,14,0.070799
110N04687,15,0.099236
110N04687,16,0.117777
110N04687,17,0.097079
110N04687,18,0.065309
110N04687,19,0.044814
110N04687,20,0.034382
110N04687,21,0.029063
110N04687,22,0.019997
110N04687,23,0.014388
110N04688,0,0.008589
110N04688,1,0.005058
110N04688,2,0.004363
110N04688,3,0.004432
110N04688,4,0.007478
110N04688,5,0.016368
110N04688,6,0.032827
110N04688,7,0.046984
110N04688,8,0.043902
110N04688,9,0.043125
110N04688,10,0.04625
110N04688,11,0.052181
110N04688,12,0.055132
110N04688,13,0.057447
110N04688,14,0.075286
110N04688,15,0.098151
110N04688,16,0.1069
110N04688,17,0.091236
110N04688,18,0.061935
110N04688,19,0.041769
110N04688,20,0.034845
110N04688,21,0.028616
110N04688,22,0.02146
110N04688,23,0.015666
110N04689,0,0.009376
110N04689,1,0.004512
110N04689,2,0.003754
110N04689,3,0.003754
110N04689,4,0.006292
110N04689,5,0.016302
110N04689,6,0.030368
110N04689,7,0.044555
110N04689,8,0.043568
110N04689,9,0.044203
110N04689,10,0.043938
110N04689,11,0.052327
110N04689,12,0.052574
110N04689,13,0.055235
110N04689,14,0.074181
110N04689,15,0.099033
110N04689,16,0.115864
110N04689,17,0.100954
110N04689,18,0.061651
110N04689,19,0.042793
110N04689,20,0.034897
110N04689,21,0.02804
110N04689,22,0.018735
110N04689,23,0.013095
110N04691,0,0.010557
110N04691,1,0.005559
110N04691,2,0.00448
110N04691,3,0.004158
110N04691,4,0.007547
110N04691,5,0.017712
110N04691,6,0.033968
110N04691,7,0.047451
110N04691,8,0.045407
110N04691,9,0.042901
110N04691,10,0.044805
110N04691,11,0.052996
110N04691,12,0.055054
110N04691,13,0.059857
110N04691,14,0.069545
110N04691,15,0.090897
110N04691,16,0.102687
110N04691,17,0.089049
110N04691,18,0.065569
110N04691,19,0.044427
110N04691,20,0.033141
110N04691,21,0.030159
110N04691,22,0.024278
110N04691,23,0.017796
110N04692,0,0.010557
110N04692,1,0.005559
110N04692,2,0.00448
110N04692,3,0.004158
110N04692,4,0.007547
110N04692,5,0.017712
110N04692,6,0.033968
110N04692,7,0.047451
110N04692,8,0.045407
110N04692,9,0.042901
110N04692,10,0.044805
110N04692,11,0.052996
110N04692,12,0.055054
110N04692,13,0.059857
110N04692,14,0.069545
110N04692,15,0.090897
110N04692,16,0.102687
110N04692,17,0.089049
110N04692,18,0.065569
110N04692,19,0.044427
110N04692,20,0.033141
110N04692,21,0.030159
110N04692,22,0.024278
110N04692,23,0.017796
110N04693,0,0.007505
110N04693,1,0.004759
110N04693,2,0.004338
110N04693,3,0.004525
110N04693,4,0.012653
110N04693,5,0.044862
110N04693,6,0.071914
110N04693,7,0.067222
110N04693,8,0.060237
110N04693,9,0.048809
110N04693,10,0.046733
110N04693,11,0.048446
110N04693,12,0.053782
110N04693,13,0.054236
110N04693,14,0.063898
110N04693,15,0.075976
110N04693,16,0.082081
110N04693,17,0.081606
110N04693,18,0.059641
110N04693,19,0.040284
110N04693,20,0.020839
110N04693,21,0.018892
110N04693,22,0.015361
110N04693,23,0.0114
