tmc,hour,vol.fraction
110+04185,5,0.021437
110+04185,6,0.031291
110+04185,7,0.037332
110+04185,8,0.038406
110+04185,9,0.038366
110+04185,10,0.042464
110+04185,11,0.044991
110+04185,12,0.051339
110+04185,13,0.058066
110+04185,14,0.07592
110+04185,15,0.08211
110+04185,16,0.087322
110+04185,17,0.083532
110+04185,18,0.077026
110+04185,19,0.077444
110+04185,20,0.047565
110+04185,21,0.035761
110+04185,22,0.025512
110+04185,23,0.014923
110+04186,0,0.008725
110+04186,1,0.005167
110+04186,2,0.003792
110+04186,3,0.003576
110+04186,4,0.006229
110+04186,5,0.015449
110+04186,6,0.031474
110+04186,7,0.039419
110+04186,8,0.038855
110+04186,9,0.038174
110+04186,10,0.041442
110+04186,11,0.045913
110+04186,12,0.051919
110+04186,13,0.058946
110+04186,14,0.077191
110+04186,15,0.086751
110+04186,16,0.091583
110+04186,17,0.090335
110+04186,18,0.07786
110+04186,19,0.063132
110+04186,20,0.045693
110+04186,21,0.035924
110+04186,22,0.025954
110+04186,23,0.016497
110+04187,0,0.008669
110+04187,1,0.005471
110+04187,2,0.004228
110+04187,3,0.004202
110+04187,4,0.007756
110+04187,5,0.017877
110+04187,6,0.033823
110+04187,7,0.040607
110+04187,8,0.040247
110+04187,9,0.040304
110+04187,10,0.043516
110+04187,11,0.046187
110+04187,12,0.049956
110+04187,13,0.056597
110+04187,14,0.075953
110+04187,15,0.089093
110+04187,16,0.093593
110+04187,17,0.092656
110+04187,18,0.074786
110+04187,19,0.058583
110+04187,20,0.042344
110+04187,21,0.033344
110+04187,22,0.024286
110+04187,23,0.015924
110+04188,0,0.008669
110+04188,1,0.005471
110+04188,2,0.004228
110+04188,3,0.004202
110+04188,4,0.007756
110+04188,5,0.017877
110+04188,6,0.033823
110+04188,7,0.040607
110+04188,8,0.040247
110+04188,9,0.040304
110+04188,10,0.043516
110+04188,11,0.046187
110+04188,12,0.049956
110+04188,13,0.056597
110+04188,14,0.075953
110+04188,15,0.089093
110+04188,16,0.093593
110+04188,17,0.092656
110+04188,18,0.074786
110+04188,19,0.058583
110+04188,20,0.042344
110+04188,21,0.033344
110+04188,22,0.024286
110+04188,23,0.015924
110+04189,0,0.008945
110+04189,1,0.005986
110+04189,2,0.004564
110+04189,3,0.004712
110+04189,4,0.007994
110+04189,5,0.014882
110+04189,6,0.028812
110+04189,7,0.037468
110+04189,8,0.036412
110+04189,9,0.037251
110+04189,10,0.043751
110+04189,11,0.049096
110+04189,12,0.053089
110+04189,13,0.061684
110+04189,14,0.082469
110+04189,15,0.097672
110+04189,16,0.103996
110+04189,17,0.095278
110+04189,18,0.067917
110+04189,19,0.053322
110+04189,20,0.038741
110+04189,21,0.028735
110+04189,22,0.021815
110+04189,23,0.015408
110+04190,0,0.008695
110+04190,1,0.006094
110+04190,2,0.004832
110+04190,3,0.005222
110+04190,4,0.00796
110+04190,5,0.016112
110+04190,6,0.029132
110+04190,7,0.038039
110+04190,8,0.039433
110+04190,9,0.042465
110+04190,10,0.048168
110+04190,11,0.051907
110+04190,12,0.054639
110+04190,13,0.061733
110+04190,14,0.078048
110+04190,15,0.093684
110+04190,16,0.099626
110+04190,17,0.093293
110+04190,18,0.066864
110+04190,19,0.051507
110+04190,20,0.038535
110+04190,21,0.028166
110+04190,22,0.021032
110+04190,23,0.014813
110+04191,0,0.008775
110+04191,1,0.006233
110+04191,2,0.004997
110+04191,3,0.005535
110+04191,4,0.008321
110+04191,5,0.016708
110+04191,6,0.029925
110+04191,7,0.038841
110+04191,8,0.040011
110+04191,9,0.042976
110+04191,10,0.048604
110+04191,11,0.052437
110+04191,12,0.054757
110+04191,13,0.061903
110+04191,14,0.078064
110+04191,15,0.093248
110+04191,16,0.099648
110+04191,17,0.092913
110+04191,18,0.065695
110+04191,19,0.050065
110+04191,20,0.037543
110+04191,21,0.027269
110+04191,22,0.020695
110+04191,23,0.014837
110+04192,0,0.008775
110+04192,1,0.006233
110+04192,2,0.004997
110+04192,3,0.005535
110+04192,4,0.008321
110+04192,5,0.016708
110+04192,6,0.029925
110+04192,7,0.038841
110+04192,8,0.040011
110+04192,9,0.042976
110+04192,10,0.048604
110+04192,11,0.052437
110+04192,12,0.054757
110+04192,13,0.061903
110+04192,14,0.078064
110+04192,15,0.093248
110+04192,16,0.099648
110+04192,17,0.092913
110+04192,18,0.065695
110+04192,19,0.050065
110+04192,20,0.037543
110+04192,21,0.027269
110+04192,22,0.020695
110+04192,23,0.014837
110+04193,0,0.008775
110+04193,1,0.006233
110+04193,2,0.004997
110+04193,3,0.005535
110+04193,4,0.008321
110+04193,5,0.016708
110+04193,6,0.029925
110+04193,7,0.038841
110+04193,8,0.040011
110+04193,9,0.042976
110+04193,10,0.048604
110+04193,11,0.052437
110+04193,12,0.054757
110+04193,13,0.061903
110+04193,14,0.078064
110+04193,15,0.093248
110+04193,16,0.099648
110+04193,17,0.092913
110+04193,18,0.065695
110+04193,19,0.050065
110+04193,20,0.037543
110+04193,21,0.027269
110+04193,22,0.020695
110+04193,23,0.014837
110+04194,0,0.008775
110+04194,1,0.006233
110+04194,2,0.004997
110+04194,3,0.005535
110+04194,4,0.008321
110+04194,5,0.016708
110+04194,6,0.029925
110+04194,7,0.038841
110+04194,8,0.040011
110+04194,9,0.042976
110+04194,10,0.048604
110+04194,11,0.052437
110+04194,12,0.054757
110+04194,13,0.061903
110+04194,14,0.078064
110+04194,15,0.093248
110+04194,16,0.099648
110+04194,17,0.092913
110+04194,18,0.065695
110+04194,19,0.050065
110+04194,20,0.037543
110+04194,21,0.027269
110+04194,22,0.020695
110+04194,23,0.014837
110+04603,0,0.010372
110+04603,1,0.007252
110+04603,2,0.00645
110+04603,3,0.008009
110+04603,4,0.018093
110+04603,5,0.042234
110+04603,6,0.058564
110+04603,7,0.064027
110+04603,8,0.060916
110+04603,9,0.053247
110+04603,10,0.048214
110+04603,11,0.047241
110+04603,12,0.04878
110+04603,13,0.051342
110+04603,14,0.060353
110+04603,15,0.066739
110+04603,16,0.067545
110+04603,17,0.067025
110+04603,18,0.059281
110+04603,19,0.045749
110+04603,20,0.03655
110+04603,21,0.030707
110+04603,22,0.024503
110+04603,23,0.01681
110+04604,0,0.009301
110+04604,1,0.005973
110+04604,2,0.005159
110+04604,3,0.007088
110+04604,4,0.01955
110+04604,5,0.047831
110+04604,6,0.061354
110+04604,7,0.057134
110+04604,8,0.053743
110+04604,9,0.054564
110+04604,10,0.053272
110+04604,11,0.051962
110+04604,12,0.054032
110+04604,13,0.055835
110+04604,14,0.06037
110+04604,15,0.060496
110+04604,16,0.060205
110+04604,17,0.061332
110+04604,18,0.057807
110+04604,19,0.047592
110+04604,20,0.038215
110+04604,21,0.033359
110+04604,22,0.026822
110+04604,23,0.017004
110+04605,0,0.008608
110+04605,1,0.005925
110+04605,2,0.00554
110+04605,3,0.006833
110+04605,4,0.014849
110+04605,5,0.050524
110+04605,6,0.071033
110+04605,7,0.067487
110+04605,8,0.059051
110+04605,9,0.059224
110+04605,10,0.055506
110+04605,11,0.053471
110+04605,12,0.053138
110+04605,13,0.053448
110+04605,14,0.054632
110+04605,15,0.05581
110+04605,16,0.056155
110+04605,17,0.05758
110+04605,18,0.053385
110+04605,19,0.044283
110+04605,20,0.034496
110+04605,21,0.034767
110+04605,22,0.027147
110+04605,23,0.017102
110+04606,0,0.010006
110+04606,1,0.006972
110+04606,2,0.005892
110+04606,3,0.006884
110+04606,4,0.016209
110+04606,5,0.061247
110+04606,6,0.089476
110+04606,7,0.08302
110+04606,8,0.072333
110+04606,9,0.069129
110+04606,10,0.06488
110+04606,11,0.054199
110+04606,12,0.04104
110+04606,13,0.036838
110+04606,14,0.039649
110+04606,15,0.039819
110+04606,16,0.034127
110+04606,17,0.038898
110+04606,18,0.043499
110+04606,19,0.046404
110+04606,20,0.042073
110+04606,21,0.04175
110+04606,22,0.035277
110+04606,23,0.020376
110+04607,0,0.008756
110+04607,1,0.006131
110+04607,2,0.004946
110+04607,3,0.00584
110+04607,4,0.013671
110+04607,5,0.050545
110+04607,6,0.071881
110+04607,7,0.068989
110+04607,8,0.063851
110+04607,9,0.059128
110+04607,10,0.056447
110+04607,11,0.053636
110+04607,12,0.052742
110+04607,13,0.053127
110+04607,14,0.058141
110+04607,15,0.058067
110+04607,16,0.054077
110+04607,17,0.051818
110+04607,18,0.047834
110+04607,19,0.04303
110+04607,20,0.036185
110+04607,21,0.036043
110+04607,22,0.027839
110+04607,23,0.017277
110+04608,0,0.008057
110+04608,1,0.005283
110+04608,2,0.004524
110+04608,3,0.004788
110+04608,4,0.010482
110+04608,5,0.040309
110+04608,6,0.062608
110+04608,7,0.063009
110+04608,8,0.061771
110+04608,9,0.059241
110+04608,10,0.057661
110+04608,11,0.055097
110+04608,12,0.054687
110+04608,13,0.055762
110+04608,14,0.058878
110+04608,15,0.061285
110+04608,16,0.061148
110+04608,17,0.060051
110+04608,18,0.051738
110+04608,19,0.045695
110+04608,20,0.037146
110+04608,21,0.035337
110+04608,22,0.028261
110+04608,23,0.017182
110+04609,0,0.00914
110+04609,1,0.005415
110+04609,2,0.004747
110+04609,3,0.006229
110+04609,4,0.012426
110+04609,5,0.04524
110+04609,6,0.063086
110+04609,7,0.069237
110+04609,8,0.069127
110+04609,9,0.064975
110+04609,10,0.060175
110+04609,11,0.05548
110+04609,12,0.055548
110+04609,13,0.056367
110+04609,14,0.056331
110+04609,15,0.057556
110+04609,16,0.056247
110+04609,17,0.054896
110+04609,18,0.050895
110+04609,19,0.045099
110+04609,20,0.033575
110+04609,21,0.027143
110+04609,22,0.02274
110+04609,23,0.018321
110+04610,0,0.010491
110+04610,1,0.006767
110+04610,2,0.006314
110+04610,3,0.007079
110+04610,4,0.012811
110+04610,5,0.040841
110+04610,6,0.059935
110+04610,7,0.067326
110+04610,8,0.067633
110+04610,9,0.061485
110+04610,10,0.054931
110+04610,11,0.052013
110+04610,12,0.052955
110+04610,13,0.055056
110+04610,14,0.057033
110+04610,15,0.058978
110+04610,16,0.058921
110+04610,17,0.057605
110+04610,18,0.058942
110+04610,19,0.046942
110+04610,20,0.034277
110+04610,21,0.029237
110+04610,22,0.023952
110+04610,23,0.01847
110+04611,0,0.010693
110+04611,1,0.006592
110+04611,2,0.005895
110+04611,3,0.006952
110+04611,4,0.012029
110+04611,5,0.035714
110+04611,6,0.054649
110+04611,7,0.063257
110+04611,8,0.058267
110+04611,9,0.053063
110+04611,10,0.049282
110+04611,11,0.049485
110+04611,12,0.050002
110+04611,13,0.054387
110+04611,14,0.060724
110+04611,15,0.062612
110+04611,16,0.065708
110+04611,17,0.066137
110+04611,18,0.064035
110+04611,19,0.053057
110+04611,20,0.038142
110+04611,21,0.033594
110+04611,22,0.026323
110+04611,23,0.019399
110+04612,0,0.008971
110+04612,1,0.00586
110+04612,2,0.004834
110+04612,3,0.005218
110+04612,4,0.012043
110+04612,5,0.03679
110+04612,6,0.071771
110+04612,7,0.080803
110+04612,8,0.070234
110+04612,9,0.062891
110+04612,10,0.055119
110+04612,11,0.051472
110+04612,12,0.052744
110+04612,13,0.055807
110+04612,14,0.062518
110+04612,15,0.057505
110+04612,16,0.046165
110+04612,17,0.045042
110+04612,18,0.047423
110+04612,19,0.05044
110+04612,20,0.040616
110+04612,21,0.033592
110+04612,22,0.025508
110+04612,23,0.016634
110+04613,0,0.008978
110+04613,1,0.005841
110+04613,2,0.004818
110+04613,3,0.005225
110+04613,4,0.011938
110+04613,5,0.035752
110+04613,6,0.070344
110+04613,7,0.081633
110+04613,8,0.070654
110+04613,9,0.063691
110+04613,10,0.055562
110+04613,11,0.051447
110+04613,12,0.052325
110+04613,13,0.05495
110+04613,14,0.060277
110+04613,15,0.055813
110+04613,16,0.04723
110+04613,17,0.047036
110+04613,18,0.050073
110+04613,19,0.051185
110+04613,20,0.040102
110+04613,21,0.032937
110+04613,22,0.025556
110+04613,23,0.016635
110+04614,0,0.009272
110+04614,1,0.005641
110+04614,2,0.004444
110+04614,3,0.004636
110+04614,4,0.010363
110+04614,5,0.031355
110+04614,6,0.05869
110+04614,7,0.074844
110+04614,8,0.071733
110+04614,9,0.06396
110+04614,10,0.053773
110+04614,11,0.049898
110+04614,12,0.051892
110+04614,13,0.055634
110+04614,14,0.062028
110+04614,15,0.058485
110+04614,16,0.051193
110+04614,17,0.05148
110+04614,18,0.054598
110+04614,19,0.054718
110+04614,20,0.041643
110+04614,21,0.034006
110+04614,22,0.027618
110+04614,23,0.018094
110+04645,0,0.008414
110+04645,1,0.006534
110+04645,2,0.005256
110+04645,3,0.007014
110+04645,4,0.016464
110+04645,5,0.041782
110+04645,6,0.062734
110+04645,7,0.068041
110+04645,8,0.065504
110+04645,9,0.057565
110+04645,10,0.04725
110+04645,11,0.044532
110+04645,12,0.04581
110+04645,13,0.047685
110+04645,14,0.060698
110+04645,15,0.06986
110+04645,16,0.069996
110+04645,17,0.067358
110+04645,18,0.064013
110+04645,19,0.046775
110+04645,20,0.033399
110+04645,21,0.02836
110+04645,22,0.020957
110+04645,23,0.013993
110+04646,0,0.008414
110+04646,1,0.006534
110+04646,2,0.005256
110+04646,3,0.007014
110+04646,4,0.016464
110+04646,5,0.041782
110+04646,6,0.062734
110+04646,7,0.068041
110+04646,8,0.065504
110+04646,9,0.057565
110+04646,10,0.04725
110+04646,11,0.044532
110+04646,12,0.04581
110+04646,13,0.047685
110+04646,14,0.060698
110+04646,15,0.06986
110+04646,16,0.069996
110+04646,17,0.067358
110+04646,18,0.064013
110+04646,19,0.046775
110+04646,20,0.033399
110+04646,21,0.02836
110+04646,22,0.020957
110+04646,23,0.013993
110+04647,0,0.008414
110+04647,1,0.006534
110+04647,2,0.005256
110+04647,3,0.007014
110+04647,4,0.016464
110+04647,5,0.041782
110+04647,6,0.062734
110+04647,7,0.068041
110+04647,8,0.065504
110+04647,9,0.057565
110+04647,10,0.04725
110+04647,11,0.044532
110+04647,12,0.04581
110+04647,13,0.047685
110+04647,14,0.060698
110+04647,15,0.06986
110+04647,16,0.069996
110+04647,17,0.067358
110+04647,18,0.064013
110+04647,19,0.046775
110+04647,20,0.033399
110+04647,21,0.02836
110+04647,22,0.020957
110+04647,23,0.013993
110+04648,0,0.01054
110+04648,1,0.007431
110+04648,2,0.006254
110+04648,3,0.007581
110+04648,4,0.01542
110+04648,5,0.040605
110+04648,6,0.053972
110+04648,7,0.058677
110+04648,8,0.054074
110+04648,9,0.046349
110+04648,10,0.044152
110+04648,11,0.046991
110+04648,12,0.046613
110+04648,13,0.04989
110+04648,14,0.061012
110+04648,15,0.070148
110+04648,16,0.074421
110+04648,17,0.077296
110+04648,18,0.062981
110+04648,19,0.04974
110+04648,20,0.039422
110+04648,21,0.033852
110+04648,22,0.024861
110+04648,23,0.017718
110+04670,0,0.008368
110+04670,1,0.005621
110+04670,2,0.004829
110+04670,3,0.009033
110+04670,4,0.024996
110+04670,5,0.058811
110+04670,6,0.079036
110+04670,7,0.064686
110+04670,8,0.048604
110+04670,9,0.052877
110+04670,10,0.051215
110+04670,11,0.055673
110+04670,12,0.055839
110+04670,13,0.054236
110+04670,14,0.053444
110+04670,15,0.052369
110+04670,16,0.048203
110+04670,17,0.048672
110+04670,18,0.054255
110+04670,19,0.04921
110+04670,20,0.036228
110+04670,21,0.034459
110+04670,22,0.030695
110+04670,23,0.018642
110+04681,0,0.01129
110+04681,1,0.009344
110+04681,2,0.00869
110+04681,3,0.00954
110+04681,4,0.014288
110+04681,5,0.026755
110+04681,6,0.048356
110+04681,7,0.068402
110+04681,8,0.063172
110+04681,9,0.055645
110+04681,10,0.055859
110+04681,11,0.056456
110+04681,12,0.058305
110+04681,13,0.059623
110+04681,14,0.063479
110+04681,15,0.069104
110+04681,16,0.070058
110+04681,17,0.068044
110+04681,18,0.053656
110+04681,19,0.03919
110+04681,20,0.030962
110+04681,21,0.024807
110+04681,22,0.01946
110+04681,23,0.015513
110+04682,0,0.012544
110+04682,1,0.010232
110+04682,2,0.009372
110+04682,3,0.009821
110+04682,4,0.01515
110+04682,5,0.027273
110+04682,6,0.047124
110+04682,7,0.062038
110+04682,8,0.060522
110+04682,9,0.053327
110+04682,10,0.053475
110+04682,11,0.056009
110+04682,12,0.057689
110+04682,13,0.058102
110+04682,14,0.062702
110+04682,15,0.068844
110+04682,16,0.071129
110+04682,17,0.068883
110+04682,18,0.055612
110+04682,19,0.041995
110+04682,20,0.033261
110+04682,21,0.026982
110+04682,22,0.021116
110+04682,23,0.016799
110+04683,0,0.01203
110+04683,1,0.009692
110+04683,2,0.00883
110+04683,3,0.00862
110+04683,4,0.013583
110+04683,5,0.024824
110+04683,6,0.043487
110+04683,7,0.052435
110+04683,8,0.048256
110+04683,9,0.046529
110+04683,10,0.049735
110+04683,11,0.053624
110+04683,12,0.05726
110+04683,13,0.059952
110+04683,14,0.06718
110+04683,15,0.074158
110+04683,16,0.078737
110+04683,17,0.078019
110+04683,18,0.060768
110+04683,19,0.046408
110+04683,20,0.037347
110+04683,21,0.029898
110+04683,22,0.022094
110+04683,23,0.016535
110+04684,0,0.013199
110+04684,1,0.010777
110+04684,2,0.008199
110+04684,3,0.00941
110+04684,4,0.013122
110+04684,5,0.023759
110+04684,6,0.045391
110+04684,7,0.052068
110+04684,8,0.050717
110+04684,9,0.047316
110+04684,10,0.052906
110+04684,11,0.05491
110+04684,12,0.057052
110+04684,13,0.060158
110+04684,14,0.065748
110+04684,15,0.068202
110+04684,16,0.073311
110+04684,17,0.078575
110+04684,18,0.062876
110+04684,19,0.047999
110+04684,20,0.035918
110+04684,21,0.027796
110+04684,22,0.022547
110+04684,23,0.018044
110+04686,0,0.006657
110+04686,1,0.004351
110+04686,2,0.003631
110+04686,3,0.004249
110+04686,4,0.01622
110+04686,5,0.055886
110+04686,6,0.10574
110+04686,7,0.117391
110+04686,8,0.079
110+04686,9,0.057878
110+04686,10,0.048572
110+04686,11,0.044579
110+04686,12,0.044709
110+04686,13,0.044033
110+04686,14,0.051071
110+04686,15,0.054064
110+04686,16,0.056027
110+04686,17,0.059024
110+04686,18,0.048489
110+04686,19,0.029765
110+04686,20,0.023288
110+04686,21,0.019933
110+04686,22,0.014953
110+04686,23,0.01049
110+04687,0,0.007063
110+04687,1,0.004165
110+04687,2,0.003838
110+04687,3,0.005259
110+04687,4,0.019172
110+04687,5,0.062258
110+04687,6,0.101274
110+04687,7,0.10281
110+04687,8,0.073869
110+04687,9,0.051894
110+04687,10,0.049342
110+04687,11,0.04654
110+04687,12,0.053218
110+04687,13,0.051779
110+04687,14,0.051357
110+04687,15,0.054197
110+04687,16,0.054389
110+04687,17,0.054619
110+04687,18,0.048325
110+04687,19,0.031244
110+04687,20,0.024527
110+04687,21,0.019537
110+04687,22,0.017676
110+04687,23,0.011649
110+04688,0,0.007014
110+04688,1,0.004401
110+04688,2,0.00365
110+04688,3,0.005087
110+04688,4,0.016829
110+04688,5,0.052646
110+04688,6,0.091325
110+04688,7,0.09863
110+04688,8,0.072174
110+04688,9,0.05255
110+04688,10,0.047905
110+04688,11,0.04899
110+04688,12,0.050349
110+04688,13,0.050156
110+04688,14,0.05319
110+04688,15,0.057207
110+04688,16,0.058958
110+04688,17,0.061261
110+04688,18,0.049532
110+04688,19,0.035193
110+04688,20,0.028232
110+04688,21,0.023862
110+04688,22,0.01811
110+04688,23,0.01275
110+04689,0,0.004861
110+04689,1,0.003093
110+04689,2,0.003223
110+04689,3,0.003714
110+04689,4,0.014873
110+04689,5,0.057156
110+04689,6,0.109143
110+04689,7,0.11556
110+04689,8,0.082608
110+04689,9,0.059125
110+04689,10,0.050704
110+04689,11,0.048119
110+04689,12,0.049799
110+04689,13,0.047422
110+04689,14,0.051987
110+04689,15,0.053111
110+04689,16,0.054128
110+04689,17,0.058256
110+04689,18,0.044299
110+04689,19,0.029793
110+04689,20,0.019722
110+04689,21,0.016895
110+04689,22,0.013406
110+04689,23,0.009
110+04690,0,0.006666
110+04690,1,0.004196
110+04690,2,0.003463
110+04690,3,0.004382
110+04690,4,0.012823
110+04690,5,0.049903
110+04690,6,0.094492
110+04690,7,0.084909
110+04690,8,0.069318
