tmc,hour,truck pct
110+05362,5,45.465
110+05362,6,34.414
110+05362,7,24.932
110+05362,8,24.184
110+05362,9,27.416
110+05362,10,26.842
110+05362,11,25.423
110+05362,12,24.338
110+05362,13,24.222
110+05362,14,23.356
110+05362,15,21.808
110+05362,16,19.704
110+05362,17,19.064
110+05362,18,23.367
110+05362,19,27.752
110+05362,20,30.06
110+05362,21,33.499
110+05362,22,38.676
110+05362,23,43.068
110+05363,0,50.819
110+05363,1,56.581
110+05363,2,59.348
110+05363,3,56.814
110+05363,4,57.737
110+05363,5,45.416
110+05363,6,34.382
110+05363,7,24.857
110+05363,8,24.193
110+05363,9,27.422
110+05363,10,26.863
110+05363,11,25.438
110+05363,12,24.364
110+05363,13,24.246
110+05363,14,23.348
110+05363,15,21.808
110+05363,16,19.709
110+05363,17,19.08
110+05363,18,23.383
110+05363,19,27.774
110+05363,20,30.088
110+05363,21,33.552
110+05363,22,38.718
110+05363,23,43.115
110+05364,0,50.82
110+05364,1,56.523
110+05364,2,59.281
110+05364,3,56.891
110+05364,4,57.649
110+05364,5,45.348
110+05364,6,34.464
110+05364,7,24.827
110+05364,8,24.191
110+05364,9,27.43
110+05364,10,26.866
110+05364,11,25.433
110+05364,12,24.354
110+05364,13,24.219
110+05364,14,23.308
110+05364,15,21.788
110+05364,16,19.67
110+05364,17,19.049
110+05364,18,23.374
110+05364,19,27.739
110+05364,20,30.055
110+05364,21,33.628
110+05364,22,38.763
110+05364,23,43.208
110+05365,0,50.824
110+05365,1,56.501
110+05365,2,59.256
110+05365,3,56.893
110+05365,4,57.589
110+05365,5,45.337
110+05365,6,34.565
110+05365,7,24.775
110+05365,8,24.177
110+05365,9,27.436
110+05365,10,26.877
110+05365,11,25.413
110+05365,12,24.359
110+05365,13,24.226
110+05365,14,23.307
110+05365,15,21.779
110+05365,16,19.641
110+05365,17,18.995
110+05365,18,23.351
110+05365,19,27.761
110+05365,20,30.105
110+05365,21,33.694
110+05365,22,38.771
110+05365,23,43.163
110+05366,0,50.829
110+05366,1,56.506
110+05366,2,59.259
110+05366,3,56.901
110+05366,4,57.587
110+05366,5,45.34
110+05366,6,34.566
110+05366,7,24.776
110+05366,8,24.178
110+05366,9,27.437
110+05366,10,26.876
110+05366,11,25.415
110+05366,12,24.359
110+05366,13,24.224
110+05366,14,23.307
110+05366,15,21.778
110+05366,16,19.641
110+05366,17,18.997
110+05366,18,23.35
110+05366,19,27.762
110+05366,20,30.105
110+05366,21,33.689
110+05366,22,38.783
110+05366,23,43.162
110+05367,0,50.885
110+05367,1,56.518
110+05367,2,59.275
110+05367,3,56.888
110+05367,4,57.668
110+05367,5,45.312
110+05367,6,34.685
110+05367,7,24.835
110+05367,8,24.178
110+05367,9,27.439
110+05367,10,26.875
110+05367,11,25.421
110+05367,12,24.36
110+05367,13,24.23
110+05367,14,23.3
110+05367,15,21.767
110+05367,16,19.637
110+05367,17,18.975
110+05367,18,23.339
110+05367,19,27.769
110+05367,20,30.053
110+05367,21,33.717
110+05367,22,38.844
110+05367,23,43.108
110+05368,0,50.899
110+05368,1,56.526
110+05368,2,59.301
110+05368,3,56.891
110+05368,4,57.647
110+05368,5,45.329
110+05368,6,34.663
110+05368,7,24.861
110+05368,8,24.18
110+05368,9,27.448
110+05368,10,26.887
110+05368,11,25.436
110+05368,12,24.353
110+05368,13,24.233
110+05368,14,23.301
110+05368,15,21.765
110+05368,16,19.655
110+05368,17,19.002
110+05368,18,23.357
110+05368,19,27.783
110+05368,20,30.082
110+05368,21,33.774
110+05368,22,38.858
110+05368,23,43.12
110+05369,0,46.943
110+05369,1,51.81
110+05369,2,53.509
110+05369,3,56.148
110+05369,4,42.525
110+05369,5,26.211
110+05369,6,20.033
110+05369,7,20.954
110+05369,8,25.765
110+05369,9,28.693
110+05369,10,27.04
110+05369,11,25.362
110+05369,12,23.953
110+05369,13,23.315
110+05369,14,21.114
110+05369,15,18.725
110+05369,16,16.843
110+05369,17,16.133
110+05369,18,18.803
110+05369,19,21.616
110+05369,20,22.901
110+05369,21,25.724
110+05369,22,31.186
110+05369,23,38.421
110+05370,0,46.938
110+05370,1,51.812
110+05370,2,53.509
110+05370,3,56.15
110+05370,4,42.53
110+05370,5,26.212
110+05370,6,20.035
110+05370,7,20.955
110+05370,8,25.765
110+05370,9,28.693
110+05370,10,27.041
110+05370,11,25.362
110+05370,12,23.953
110+05370,13,23.314
110+05370,14,21.114
110+05370,15,18.725
110+05370,16,16.843
110+05370,17,16.133
110+05370,18,18.803
110+05370,19,21.617
110+05370,20,22.9
110+05370,21,25.724
110+05370,22,31.185
110+05370,23,38.42
110+05371,0,46.927
110+05371,1,51.822
110+05371,2,53.497
110+05371,3,56.145
110+05371,4,42.077
110+05371,5,26.196
110+05371,6,20.013
110+05371,7,20.918
110+05371,8,25.747
110+05371,9,28.69
110+05371,10,27.042
110+05371,11,25.375
110+05371,12,23.982
110+05371,13,23.321
110+05371,14,21.144
110+05371,15,18.726
110+05371,16,16.864
110+05371,17,16.107
110+05371,18,18.749
110+05371,19,21.625
110+05371,20,22.882
110+05371,21,25.688
110+05371,22,31.102
110+05371,23,38.356
110+05372,0,46.91
110+05372,1,51.824
110+05372,2,53.489
110+05372,3,56.113
110+05372,4,42.014
110+05372,5,26.195
110+05372,6,20
110+05372,7,20.915
110+05372,8,25.74
110+05372,9,28.697
110+05372,10,27.042
110+05372,11,25.379
110+05372,12,23.98
110+05372,13,23.332
110+05372,14,21.149
110+05372,15,18.717
110+05372,16,16.855
110+05372,17,16.104
110+05372,18,18.732
110+05372,19,21.61
110+05372,20,22.869
110+05372,21,25.665
110+05372,22,31.15
110+05372,23,38.356
110+05373,0,46.908
110+05373,1,51.835
110+05373,2,53.476
110+05373,3,56.116
110+05373,4,41.821
110+05373,5,26.234
110+05373,6,19.996
110+05373,7,20.909
110+05373,8,25.724
110+05373,9,28.703
110+05373,10,27.047
110+05373,11,25.384
110+05373,12,23.997
110+05373,13,23.344
110+05373,14,21.162
110+05373,15,18.743
110+05373,16,16.867
110+05373,17,16.109
110+05373,18,18.725
110+05373,19,21.596
110+05373,20,22.88
110+05373,21,25.657
110+05373,22,31.102
110+05373,23,38.328
110+05374,0,47.004
110+05374,1,51.83
110+05374,2,53.41
110+05374,3,56.174
110+05374,4,41.845
110+05374,5,26.132
110+05374,6,19.973
110+05374,7,20.935
110+05374,8,25.743
110+05374,9,28.706
110+05374,10,27.044
110+05374,11,25.394
110+05374,12,24.005
110+05374,13,23.342
110+05374,14,21.172
110+05374,15,18.769
110+05374,16,16.899
110+05374,17,16.163
110+05374,18,18.744
110+05374,19,21.583
110+05374,20,22.847
110+05374,21,25.586
110+05374,22,31.048
110+05374,23,38.202
110+05375,0,47.019
110+05375,1,51.821
110+05375,2,53.429
110+05375,3,56.177
110+05375,4,41.905
110+05375,5,26.069
110+05375,6,19.959
110+05375,7,20.95
110+05375,8,25.747
110+05375,9,28.71
110+05375,10,27.059
110+05375,11,25.424
110+05375,12,24.042
110+05375,13,23.383
110+05375,14,21.198
110+05375,15,18.79
110+05375,16,16.928
110+05375,17,16.202
110+05375,18,18.803
110+05375,19,21.662
110+05375,20,22.967
110+05375,21,25.66
110+05375,22,31.094
110+05375,23,38.189
110+05376,0,50.161
110+05376,1,55.707
110+05376,2,59.282
110+05376,3,62.446
110+05376,4,54.799
110+05376,5,32.792
110+05376,6,26.53
110+05376,7,26.125
110+05376,8,31.418
110+05376,9,32.977
110+05376,10,31.768
110+05376,11,30.265
110+05376,12,29.33
110+05376,13,28.374
110+05376,14,25.322
110+05376,15,21.829
110+05376,16,19.136
110+05376,17,18.702
110+05376,18,22.919
110+05376,19,26.123
110+05376,20,28.449
110+05376,21,30.412
110+05376,22,35.589
110+05376,23,41.095
110+05377,0,50.19
110+05377,1,55.705
110+05377,2,59.259
110+05377,3,62.446
110+05377,4,54.91
110+05377,5,32.761
110+05377,6,26.523
110+05377,7,26.151
110+05377,8,31.427
110+05377,9,32.994
110+05377,10,31.781
110+05377,11,30.286
110+05377,12,29.361
110+05377,13,28.399
110+05377,14,25.321
110+05377,15,21.825
110+05377,16,19.148
110+05377,17,18.711
110+05377,18,22.93
110+05377,19,26.113
110+05377,20,28.431
110+05377,21,30.387
110+05377,22,35.544
110+05377,23,41.106
110+05378,0,50.202
110+05378,1,55.713
110+05378,2,59.268
110+05378,3,62.447
110+05378,4,54.869
110+05378,5,32.849
110+05378,6,26.553
110+05378,7,26.15
110+05378,8,31.408
110+05378,9,32.98
110+05378,10,31.759
110+05378,11,30.259
110+05378,12,29.314
110+05378,13,28.351
110+05378,14,25.292
110+05378,15,21.797
110+05378,16,19.124
110+05378,17,18.668
110+05378,18,22.89
110+05378,19,26.078
110+05378,20,28.423
110+05378,21,30.454
110+05378,22,35.721
110+05378,23,41.253
110+05379,0,21.385
110+05379,1,30.051
110+05379,2,36.797
110+05379,3,35.835
110+05379,4,26.012
110+05379,5,14.601
110+05379,6,8.41
110+05379,7,6.251
110+05379,8,8.467
110+05379,9,11.443
110+05379,10,11.137
110+05379,11,10.155
110+05379,12,9.117
110+05379,13,8.937
110+05379,14,8.48
110+05379,15,7.021
110+05379,16,5.519
110+05379,17,4.582
110+05379,18,6.236
110+05379,19,7.174
110+05379,20,8.567
110+05379,21,10.112
110+05379,22,11.859
110+05379,23,13.655
110+05380,0,21.384
110+05380,1,30.051
110+05380,2,36.8
110+05380,3,35.831
110+05380,4,26.013
110+05380,5,14.601
110+05380,6,8.41
110+05380,7,6.251
110+05380,8,8.467
110+05380,9,11.443
110+05380,10,11.137
110+05380,11,10.155
110+05380,12,9.117
110+05380,13,8.937
110+05380,14,8.479
110+05380,15,7.021
110+05380,16,5.519
110+05380,17,4.582
110+05380,18,6.236
110+05380,19,7.174
110+05380,20,8.567
110+05380,21,10.113
110+05380,22,11.859
110+05380,23,13.655
110+05381,0,21.359
110+05381,1,30.04
110+05381,2,36.8
110+05381,3,35.862
110+05381,4,26.02
110+05381,5,14.652
110+05381,6,8.453
110+05381,7,6.259
110+05381,8,8.485
110+05381,9,11.442
110+05381,10,11.134
110+05381,11,10.148
110+05381,12,9.107
110+05381,13,8.924
110+05381,14,8.465
110+05381,15,7.009
110+05381,16,5.505
110+05381,17,4.568
110+05381,18,6.211
110+05381,19,7.148
110+05381,20,8.538
110+05381,21,10.083
110+05381,22,11.852
110+05381,23,13.65
110+05382,0,21.3
110+05382,1,30.002
110+05382,2,36.827
110+05382,3,35.937
110+05382,4,26.088
110+05382,5,14.713
110+05382,6,8.478
110+05382,7,6.253
110+05382,8,8.487
110+05382,9,11.445
110+05382,10,11.136
110+05382,11,10.153
110+05382,12,9.111
110+05382,13,8.934
110+05382,14,8.468
110+05382,15,7.011
110+05382,16,5.506
110+05382,17,4.567
110+05382,18,6.216
110+05382,19,7.172
110+05382,20,8.564
110+05382,21,10.117
110+05382,22,11.901
110+05382,23,13.717
110+05383,0,30.02
110+05383,1,37.763
110+05383,2,46.48
110+05383,3,45.381
110+05383,4,31.894
110+05383,5,21.572
110+05383,6,14.696
110+05383,7,13.457
110+05383,8,15.782
110+05383,9,17.06
110+05383,10,16.458
110+05383,11,15.364
110+05383,12,14.395
110+05383,13,13.525
110+05383,14,12.801
110+05383,15,11.961
110+05383,16,11.107
110+05383,17,10.916
110+05383,18,12.239
110+05383,19,14.312
110+05383,20,14.915
110+05383,21,17.29
110+05383,22,19.676
110+05383,23,24.289
110+05384,0,29.95
110+05384,1,37.653
110+05384,2,46.414
110+05384,3,45.344
110+05384,4,31.769
110+05384,5,21.603
110+05384,6,14.672
110+05384,7,13.452
110+05384,8,15.786
110+05384,9,17.081
110+05384,10,16.474
110+05384,11,15.377
110+05384,12,14.405
110+05384,13,13.544
110+05384,14,12.815
110+05384,15,11.971
110+05384,16,11.111
110+05384,17,10.923
110+05384,18,12.277
110+05384,19,14.268
110+05384,20,14.936
110+05384,21,17.277
110+05384,22,19.654
110+05384,23,24.293
110+05390,0,29.926
110+05390,1,37.623
110+05390,2,46.378
110+05390,3,45.364
110+05390,4,31.626
110+05390,5,21.545
110+05390,6,14.646
110+05390,7,13.435
110+05390,8,15.777
110+05390,9,17.089
110+05390,10,16.488
110+05390,11,15.405
110+05390,12,14.421
110+05390,13,13.559
110+05390,14,12.834
110+05390,15,11.973
110+05390,16,11.089
110+05390,17,10.895
110+05390,18,12.243
110+05390,19,14.225
110+05390,20,14.898
110+05390,21,17.201
110+05390,22,19.564
110+05390,23,24.208
110+05392,0,45.132
110+05392,1,47.93
110+05392,2,48.422
110+05392,3,51.265
110+05392,4,46.283
110+05392,5,39.69
110+05392,6,30.981
110+05392,7,27.19
110+05392,8,29.107
110+05392,9,29.213
110+05392,10,27.458
110+05392,11,26.381
110+05392,12,25.756
110+05392,13,24.778
110+05392,14,23.7
110+05392,15,22.493
110+05392,16,24.147
110+05392,17,24.633
110+05392,18,28.506
110+05392,19,29.819
110+05392,20,31.392
110+05392,21,34.26
110+05392,22,37.796
110+05392,23,39.765
110+05393,0,45.133
110+05393,1,47.925
110+05393,2,48.413
110+05393,3,51.255
110+05393,4,46.286
110+05393,5,39.695
110+05393,6,30.981
110+05393,7,27.19
110+05393,8,29.107
110+05393,9,29.211
110+05393,10,27.459
110+05393,11,26.379
110+05393,12,25.756
110+05393,13,24.779
110+05393,14,23.7
110+05393,15,22.492
110+05393,16,24.147
110+05393,17,24.634
110+05393,18,28.507
110+05393,19,29.82
110+05393,20,31.392
110+05393,21,34.261
110+05393,22,37.789
110+05393,23,39.769
110+05394,0,45.2
110+05394,1,48.016
110+05394,2,48.496
110+05394,3,51.384
110+05394,4,46.411
110+05394,5,39.809
110+05394,6,31.037
110+05394,7,27.301
110+05394,8,29.206
110+05394,9,29.303
110+05394,10,27.558
110+05394,11,26.49
110+05394,12,25.803
110+05394,13,24.854
110+05394,14,23.711
110+05394,15,22.571
110+05394,16,24.243
110+05394,17,24.783
110+05394,18,28.618
110+05394,19,29.825
110+05394,20,31.359
110+05394,21,34.25
110+05394,22,37.833
110+05394,23,39.863
110+05395,0,45.141
110+05395,1,47.884
110+05395,2,48.399
110+05395,3,51.269
110+05395,4,46.275
110+05395,5,39.713
110+05395,6,30.971
110+05395,7,27.153
110+05395,8,29.119
110+05395,9,29.205
110+05395,10,27.46
110+05395,11,26.384
110+05395,12,25.717
110+05395,13,24.783
110+05395,14,23.67
110+05395,15,22.46
110+05395,16,24.111
110+05395,17,24.617
110+05395,18,28.506
110+05395,19,29.779
110+05395,20,31.387
110+05395,21,34.356
110+05395,22,37.812
110+05395,23,39.715
110+05396,0,53.086
110+05396,1,55.2
110+05396,2,56.893
110+05396,3,59.851
110+05396,4,54.499
110+05396,5,39.954
110+05396,6,26.66
110+05396,7,21.153
110+05396,8,24.535
110+05396,9,27.951
110+05396,10,28.374
110+05396,11,27.628
110+05396,12,27.206
110+05396,13,27.719
110+05396,14,26.085
110+05396,15,24.279
110+05396,16,23.021
110+05396,17,22.849
110+05396,18,27.579
110+05396,19,30.773
110+05396,20,33.652
110+05396,21,36.06
110+05396,22,38.391
110+05396,23,44.919
110+05397,0,53.08
110+05397,1,55.245
110+05397,2,56.859
110+05397,3,59.803
110+05397,4,54.499
110+05397,5,39.7
110+05397,6,26.613
110+05397,7,21.15
110+05397,8,24.535
110+05397,9,27.967
110+05397,10,28.402
110+05397,11,27.635
110+05397,12,27.214
110+05397,13,27.724
110+05397,14,26.081
110+05397,15,24.296
110+05397,16,23.031
110+05397,17,22.87
110+05397,18,27.595
110+05397,19,30.801
110+05397,20,33.646
110+05397,21,36.067
110+05397,22,38.39
110+05397,23,44.881
110+05398,0,53.097
110+05398,1,55.232
110+05398,2,56.913
110+05398,3,59.781
110+05398,4,54.82
110+05398,5,39.219
110+05398,6,26.463
110+05398,7,21.131
110+05398,8,24.536
110+05398,9,27.974
110+05398,10,28.409
110+05398,11,27.635
110+05398,12,27.23
110+05398,13,27.728
110+05398,14,26.068
110+05398,15,24.283
110+05398,16,23.121
110+05398,17,22.948
110+05398,18,27.686
110+05398,19,30.876
110+05398,20,33.667
110+05398,21,35.941
110+05398,22,38.31
110+05398,23,44.876
110+05399,0,53.107
110+05399,1,55.233
110+05399,2,56.913
110+05399,3,59.782
110+05399,4,54.827
110+05399,5,39.22
110+05399,6,26.464
110+05399,7,21.131
110+05399,8,24.536
110+05399,9,27.975
110+05399,10,28.406
110+05399,11,27.636
110+05399,12,27.233
110+05399,13,27.728
110+05399,14,26.068
110+05399,15,24.282
110+05399,16,23.121
110+05399,17,22.948
110+05399,18,27.688
110+05399,19,30.878
110+05399,20,33.666
110+05399,21,35.942
110+05399,22,38.314
110+05399,23,44.871
110+05400,0,53.097
110+05400,1,55.216
110+05400,2,56.854
110+05400,3,59.773
110+05400,4,54.865
110+05400,5,39.259
110+05400,6,26.506
110+05400,7,21.135
110+05400,8,24.541
110+05400,9,27.988
110+05400,10,28.409
110+05400,11,27.626
110+05400,12,27.232
110+05400,13,27.73
110+05400,14,26.082
110+05400,15,24.274
110+05400,16,23.131
110+05400,17,22.958
110+05400,18,27.703
110+05400,19,30.924
110+05400,20,33.686
110+05400,21,36.031
110+05400,22,38.352
110+05400,23,44.887
110+05401,0,53.073
110+05401,1,55.16
110+05401,2,56.816
110+05401,3,59.789
110+05401,4,54.891
110+05401,5,39.195
110+05401,6,26.468
110+05401,7,21.129
110+05401,8,24.541
110+05401,9,27.984
110+05401,10,28.382
110+05401,11,27.604
110+05401,12,27.194
110+05401,13,27.653
110+05401,14,26.042
110+05401,15,24.233
110+05401,16,23.096
110+05401,17,22.926
110+05401,18,27.682
110+05401,19,30.894
110+05401,20,33.687
110+05401,21,36.011
110+05401,22,38.301
110+05401,23,44.726
110+05402,0,53.069
110+05402,1,55.165
110+05402,2,56.818
110+05402,3,59.791
110+05402,4,54.888
110+05402,5,39.196
110+05402,6,26.468
110+05402,7,21.128
110+05402,8,24.54
110+05402,9,27.984
110+05402,10,28.38
110+05402,11,27.604
110+05402,12,27.193
110+05402,13,27.653
110+05402,14,26.042
110+05402,15,24.233
110+05402,16,23.097
110+05402,17,22.926
110+05402,18,27.681
110+05402,19,30.894
110+05402,20,33.686
110+05402,21,36.011
110+05402,22,38.299
110+05402,23,44.734
110+05403,0,55.694
110+05403,1,59.779
110+05403,2,60.376
110+05403,3,58.24
110+05403,4,50.027
110+05403,5,34.127
110+05403,6,22.946
110+05403,7,20.621
110+05403,8,26.169
110+05403,9,27.919
110+05403,10,28.422
110+05403,11,27.776
110+05403,12,26.909
110+05403,13,26.992
110+05403,14,26.176
110+05403,15,24.552
110+05403,16,23.371
110+05403,17,22.434
110+05403,18,28.086
110+05403,19,32.149
110+05403,20,33.6
110+05403,21,35.668
110+05403,22,39.329
110+05403,23,46.209
110+05404,0,55.694
110+05404,1,59.779
110+05404,2,60.376
110+05404,3,58.24
110+05404,4,50.027
110+05404,5,34.13
110+05404,6,22.946
110+05404,7,20.621
110+05404,8,26.169
110+05404,9,27.918
110+05404,10,28.421
110+05404,11,27.776
110+05404,12,26.908
110+05404,13,26.991
110+05404,14,26.175
110+05404,15,24.551
110+05404,16,23.371
110+05404,17,22.433
110+05404,18,28.084
110+05404,19,32.151
110+05404,20,33.6
110+05404,21,35.672
110+05404,22,39.329
110+05404,23,46.209
110+05405,0,50.455
110+05405,1,57.671
110+05405,2,58.494
110+05405,3,56.95
110+05405,4,44.479
110+05405,5,32.636
110+05405,6,21.867
110+05405,7,15.869
110+05405,8,18.924
110+05405,9,23.411
110+05405,10,23.966
110+05405,11,23.03
110+05405,12,22.644
110+05405,13,22.391
110+05405,14,20.696
110+05405,15,19.214
110+05405,16,16.84
110+05405,17,16.109
110+05405,18,21.381
110+05405,19,24.592
110+05405,20,26.006
110+05405,21,29.338
110+05405,22,33.267
110+05405,23,39.67
110+05406,0,50.696
110+05406,1,57.689
110+05406,2,58.46
110+05406,3,56.971
110+05406,4,44.665
110+05406,5,32.844
110+05406,6,22.17
110+05406,7,16.141
110+05406,8,19.043
110+05406,9,23.371
110+05406,10,23.941
110+05406,11,22.985
110+05406,12,22.619
110+05406,13,22.369
110+05406,14,20.668
110+05406,15,19.138
110+05406,16,16.767
110+05406,17,16.039
110+05406,18,21.245
110+05406,19,24.476
110+05406,20,26.008
110+05406,21,29.627
110+05406,22,33.739
110+05406,23,40.134
110+05407,0,61.502
110+05407,1,65.403
110+05407,2,67.412
110+05407,3,67.672
110+05407,4,63.286
110+05407,5,55.847
110+05407,6,42.846
110+05407,7,35.523
110+05407,8,33.668
110+05407,9,33.353
110+05407,10,32.471
110+05407,11,31.989
110+05407,12,31.736
110+05407,13,31.262
110+05407,14,30.542
110+05407,15,30.677
110+05407,16,30.548
110+05407,17,32.46
110+05407,18,36.434
110+05407,19,40.231
110+05407,20,44.003
110+05407,21,47.434
110+05407,22,49.874
110+05407,23,54.051
110+05408,0,61.528
110+05408,1,65.394
110+05408,2,67.375
110+05408,3,67.645
110+05408,4,63.307
110+05408,5,55.887
110+05408,6,42.836
110+05408,7,35.529
110+05408,8,33.669
110+05408,9,33.351
110+05408,10,32.479
110+05408,11,31.983
110+05408,12,31.702
110+05408,13,31.327
110+05408,14,30.588
110+05408,15,30.75
110+05408,16,30.577
110+05408,17,32.424
110+05408,18,36.392
110+05408,19,40.068
110+05408,20,43.906
110+05408,21,47.431
110+05408,22,49.888
110+05408,23,54.037
110+05409,0,61.386
110+05409,1,65.373
110+05409,2,67.375
110+05409,3,67.616
110+05409,4,63.305
110+05409,5,55.883
110+05409,6,42.855
110+05409,7,35.552
110+05409,8,33.711
110+05409,9,33.348
110+05409,10,32.442
110+05409,11,31.945
110+05409,12,31.649
110+05409,13,31.198
110+05409,14,30.504
110+05409,15,30.637
110+05409,16,30.45
110+05409,17,32.282
110+05409,18,36.292
110+05409,19,40.061
110+05409,20,43.811
110+05409,21,47.321
110+05409,22,49.88
110+05409,23,53.955
110+05410,0,61.4
110+05410,1,65.373
110+05410,2,67.372
110+05410,3,67.612
110+05410,4,63.295
110+05410,5,55.876
110+05410,6,42.855
110+05410,7,35.553
110+05410,8,33.71
110+05410,9,33.348
110+05410,10,32.444
110+05410,11,31.944
110+05410,12,31.651
110+05410,13,31.198
110+05410,14,30.505
110+05410,15,30.638
110+05410,16,30.451
110+05410,17,32.281
110+05410,18,36.29
110+05410,19,40.059
110+05410,20,43.809
110+05410,21,47.323
110+05410,22,49.887
110+05410,23,53.959
110+05411,0,61.312
110+05411,1,65.353
110+05411,2,67.347
110+05411,3,67.579
110+05411,4,63.234
110+05411,5,55.867
110+05411,6,42.805
110+05411,7,35.505
110+05411,8,33.679
110+05411,9,33.353
110+05411,10,32.454
110+05411,11,31.931
110+05411,12,31.712
110+05411,13,31.204
110+05411,14,30.487
110+05411,15,30.626
110+05411,16,30.517
110+05411,17,32.347
110+05411,18,36.294
110+05411,19,40.038
110+05411,20,43.76
110+05411,21,47.273
110+05411,22,49.929
110+05411,23,54.04
110+05412,0,61.312
110+05412,1,65.357
110+05412,2,67.353
110+05412,3,67.587
110+05412,4,63.234
110+05412,5,55.868
110+05412,6,42.809
110+05412,7,35.504
110+05412,8,33.679
110+05412,9,33.353
110+05412,10,32.454
110+05412,11,31.931
110+05412,12,31.713
110+05412,13,31.201
110+05412,14,30.488
110+05412,15,30.627
110+05412,16,30.518
110+05412,17,32.345
110+05412,18,36.295
110+05412,19,40.038
110+05412,20,43.756
110+05412,21,47.276
110+05412,22,49.933
110+05412,23,54.038
110+05413,0,56.838
110+05413,1,63.816
110+05413,2,66.187
110+05413,3,67.131
110+05413,4,63.201
110+05413,5,54.338
110+05413,6,44.022
110+05413,7,36.169
110+05413,8,35.458
110+05413,9,33.564
110+05413,10,32.096
110+05413,11,30.727
110+05413,12,29.968
110+05413,13,28.776
110+05413,14,28.247
110+05413,15,27.523
110+05413,16,27.557
110+05413,17,27.684
110+05413,18,31.446
110+05413,19,34.958
110+05413,20,38.103
110+05413,21,42.192
110+05413,22,46.602
110+05413,23,49.967
110+05415,0,32.329
110+05415,1,36.775
110+05415,2,39.255
110+05415,3,37.992
110+05415,4,30.905
110+05415,5,23.584
110+05415,6,21.966
110+05415,7,23.222
110+05415,8,22.191
110+05415,9,20.722
110+05415,10,19.64
110+05415,11,19.389
110+05415,12,19.048
110+05415,13,18.534
110+05415,14,17.583
110+05415,15,17.769
110+05415,16,17.909
110+05415,17,18.398
110+05415,18,19.86
110+05415,19,20.645
110+05415,20,21.361
110+05415,21,22.595
110+05415,22,25.095
110+05415,23,29.694
110+05416,0,32.34
110+05416,1,36.815
110+05416,2,39.234
110+05416,3,38.176
110+05416,4,31.031
110+05416,5,23.625
110+05416,6,22.081
110+05416,7,23.281
110+05416,8,22.259
110+05416,9,20.809
110+05416,10,19.689
110+05416,11,19.424
110+05416,12,19.138
110+05416,13,18.639
110+05416,14,17.649
110+05416,15,17.812
110+05416,16,17.946
110+05416,17,18.517
110+05416,18,19.972
110+05416,19,20.693
110+05416,20,21.437
110+05416,21,22.592
110+05416,22,25.065
110+05416,23,29.66
110+05417,0,32.349
110+05417,1,36.863
110+05417,2,39.211
110+05417,3,38.205
110+05417,4,31.121
110+05417,5,23.622
110+05417,6,22.098
110+05417,7,23.298
110+05417,8,22.267
110+05417,9,20.804
110+05417,10,19.698
110+05417,11,19.423
110+05417,12,19.103
110+05417,13,18.581
110+05417,14,17.61
110+05417,15,17.784
110+05417,16,17.915
110+05417,17,18.483
110+05417,18,19.934
110+05417,19,20.668
110+05417,20,21.423
110+05417,21,22.564
110+05417,22,25.092
110+05417,23,29.65
110+05418,0,32.503
110+05418,1,36.967
110+05418,2,39.292
110+05418,3,38.279
110+05418,4,31.407
110+05418,5,23.669
110+05418,6,22.218
110+05418,7,23.349
110+05418,8,22.302
110+05418,9,20.816
110+05418,10,19.705
110+05418,11,19.45
110+05418,12,19.157
110+05418,13,18.677
110+05418,14,17.694
110+05418,15,17.872
110+05418,16,18.046
110+05418,17,18.653
110+05418,18,20.092
110+05418,19,20.845
110+05418,20,21.558
110+05418,21,22.646
110+05418,22,25.14
110+05418,23,29.822
110+05419,0,32.485
110+05419,1,36.95
110+05419,2,39.289
110+05419,3,38.251
110+05419,4,31.427
110+05419,5,23.668
110+05419,6,22.14
110+05419,7,23.322
110+05419,8,22.273
110+05419,9,20.804
110+05419,10,19.691
110+05419,11,19.442
110+05419,12,19.139
110+05419,13,18.651
110+05419,14,17.676
110+05419,15,17.845
110+05419,16,18.016
110+05419,17,18.609
110+05419,18,20.053
110+05419,19,20.802
110+05419,20,21.538
110+05419,21,22.633
110+05419,22,25.091
110+05419,23,29.8
110+05420,0,32.47
110+05420,1,36.934
110+05420,2,39.313
110+05420,3,38.253
110+05420,4,31.514
110+05420,5,23.671
110+05420,6,22.133
110+05420,7,23.318
110+05420,8,22.268
110+05420,9,20.801
110+05420,10,19.684
110+05420,11,19.452
110+05420,12,19.126
110+05420,13,18.648
110+05420,14,17.658
110+05420,15,17.846
110+05420,16,18.008
110+05420,17,18.614
110+05420,18,20.043
110+05420,19,20.771
110+05420,20,21.522
110+05420,21,22.616
110+05420,22,25.027
110+05420,23,29.774
110+05421,0,32.471
110+05421,1,36.976
110+05421,2,39.312
110+05421,3,38.237
110+05421,4,31.56
110+05421,5,23.636
110+05421,6,22.109
110+05421,7,23.31
110+05421,8,22.275
110+05421,9,20.819
110+05421,10,19.706
110+05421,11,19.467
110+05421,12,19.135
110+05421,13,18.669
110+05421,14,17.675
110+05421,15,17.864
110+05421,16,18.032
110+05421,17,18.637
110+05421,18,20.083
110+05421,19,20.796
110+05421,20,21.561
110+05421,21,22.612
110+05421,22,25.056
110+05421,23,29.827
110+05422,0,32.594
110+05422,1,36.974
110+05422,2,39.296
110+05422,3,38.303
