TMC,YEAR,lanes
110-04957,2023,3
110-04958,2023,3
110P05469,2023,2
110P05467,2023,2
110P05468,2023,2
110P05465,2023,3
110P05466,2023,3
110-04820,2023,3
110P05463,2023,3
110-04822,2023,4
110P05464,2023,3
110P05461,2023,2
110P04130,2023,4
110P05460,2023,2
110-04827,2023,2
110-04823,2023,4
110-04824,2023,3
110-04826,2023,2
110-04809,2023,3
110P04149,2023,3
110P04147,2023,3
110P05478,2023,2
110P04148,2023,3
110P05479,2023,2
110P04145,2023,3
110P05476,2023,2
110P04146,2023,3
110P05477,2023,2
110-04810,2023,3
110P04143,2023,3
110P05474,2023,2
110P05475,2023,2
110-04811,2023,3
110P04144,2023,3
110P05472,2023,2
110P05473,2023,2
110P05470,2023,2
110P05471,2023,2
110-04816,2023,3
110-04817,2023,3
110-04818,2023,3
110-04819,2023,3
110-04812,2023,3
110-04813,2023,3
110-04814,2023,3
110-04815,2023,3
110P05487,2023,2
110P04156,2023,4
110P05488,2023,3
110P04157,2023,4
110P05485,2023,2
110P04154,2023,4
110P04155,2023,4
110-04800,2023,2
110P05486,2023,2
110P05483,2023,2
110P04152,2023,4
110P04153,2023,4
110P05484,2023,2
110P04150,2023,3
110P05481,2023,2
110P04151,2023,3
110P05482,2023,2
110-04805,2023,2
110P05480,2023,2
110-04806,2023,3
110-04807,2023,3
110-04808,2023,3
110-04801,2023,2
110-04802,2023,2
110-04803,2023,2
110-04804,2023,2
110P04169,2023,2
110P05498,2023,2
110P04167,2023,2
110P05499,2023,2
110P04168,2023,2
110P05496,2023,2
110P04165,2023,2
110P05497,2023,2
110P04166,2023,2
110P04163,2023,2
110P04164,2023,2
110P05495,2023,2
110P05492,2023,3
110P05490,2023,3
110P05491,2023,3
110P05429,2023,2
110P05427,2023,2
110P05428,2023,2
110P05423,2023,2
110P05424,2023,2
110P05421,2023,2
110P05422,2023,2
110P05420,2023,2
110P05438,2023,2
110P05439,2023,2
110P05436,2023,2
110P05437,2023,2
110P05434,2023,2
110P05435,2023,2
110P05432,2023,2
110P05433,2023,2
110P05430,2023,2
110P05431,2023,2
110P05449,2023,2
110P05447,2023,2
110P05448,2023,2
110P05445,2023,2
110P05446,2023,2
110P05443,2023,2
110P05444,2023,2
110P05440,2023,2
110P04129,2023,4
110P05458,2023,2
110P04127,2023,3
110P05459,2023,2
110P04128,2023,4
110P04125,2023,4
110P05456,2023,2
110P04126,2023,4
110P05457,2023,2
110P05454,2023,2
110P04123,2023,4
110P05455,2023,2
110P04124,2023,4
110P04121,2023,3
110P05452,2023,2
110P05453,2023,2
110P04122,2023,4
110P05450,2023,2
110P05451,2023,2
110N15859,2023,3
110P05409,2023,2
110P05407,2023,2
110P05408,2023,2
110P05405,2023,2
110P05406,2023,2
110P05403,2023,2
110P05404,2023,2
110P05401,2023,2
110P05402,2023,2
110P05400,2023,2
110P05419,2023,2
110P05416,2023,2
110P05417,2023,2
110P05415,2023,2
110P05412,2023,2
110P05413,2023,2
110P05410,2023,2
110P05411,2023,2
110N10918,2023,4
110N10919,2023,4
110N10921,2023,4
110N10920,2023,4
110-04890,2023,3
110-04891,2023,3
110-04896,2023,2
110-04897,2023,2
110-04898,2023,2
110-04899,2023,2
110-04892,2023,3
110-04893,2023,3
110-04894,2023,2
110-04895,2023,2
110-04880,2023,3
110-04885,2023,4
110-04886,2023,4
110-04887,2023,4
110-04888,2023,4
110-04881,2023,3
110-04882,2023,4
110-04883,2023,5
110-04884,2023,5
110-04889,2023,3
110-04874,2023,3
110-04875,2023,4
110-04876,2023,4
110-04877,2023,3
110-04870,2023,2
110-04871,2023,3
110-04872,2023,3
110-04873,2023,3
110-04878,2023,3
110-04879,2023,3
110-04863,2023,3
110P04178,2023,4
110P04179,2023,4
110-04864,2023,3
110P04176,2023,3
110-04865,2023,3
110P04177,2023,4
110-04866,2023,3
110P04174,2023,2
110P04175,2023,2
110-04860,2023,4
110-04861,2023,4
110P04172,2023,2
110P04173,2023,2
110-04862,2023,3
110P04170,2023,2
110P04171,2023,2
110-04867,2023,3
110-04868,2023,3
110-04869,2023,2
110P04189,2023,2
110P04187,2023,2
110-04854,2023,2
110-04855,2023,2
110P04188,2023,2
110P04185,2023,4
110P04186,2023,2
110-04850,2023,3
110P04183,2023,4
110P04184,2023,4
110-04851,2023,3
110P04181,2023,4
110P04182,2023,4
110P04180,2023,4
110-04858,2023,3
110-04859,2023,4
110-04849,2023,3
110P04192,2023,2
110P04193,2023,2
110P04190,2023,2
110P04191,2023,2
110-04846,2023,3
110-04847,2023,3
110-04848,2023,3
110-04700,2023,3
110-04701,2023,3
110-04706,2023,4
110-04707,2023,4
110-04708,2023,3
110-04709,2023,3
110-04702,2023,3
110-04703,2023,4
110-04704,2023,4
110-04705,2023,4
110+05542,2023,2
110+05541,2023,2
110+05540,2023,2
110N05019,2023,3
110N05018,2023,3
110N05017,2023,3
110N05011,2023,2
110N05010,2023,2
110N05012,2023,2
110N05008,2023,2
110N05007,2023,2
110N05009,2023,2
110-04790,2023,3
110-04791,2023,3
110-04792,2023,3
110-04797,2023,2
110-04798,2023,2
110-04799,2023,2
110-04793,2023,3
110-04794,2023,3
110-04795,2023,3
110N05022,2023,3
110N05021,2023,3
110N05020,2023,3
110-04786,2023,3
110-04787,2023,3
110-04788,2023,3
110-04789,2023,3
110-04784,2023,3
110-04785,2023,3
110-04770,2023,2
110-04775,2023,4
110-04776,2023,4
110-04777,2023,4
110-04771,2023,3
110-04772,2023,3
110-04773,2023,3
110-04774,2023,3
110-04769,2023,2
110+05539,2023,2
110+05538,2023,2
110+05537,2023,2
110+05536,2023,2
110+05531,2023,2
110+05530,2023,2
110+05535,2023,2
110+05534,2023,2
110+05533,2023,2
110+05532,2023,2
110-04742,2023,3
110-04743,2023,4
110-04740,2023,3
110-04741,2023,3
110+05529,2023,2
110+05520,2023,2
110+05522,2023,2
110+05521,2023,2
110-04731,2023,2
110-04732,2023,3
110-04733,2023,2
110-04734,2023,3
110-04730,2023,2
110-04739,2023,3
110-04735,2023,2
110-04736,2023,3
110-04738,2023,3
110+05517,2023,2
110+05515,2023,2
110+05514,2023,2
110+05519,2023,2
110+05518,2023,2
110+05513,2023,2
110+05512,2023,2
110+05511,2023,2
110+05510,2023,2
110-04728,2023,4
110-04729,2023,2
110-04727,2023,4
110+05505,2023,2
110+05504,2023,2
110+05503,2023,2
110+05509,2023,2
110+05508,2023,2
110+05507,2023,2
110+05501,2023,2
110+05500,2023,2
110-04690,2023,3
110-04691,2023,2
110-04692,2023,2
110-04693,2023,2
110-04698,2023,4
110-04699,2023,4
110-04694,2023,2
110-04697,2023,4
110-04681,2023,2
110-04682,2023,2
110-04687,2023,3
110-04688,2023,3
110-04689,2023,3
110-04683,2023,2
110-04684,2023,2
110-04685,2023,2
110-04686,2023,2
110-04670,2023,4
110-04644,2023,5
110-04645,2023,6
110-04646,2023,4
110-04647,2023,4
110-04648,2023,4
110-04610,2023,4
110-04611,2023,4
110-04612,2023,4
110-04613,2023,4
110-04607,2023,4
110-04608,2023,4
110-04609,2023,4
110-04603,2023,4
110-04604,2023,4
110-04605,2023,4
110-04606,2023,4
110N04800,2023,2
110N04801,2023,2
110N04806,2023,2
110N04807,2023,3
110N04808,2023,3
110N04809,2023,3
110N04803,2023,2
110N04804,2023,2
110N04805,2023,2
110N04820,2023,3
110N04821,2023,3
110N04823,2023,4
110N04828,2023,2
110N04824,2023,4
110N04827,2023,2
110N04810,2023,3
110N04811,2023,3
110N04812,2023,3
110N04817,2023,3
110N04818,2023,3
110N04819,2023,3
110N04813,2023,3
110N04814,2023,3
110N04815,2023,3
110N04816,2023,3
110+16029,2023,3
110+05377,2023,2
110+05376,2023,2
110+05375,2023,2
110+05374,2023,2
110N04847,2023,3
110+05379,2023,3
110N04848,2023,3
110+05378,2023,2
110N04849,2023,3
110+05373,2023,2
110+05372,2023,2
110+05371,2023,2
110+05370,2023,2
110+05366,2023,2
110+05365,2023,2
110+05364,2023,2
110+05363,2023,2
110+05369,2023,2
110+05368,2023,2
110+05367,2023,2
110+05362,2023,2
110+05361,2023,2
110+05360,2023,2
110N04864,2023,3
110N04865,2023,3
110N04866,2023,3
110N04867,2023,3
110N04860,2023,4
110N04861,2023,4
110N04862,2023,3
110N04863,2023,3
110+05355,2023,2
110+05354,2023,2
110+05359,2023,2
110N04868,2023,3
110+05358,2023,2
110N04869,2023,3
110+05357,2023,2
110+05356,2023,2
110N04855,2023,2
110N04856,2023,2
110N04850,2023,3
110N04851,2023,3
110N04852,2023,3
110N04858,2023,3
110N04859,2023,4
110N04886,2023,4
110N04887,2023,4
110+16072,2023,3
110N04888,2023,4
110N04889,2023,4
110N04883,2023,4
110N04884,2023,5
110N04885,2023,4
110N04880,2023,3
110N04881,2023,3
110N04875,2023,4
110N04876,2023,4
110N04877,2023,3
110N04878,2023,3
110N04871,2023,2
110N04872,2023,3
110N04873,2023,3
110N04874,2023,3
110N04879,2023,3
110N04870,2023,2
110+05399,2023,2
110+05398,2023,2
110+05397,2023,2
110+05396,2023,2
110+05390,2023,3
110+05395,2023,2
110+05394,2023,2
110+05393,2023,2
110+05392,2023,2
110N04897,2023,2
110N04898,2023,2
110N04899,2023,2
110N04893,2023,3
110N04894,2023,3
110N04895,2023,2
110N04896,2023,2
110+05380,2023,3
110+05384,2023,3
110+05383,2023,3
110+05382,2023,3
110+05381,2023,3
110N04890,2023,3
110N04891,2023,3
110N04892,2023,3
110+04129,2023,4
110+05459,2023,2
110+04128,2023,4
110+05454,2023,2
110+04123,2023,4
110+04122,2023,3
110+05453,2023,2
110+05452,2023,2
110+04121,2023,3
110+05451,2023,2
110+05458,2023,2
110+04127,2023,4
110+04126,2023,4
110+05457,2023,2
110+05456,2023,2
110+04125,2023,4
110+05455,2023,2
110+04124,2023,4
110+05450,2023,2
110+05449,2023,2
110+05448,2023,2
110+05443,2023,2
110+05441,2023,2
110+05440,2023,2
110+05447,2023,2
110+05446,2023,2
110+05445,2023,2
110+05444,2023,2
110+05439,2023,2
110N04700,2023,4
110N04701,2023,3
110+05438,2023,2
110+05437,2023,2
110N04702,2023,3
110N04707,2023,4
110+05432,2023,2
110+05431,2023,2
110N04708,2023,4
110P05009,2023,2
110N04709,2023,3
110+05430,2023,2
110N04703,2023,4
110+05436,2023,2
110P05007,2023,2
110N04704,2023,4
110+05435,2023,2
110P05008,2023,2
110+05434,2023,2
110N04705,2023,4
110N04706,2023,4
110+05433,2023,2
110+05429,2023,2
110+05428,2023,2
110+05427,2023,2
110+05421,2023,2
110+05420,2023,2
110P05018,2023,3
110+05425,2023,2
110P05019,2023,3
110+05424,2023,2
110+05423,2023,2
110P05017,2023,3
110+05422,2023,2
110P05012,2023,2
110P05010,2023,2
110P05011,2023,2
110+04167,2023,2
110+05498,2023,2
110N04729,2023,2
110+05497,2023,2
110+04166,2023,2
110+05496,2023,2
110+04165,2023,2
110+05495,2023,2
110+04164,2023,2
110+04169,2023,2
110+05499,2023,2
110N04728,2023,4
110+04168,2023,2
110+05490,2023,3
110+04163,2023,2
110+05493,2023,3
110+05492,2023,3
110+05491,2023,3
110N04710,2023,3
110+05487,2023,2
110+04156,2023,4
110+04155,2023,4
110+05486,2023,2
110+05485,2023,2
110+04154,2023,4
110+05484,2023,2
110+04153,2023,4
110+04159,2023,4
110+04158,2023,4
110+04157,2023,4
110+05488,2023,2
110+05483,2023,2
110+04152,2023,3
110+05482,2023,2
110+04151,2023,3
110+04150,2023,3
110+05481,2023,2
110+05480,2023,2
110N04743,2023,3
110N04740,2023,3
110N04741,2023,3
110N04742,2023,3
110+04145,2023,3
110+05476,2023,2
110+04144,2023,3
110+05475,2023,2
110+05474,2023,2
110+04143,2023,3
110+05473,2023,2
110+04149,2023,3
110+04148,2023,3
110+05479,2023,2
110+04147,2023,3
110+05478,2023,2
110+04146,2023,3
110+05477,2023,2
110-09219,2023,2
110+05472,2023,2
110+05471,2023,2
110+05470,2023,2
110N04732,2023,2
110N04733,2023,2
110N04734,2023,2
110N04735,2023,3
110N04730,2023,2
110N04731,2023,2
110+05465,2023,3
110+05464,2023,3
110+05463,2023,3
110N04736,2023,2
110+05469,2023,2
110N04737,2023,2
110+05468,2023,2
110N04738,2023,2
110+05467,2023,2
110N04739,2023,3
110+05466,2023,3
110+05461,2023,2
110+04130,2023,4
110+05460,2023,2
110+04192,2023,2
110+04191,2023,2
110+04190,2023,2
110+04194,2023,2
110+04193,2023,2
110N04787,2023,3
110N04788,2023,3
110N04789,2023,4
110N04784,2023,3
110N04785,2023,3
110N04786,2023,3
110+04189,2023,2
110+04188,2023,2
110+04187,2023,2
110+04186,2023,4
110+04181,2023,4
110+04180,2023,4
110+04185,2023,4
110+04184,2023,4
110+04183,2023,4
110+04182,2023,4
110N04776,2023,4
110N04772,2023,3
110N04773,2023,3
110N04774,2023,3
110N04775,2023,3
110+04178,2023,4
110+04177,2023,4
110+04176,2023,3
110+04175,2023,2
110+04179,2023,4
110+04170,2023,2
110+04174,2023,2
110+04173,2023,2
110+04172,2023,2
110N04770,2023,2
110N04771,2023,3
110N04798,2023,2
110N04799,2023,2
110N04794,2023,3
110N04795,2023,3
110N04790,2023,3
110N04791,2023,3
110N04792,2023,3
110N04793,2023,3
110+05418,2023,2
110+05417,2023,2
110+05416,2023,2
110+05415,2023,2
110+05419,2023,2
110+05410,2023,2
110+05413,2023,2
110+05412,2023,2
110+05411,2023,2
110P05021,2023,3
110P05022,2023,3
110P05020,2023,3
110+05407,2023,2
110+05406,2023,2
110+05405,2023,2
110+05404,2023,2
110+05409,2023,2
110+05408,2023,2
110+05403,2023,2
110+05402,2023,2
110+05401,2023,2
110+05400,2023,2
110P10919,2023,4
110P10918,2023,4
110P10920,2023,4
110P10921,2023,4
110P15859,2023,3
110N04925,2023,3
110N04926,2023,3
110N04910,2023,3
110N04911,2023,3
110N04912,2023,3
110N04913,2023,3
110N04914,2023,2
110N04915,2023,2
110N04944,2023,4
110N04949,2023,3
110N04945,2023,3
110N04946,2023,3
110N04947,2023,3
110N04948,2023,3
110N04954,2023,3
110N04955,2023,4
110N04950,2023,3
110N04951,2023,3
110N04956,2023,3
110N04957,2023,3
110N04958,2023,3
110-04190,2023,2
110-04191,2023,2
110-04192,2023,2
110-04193,2023,2
110-04184,2023,4
110-04185,2023,4
110-04186,2023,2
110-04187,2023,2
110-04180,2023,4
110-04181,2023,4
110-04182,2023,4
110-04183,2023,4
110-04188,2023,2
110-04189,2023,2
110-04173,2023,2
110-04174,2023,2
110-04175,2023,3
110-04176,2023,3
110-04170,2023,2
110-04171,2023,2
110-04172,2023,2
110-04177,2023,3
110-04178,2023,3
110-04179,2023,4
110-05494,2023,2
110-04162,2023,2
110-04163,2023,2
110-05496,2023,2
110-04164,2023,2
110-04165,2023,2
110-05495,2023,2
110-05490,2023,3
110-05492,2023,3
110-05491,2023,3
110-05498,2023,2
110-04166,2023,2
110-05497,2023,2
110-04167,2023,2
110-04168,2023,2
110-04169,2023,2
110-05499,2023,2
110-04151,2023,3
110-05483,2023,2
110-05482,2023,2
110-04152,2023,4
110-05485,2023,2
110-04153,2023,4
110-04154,2023,4
110-05484,2023,2
110-05481,2023,2
110-04150,2023,3
110-05480,2023,2
110-05487,2023,2
110-05486,2023,2
110-04156,2023,5
110-05489,2023,3
110-04158,2023,5
110-05540,2023,2
110-05541,2023,2
110-05535,2023,2
110-05534,2023,2
110-05537,2023,2
110-05536,2023,2
110-05531,2023,2
110-05530,2023,2
110-05533,2023,2
110-05532,2023,2
110-05539,2023,2
110-05538,2023,2
110-05520,2023,2
110-05521,2023,2
110-05528,2023,2
110-05529,2023,2
110-05513,2023,2
110-05512,2023,2
110-05514,2023,2
110-05511,2023,2
110-05510,2023,2
110-05517,2023,2
110-05516,2023,2
110-05519,2023,2
110-05518,2023,2
110-05502,2023,2
110-05504,2023,2
110-05503,2023,2
110-05500,2023,2
110-05509,2023,2
110-05506,2023,2
110-05508,2023,2
110-05507,2023,2
110N04900,2023,2
110N04905,2023,3
110N04906,2023,3
110N04907,2023,3
110N04901,2023,2
110N04902,2023,2
110N04903,2023,2
110N04904,2023,3
110P04899,2023,2
110P04897,2023,2
110P04898,2023,2
110P04895,2023,2
110P04896,2023,2
110P04893,2023,3
110P04894,2023,3
110P04891,2023,3
110P04892,2023,3
110P04890,2023,3
110-16072,2023,3
110P04859,2023,4
110P04857,2023,3
110-05395,2023,2
110P04858,2023,3
110-05394,2023,2
110-05397,2023,2
110P04855,2023,2
110-05396,2023,2
110P04856,2023,2
110-05391,2023,2
110-05390,2023,3
110P04851,2023,3
110-05393,2023,2
110-05392,2023,2
110P04852,2023,3
110P04850,2023,3
110-05399,2023,2
110-05398,2023,2
110P04868,2023,3
110-05383,2023,3
110P04869,2023,3
110P04866,2023,3
110P04867,2023,3
110-05380,2023,3
110P04865,2023,3
110-05382,2023,3
110P04862,2023,3
110P04863,2023,3
110-05381,2023,3
110P04860,2023,4
110P04861,2023,4
110-05389,2023,3
110-16029,2023,3
110-05373,2023,2
110P04879,2023,3
110-05372,2023,2
110-05375,2023,2
110P04877,2023,2
110-05374,2023,2
110P04878,2023,3
110P04875,2023,2
110P04876,2023,2
110-05371,2023,2
110P04873,2023,2
110P04874,2023,2
110-05370,2023,2
110P04871,2023,2
110P04872,2023,2
110P04870,2023,3
110-05377,2023,2
110-05376,2023,2
110-05379,2023,3
110-05362,2023,2
110-05361,2023,2
110-05364,2023,2
110P04888,2023,4
110P04889,2023,3
110-05363,2023,2
110P04886,2023,4
110P04887,2023,4
110P04884,2023,5
110-05360,2023,2
110P04885,2023,5
110P04882,2023,3
110-05369,2023,2
110P04883,2023,4
110P04880,2023,3
110P04881,2023,3
110-05366,2023,2
110-05365,2023,2
110-05368,2023,2
110-05367,2023,2
110-05472,2023,2
110-05471,2023,2
110-04142,2023,3
110-05474,2023,2
110-04143,2023,3
110-05473,2023,2
110-05470,2023,2
110-04148,2023,3
110-04149,2023,3
110-05479,2023,2
110-04144,2023,3
110-05476,2023,2
110-05475,2023,2
110-04145,2023,4
110-05478,2023,2
110-04146,2023,3
110-04147,2023,3
110-05477,2023,2
110P04949,2023,3
110P04947,2023,3
110P04948,2023,3
110P04945,2023,3
110P04946,2023,3
110-05460,2023,2
110-05463,2023,3
110-05462,2023,3
110P04944,2023,4
110-05469,2023,2
110-05468,2023,2
110-05465,2023,3
110-05464,2023,3
110-05467,2023,2
110-05466,2023,2
110P04958,2023,3
110P04956,2023,3
110-05450,2023,2
110P04957,2023,3
110-04120,2023,3
110-05452,2023,2
110P04954,2023,3
110-04121,2023,4
110P04955,2023,4
110-05451,2023,2
110P04950,2023,3
110P04951,2023,3
110-05458,2023,2
110-04126,2023,4
110-04127,2023,4
110-05457,2023,2
110-04128,2023,4
110-05459,2023,2
110-05454,2023,2
110-04122,2023,4
110-05453,2023,2
110-04123,2023,4
110-04124,2023,4
110-05456,2023,2
110-05455,2023,2
110-04125,2023,4
110-05440,2023,2
110-05447,2023,2
110-05446,2023,2
110-05449,2023,2
110-05448,2023,2
110-05443,2023,2
110-05442,2023,2
110-05445,2023,2
110-05444,2023,2
110-05430,2023,2
110-05436,2023,2
110-05435,2023,2
110-05438,2023,2
110-05437,2023,2
110-05432,2023,2
110-05431,2023,2
110-05434,2023,2
110-05433,2023,2
110-05439,2023,2
110P04907,2023,3
110P04908,2023,3
110P04905,2023,3
110P04906,2023,3
110P04903,2023,2
110P04904,2023,2
110P04901,2023,2
110P04902,2023,2
110P04900,2023,2
110-05424,2023,2
110-05427,2023,2
110-05426,2023,2
110-05421,2023,2
110-05420,2023,2
110-05423,2023,2
110-05422,2023,2
110-05429,2023,2
110-05428,2023,2
110P04914,2023,2
110P04915,2023,2
110P04912,2023,3
110P04913,2023,3
110P04910,2023,3
110P04911,2023,3
110-05414,2023,2
110-05416,2023,2
110-05415,2023,2
110-05410,2023,2
110-05412,2023,2
110-05411,2023,2
110-05418,2023,2
110-05417,2023,2
110-05419,2023,2
110P04925,2023,3
110P04926,2023,3
110-05403,2023,2
110-05402,2023,2
110-05405,2023,2
110-05404,2023,2
110-05401,2023,2
110-05400,2023,2
110-05407,2023,2
110-05406,2023,2
110-05409,2023,2
110-05408,2023,2
110+05019,2023,3
110+05012,2023,2
110+05011,2023,2
110+05018,2023,3
110+05010,2023,2
110+05009,2023,2
110+05008,2023,2
110+05007,2023,2
110+05023,2023,3
110+05022,2023,3
110+05021,2023,3
110+05020,2023,3
110-05353,2023,2
110-05359,2023,2
110-05358,2023,2
110-05355,2023,2
110-05354,2023,2
110-05357,2023,2
110-05356,2023,2
110N04603,2023,4
110N04608,2023,4
110N04609,2023,4
110N04604,2023,4
110P04699,2023,4
110N04605,2023,4
110P04697,2023,4
110N04606,2023,4
110N04607,2023,4
110P04698,2023,4
110P04696,2023,3
110P04693,2023,2
110P04694,2023,2
110P04691,2023,3
110P04692,2023,2
110N04611,2023,4
110+10919,2023,4
110N04612,2023,4
110+10918,2023,4
110N04613,2023,4
110N04610,2023,4
110+10921,2023,4
110+10920,2023,4
110N04645,2023,6
110N04646,2023,5
110N04647,2023,4
110N04648,2023,4
110P04670,2023,4
110P04688,2023,3
110P04689,2023,3
110P04686,2023,2
110P04687,2023,2
110P04684,2023,2
110P04682,2023,2
110P04683,2023,2
110P04681,2023,2
110N04688,2023,3
110N04689,2023,3
110N04684,2023,2
110N04686,2023,2
110N04687,2023,3
110P04613,2023,4
110P04611,2023,4
110P04612,2023,4
110P04610,2023,4
110N04681,2023,2
110N04682,2023,2
110N04683,2023,2
110N04670,2023,4
110N04699,2023,4
110N04698,2023,4
110P04648,2023,4
110P04646,2023,5
110P04647,2023,4
110P04645,2023,5
110N04691,2023,2
110N04692,2023,2
110N04693,2023,2
110N04694,2023,2
110P04709,2023,4
110P04707,2023,4
110P04708,2023,4
110P04705,2023,4
110P04706,2023,4
110P04703,2023,4
110P04704,2023,4
110P04701,2023,4
110P04702,2023,4
110P04700,2023,4
110P04710,2023,3
110P04729,2023,4
110P04728,2023,4
110P04776,2023,4
110P04774,2023,3
110P04775,2023,4
110P04772,2023,3
110P04773,2023,3
110P04770,2023,2
110P04771,2023,3
110P04789,2023,4
110P04787,2023,3
110P04788,2023,3
110P04785,2023,3
110P04786,2023,3
110P04784,2023,3
110P04798,2023,2
110P04799,2023,2
110P04794,2023,3
110P04795,2023,3
110P04792,2023,3
110P04793,2023,3
110P04790,2023,3
110P04791,2023,3
110P04738,2023,2
110P04739,2023,3
110P04736,2023,2
110P04734,2023,3
110P04735,2023,3
110P04732,2023,2
110P04733,2023,2
110P04730,2023,2
110P04731,2023,2
110-05021,2023,3
110-05020,2023,3
110-05022,2023,3
110P04743,2023,3
110P04741,2023,3
110P04742,2023,3
110P04740,2023,3
110-05010,2023,2
110-05012,2023,2
110-05011,2023,2
110-05018,2023,3
110-05017,2023,3
110-05019,2023,3
110-05007,2023,2
110-05009,2023,2
110-05008,2023,2
110P04819,2023,3
110P04817,2023,3
110P04818,2023,3
110P04815,2023,3
110P04816,2023,3
110P04813,2023,3
110P04814,2023,3
110P04811,2023,3
110P04812,2023,3
110P04810,2023,3
110P04828,2023,2
110P04827,2023,2
110P04824,2023,4
110P04823,2023,4
110P04820,2023,3
110P04821,2023,3
110P04848,2023,3
110P04849,2023,3
110P04847,2023,2
110+15859,2023,3
110P04808,2023,3
110P04809,2023,3
110P04806,2023,2
110P04807,2023,3
110P04804,2023,2
110P04805,2023,2
110P04803,2023,2
110P04800,2023,2
110P04801,2023,2
110+04801,2024,2
110+04800,2024,2
110+04806,2024,2
110+04805,2024,2
110+04804,2024,2
110+04803,2024,2
110+04849,2024,3
110+04848,2024,3
110+04847,2024,2
110+04824,2024,4
110+04823,2024,4
110+04821,2024,3
110+04828,2024,2
110+04827,2024,2
110+04825,2024,3
110+04820,2024,3
110+04819,2024,3
110+04818,2024,3
110+04813,2024,3
110+04812,2024,3
110+04811,2024,3
110+04810,2024,3
110+04817,2024,3
110+04816,2024,3
110+04815,2024,3
110+04814,2024,3
110+04809,2024,3
110+04808,2024,3
110+04807,2024,2
110+04889,2024,4
110+04888,2024,4
110+04887,2024,4
110+04882,2024,3
110+04881,2024,3
110+04880,2024,3
110+04886,2024,4
110+04885,2024,5
110+04884,2024,4
110+04883,2024,3
110+04879,2024,3
110+04878,2024,3
110+04877,2024,2
110+04876,2024,2
110+04871,2024,2
110+04870,2024,3
110+04875,2024,2
110+04874,2024,2
110+04873,2024,2
110+04872,2024,2
110+04868,2024,3
110+04867,2024,3
110+04866,2024,3
110+04865,2024,3
110+04869,2024,3
110+04860,2024,4
110+04864,2024,3
110+04863,2024,3
110+04862,2024,4
110+04861,2024,4
110+04857,2024,3
110+04856,2024,2
110+04855,2024,3
110+04859,2024,3
110+04858,2024,3
110+04852,2024,3
110+04851,2024,3
110+04850,2024,3
110+04899,2024,2
110+04898,2024,2
110+04893,2024,3
110+04892,2024,3
110+04891,2024,3
110+04890,2024,3
110+04897,2024,2
110+04896,2024,2
110+04895,2024,2
110+04894,2024,3
110+04927,2024,3
110+04926,2024,3
110+04925,2024,3
110+04912,2024,3
110+04911,2024,3
110+04915,2024,2
110+04914,2024,2
110+04913,2024,3
110+04908,2024,3
110+04907,2024,3
110+04906,2024,3
110+04901,2024,2
110+04900,2024,2
110+04905,2024,2
110+04904,2024,2
110+04903,2024,2
110+04902,2024,2
110P04608,2024,4
110P04609,2024,4
110P04606,2024,4
110P04607,2024,4
110P04604,2024,4
110P04605,2024,4
110P04603,2024,4
110+04956,2024,3
110+04955,2024,3
110+04953,2024,2
110+04959,2024,3
110+04958,2024,3
110+04957,2024,3
110+04952,2024,2
110+04951,2024,3
110+04950,2024,3
110+04945,2024,3
110+04944,2024,3
110+04949,2024,3
110+04948,2024,3
110+04947,2024,3
110+04946,2024,3
110+04695,2024,2
110+04694,2024,2
110+04693,2024,2
110+04692,2024,2
110+04699,2024,4
110+04698,2024,4
110+04697,2024,4
110+04696,2024,2
110+04691,2024,3
110+04690,2024,3
110P05542,2024,2
110P05540,2024,2
110P05541,2024,2
110P05508,2024,2
110P05509,2024,2
110P05506,2024,2
110P05507,2024,2
110P05504,2024,2
110P05503,2024,2
110P05500,2024,2
110P05519,2024,2
110P05517,2024,2
110P05518,2024,2
110P05513,2024,2
110P05514,2024,2
110P05511,2024,2
110P05512,2024,2
110P05510,2024,2
110N05514,2024,2
110N05513,2024,2
110N05510,2024,2
110N05512,2024,2
110N05511,2024,2
110P05529,2024,2
110N05518,2024,2
110N05517,2024,2
110P05522,2024,2
110N05519,2024,2
110P05520,2024,2
110P05521,2024,2
110N05503,2024,2
110N05504,2024,2
110N05500,2024,2
110P05539,2024,2
110P05537,2024,2
110P05538,2024,2
110N05507,2024,2
110P05535,2024,2
110P05536,2024,2
110P05533,2024,2
110N05509,2024,2
110N05508,2024,2
110P05534,2024,2
110P05531,2024,2
110P05532,2024,2
110P05530,2024,2
110N05536,2024,2
110N05535,2024,2
110N05538,2024,2
110N05537,2024,2
110N05532,2024,2
110N05531,2024,2
110N05534,2024,2
110N05533,2024,2
110N05539,2024,2
110N05530,2024,2
110N05521,2024,2
110N05520,2024,2
110N05522,2024,2
110N05529,2024,2
110N05541,2024,2
110N05540,2024,2
110N04127,2024,3
110N05459,2024,2
110N04128,2024,4
110N05458,2024,2
110N04129,2024,4
110N05455,2024,2
110N04123,2024,4
110N04124,2024,4
110N05454,2024,2
110N04125,2024,4
110N05457,2024,2
110N04126,2024,4
110N05456,2024,2
110N05451,2024,2
110N05450,2024,2
110N04121,2024,3
110N05453,2024,2
110N04122,2024,4
110N05452,2024,2
110N05448,2024,2
110N05447,2024,2
110N05449,2024,2
110N05444,2024,2
110N05443,2024,2
110N05446,2024,2
110N05445,2024,2
