TMC,YEAR,PERIOD,ALL_WEATHER
110+04186,2019,AMP,0.003255109
110+04186,2019,MIDD,0.003946892
110+04186,2019,PMP,0.004493668
110+04186,2019,WE,0.003255109
110+04186,2020,AMP,0.00324507
110+04186,2020,MIDD,0.007760638
110+04186,2020,PMP,0.00824295
110+04186,2020,WE,0.00324507
110+04187,2017,AMP,0.000650641
110+04187,2017,MIDD,0.002061075
110+04187,2017,PMP,0.001943109
110+04187,2017,WE,0.000650641
110+04187,2018,AMP,0.006684759
110+04187,2018,MIDD,0.004874237
110+04187,2018,PMP,0.005882024
110+04187,2018,WE,0.006684759
110+04187,2019,AMP,0.012536186
110+04187,2019,MIDD,0.009591848
110+04187,2019,PMP,0.010441411
110+04187,2019,WE,0.012536186
110+04187,2020,AMP,0.011444816
110+04187,2020,MIDD,0.01378057
110+04187,2020,PMP,0.019478106
110+04187,2020,WE,0.011444816
110+04188,2017,AMP,0.004138088
110+04188,2017,MIDD,0.009194088
110+04188,2017,PMP,0.00735203
110+04188,2017,WE,0.004138088
110+04188,2018,AMP,0.011327427
110+04188,2018,MIDD,0.011375585
110+04188,2018,PMP,0.009175979
110+04188,2018,WE,0.011327427
110+04188,2019,AMP,0.014695083
110+04188,2019,MIDD,0.01234089
110+04188,2019,PMP,0.016443966
110+04188,2019,WE,0.014695083
110+04188,2020,AMP,0.008336779
110+04188,2020,MIDD,0.011032831
110+04188,2020,PMP,0.019824799
110+04188,2020,WE,0.008336779
110+04189,2017,AMP,0.000186165
110+04189,2017,MIDD,0.000122329
110+04189,2017,PMP,0.00107719
110+04189,2017,WE,0.000186165
110+04189,2018,AMP,0.001536558
110+04189,2018,MIDD,0.001010359
110+04189,2018,PMP,0.005201415
110+04189,2018,WE,0.001536558
110+04189,2019,AMP,0.001552522
110+04189,2019,MIDD,0.001293458
110+04189,2019,PMP,0.002495743
110+04189,2019,WE,0.001552522
110+04189,2020,AMP,0.004754029
110+04189,2020,MIDD,0.001610828
110+04189,2020,PMP,0.005580471
110+04189,2020,WE,0.004754029
110+04190,2017,AMP,0
110+04190,2017,MIDD,0
110+04190,2017,PMP,0
110+04190,2017,WE,0
110+04190,2018,AMP,0
110+04190,2018,MIDD,0
110+04190,2018,PMP,0
110+04190,2018,WE,0
110+04190,2019,AMP,0.000619146
110+04190,2019,MIDD,0.002430822
110+04190,2019,PMP,0.000744998
110+04190,2019,WE,0.000619146
110+04190,2020,AMP,0
110+04190,2020,MIDD,0
110+04190,2020,PMP,0
110+04190,2020,WE,0
110+04191,2017,AMP,0
110+04191,2017,MIDD,0.001802528
110+04191,2017,PMP,0.002640224
110+04191,2017,WE,0
110+04191,2018,AMP,0.004512825
110+04191,2018,MIDD,0.003681354
110+04191,2018,PMP,0.010514049
110+04191,2018,WE,0.004512825
110+04191,2019,AMP,0.001818061
110+04191,2019,MIDD,0.007759685
110+04191,2019,PMP,0.006417625
110+04191,2019,WE,0.001818061
110+04191,2020,AMP,0
110+04191,2020,MIDD,0
110+04191,2020,PMP,0
110+04191,2020,WE,0
110+04192,2017,AMP,0
110+04192,2017,MIDD,0.001252849
110+04192,2017,PMP,0
110+04192,2017,WE,0
110+04192,2018,AMP,0
110+04192,2018,MIDD,0.001027033
110+04192,2018,PMP,0.000799542
110+04192,2018,WE,0
110+04192,2019,AMP,0.000117869
110+04192,2019,MIDD,0.00407567
110+04192,2019,PMP,0.010167891
110+04192,2019,WE,0.000117869
110+04192,2020,AMP,0.001379347
110+04192,2020,MIDD,0.001683984
110+04192,2020,PMP,0.001677534
110+04192,2020,WE,0.001379347
110+04193,2017,AMP,0.000115919
110+04193,2017,MIDD,0.000865207
110+04193,2017,PMP,0.000309295
110+04193,2017,WE,0.000115919
110+04193,2018,AMP,0.001741965
110+04193,2018,MIDD,0.003698914
110+04193,2018,PMP,0.005848233
110+04193,2018,WE,0.001741965
110+04193,2019,AMP,0.00347169
110+04193,2019,MIDD,0.00502643
110+04193,2019,PMP,0.009501117
110+04193,2019,WE,0.00347169
110+04193,2020,AMP,0.003530799
110+04193,2020,MIDD,0.006707662
110+04193,2020,PMP,0.007679177
110+04193,2020,WE,0.003530799
110+04194,2017,AMP,0.0000320513
110+04194,2017,MIDD,0.000487714
110+04194,2017,PMP,0.000345353
110+04194,2017,WE,0.0000320513
110+04194,2018,AMP,0.003433376
110+04194,2018,MIDD,0.003113736
110+04194,2018,PMP,0.004055449
110+04194,2018,WE,0.003433376
110+04194,2019,AMP,0.005970094
110+04194,2019,MIDD,0.003906804
110+04194,2019,PMP,0.00574686
110+04194,2019,WE,0.005970094
110+04194,2020,AMP,0.0043037
110+04194,2020,MIDD,0.005804707
110+04194,2020,PMP,0.007166826
110+04194,2020,WE,0.0043037
110+04603,2017,AMP,0.003868056
110+04603,2017,MIDD,0.001575855
110+04603,2017,PMP,0.006852297
110+04603,2017,WE,0.003868056
110+04603,2018,AMP,0.004149372
110+04603,2018,MIDD,0.003696254
110+04603,2018,PMP,0.001628352
110+04603,2018,WE,0.004149372
110+04603,2019,AMP,0.021443966
110+04603,2019,MIDD,0.023252803
110+04603,2019,PMP,0.024472116
110+04603,2019,WE,0.021443966
110+04603,2020,AMP,0.027341232
110+04603,2020,MIDD,0.021762793
110+04603,2020,PMP,0.029375795
110+04603,2020,WE,0.027341232
110+04604,2017,AMP,0.052545139
110+04604,2017,MIDD,0.022239138
110+04604,2017,PMP,0.020512553
110+04604,2017,WE,0.052545139
110+04604,2018,AMP,0.054647722
110+04604,2018,MIDD,0.016352881
110+04604,2018,PMP,0.021489996
110+04604,2018,WE,0.054647722
110+04604,2019,AMP,0.083606322
110+04604,2019,MIDD,0.043396658
110+04604,2019,PMP,0.024543157
110+04604,2019,WE,0.083606322
110+04604,2020,AMP,0.052487277
110+04604,2020,MIDD,0.028820151
110+04604,2020,PMP,0.018735952
110+04604,2020,WE,0.052487277
110+04605,2017,AMP,0.040949252
110+04605,2017,MIDD,0.011927885
110+04605,2017,PMP,0.00562313
110+04605,2017,WE,0.040949252
110+04605,2018,AMP,0
110+04605,2018,MIDD,0
110+04605,2018,PMP,0
110+04605,2018,WE,0
110+04605,2019,AMP,0
110+04605,2019,MIDD,0
110+04605,2019,PMP,0
110+04605,2019,WE,0
110+04605,2020,AMP,0.026753605
110+04605,2020,MIDD,0.01618409
110+04605,2020,PMP,0.013024279
110+04605,2020,WE,0.026753605
110+04606,2017,AMP,0.005082265
110+04606,2017,MIDD,0.00410844
110+04606,2017,PMP,0.002084135
110+04606,2017,WE,0.005082265
110+04606,2018,AMP,0.014747499
110+04606,2018,MIDD,0.011507911
110+04606,2018,PMP,0.006045658
110+04606,2018,WE,0.014747499
110+04606,2019,AMP,0.028180609
110+04606,2019,MIDD,0.013354087
110+04606,2019,PMP,0.016941784
110+04606,2019,WE,0.028180609
110+04606,2020,AMP,0.023277407
110+04606,2020,MIDD,0.012800396
110+04606,2020,PMP,0.013322201
110+04606,2020,WE,0.023277407
110+04607,2017,AMP,0.001095353
110+04607,2017,MIDD,0.001824608
110+04607,2017,PMP,0
110+04607,2017,WE,0.001095353
110+04607,2018,AMP,0.004030172
110+04607,2018,MIDD,0.000645665
110+04607,2018,PMP,0.00048345
110+04607,2018,WE,0.004030172
110+04607,2019,AMP,0.006712431
110+04607,2019,MIDD,0.00298957
110+04607,2019,PMP,0.001299489
110+04607,2019,WE,0.006712431
110+04607,2020,AMP,0.001240458
110+04607,2020,MIDD,0.002729184
110+04607,2020,PMP,0.00324295
110+04607,2020,WE,0.001240458
110+04608,2017,AMP,0.006093216
110+04608,2017,MIDD,0.003143697
110+04608,2017,PMP,0.001552885
110+04608,2017,WE,0.006093216
110+04608,2018,AMP,0.002903097
110+04608,2018,MIDD,0.0000743224
110+04608,2018,PMP,0
110+04608,2018,WE,0.002903097
110+04608,2019,AMP,0
110+04608,2019,MIDD,0
110+04608,2019,PMP,0
110+04608,2019,WE,0
110+04608,2020,AMP,0.002185645
110+04608,2020,MIDD,0.008164758
110+04608,2020,PMP,0.005805768
110+04608,2020,WE,0.002185645
110+04609,2017,AMP,0.010778312
110+04609,2017,MIDD,0.01277938
110+04609,2017,PMP,0.009291667
110+04609,2017,WE,0.010778312
110+04609,2018,AMP,0.000898255
110+04609,2018,MIDD,0.000135164
110+04609,2018,PMP,0
110+04609,2018,WE,0.000898255
110+04609,2019,AMP,0.000885217
110+04609,2019,MIDD,0.000713424
110+04609,2019,PMP,0
110+04609,2019,WE,0.000885217
110+04609,2020,AMP,0.020844201
110+04609,2020,MIDD,0.018017564
110+04609,2020,PMP,0.013414705
110+04609,2020,WE,0.020844201
110+04610,2017,AMP,0
110+04610,2017,MIDD,0.000467415
110+04610,2017,PMP,0.002407853
110+04610,2017,WE,0
110+04610,2018,AMP,0
110+04610,2018,MIDD,0
110+04610,2018,PMP,0
110+04610,2018,WE,0
110+04610,2019,AMP,0
110+04610,2019,MIDD,0
110+04610,2019,PMP,0
110+04610,2019,WE,0
110+04610,2020,AMP,0.001359468
110+04610,2020,MIDD,0.002219042
110+04610,2020,PMP,0.000493268
110+04610,2020,WE,0.001359468
110+04611,2017,AMP,0.003407853
110+04611,2017,MIDD,0.004385684
110+04611,2017,PMP,0.002395299
110+04611,2017,WE,0.003407853
110+04611,2018,AMP,0.006074393
110+04611,2018,MIDD,0.007411842
110+04611,2018,PMP,0.010058802
110+04611,2018,WE,0.006074393
110+04611,2019,AMP,0.004626437
110+04611,2019,MIDD,0.005309174
110+04611,2019,PMP,0.005655066
110+04611,2019,WE,0.004626437
110+04611,2020,AMP,0.002010443
110+04611,2020,MIDD,0.00187447
110+04611,2020,PMP,0.002006997
110+04611,2020,WE,0.002010443
110+04612,2017,AMP,0.020783654
110+04612,2017,MIDD,0.028285969
110+04612,2017,PMP,0.030081998
110+04612,2017,WE,0.020783654
110+04612,2018,AMP,0.040645754
110+04612,2018,MIDD,0.025988719
110+04612,2018,PMP,0.055486377
110+04612,2018,WE,0.040645754
110+04612,2019,AMP,0.063122073
110+04612,2019,MIDD,0.044049596
110+04612,2019,PMP,0.063895807
110+04612,2019,WE,0.063122073
110+04612,2020,AMP,0.017094996
110+04612,2020,MIDD,0.016447731
110+04612,2020,PMP,0.012519879
110+04612,2020,WE,0.017094996
110+04613,2017,AMP,0.022684295
110+04613,2017,MIDD,0.020116453
110+04613,2017,PMP,0.037641827
110+04613,2017,WE,0.022684295
110+04613,2018,AMP,0.013422999
110+04613,2018,MIDD,0.025092593
110+04613,2018,PMP,0.04124122
110+04613,2018,WE,0.013422999
110+04613,2019,AMP,0.012893785
110+04613,2019,MIDD,0.017236058
110+04613,2019,PMP,0.041896818
110+04613,2019,WE,0.012893785
110+04613,2020,AMP,0.007013889
110+04613,2020,MIDD,0.012053824
110+04613,2020,PMP,0.011200965
110+04613,2020,WE,0.007013889
110+04614,2017,AMP,0.000571047
110+04614,2017,MIDD,0.020538462
110+04614,2017,PMP,0.089188301
110+04614,2017,WE,0.000571047
110+04614,2018,AMP,0
110+04614,2018,MIDD,0.000859408
110+04614,2018,PMP,0
110+04614,2018,WE,0
110+04614,2019,AMP,0.01075298
110+04614,2019,MIDD,0.021655137
110+04614,2019,PMP,0.027816624
110+04614,2019,WE,0.01075298
110+04614,2020,AMP,0.000681192
110+04614,2020,MIDD,0.000917091
110+04614,2020,PMP,0.002090755
110+04614,2020,WE,0.000681192
110+04645,2017,AMP,0.001270299
110+04645,2017,MIDD,0.002607194
110+04645,2017,PMP,0.002803152
110+04645,2017,WE,0.001270299
110+04645,2018,AMP,0.002605098
110+04645,2018,MIDD,0.001932205
110+04645,2018,PMP,0.000568593
110+04645,2018,WE,0.002605098
110+04645,2019,AMP,0
110+04645,2019,MIDD,0.000357244
110+04645,2019,PMP,0
110+04645,2019,WE,0
110+04645,2020,AMP,0.004038115
110+04645,2020,MIDD,0.00382987
110+04645,2020,PMP,0.001519561
110+04645,2020,WE,0.004038115
110+04646,2017,AMP,0.002459135
110+04646,2017,MIDD,0.002065349
110+04646,2017,PMP,0.007149573
110+04646,2017,WE,0.002459135
110+04646,2018,AMP,0.006057365
110+04646,2018,MIDD,0.001407336
110+04646,2018,PMP,0.002742923
110+04646,2018,WE,0.006057365
110+04646,2019,AMP,0.012600043
110+04646,2019,MIDD,0.006231198
110+04646,2019,PMP,0.004206843
110+04646,2019,WE,0.012600043
110+04646,2020,AMP,0.011959022
110+04646,2020,MIDD,0.006697766
110+04646,2020,PMP,0.006092822
110+04646,2020,WE,0.011959022
110+04647,2017,AMP,0.007119124
110+04647,2017,MIDD,0.00836485
110+04647,2017,PMP,0.010775107
110+04647,2017,WE,0.007119124
110+04647,2018,AMP,0.005277512
110+04647,2018,MIDD,0.01022279
110+04647,2018,PMP,0.01034669
110+04647,2018,WE,0.005277512
110+04647,2019,AMP,0.014152033
110+04647,2019,MIDD,0.01084504
110+04647,2019,PMP,0.020272456
110+04647,2019,WE,0.014152033
110+04647,2020,AMP,0.018889684
110+04647,2020,MIDD,0.008037885
110+04647,2020,PMP,0.016388624
110+04647,2020,WE,0.018889684
110+04648,2017,AMP,0.027317041
110+04648,2017,MIDD,0.017398504
110+04648,2017,PMP,0.037281784
110+04648,2017,WE,0.027317041
110+04648,2018,AMP,0.031041135
110+04648,2018,MIDD,0.025019334
110+04648,2018,PMP,0.046658685
110+04648,2018,WE,0.031041135
110+04648,2019,AMP,0.055519636
110+04648,2019,MIDD,0.037796757
110+04648,2019,PMP,0.052352863
110+04648,2019,WE,0.055519636
110+04648,2020,AMP,0.036062076
110+04648,2020,MIDD,0.030152848
110+04648,2020,PMP,0.046758641
110+04648,2020,WE,0.036062076
110+04670,2017,AMP,0.020700588
110+04670,2017,MIDD,0.014166845
110+04670,2017,PMP,0.016025107
110+04670,2017,WE,0.020700588
110+04670,2018,AMP,0.024604885
110+04670,2018,MIDD,0.021368313
110+04670,2018,PMP,0.018812527
110+04670,2018,WE,0.024604885
110+04670,2019,AMP,0
110+04670,2019,MIDD,0.000493472
110+04670,2019,PMP,0.002673744
110+04670,2019,WE,0
110+04670,2020,AMP,0.001154315
110+04670,2020,MIDD,0.0000652036
110+04670,2020,PMP,0
110+04670,2020,WE,0.001154315
110+04681,2017,AMP,0.002627671
110+04681,2017,MIDD,0.00329042
110+04681,2017,PMP,0.006321047
110+04681,2017,WE,0.002627671
110+04681,2018,AMP,0.002849883
110+04681,2018,MIDD,0.005782957
110+04681,2018,PMP,0.007219562
110+04681,2018,WE,0.002849883
110+04681,2019,AMP,0.003464772
110+04681,2019,MIDD,0.008043316
110+04681,2019,PMP,0.008704502
110+04681,2019,WE,0.003464772
110+04681,2020,AMP,0.003724025
110+04681,2020,MIDD,0.006691935
110+04681,2020,PMP,0.006897
110+04681,2020,WE,0.003724025
110+04682,2017,AMP,0.005525641
110+04682,2017,MIDD,0.004992521
110+04682,2017,PMP,0.011909989
110+04682,2017,WE,0.005525641
110+04682,2018,AMP,0.00762186
110+04682,2018,MIDD,0.00561214
110+04682,2018,PMP,0.003802682
110+04682,2018,WE,0.00762186
110+04682,2019,AMP,0.012317742
110+04682,2019,MIDD,0.010640698
110+04682,2019,PMP,0.007480843
110+04682,2019,WE,0.012317742
110+04682,2020,AMP,0.009340278
110+04682,2020,MIDD,0.005899951
110+04682,2020,PMP,0.011774809
110+04682,2020,WE,0.009340278
110+04683,2017,AMP,0.001112179
110+04683,2017,MIDD,0.003479879
110+04683,2017,PMP,0.007852297
110+04683,2017,WE,0.001112179
110+04683,2018,AMP,0.003811462
110+04683,2018,MIDD,0.00657709
110+04683,2018,PMP,0.006057897
110+04683,2018,WE,0.003811462
110+04683,2019,AMP,0.005291613
110+04683,2019,MIDD,0.00403505
110+04683,2019,PMP,0.006948968
110+04683,2019,WE,0.005291613
110+04683,2020,AMP,0.001422021
110+04683,2020,MIDD,0.004159952
110+04683,2020,PMP,0.005713793
110+04683,2020,WE,0.001422021
110+04684,2017,AMP,0.002861912
110+04684,2017,MIDD,0.005158298
110+04684,2017,PMP,0.004754274
110+04684,2017,WE,0.002861912
110+04684,2018,AMP,0.002007503
110+04684,2018,MIDD,0.008497765
110+04684,2018,PMP,0.010991645
110+04684,2018,WE,0.002007503
110+04684,2019,AMP,0.001921828
110+04684,2019,MIDD,0.004916276
110+04684,2019,PMP,0.010423318
110+04684,2019,WE,0.001921828
110+04684,2020,AMP,0.005231923
110+04684,2020,MIDD,0.003780746
110+04684,2020,PMP,0.013117048
110+04684,2020,WE,0.005231923
110+04686,2017,AMP,0
110+04686,2017,MIDD,0.00097062
110+04686,2017,PMP,0
110+04686,2017,WE,0
110+04686,2018,AMP,0
110+04686,2018,MIDD,0
110+04686,2018,PMP,0
110+04686,2018,WE,0
110+04686,2019,AMP,0.0000609302
110+04686,2019,MIDD,0
110+04686,2019,PMP,0
110+04686,2019,WE,0.0000609302
110+04686,2020,AMP,0.0000413486
110+04686,2020,MIDD,0.000246148
110+04686,2020,PMP,0
110+04686,2020,WE,0.0000413486
110+04687,2017,AMP,0
110+04687,2017,MIDD,0
110+04687,2017,PMP,0
110+04687,2017,WE,0
110+04687,2018,AMP,0
110+04687,2018,MIDD,0
110+04687,2018,PMP,0
110+04687,2018,WE,0
110+04687,2019,AMP,0
110+04687,2019,MIDD,0
110+04687,2019,PMP,0
110+04687,2019,WE,0
110+04687,2020,AMP,0
110+04687,2020,MIDD,0.000116801
110+04687,2020,PMP,0
110+04687,2020,WE,0
110+04688,2017,AMP,0
110+04688,2017,MIDD,0
110+04688,2017,PMP,0
110+04688,2017,WE,0
110+04688,2018,AMP,0
110+04688,2018,MIDD,0.0000766284
110+04688,2018,PMP,0
110+04688,2018,WE,0
110+04688,2019,AMP,0
110+04688,2019,MIDD,0
110+04688,2019,PMP,0
110+04688,2019,WE,0
110+04688,2020,AMP,0
110+04688,2020,MIDD,0
110+04688,2020,PMP,0
110+04688,2020,WE,0
110+04689,2017,AMP,0.0000534188
110+04689,2017,MIDD,0
110+04689,2017,PMP,0.000892895
110+04689,2017,WE,0.0000534188
110+04689,2018,AMP,0
110+04689,2018,MIDD,0
110+04689,2018,PMP,0
110+04689,2018,WE,0
110+04689,2019,AMP,0
110+04689,2019,MIDD,0
110+04689,2019,PMP,0
110+04689,2019,WE,0
110+04689,2020,AMP,0
110+04689,2020,MIDD,0
110+04689,2020,PMP,0.001062076
110+04689,2020,WE,0
110+04690,2017,AMP,0.002400908
110+04690,2017,MIDD,0.001488426
110+04690,2017,PMP,0.000102564
110+04690,2017,WE,0.002400908
110+04690,2018,AMP,0.001202905
110+04690,2018,MIDD,0.000932666
110+04690,2018,PMP,0.000652937
110+04690,2018,WE,0.001202905
110+04690,2019,AMP,0
110+04690,2019,MIDD,0.000731872
110+04690,2019,PMP,0.001450085
110+04690,2019,WE,0
110+04690,2020,AMP,0
110+04690,2020,MIDD,0.000520215
110+04690,2020,PMP,0
110+04690,2020,WE,0
110+04691,2017,AMP,0.000241453
110+04691,2017,MIDD,0.000789886
110+04691,2017,PMP,0.00313328
110+04691,2017,WE,0.000241453
110+04691,2018,AMP,0.000850628
110+04691,2018,MIDD,0.000464737
110+04691,2018,PMP,0.001567156
110+04691,2018,WE,0.000850628
110+04691,2019,AMP,0.000267933
110+04691,2019,MIDD,0.000167979
110+04691,2019,PMP,0.000243721
110+04691,2019,WE,0.000267933
110+04691,2020,AMP,0
110+04691,2020,MIDD,0.0001919
110+04691,2020,PMP,0
110+04691,2020,WE,0
110+04692,2017,AMP,0
110+04692,2017,MIDD,0
110+04692,2017,PMP,0
110+04692,2017,WE,0
110+04692,2018,AMP,0
110+04692,2018,MIDD,0
110+04692,2018,PMP,0
110+04692,2018,WE,0
110+04692,2019,AMP,0
110+04692,2019,MIDD,0
110+04692,2019,PMP,0
110+04692,2019,WE,0
110+04692,2020,AMP,0
110+04692,2020,MIDD,0
110+04692,2020,PMP,0
110+04692,2020,WE,0
110+04693,2017,AMP,0.000892895
110+04693,2017,MIDD,0.000878917
110+04693,2017,PMP,0.000415064
110+04693,2017,WE,0.000892895
110+04693,2018,AMP,0
110+04693,2018,MIDD,0
110+04693,2018,PMP,0
110+04693,2018,WE,0
110+04693,2019,AMP,0
110+04693,2019,MIDD,0
110+04693,2019,PMP,0
110+04693,2019,WE,0
110+04693,2020,AMP,0
110+04693,2020,MIDD,0
110+04693,2020,PMP,0
110+04693,2020,WE,0
110+04694,2017,AMP,0
110+04694,2017,MIDD,0
110+04694,2017,PMP,0
110+04694,2017,WE,0
110+04694,2018,AMP,0
110+04694,2018,MIDD,0.0000895771
110+04694,2018,PMP,0
110+04694,2018,WE,0
110+04694,2019,AMP,0.000203012
110+04694,2019,MIDD,0
110+04694,2019,PMP,0
110+04694,2019,WE,0.000203012
110+04694,2020,AMP,0
110+04694,2020,MIDD,0
110+04694,2020,PMP,0
110+04694,2020,WE,0
110+04695,2017,AMP,0
110+04695,2017,MIDD,0
110+04695,2017,PMP,0
110+04695,2017,WE,0
110+04695,2018,AMP,0.000116805
110+04695,2018,MIDD,0
110+04695,2018,PMP,0
110+04695,2018,WE,0.000116805
110+04695,2019,AMP,0.000740741
110+04695,2019,MIDD,0.000308287
110+04695,2019,PMP,0.000535068
110+04695,2019,WE,0.000740741
110+04695,2020,AMP,0.000844201
110+04695,2020,MIDD,0.0000694444
110+04695,2020,PMP,0.000495388
110+04695,2020,WE,0.000844201
110+04696,2017,AMP,0
110+04696,2017,MIDD,0
110+04696,2017,PMP,0
110+04696,2017,WE,0
110+04696,2018,AMP,0
110+04696,2018,MIDD,0
110+04696,2018,PMP,0
110+04696,2018,WE,0
110+04696,2019,AMP,0.0000524159
110+04696,2019,MIDD,0.00055325
110+04696,2019,PMP,0
110+04696,2019,WE,0.0000524159
110+04696,2020,AMP,0.0000821671
110+04696,2020,MIDD,0.000342451
110+04696,2020,PMP,0.000111323
110+04696,2020,WE,0.0000821671
110+04697,2017,AMP,0
110+04697,2017,MIDD,0
110+04697,2017,PMP,0
110+04697,2017,WE,0
110+04697,2018,AMP,0
110+04697,2018,MIDD,0
110+04697,2018,PMP,0
110+04697,2018,WE,0
110+04697,2019,AMP,0
110+04697,2019,MIDD,0.000555556
110+04697,2019,PMP,0.003208812
110+04697,2019,WE,0
110+04697,2020,AMP,0
110+04697,2020,MIDD,0
110+04697,2020,PMP,0
110+04697,2020,WE,0
110+04698,2017,AMP,0
110+04698,2017,MIDD,0.000803241
110+04698,2017,PMP,0
110+04698,2017,WE,0
110+04698,2018,AMP,0
110+04698,2018,MIDD,0
110+04698,2018,PMP,0
110+04698,2018,WE,0
110+04698,2019,AMP,0
110+04698,2019,MIDD,0
110+04698,2019,PMP,0.000863931
110+04698,2019,WE,0
110+04698,2020,AMP,0
110+04698,2020,MIDD,0
110+04698,2020,PMP,0
110+04698,2020,WE,0
110+04699,2017,AMP,0
110+04699,2017,MIDD,0
110+04699,2017,PMP,0
110+04699,2017,WE,0
110+04699,2018,AMP,0
110+04699,2018,MIDD,0
110+04699,2018,PMP,0
110+04699,2018,WE,0
110+04699,2019,AMP,0
110+04699,2019,MIDD,0
110+04699,2019,PMP,0
110+04699,2019,WE,0
110+04699,2020,AMP,0
110+04699,2020,MIDD,0
110+04699,2020,PMP,0
110+04699,2020,WE,0
110+04700,2017,AMP,0
110+04700,2017,MIDD,0.000136574
110+04700,2017,PMP,0.000769765
110+04700,2017,WE,0
110+04700,2018,AMP,0
110+04700,2018,MIDD,0
110+04700,2018,PMP,0
110+04700,2018,WE,0
110+04700,2019,AMP,0.00021738
110+04700,2019,MIDD,0.000154144
110+04700,2019,PMP,0.001195456
110+04700,2019,WE,0.00021738
110+04700,2020,AMP,0
110+04700,2020,MIDD,0.000666172
110+04700,2020,PMP,0
110+04700,2020,WE,0
110+04701,2017,AMP,0.001269498
110+04701,2017,MIDD,0.000317664
110+04701,2017,PMP,0.005909455
110+04701,2017,WE,0.001269498
110+04701,2018,AMP,0.001082908
110+04701,2018,MIDD,0.00301866
110+04701,2018,PMP,0.00503725
110+04701,2018,WE,0.001082908
110+04701,2019,AMP,0.003113825
110+04701,2019,MIDD,0.002407053
110+04701,2019,PMP,0.002118721
110+04701,2019,WE,0.003113825
110+04701,2020,AMP,0.00216444
110+04701,2020,MIDD,0.003587786
110+04701,2020,PMP,0.002245547
110+04701,2020,WE,0.00216444
110+04702,2017,AMP,0
110+04702,2017,MIDD,0
110+04702,2017,PMP,0.000545673
110+04702,2017,WE,0
110+04702,2018,AMP,0
110+04702,2018,MIDD,0
110+04702,2018,PMP,0
110+04702,2018,WE,0
110+04702,2019,AMP,0.001626224
110+04702,2019,MIDD,0.002782035
110+04702,2019,PMP,0.002009366
110+04702,2019,WE,0.001626224
110+04702,2020,AMP,0.004298929
110+04702,2020,MIDD,0.000655923
110+04702,2020,PMP,0
110+04702,2020,WE,0.004298929
110+04703,2017,AMP,0.004730502
110+04703,2017,MIDD,0.002908832
110+04703,2017,PMP,0.011937233
110+04703,2017,WE,0.004730502
110+04703,2018,AMP,0.013362335
110+04703,2018,MIDD,0.007750284
110+04703,2018,PMP,0.018220253
110+04703,2018,WE,0.013362335
110+04703,2019,AMP,0
110+04703,2019,MIDD,0
110+04703,2019,PMP,0.000501277
110+04703,2019,WE,0
110+04703,2020,AMP,0
110+04703,2020,MIDD,0.000020851
110+04703,2020,PMP,0
110+04703,2020,WE,0
110+04704,2017,AMP,0.000923344
110+04704,2017,MIDD,0.005488248
110+04704,2017,PMP,0.009135684
110+04704,2017,WE,0.000923344
110+04704,2018,AMP,0.002008834
110+04704,2018,MIDD,0.002820704
110+04704,2018,PMP,0.005667837
110+04704,2018,WE,0.002008834
