TMC,YEAR,PERIOD,Crashes
110-04698,2018,AMP,1
110-04698,2018,MIDD,1
110-04698,2018,PMP,1
110-04698,2018,WE,0
110-04698,2019,AMP,1
110-04698,2019,MIDD,1
110-04698,2019,PMP,4
110-04698,2019,WE,1
110-04698,2020,AMP,0
110-04698,2020,MIDD,1
110-04698,2020,PMP,0
110-04698,2020,WE,1
110-04698,2021,AMP,0.335594759
110-04698,2021,MIDD,0.201356855
110-04698,2021,PMP,0.536951614
110-04698,2021,WE,0.335594759
110-04698,2022,AMP,0.340017311
110-04698,2022,MIDD,0.204010387
110-04698,2022,PMP,0.544027697
110-04698,2022,WE,0.340017311
110-04698,2023,AMP,0.344503306
110-04698,2023,MIDD,0.206701984
110-04698,2023,PMP,0.551205289
110-04698,2023,WE,0.344503306
110-04698,2024,AMP,0.349065226
110-04698,2024,MIDD,0.209439135
110-04698,2024,PMP,0.558504361
110-04698,2024,WE,0.349065226
110-04699,2017,AMP,1
110-04699,2017,MIDD,0
110-04699,2017,PMP,2
110-04699,2017,WE,0
110-04699,2018,AMP,1
110-04699,2018,MIDD,1
110-04699,2018,PMP,0
110-04699,2018,WE,0
110-04699,2019,AMP,1
110-04699,2019,MIDD,1
110-04699,2019,PMP,3
110-04699,2019,WE,1
110-04699,2020,AMP,2
110-04699,2020,MIDD,2
110-04699,2020,PMP,5
110-04699,2020,WE,2
110-04699,2021,AMP,1.413771364
110-04699,2021,MIDD,2.544788455
110-04699,2021,PMP,3.958559819
110-04699,2021,WE,3.393051273
110-04699,2022,AMP,1.434677685
110-04699,2022,MIDD,2.582419834
110-04699,2022,PMP,4.017097519
110-04699,2022,WE,3.443226445
110-04699,2023,AMP,1.456007681
110-04699,2023,MIDD,2.620813827
110-04699,2023,PMP,4.076821508
110-04699,2023,WE,3.494418435
110-04699,2024,AMP,1.477729156
110-04699,2024,MIDD,2.659912481
110-04699,2024,PMP,4.137641637
110-04699,2024,WE,3.546549974
110-04700,2017,AMP,3
110-04700,2017,MIDD,1
110-04700,2017,PMP,5
110-04700,2017,WE,2
110-04700,2018,AMP,5
110-04700,2018,MIDD,4
110-04700,2018,PMP,5
110-04700,2018,WE,0
110-04700,2019,AMP,3
110-04700,2019,MIDD,0
110-04700,2019,PMP,2
110-04700,2019,WE,5
110-04700,2020,AMP,5
110-04700,2020,MIDD,13
110-04700,2020,PMP,3
110-04700,2020,WE,2
110-04700,2021,AMP,4.57026319
110-04700,2021,MIDD,9.997450727
110-04700,2021,PMP,4.28462174
110-04700,2021,WE,9.140526379
110-04700,2022,AMP,4.637135637
110-04700,2022,MIDD,10.14373421
110-04700,2022,PMP,4.34731466
110-04700,2022,WE,9.274271274
110-04700,2023,AMP,4.705238763
110-04700,2023,MIDD,10.29270979
110-04700,2023,PMP,4.41116134
110-04700,2023,WE,9.410477525
110-04700,2024,AMP,4.774594229
110-04700,2024,MIDD,10.44442488
110-04700,2024,PMP,4.47618209
110-04700,2024,WE,9.549188459
110-04701,2017,AMP,0
110-04701,2017,MIDD,1
110-04701,2017,PMP,5
110-04701,2017,WE,1
110-04701,2018,AMP,1
110-04701,2018,MIDD,3
110-04701,2018,PMP,1
110-04701,2018,WE,1
110-04701,2019,AMP,1
110-04701,2019,MIDD,1
110-04701,2019,PMP,1
110-04701,2019,WE,0
110-04701,2020,AMP,1
110-04701,2020,MIDD,1
110-04701,2020,PMP,0
110-04701,2020,WE,1
110-04701,2021,AMP,0.877678623
110-04701,2021,MIDD,0.526607174
110-04701,2021,PMP,0.965446486
110-04701,2021,WE,0.526607174
110-04701,2022,AMP,0.887892368
110-04701,2022,MIDD,0.532735421
110-04701,2022,PMP,0.976681605
110-04701,2022,WE,0.532735421
110-04701,2023,AMP,0.898251364
110-04701,2023,MIDD,0.538950818
110-04701,2023,PMP,0.9880765
110-04701,2023,WE,0.538950818
110-04701,2024,AMP,0.908837887
110-04701,2024,MIDD,0.545302732
110-04701,2024,PMP,0.999721675
110-04701,2024,WE,0.545302732
110-04702,2017,AMP,20
110-04702,2017,MIDD,8
110-04702,2017,PMP,23
110-04702,2017,WE,2
110-04702,2018,AMP,11
110-04702,2018,MIDD,11
110-04702,2018,PMP,20
110-04702,2018,WE,6
110-04702,2019,AMP,2
110-04702,2019,MIDD,0
110-04702,2019,PMP,0
110-04702,2019,WE,0
110-04702,2020,AMP,2
110-04702,2020,MIDD,0
110-04702,2020,PMP,5
110-04702,2020,WE,1
110-04702,2021,AMP,1.219083547
110-04702,2021,MIDD,1.044928754
110-04702,2021,PMP,1.741547924
110-04702,2021,WE,0.383140543
110-04702,2022,AMP,1.244135897
110-04702,2022,MIDD,1.066402197
110-04702,2022,PMP,1.777336995
110-04702,2022,WE,0.391014139
110-04702,2023,AMP,1.269839895
110-04702,2023,MIDD,1.088434195
110-04702,2023,PMP,1.814056992
110-04702,2023,WE,0.399092538
110-04702,2024,AMP,1.296238531
110-04702,2024,MIDD,1.111061598
110-04702,2024,PMP,1.851769331
110-04702,2024,WE,0.407389253
110-04703,2017,AMP,3
110-04703,2017,MIDD,4
110-04703,2017,PMP,4
110-04703,2017,WE,2
110-04703,2018,AMP,6
110-04703,2018,MIDD,0
110-04703,2018,PMP,2
110-04703,2018,WE,3
110-04703,2019,AMP,1
110-04703,2019,MIDD,2
110-04703,2019,PMP,2
110-04703,2019,WE,1
110-04703,2020,AMP,0
110-04703,2020,MIDD,1
110-04703,2020,PMP,0
110-04703,2020,WE,1
110-04703,2021,AMP,7.346436842
110-04703,2021,MIDD,10.28501158
110-04703,2021,PMP,6.36691193
110-04703,2021,WE,3.428337193
110-04703,2022,AMP,7.497407224
110-04703,2022,MIDD,10.49637011
110-04703,2022,PMP,6.497752928
110-04703,2022,WE,3.498790038
110-04703,2023,AMP,7.652304563
110-04703,2023,MIDD,10.71322639
110-04703,2023,PMP,6.631997288
110-04703,2023,WE,3.571075463
110-04703,2024,AMP,7.811387932
110-04703,2024,MIDD,10.93594311
110-04703,2024,PMP,6.769869541
110-04703,2024,WE,3.645314368
110-04704,2017,AMP,8
110-04704,2017,MIDD,5
110-04704,2017,PMP,7
110-04704,2017,WE,3
110-04704,2018,AMP,6
110-04704,2018,MIDD,1
110-04704,2018,PMP,9
110-04704,2018,WE,2
110-04704,2019,AMP,7
110-04704,2019,MIDD,2
110-04704,2019,PMP,7
110-04704,2019,WE,3
110-04704,2020,AMP,3
110-04704,2020,MIDD,2
110-04704,2020,PMP,18
110-04704,2020,WE,0
110-04704,2021,AMP,5.280242242
110-04704,2021,MIDD,2.200100934
110-04704,2021,PMP,9.02041383
110-04704,2021,WE,7.920363363
110-04704,2022,AMP,5.378015534
110-04704,2022,MIDD,2.240839806
110-04704,2022,PMP,9.187443203
110-04704,2022,WE,8.067023301
110-04704,2023,AMP,5.47816952
110-04704,2023,MIDD,2.282570633
110-04704,2023,PMP,9.358539596
110-04704,2023,WE,8.21725428
110-04704,2024,AMP,5.580647269
110-04704,2024,MIDD,2.325269695
110-04704,2024,PMP,9.53360575
110-04704,2024,WE,8.370970903
110-04705,2017,AMP,7
110-04705,2017,MIDD,2
110-04705,2017,PMP,10
110-04705,2017,WE,8
110-04705,2018,AMP,21
110-04705,2018,MIDD,5
110-04705,2018,PMP,3
110-04705,2018,WE,1
110-04705,2019,AMP,7
110-04705,2019,MIDD,2
110-04705,2019,PMP,5
110-04705,2019,WE,9
110-04705,2020,AMP,5
110-04705,2020,MIDD,3
110-04705,2020,PMP,11
110-04705,2020,WE,6
110-04705,2021,AMP,11.43181339
110-04705,2021,MIDD,3.429544017
110-04705,2021,PMP,8.288064708
110-04705,2021,WE,6.859088034
110-04705,2022,AMP,11.62160008
110-04705,2022,MIDD,3.486480023
110-04705,2022,PMP,8.425660055
110-04705,2022,WE,6.972960045
110-04705,2023,AMP,11.81547472
110-04705,2023,MIDD,3.544642417
110-04705,2023,PMP,8.566219175
110-04705,2023,WE,7.089284835
110-04705,2024,AMP,12.01352579
110-04705,2024,MIDD,3.604057738
110-04705,2024,PMP,8.7098062
110-04705,2024,WE,7.208115476
110-04706,2017,AMP,3
110-04706,2017,MIDD,2
110-04706,2017,PMP,1
110-04706,2017,WE,5
110-04706,2018,AMP,1
110-04706,2018,MIDD,1
110-04706,2018,PMP,4
110-04706,2018,WE,2
110-04706,2019,AMP,2
110-04706,2019,MIDD,0
110-04706,2019,PMP,4
110-04706,2019,WE,1
110-04706,2020,AMP,2
110-04706,2020,MIDD,5
110-04706,2020,PMP,4
110-04706,2020,WE,3
110-04706,2021,AMP,3.474693569
110-04706,2021,MIDD,7.383723833
110-04706,2021,PMP,5.646377049
110-04706,2021,WE,4.777703657
110-04706,2022,AMP,3.531088314
110-04706,2022,MIDD,7.503562668
110-04706,2022,PMP,5.738018511
110-04706,2022,WE,4.855246432
110-04706,2023,AMP,3.588612182
110-04706,2023,MIDD,7.625800887
110-04706,2023,PMP,5.831494796
110-04706,2023,WE,4.93434175
110-04706,2024,AMP,3.647288132
110-04706,2024,MIDD,7.75048728
110-04706,2024,PMP,5.926843214
110-04706,2024,WE,5.015021181
110-04707,2017,AMP,0
110-04707,2017,MIDD,2
110-04707,2017,PMP,1
110-04707,2017,WE,2
110-04707,2018,AMP,1
110-04707,2018,MIDD,2
110-04707,2018,PMP,2
110-04707,2018,WE,2
110-04707,2019,AMP,3
110-04707,2019,MIDD,1
110-04707,2019,PMP,4
110-04707,2019,WE,2
110-04707,2020,AMP,3
110-04707,2020,MIDD,3
110-04707,2020,PMP,4
110-04707,2020,WE,1
110-04707,2021,AMP,4.255877345
110-04707,2021,MIDD,2.269801251
110-04707,2021,PMP,3.12097672
110-04707,2021,WE,1.986076094
110-04707,2022,AMP,4.316736558
110-04707,2022,MIDD,2.302259498
110-04707,2022,PMP,3.16560681
110-04707,2022,WE,2.014477061
110-04707,2023,AMP,4.378722899
110-04707,2023,MIDD,2.33531888
110-04707,2023,PMP,3.211063459
110-04707,2023,WE,2.04340402
110-04707,2024,AMP,4.441855728
110-04707,2024,MIDD,2.368989722
110-04707,2024,PMP,3.257360867
110-04707,2024,WE,2.072866007
110-04708,2017,AMP,0
110-04708,2017,MIDD,1
110-04708,2017,PMP,0
110-04708,2017,WE,0
110-04708,2018,AMP,3
110-04708,2018,MIDD,1
110-04708,2018,PMP,0
110-04708,2018,WE,0
110-04708,2019,AMP,0
110-04708,2019,MIDD,1
110-04708,2019,PMP,0
110-04708,2019,WE,1
110-04708,2020,AMP,0
110-04708,2020,MIDD,1
110-04708,2020,PMP,2
110-04708,2020,WE,3
110-04708,2021,AMP,6.044124293
110-04708,2021,MIDD,1.422146892
110-04708,2021,PMP,4.6219774
110-04708,2021,WE,4.266440677
110-04708,2022,AMP,6.121057849
110-04708,2022,MIDD,1.440248906
110-04708,2022,PMP,4.680808944
110-04708,2022,WE,4.320746717
110-04708,2023,AMP,6.199334467
110-04708,2023,MIDD,1.458666933
110-04708,2023,PMP,4.740667533
110-04708,2023,WE,4.3760008
110-04708,2024,AMP,6.278748309
110-04708,2024,MIDD,1.477352543
110-04708,2024,PMP,4.801395766
110-04708,2024,WE,4.43205763
110-04709,2017,AMP,1
110-04709,2017,MIDD,2
110-04709,2017,PMP,0
110-04709,2017,WE,0
110-04709,2018,AMP,0
110-04709,2018,MIDD,0
110-04709,2018,PMP,0
110-04709,2018,WE,1
110-04709,2019,AMP,0
110-04709,2019,MIDD,1
110-04709,2019,PMP,0
110-04709,2019,WE,0
110-04709,2020,AMP,1
110-04709,2020,MIDD,0
110-04709,2020,PMP,0
110-04709,2020,WE,0
110-04709,2021,AMP,2.419451705
110-04709,2021,MIDD,2.765087663
110-04709,2021,PMP,4.83890341
110-04709,2021,WE,4.83890341
110-04709,2022,AMP,2.447957061
110-04709,2022,MIDD,2.797665213
110-04709,2022,PMP,4.895914122
110-04709,2022,WE,4.895914122
110-04709,2023,AMP,2.476976352
110-04709,2023,MIDD,2.830830117
110-04709,2023,PMP,4.953952704
110-04709,2023,WE,4.953952704
110-04709,2024,AMP,2.506408801
110-04709,2024,MIDD,2.864467201
110-04709,2024,PMP,5.012817601
110-04709,2024,WE,5.012817601
110-04727,2017,AMP,3
110-04727,2017,MIDD,2
110-04727,2017,PMP,3
110-04727,2017,WE,1
110-04727,2018,AMP,0
110-04727,2018,MIDD,0
110-04727,2018,PMP,2
110-04727,2018,WE,0
110-04727,2019,AMP,1
110-04727,2019,MIDD,0
110-04727,2019,PMP,2
110-04727,2019,WE,0
110-04727,2020,AMP,0
110-04727,2020,MIDD,0
110-04727,2020,PMP,0
110-04727,2020,WE,0
110-04727,2021,AMP,0.198654366
110-04727,2021,MIDD,0.231763427
110-04727,2021,PMP,0.231763427
110-04727,2021,WE,0.198654366
110-04727,2022,AMP,0.201425905
110-04727,2022,MIDD,0.23499689
110-04727,2022,PMP,0.23499689
110-04727,2022,WE,0.201425905
110-04727,2023,AMP,0.204249326
110-04727,2023,MIDD,0.238290881
110-04727,2023,PMP,0.238290881
110-04727,2023,WE,0.204249326
110-04727,2024,AMP,0.207125493
110-04727,2024,MIDD,0.241646409
110-04727,2024,PMP,0.241646409
110-04727,2024,WE,0.207125493
110-04728,2017,AMP,1
110-04728,2017,MIDD,2
110-04728,2017,PMP,0
110-04728,2017,WE,1
110-04728,2018,AMP,2
110-04728,2018,MIDD,1
110-04728,2018,PMP,1
110-04728,2018,WE,0
110-04728,2019,AMP,1
110-04728,2019,MIDD,1
110-04728,2019,PMP,2
110-04728,2019,WE,3
110-04728,2020,AMP,1
110-04728,2020,MIDD,0
110-04728,2020,PMP,0
110-04728,2020,WE,1
110-04728,2021,AMP,0.565809737
110-04728,2021,MIDD,0.792133632
110-04728,2021,PMP,1.35794337
110-04728,2021,WE,1.018457527
110-04728,2022,AMP,0.579360114
110-04728,2022,MIDD,0.81110416
110-04728,2022,PMP,1.390464275
110-04728,2022,WE,1.042848206
110-04728,2023,AMP,0.593452234
110-04728,2023,MIDD,0.830833128
110-04728,2023,PMP,1.424285362
110-04728,2023,WE,1.068214022
110-04728,2024,AMP,0.60807976
110-04728,2024,MIDD,0.851311664
110-04728,2024,PMP,1.459391423
110-04728,2024,WE,1.094543568
110-04729,2017,AMP,0
110-04729,2017,MIDD,0
110-04729,2017,PMP,1
110-04729,2017,WE,0
110-04729,2018,AMP,0
110-04729,2018,MIDD,3
110-04729,2018,PMP,2
110-04729,2018,WE,7
110-04729,2019,AMP,1
110-04729,2019,MIDD,2
110-04729,2019,PMP,2
110-04729,2019,WE,0
110-04729,2020,AMP,1
110-04729,2020,MIDD,4
110-04729,2020,PMP,1
110-04729,2020,WE,0
110-04729,2021,AMP,2.522585543
110-04729,2021,MIDD,1.681723695
110-04729,2021,PMP,0.840861848
110-04729,2021,WE,4.064165597
110-04729,2022,AMP,2.56393069
110-04729,2022,MIDD,1.709287127
110-04729,2022,PMP,0.854643563
110-04729,2022,WE,4.130777223
110-04729,2023,AMP,2.606316729
110-04729,2023,MIDD,1.737544486
110-04729,2023,PMP,0.868772243
110-04729,2023,WE,4.199065842
110-04729,2024,AMP,2.649771624
110-04729,2024,MIDD,1.766514416
110-04729,2024,PMP,0.883257208
110-04729,2024,WE,4.269076506
110-04730,2017,AMP,0
110-04730,2017,MIDD,0
110-04730,2017,PMP,0
110-04730,2017,WE,0
110-04730,2018,AMP,2
110-04730,2018,MIDD,0
110-04730,2018,PMP,1
110-04730,2018,WE,0
110-04730,2019,AMP,2
110-04730,2019,MIDD,3
110-04730,2019,PMP,2
110-04730,2019,WE,1
110-04730,2020,AMP,1
110-04730,2020,MIDD,1
110-04730,2020,PMP,0
110-04730,2020,WE,1
110-04730,2021,AMP,1.410076555
110-04730,2021,MIDD,2.014395079
110-04730,2021,PMP,1.611516063
110-04730,2021,WE,1.611516063
110-04730,2022,AMP,1.431834486
110-04730,2022,MIDD,2.045477837
110-04730,2022,PMP,1.63638227
110-04730,2022,WE,1.63638227
110-04730,2023,AMP,1.454017965
110-04730,2023,MIDD,2.077168521
110-04730,2023,PMP,1.661734817
110-04730,2023,WE,1.661734817
110-04730,2024,AMP,1.476697349
110-04730,2024,MIDD,2.109567641
110-04730,2024,PMP,1.687654113
110-04730,2024,WE,1.687654113
110-04731,2017,AMP,0
110-04731,2017,MIDD,0
110-04731,2017,PMP,2
110-04731,2017,WE,2
110-04731,2018,AMP,1
110-04731,2018,MIDD,3
110-04731,2018,PMP,5
110-04731,2018,WE,0
110-04731,2019,AMP,0
110-04731,2019,MIDD,2
110-04731,2019,PMP,2
110-04731,2019,WE,0
110-04731,2020,AMP,1
110-04731,2020,MIDD,1
110-04731,2020,PMP,3
110-04731,2020,WE,1
110-04731,2021,AMP,6.449915135
110-04731,2021,MIDD,5.528498687
110-04731,2021,PMP,5.528498687
110-04731,2021,WE,8.292748031
110-04731,2022,AMP,6.555961764
110-04731,2022,MIDD,5.619395798
110-04731,2022,PMP,5.619395798
110-04731,2022,WE,8.429093697
110-04731,2023,AMP,6.664660059
110-04731,2023,MIDD,5.712565765
110-04731,2023,PMP,5.712565765
110-04731,2023,WE,8.568848647
110-04731,2024,AMP,6.775537427
110-04731,2024,MIDD,5.807603509
110-04731,2024,PMP,5.807603509
110-04731,2024,WE,8.711405263
110-04732,2017,AMP,2
110-04732,2017,MIDD,0
110-04732,2017,PMP,3
110-04732,2017,WE,0
110-04732,2018,AMP,0
110-04732,2018,MIDD,0
110-04732,2018,PMP,1
110-04732,2018,WE,0
110-04732,2019,AMP,0
110-04732,2019,MIDD,1
110-04732,2019,PMP,2
110-04732,2019,WE,0
110-04732,2020,AMP,0
110-04732,2020,MIDD,1
110-04732,2020,PMP,0
110-04732,2020,WE,1
110-04732,2021,AMP,3.892699513
110-04732,2021,MIDD,3.11415961
110-04732,2021,PMP,3.503429561
110-04732,2021,WE,4.281969464
110-04732,2022,AMP,3.947252591
110-04732,2022,MIDD,3.157802073
110-04732,2022,PMP,3.552527332
110-04732,2022,WE,4.34197785
110-04732,2023,AMP,4.002930083
110-04732,2023,MIDD,3.202344066
110-04732,2023,PMP,3.602637074
110-04732,2023,WE,4.403223091
110-04732,2024,AMP,4.059754899
110-04732,2024,MIDD,3.247803919
110-04732,2024,PMP,3.653779409
110-04732,2024,WE,4.465730389
110-04733,2017,AMP,0
110-04733,2017,MIDD,0
110-04733,2017,PMP,1
110-04733,2017,WE,0
110-04733,2018,AMP,2
110-04733,2018,MIDD,1
110-04733,2018,PMP,1
110-04733,2018,WE,0
110-04733,2019,AMP,0
110-04733,2019,MIDD,0
110-04733,2019,PMP,0
110-04733,2019,WE,0
110-04733,2020,AMP,0
110-04733,2020,MIDD,0
110-04733,2020,PMP,0
110-04733,2020,WE,0
110-04733,2021,AMP,0.056901714
110-04733,2021,MIDD,0.037934476
110-04733,2021,PMP,0.037934476
110-04733,2021,WE,0.132770665
110-04733,2022,AMP,0.057648652
110-04733,2022,MIDD,0.038432435
110-04733,2022,PMP,0.038432435
110-04733,2022,WE,0.134513521
110-04733,2023,AMP,0.058410096
110-04733,2023,MIDD,0.038940064
110-04733,2023,PMP,0.038940064
110-04733,2023,WE,0.136290225
110-04733,2024,AMP,0.059186311
110-04733,2024,MIDD,0.039457541
110-04733,2024,PMP,0.039457541
110-04733,2024,WE,0.138101393
110-04734,2017,AMP,0
110-04734,2017,MIDD,1
110-04734,2017,PMP,0
110-04734,2017,WE,0
110-04734,2018,AMP,0
110-04734,2018,MIDD,0
110-04734,2018,PMP,0
110-04734,2018,WE,0
110-04734,2019,AMP,0
110-04734,2019,MIDD,0
110-04734,2019,PMP,0
110-04734,2019,WE,1
110-04734,2020,AMP,2
110-04734,2020,MIDD,0
110-04734,2020,PMP,0
110-04734,2020,WE,0
110-04734,2021,AMP,5.342393593
110-04734,2021,MIDD,4.674594394
110-04734,2021,PMP,5.342393593
110-04734,2021,WE,4.674594394
110-04734,2022,AMP,5.412831339
110-04734,2022,MIDD,4.736227422
110-04734,2022,PMP,5.412831339
110-04734,2022,WE,4.736227422
110-04734,2023,AMP,5.484732811
110-04734,2023,MIDD,4.799141209
110-04734,2023,PMP,5.484732811
110-04734,2023,WE,4.799141209
110-04734,2024,AMP,5.557692574
110-04734,2024,MIDD,4.862981003
110-04734,2024,PMP,5.557692574
110-04734,2024,WE,4.862981003
110-04735,2017,AMP,11
110-04735,2017,MIDD,25
110-04735,2017,PMP,16
110-04735,2017,WE,7
110-04735,2018,AMP,16
110-04735,2018,MIDD,21
110-04735,2018,PMP,35
110-04735,2018,WE,8
110-04735,2019,AMP,7
110-04735,2019,MIDD,11
110-04735,2019,PMP,27
110-04735,2019,WE,6
110-04735,2020,AMP,6
110-04735,2020,MIDD,33
110-04735,2020,PMP,16
110-04735,2020,WE,6
110-04735,2021,AMP,4.598171969
110-04735,2021,MIDD,10.34588693
110-04735,2021,PMP,10.80570413
110-04735,2021,WE,3.103766079
110-04735,2022,AMP,4.665775711
110-04735,2022,MIDD,10.49799535
110-04735,2022,PMP,10.96457292
110-04735,2022,WE,3.149398605
110-04735,2023,AMP,4.734847455
110-04735,2023,MIDD,10.65340677
110-04735,2023,PMP,11.12689152
110-04735,2023,WE,3.196022032
110-04735,2024,AMP,4.805421498
110-04735,2024,MIDD,10.81219837
110-04735,2024,PMP,11.29274052
110-04735,2024,WE,3.243659511
110-04736,2017,AMP,1
110-04736,2017,MIDD,2
110-04736,2017,PMP,3
110-04736,2017,WE,0
110-04736,2018,AMP,1
110-04736,2018,MIDD,3
110-04736,2018,PMP,1
110-04736,2018,WE,0
110-04736,2019,AMP,1
110-04736,2019,MIDD,2
110-04736,2019,PMP,4
110-04736,2019,WE,1
110-04736,2020,AMP,2
110-04736,2020,MIDD,4
110-04736,2020,PMP,0
110-04736,2020,WE,2
110-04736,2021,AMP,0.323975284
110-04736,2021,MIDD,0.712745624
110-04736,2021,PMP,1.231106078
110-04736,2021,WE,1.166311021
110-04736,2022,AMP,0.327283895
110-04736,2022,MIDD,0.720024569
110-04736,2022,PMP,1.2436788
110-04736,2022,WE,1.178222021
110-04736,2023,AMP,0.3306414
110-04736,2023,MIDD,0.727411079
110-04736,2023,PMP,1.256437318
110-04736,2023,WE,1.190309038
110-04736,2024,AMP,0.33404838
110-04736,2024,MIDD,0.734906436
110-04736,2024,PMP,1.269383843
110-04736,2024,WE,1.202574167
110-04738,2017,AMP,0
110-04738,2017,MIDD,0
110-04738,2017,PMP,0
110-04738,2017,WE,0
110-04738,2018,AMP,0
110-04738,2018,MIDD,0
110-04738,2018,PMP,0
110-04738,2018,WE,0
110-04738,2019,AMP,1
110-04738,2019,MIDD,0
110-04738,2019,PMP,1
110-04738,2019,WE,0
110-04738,2020,AMP,1
110-04738,2020,MIDD,0
110-04738,2020,PMP,0
110-04738,2020,WE,0
110-04738,2021,AMP,0.286905249
110-04738,2021,MIDD,1.004168373
110-04738,2021,PMP,0.573810499
110-04738,2021,WE,1.004168373
110-04738,2022,AMP,0.289835281
110-04738,2022,MIDD,1.014423484
110-04738,2022,PMP,0.579670563
110-04738,2022,WE,1.014423484
110-04738,2023,AMP,0.292808612
110-04738,2023,MIDD,1.024830143
110-04738,2023,PMP,0.585617224
110-04738,2023,WE,1.024830143
110-04738,2024,AMP,0.295825758
110-04738,2024,MIDD,1.035390151
110-04738,2024,PMP,0.591651515
110-04738,2024,WE,1.035390151
110-04739,2017,AMP,4
110-04739,2017,MIDD,0
110-04739,2017,PMP,1
110-04739,2017,WE,0
110-04739,2018,AMP,4
110-04739,2018,MIDD,1
110-04739,2018,PMP,0
110-04739,2018,WE,0
110-04739,2019,AMP,10
110-04739,2019,MIDD,2
110-04739,2019,PMP,2
110-04739,2019,WE,0
110-04739,2020,AMP,4
110-04739,2020,MIDD,0
110-04739,2020,PMP,1
110-04739,2020,WE,0
110-04739,2021,AMP,2.563299165
110-04739,2021,MIDD,1.980731173
110-04739,2021,PMP,1.514676779
110-04739,2021,WE,4.544030338
110-04739,2022,AMP,2.597545066
110-04739,2022,MIDD,2.007193914
110-04739,2022,PMP,1.534912993
110-04739,2022,WE,4.60473898
110-04739,2023,AMP,2.632398616
110-04739,2023,MIDD,2.034126203
110-04739,2023,PMP,1.555508273
110-04739,2023,WE,4.666524819
110-04739,2024,AMP,2.667973878
110-04739,2024,MIDD,2.061616179
110-04739,2024,PMP,1.576530019
110-04739,2024,WE,4.729590057
110-04740,2017,AMP,1
110-04740,2017,MIDD,0
110-04740,2017,PMP,1
110-04740,2017,WE,0
110-04740,2018,AMP,4
110-04740,2018,MIDD,1
110-04740,2018,PMP,0
110-04740,2018,WE,0
110-04740,2019,AMP,3
110-04740,2019,MIDD,1
110-04740,2019,PMP,0
110-04740,2019,WE,0
110-04740,2020,AMP,0
110-04740,2020,MIDD,0
110-04740,2020,PMP,0
110-04740,2020,WE,0
110-04740,2021,AMP,1.0712118
110-04740,2021,MIDD,0.669507375
110-04740,2021,PMP,1.606817699
110-04740,2021,WE,1.874620649
110-04740,2022,AMP,1.085523283
110-04740,2022,MIDD,0.678452052
110-04740,2022,PMP,1.628284924
110-04740,2022,WE,1.899665745
110-04740,2023,AMP,1.100088705
110-04740,2023,MIDD,0.687555441
110-04740,2023,PMP,1.650133057
110-04740,2023,WE,1.925155233
110-04740,2024,AMP,1.114955733
110-04740,2024,MIDD,0.696847333
110-04740,2024,PMP,1.672433599
110-04740,2024,WE,1.951172533
110-04741,2017,AMP,1
110-04741,2017,MIDD,0
110-04741,2017,PMP,0
110-04741,2017,WE,0
110-04741,2018,AMP,3
110-04741,2018,MIDD,0
110-04741,2018,PMP,0
110-04741,2018,WE,0
110-04741,2019,AMP,2
110-04741,2019,MIDD,0
110-04741,2019,PMP,0
110-04741,2019,WE,1
110-04741,2020,AMP,2
110-04741,2020,MIDD,0
110-04741,2020,PMP,0
110-04741,2020,WE,0
110-04741,2021,AMP,2.545977072
110-04741,2021,MIDD,3.818965608
110-04741,2021,PMP,3.818965608
110-04741,2021,WE,2.864224206
110-04741,2022,AMP,2.582109059
110-04741,2022,MIDD,3.873163588
110-04741,2022,PMP,3.873163588
110-04741,2022,WE,2.904872691
110-04741,2023,AMP,2.618888764
110-04741,2023,MIDD,3.928333146
110-04741,2023,PMP,3.928333146
110-04741,2023,WE,2.946249859
110-04741,2024,AMP,2.656524058
110-04741,2024,MIDD,3.984786087
110-04741,2024,PMP,3.984786087
110-04741,2024,WE,2.988589566
110-04742,2017,AMP,2
110-04742,2017,MIDD,0
110-04742,2017,PMP,1
110-04742,2017,WE,0
110-04742,2018,AMP,1
110-04742,2018,MIDD,1
110-04742,2018,PMP,2
110-04742,2018,WE,0
110-04742,2019,AMP,1
110-04742,2019,MIDD,0
110-04742,2019,PMP,1
110-04742,2019,WE,0
110-04742,2020,AMP,1
110-04742,2020,MIDD,0
110-04742,2020,PMP,0
110-04742,2020,WE,0
110-04742,2021,AMP,1.863568482
110-04742,2021,MIDD,5.217991751
110-04742,2021,PMP,4.472564358
110-04742,2021,WE,7.081560233
110-04742,2022,AMP,1.890652266
110-04742,2022,MIDD,5.293826345
110-04742,2022,PMP,4.537565439
110-04742,2022,WE,7.184478612
110-04742,2023,AMP,1.918224772
110-04742,2023,MIDD,5.371029362
110-04742,2023,PMP,4.603739454
110-04742,2023,WE,7.289254135
110-04742,2024,AMP,1.946436259
110-04742,2024,MIDD,5.450021526
110-04742,2024,PMP,4.671447022
