TMC,YEAR,PERIOD,V/C_STRAIGHT_AVG,AVG_HOURLY_VAL
110-05408,2024,PMP,0.409567723,1155.25
110-05408,2024,WE,0.399901816,1110.785714
110-05409,2017,AMP,0.303698332,780
110-05409,2017,MIDD,0.45431477,1295
110-05409,2017,PMP,0.428080053,1207
110-05409,2017,WE,0.403785869,1122.714286
110-05409,2018,AMP,0.301438009,774.75
110-05409,2018,MIDD,0.450933459,1285.333333
110-05409,2018,PMP,0.424893998,1198
110-05409,2018,WE,0.400780627,1114.5
110-05409,2019,AMP,0.303083278,778.75
110-05409,2019,MIDD,0.453394685,1292.333333
110-05409,2019,PMP,0.427213099,1204.5
110-05409,2019,WE,0.402968116,1120.5
110-05409,2020,AMP,0.251541746,646.25
110-05409,2020,MIDD,0.376291596,1072.333333
110-05409,2020,PMP,0.354562381,1000
110-05409,2020,WE,0.334440435,929.9285714
110-05409,2021,AMP,0.295456608,759.25
110-05409,2021,MIDD,0.441985636,1259.666667
110-05409,2021,PMP,0.416462873,1174.5
110-05409,2021,WE,0.392827982,1092.357143
110-05409,2022,AMP,0.297086501,763.5
110-05409,2022,MIDD,0.44442386,1266.666667
110-05409,2022,PMP,0.418760301,1181
110-05409,2022,WE,0.394995026,1098.428571
110-05409,2023,AMP,0.298731771,767.25
110-05409,2023,MIDD,0.446885087,1273.666667
110-05409,2023,PMP,0.421079402,1187.5
110-05409,2023,WE,0.397182515,1104.357143
110-05409,2024,AMP,0.30037704,771.75
110-05409,2024,MIDD,0.449346313,1280.666667
110-05409,2024,PMP,0.423398503,1193.75
110-05409,2024,WE,0.399370004,1110.428571
110-05410,2017,AMP,0.335477624,862
110-05410,2017,MIDD,0.458384925,1306.333333
110-05410,2017,PMP,0.411572607,1161.75
110-05410,2017,WE,0.409893605,1138.071429
110-05410,2018,AMP,0.335872633,863
110-05410,2018,MIDD,0.458924651,1308
110-05410,2018,PMP,0.412057213,1163.25
110-05410,2018,WE,0.410376235,1139.5
110-05410,2019,AMP,0.336975366,866
110-05410,2019,MIDD,0.460431387,1312.166667
110-05410,2019,PMP,0.413410074,1167
110-05410,2019,WE,0.411723577,1143.214286
110-05410,2020,AMP,0.278086147,714.5
110-05410,2020,MIDD,0.379967213,1083
110-05410,2020,PMP,0.341163262,963
110-05410,2020,WE,0.339771494,943.4285714
110-05410,2021,AMP,0.312649411,803.25
110-05410,2021,MIDD,0.427193251,1217.5
110-05410,2021,PMP,0.383566366,1082.75
110-05410,2021,WE,0.382001615,1060.642857
110-05410,2022,AMP,0.31469029,808.75
110-05410,2022,MIDD,0.429981836,1225.333333
110-05410,2022,PMP,0.386070168,1090
110-05410,2022,WE,0.384495204,1067.642857
110-05410,2023,AMP,0.316731168,813.5
110-05410,2023,MIDD,0.432770421,1233.333333
110-05410,2023,PMP,0.38857397,1096.75
110-05410,2023,WE,0.386988792,1074.357143
110-05410,2024,AMP,0.318804964,819
110-05410,2024,MIDD,0.435603984,1241.5
110-05410,2024,PMP,0.391118157,1104.25
110-05410,2024,WE,0.389522599,1081.571429
110-05411,2017,AMP,0.317272986,811.75
110-05411,2017,MIDD,0.466376352,1323.666667
110-05411,2017,PMP,0.427204217,1200.25
110-05411,2017,WE,0.412583352,1142.142857
110-05411,2018,AMP,0.310289536,794
110-05411,2018,MIDD,0.456111009,1294.5
110-05411,2018,PMP,0.417801087,1173.5
110-05411,2018,WE,0.403502039,1116.928571
110-05411,2019,AMP,0.312406691,799.25
110-05411,2019,MIDD,0.459223127,1303.5
110-05411,2019,PMP,0.420651809,1181.75
110-05411,2019,WE,0.406255197,1124.642857
110-05411,2020,AMP,0.263016952,673
110-05411,2020,MIDD,0.386622535,1097.5
110-05411,2020,PMP,0.354149126,994.75
110-05411,2020,WE,0.342028537,946.8571429
110-05411,2021,AMP,0.307082205,785.5
110-05411,2021,MIDD,0.451396383,1281.166667
110-05411,2021,PMP,0.413482454,1161.5
110-05411,2021,WE,0.39933121,1105.357143
110-05411,2022,AMP,0.309088762,790.75
110-05411,2022,MIDD,0.454345928,1290
110-05411,2022,PMP,0.416184259,1169
110-05411,2022,WE,0.401940546,1112.785714
110-05411,2023,AMP,0.311095319,796
110-05411,2023,MIDD,0.457295472,1298
110-05411,2023,PMP,0.418886063,1176.75
110-05411,2023,WE,0.404549883,1119.928571
110-05411,2024,AMP,0.313117676,801.25
110-05411,2024,MIDD,0.460268241,1306.5
110-05411,2024,PMP,0.421609142,1184.25
110-05411,2024,WE,0.407179765,1127.214286
110-05412,2017,AMP,0.322134425,879.5
110-05412,2017,MIDD,0.49003684,1417.166667
110-05412,2017,PMP,0.474147863,1319.5
110-05412,2017,WE,0.437525014,1235.642857
110-05412,2018,AMP,0.318786021,870.5
110-05412,2018,MIDD,0.484943185,1402.5
110-05412,2018,PMP,0.469219366,1306.25
110-05412,2018,WE,0.43297719,1223
110-05412,2019,AMP,0.321058152,876.75
110-05412,2019,MIDD,0.488399593,1412.5
110-05412,2019,PMP,0.472563704,1315.25
110-05412,2019,WE,0.436063213,1231.642857
110-05412,2020,AMP,0.267379047,730
110-05412,2020,MIDD,0.406741947,1176.333333
110-05412,2020,PMP,0.393553728,1095.5
110-05412,2020,WE,0.363155913,1025.714286
110-05412,2021,AMP,0.264314659,721.75
110-05412,2021,MIDD,0.402080343,1162.833333
110-05412,2021,PMP,0.389043272,1082.75
110-05412,2021,WE,0.358993842,1013.928571
110-05412,2022,AMP,0.266033706,726.25
110-05412,2022,MIDD,0.404695389,1170.5
110-05412,2022,PMP,0.391573528,1089.75
110-05412,2022,WE,0.361328662,1020.5
110-05412,2023,AMP,0.267767701,731
110-05412,2023,MIDD,0.407333174,1177.833333
110-05412,2023,PMP,0.394125786,1097
110-05412,2023,WE,0.363683785,1027.071429
110-05412,2024,AMP,0.269516644,736
110-05412,2024,MIDD,0.409993699,1185.833333
110-05412,2024,PMP,0.396700045,1104.25
110-05412,2024,WE,0.366059211,1034
110-05414,2017,AMP,0.264408726,963.25
110-05414,2017,MIDD,0.390716035,1489.833333
110-05414,2017,PMP,0.324799055,1259.25
110-05414,2017,WE,0.33579481,1273.5
110-05414,2018,AMP,0.260186256,947.75
110-05414,2018,MIDD,0.384476503,1466.166667
110-05414,2018,PMP,0.319612183,1239.25
110-05414,2018,WE,0.330432341,1253.214286
110-05414,2019,AMP,0.257887355,939.25
110-05414,2019,MIDD,0.381079424,1453
110-05414,2019,PMP,0.316788219,1228
110-05414,2019,WE,0.327512775,1241.928571
110-05414,2020,AMP,0.223368663,813.5
110-05414,2020,MIDD,0.330071249,1258.666667
110-05414,2020,PMP,0.274385539,1063.75
110-05414,2020,WE,0.283674593,1075.785714
110-05414,2021,AMP,0.262379594,955.75
110-05414,2021,MIDD,0.387717593,1478.5
110-05414,2021,PMP,0.322306475,1249.25
110-05414,2021,WE,0.333217845,1263.642857
110-05414,2022,AMP,0.263505586,959.75
110-05414,2022,MIDD,0.389381469,1484.5
110-05414,2022,PMP,0.323689641,1254.75
110-05414,2022,WE,0.334647837,1268.928571
110-05414,2023,AMP,0.264643307,964.25
110-05414,2023,MIDD,0.391062676,1491.166667
110-05414,2023,PMP,0.325087215,1260
110-05414,2023,WE,0.336092725,1274.571429
110-05414,2024,AMP,0.265781028,968.25
110-05414,2024,MIDD,0.392743883,1497.666667
110-05414,2024,PMP,0.326484789,1265.75
110-05414,2024,WE,0.337537612,1280.142857
110-05415,2017,AMP,0.265269992,966
110-05415,2017,MIDD,0.382341157,1457.833333
110-05415,2017,PMP,0.320780335,1243.75
110-05415,2017,WE,0.331303446,1256.142857
110-05415,2018,AMP,0.256542052,934
110-05415,2018,MIDD,0.36976133,1410
110-05415,2018,PMP,0.310225988,1202.75
110-05415,2018,WE,0.320402867,1214.785714
110-05415,2019,AMP,0.25993823,946.5
110-05415,2019,MIDD,0.374656337,1428.666667
110-05415,2019,PMP,0.31433285,1218.75
110-05415,2019,WE,0.324644453,1230.928571
110-05415,2020,AMP,0.225917077,822.75
110-05415,2020,MIDD,0.325620686,1241.5
110-05415,2020,PMP,0.273192438,1059
110-05415,2020,WE,0.282154441,1069.714286
110-05415,2021,AMP,0.266374343,970
110-05415,2021,MIDD,0.38393289,1464.166667
110-05415,2021,PMP,0.322115783,1248.75
110-05415,2021,WE,0.332682703,1261.428571
110-05415,2022,AMP,0.268986788,979.25
110-05415,2022,MIDD,0.38769828,1478.333333
110-05415,2022,PMP,0.325274907,1261
110-05415,2022,WE,0.335945461,1273.642857
110-05415,2023,AMP,0.271622982,989
110-05415,2023,MIDD,0.391497901,1493
110-05415,2023,PMP,0.32846275,1273.5
110-05415,2023,WE,0.339237881,1286.285714
110-05415,2024,AMP,0.2742948,999.25
110-05415,2024,MIDD,0.395348869,1507.5
110-05415,2024,PMP,0.331693673,1286.25
110-05415,2024,WE,0.342574793,1299.071429
110-05416,2017,AMP,0.27199228,990.25
110-05416,2017,MIDD,0.385895311,1471.333333
110-05416,2017,PMP,0.326394017,1265.25
110-05416,2017,WE,0.336351218,1275
110-05416,2018,AMP,0.264778268,963.75
110-05416,2018,MIDD,0.375660266,1432.166667
110-05416,2018,PMP,0.317737116,1232
110-05416,2018,WE,0.327430224,1241.142857
110-05416,2019,AMP,0.265078852,965
110-05416,2019,MIDD,0.376086726,1434
110-05416,2019,PMP,0.31809782,1233
110-05416,2019,WE,0.327801932,1242.571429
110-05416,2020,AMP,0.214304235,780.25
110-05416,2020,MIDD,0.304049068,1159.166667
110-05416,2020,PMP,0.257167667,996.75
110-05416,2020,WE,0.265013001,1004.5
110-05416,2021,AMP,0.243701331,887
110-05416,2021,MIDD,0.345756876,1318.5
110-05416,2021,PMP,0.292444538,1133.75
110-05416,2021,WE,0.301366052,1142.428571
110-05416,2022,AMP,0.246093979,896
110-05416,2022,MIDD,0.349151499,1331
110-05416,2022,PMP,0.295315743,1145
110-05416,2022,WE,0.304324849,1153.571429
110-05416,2023,AMP,0.248510672,904.75
110-05416,2023,MIDD,0.352580239,1344.333333
110-05416,2023,PMP,0.298215805,1156.25
110-05416,2023,WE,0.307313382,1165
110-05416,2024,AMP,0.25093939,913.5
110-05416,2024,MIDD,0.356026038,1357.333333
110-05416,2024,PMP,0.301130295,1167.5
110-05416,2024,WE,0.310316783,1176.285714
110-05417,2017,AMP,0.228527714,830.75
110-05417,2017,MIDD,0.311945201,1189
110-05417,2017,PMP,0.258733302,1002.5
110-05417,2017,WE,0.272908233,1033.357143
110-05417,2018,AMP,0.221954798,806.5
110-05417,2018,MIDD,0.302973031,1154.833333
110-05417,2018,PMP,0.251291613,973.5
110-05417,2018,WE,0.265058845,1003.5
110-05417,2019,AMP,0.221332871,804.5
110-05417,2019,MIDD,0.302124087,1151.5
110-05417,2019,PMP,0.250587483,971
110-05417,2019,WE,0.264316138,1000.785714
110-05417,2020,AMP,0.19152915,696
110-05417,2020,MIDD,0.261441373,996.3333333
110-05417,2020,PMP,0.216844463,840
110-05417,2020,WE,0.228724478,865.8571429
110-05417,2021,AMP,0.228381378,829.75
110-05417,2021,MIDD,0.311745449,1188.166667
110-05417,2021,PMP,0.258567624,1001.75
110-05417,2021,WE,0.272733479,1032.5
110-05417,2022,AMP,0.230625193,838.25
110-05417,2022,MIDD,0.314808305,1200
110-05417,2022,PMP,0.261108015,1011.75
110-05417,2022,WE,0.275413047,1042.857143
110-05417,2023,AMP,0.232881203,846.25
110-05417,2023,MIDD,0.317887807,1211.666667
110-05417,2023,PMP,0.263662212,1021.75
110-05417,2023,WE,0.278107179,1053
110-05417,2024,AMP,0.235173797,854.75
110-05417,2024,MIDD,0.321017246,1223.5
110-05417,2024,PMP,0.266257829,1031.5
110-05417,2024,WE,0.280844999,1063.285714
110-05418,2017,AMP,0.23751517,863.25
110-05418,2017,MIDD,0.32421327,1235.666667
110-05418,2017,PMP,0.268908672,1042
110-05418,2017,WE,0.28364107,1073.928571
110-05418,2018,AMP,0.225332716,818.75
110-05418,2018,MIDD,0.30758396,1172.5
110-05418,2018,PMP,0.255116006,988.5
110-05418,2018,WE,0.269092761,1018.857143
110-05418,2019,AMP,0.227332638,826
110-05418,2019,MIDD,0.310313897,1182.666667
110-05418,2019,PMP,0.257380267,997
110-05418,2019,WE,0.271481072,1027.714286
110-05418,2020,AMP,0.20073611,729.5
110-05418,2020,MIDD,0.274009069,1044.333333
110-05418,2020,PMP,0.22726835,880.5
110-05418,2020,WE,0.239719447,907.5714286
110-05418,2021,AMP,0.240624805,874.5
110-05418,2021,MIDD,0.328457988,1252
110-05418,2021,PMP,0.272429323,1055.25
110-05418,2021,WE,0.287354603,1087.928571
110-05418,2022,AMP,0.24166135,878.5
110-05418,2022,MIDD,0.329872895,1257.166667
110-05418,2022,PMP,0.273602873,1060
110-05418,2022,WE,0.288592447,1092.642857
110-05418,2023,AMP,0.242697895,882
110-05418,2023,MIDD,0.331287801,1262.833333
110-05418,2023,PMP,0.274776423,1064.25
110-05418,2023,WE,0.289830291,1097.285714
110-05418,2024,AMP,0.243746635,886
110-05418,2024,MIDD,0.332719353,1268.166667
110-05418,2024,PMP,0.27596378,1069.25
110-05418,2024,WE,0.291082698,1102.142857
110-05419,2017,AMP,0.238750959,867.75
110-05419,2017,MIDD,0.326670594,1245
110-05419,2017,PMP,0.271586199,1052.5
110-05419,2017,WE,0.2858123,1082.214286
110-05419,2018,AMP,0.22650512,823.5
110-05419,2018,MIDD,0.309915246,1181.333333
110-05419,2018,PMP,0.257656199,998.25
110-05419,2018,WE,0.271152625,1026.785714
110-05419,2019,AMP,0.228515448,831
110-05419,2019,MIDD,0.312665873,1191.666667
110-05419,2019,PMP,0.259943006,1007.5
110-05419,2019,WE,0.273559218,1036
110-05419,2020,AMP,0.201780538,733.5
110-05419,2020,MIDD,0.276085878,1052.333333
110-05419,2020,PMP,0.229531264,889.25
110-05419,2020,WE,0.241554463,914.6428571
110-05419,2021,AMP,0.241876774,879.5
110-05419,2021,MIDD,0.330947485,1261.166667
110-05419,2021,PMP,0.275141905,1066.25
110-05419,2021,WE,0.289554259,1096.428571
110-05419,2022,AMP,0.242918712,883.25
110-05419,2022,MIDD,0.332373115,1266.666667
110-05419,2022,PMP,0.27632714,1070.75
110-05419,2022,WE,0.290801579,1101.142857
110-05419,2023,AMP,0.243960651,887
110-05419,2023,MIDD,0.333798746,1272.5
110-05419,2023,PMP,0.277512376,1075.5
110-05419,2023,WE,0.292048898,1106.071429
110-05419,2024,AMP,0.245014847,890.75
110-05419,2024,MIDD,0.335241148,1277.833333
110-05419,2024,PMP,0.278711555,1080
110-05419,2024,WE,0.293310893,1110.714286
110-05420,2017,AMP,0.230997134,840
110-05420,2017,MIDD,0.32066362,1222
110-05420,2017,PMP,0.257129916,996.75
110-05420,2017,WE,0.276892137,1048.5
110-05420,2018,AMP,0.221855862,807
110-05420,2018,MIDD,0.307973967,1174
110-05420,2018,PMP,0.246954489,957.25
110-05420,2018,WE,0.265934658,1007.214286
110-05420,2019,AMP,0.223344827,812.25
110-05420,2019,MIDD,0.310040907,1181.833333
110-05420,2019,PMP,0.248611901,963.5
110-05420,2019,WE,0.267719454,1013.857143
110-05420,2020,AMP,0.192637965,700.75
110-05420,2020,MIDD,0.267414518,1019.166667
110-05420,2020,PMP,0.214431161,831
110-05420,2020,WE,0.230911686,874.4285714
110-05420,2021,AMP,0.229630215,834.75
110-05420,2021,MIDD,0.318766102,1215
110-05420,2021,PMP,0.255608356,990.5
110-05420,2021,WE,0.275253635,1042.214286
110-05420,2022,AMP,0.23061879,838.75
110-05420,2022,MIDD,0.320138414,1220
110-05420,2022,PMP,0.25670877,994.75
110-05420,2022,WE,0.276438623,1046.714286
110-05420,2023,AMP,0.231607366,842.25
110-05420,2023,MIDD,0.321510726,1225.333333
110-05420,2023,PMP,0.257809183,999.5
110-05420,2023,WE,0.277623611,1051.357143
110-05420,2024,AMP,0.232608146,845.75
110-05420,2024,MIDD,0.32289998,1230.666667
110-05420,2024,PMP,0.258923182,1003.5
110-05420,2024,WE,0.278823228,1055.785714
110-05421,2017,AMP,0.23407206,851
110-05421,2017,MIDD,0.315202203,1200.666667
110-05421,2017,PMP,0.257886369,999
110-05421,2017,WE,0.275646209,1043.142857
110-05421,2018,AMP,0.205315912,746.25
110-05421,2018,MIDD,0.276479081,1053.333333
110-05421,2018,PMP,0.226204593,876
110-05421,2018,WE,0.241782608,914.9285714
110-05421,2019,AMP,0.196550006,714.25
110-05421,2019,MIDD,0.264674882,1008.166667
110-05421,2019,PMP,0.21654685,838.75
110-05421,2019,WE,0.231459765,875.7857143
110-05421,2020,AMP,0.172896957,628.5
110-05421,2020,MIDD,0.232823609,886.8333333
110-05421,2020,PMP,0.190487359,737.75
110-05421,2020,WE,0.203605637,770.4285714
110-05421,2021,AMP,0.220873534,802.75
110-05421,2021,MIDD,0.297429025,1132.833333
110-05421,2021,PMP,0.243345036,942.75
110-05421,2021,WE,0.260103459,984.2142857
110-05421,2022,AMP,0.221829589,806.25
110-05421,2022,MIDD,0.298716452,1137.666667
110-05421,2022,PMP,0.244398359,946.75
110-05421,2022,WE,0.261229322,988.4285714
110-05421,2023,AMP,0.222785644,810
110-05421,2023,MIDD,0.300003879,1142.666667
110-05421,2023,PMP,0.245451682,950.75
110-05421,2023,WE,0.262355184,992.7857143
110-05421,2024,AMP,0.223741699,813.25
110-05421,2024,MIDD,0.301291306,1147.666667
110-05421,2024,PMP,0.246505005,955.25
110-05421,2024,WE,0.263481047,997.1428571
110-05422,2017,AMP,0.244002418,886.5
110-05422,2017,MIDD,0.332635859,1267.5
110-05422,2017,PMP,0.269614593,1044.75
110-05422,2017,WE,0.289305943,1095
110-05422,2018,AMP,0.232021208,843.25
110-05422,2018,MIDD,0.316302497,1205.5
110-05422,2018,PMP,0.256375753,993.5
110-05422,2018,WE,0.275100202,1041.428571
110-05422,2019,AMP,0.234092494,850.75
110-05422,2019,MIDD,0.319126173,1216.333333
110-05422,2019,PMP,0.258664455,1002.5
110-05422,2019,WE,0.27755606,1050.785714
110-05422,2020,AMP,0.200927117,730
110-05422,2020,MIDD,0.273913532,1043.833333
110-05422,2020,PMP,0.222017812,860.25
110-05422,2020,WE,0.238232922,901.7142857
110-05422,2021,AMP,0.23693276,861.25
110-05422,2021,MIDD,0.322998161,1230.833333
110-05422,2021,PMP,0.261802855,1014.5
110-05422,2021,WE,0.280923673,1063.428571
110-05422,2022,AMP,0.237949798,865
110-05422,2022,MIDD,0.324384637,1236.333333
110-05422,2022,PMP,0.262926649,1018.75
110-05422,2022,WE,0.282129544,1068.071429
110-05422,2023,AMP,0.23897924,868.75
110-05422,2023,MIDD,0.325788021,1241.333333
110-05422,2023,PMP,0.264064148,1023.5
110-05422,2023,WE,0.28335012,1072.642857
110-05422,2024,AMP,0.240008681,872.5
110-05422,2024,MIDD,0.327191405,1246.833333
110-05422,2024,PMP,0.265201647,1027.5
110-05422,2024,WE,0.284570696,1077.214286
110-05423,2017,AMP,0.2230826,910.5
110-05423,2017,MIDD,0.309632061,1262.166667
110-05423,2017,PMP,0.244686987,1044
110-05423,2017,WE,0.266347908,1099.357143
110-05423,2018,AMP,0.215690528,880.25
110-05423,2018,MIDD,0.299372082,1220.166667
110-05423,2018,PMP,0.236579031,1009.25
110-05423,2018,WE,0.257522195,1062.785714
110-05423,2019,AMP,0.2171238,886
110-05423,2019,MIDD,0.301361421,1228.333333
110-05423,2019,PMP,0.238151108,1015.75
110-05423,2019,WE,0.25923344,1069.785714
110-05423,2020,AMP,0.187408796,764.75
110-05423,2020,MIDD,0.260117873,1060.333333
110-05423,2020,PMP,0.205558361,877
110-05423,2020,WE,0.223755419,923.5
110-05423,2021,AMP,0.222021753,906
110-05423,2021,MIDD,0.308159636,1256
110-05423,2021,PMP,0.243523403,1038.75
110-05423,2021,WE,0.265081317,1093.928571
110-05423,2022,AMP,0.22298103,910
110-05423,2022,MIDD,0.309491084,1261.5
110-05423,2022,PMP,0.24457558,1043.25
110-05423,2022,WE,0.266226639,1098.714286
110-05423,2023,AMP,0.223940307,914
110-05423,2023,MIDD,0.310822532,1267
110-05423,2023,PMP,0.245627758,1048
110-05423,2023,WE,0.267371961,1103.571429
110-05423,2024,AMP,0.224899583,918
110-05423,2024,MIDD,0.312153979,1272.333333
110-05423,2024,PMP,0.246679935,1052.5
110-05423,2024,WE,0.268517282,1108.285714
110-05424,2017,AMP,0.215704228,880
110-05424,2017,MIDD,0.319651672,1303.333333
110-05424,2017,PMP,0.272588155,1163.25
110-05424,2017,WE,0.276505683,1142.357143
110-05424,2018,AMP,0.20542692,838
110-05424,2018,MIDD,0.304421749,1241.333333
110-05424,2018,PMP,0.25960059,1107.75
110-05424,2018,WE,0.263331467,1087.928571
110-05424,2019,AMP,0.211541268,862.75
110-05424,2019,MIDD,0.313482589,1278.166667
110-05424,2019,PMP,0.267327369,1140.75
110-05424,2019,WE,0.271169292,1120.214286
110-05424,2020,AMP,0.185240898,755.75
110-05424,2020,MIDD,0.274508123,1119.333333
110-05424,2020,PMP,0.23409126,999
110-05424,2020,WE,0.237455526,981.0714286
110-05424,2021,AMP,0.219476911,895.25
110-05424,2021,MIDD,0.325242403,1326
110-05424,2021,PMP,0.277355742,1183.5
110-05424,2021,WE,0.281341788,1162.214286
110-05424,2022,AMP,0.220420082,899.25
110-05424,2022,MIDD,0.326640086,1331.666667
110-05424,2022,PMP,0.278547638,1188.75
110-05424,2022,WE,0.282550814,1167.285714
110-05424,2023,AMP,0.221374094,903.25
110-05424,2023,MIDD,0.328053834,1337.5
110-05424,2023,PMP,0.279753235,1193.75
110-05424,2023,WE,0.283773737,1172.357143
110-05424,2024,AMP,0.222328106,907
110-05424,2024,MIDD,0.329467582,1343.166667
110-05424,2024,PMP,0.280958832,1199
110-05424,2024,WE,0.28499666,1177.357143
110-05426,2017,AMP,0.133850009,486
110-05426,2017,MIDD,0.205358465,780.6666667
110-05426,2017,PMP,0.173336145,691.75
110-05426,2017,WE,0.175778243,671.0714286
110-05426,2018,AMP,0.13575085,493.25
110-05426,2018,MIDD,0.208274818,791.6666667
110-05426,2018,PMP,0.17579774,701.5
110-05426,2018,WE,0.178274519,680.6428571
110-05426,2019,AMP,0.137893417,501
110-05426,2019,MIDD,0.211562037,804.3333333
110-05426,2019,PMP,0.178572371,712.75
110-05426,2019,WE,0.181088241,691.5
110-05426,2020,AMP,0.12026943,436.75
110-05426,2020,MIDD,0.184522554,701.3333333
110-05426,2020,PMP,0.155749256,621.5
110-05426,2020,WE,0.157943576,602.9285714
110-05426,2021,AMP,0.140893011,511.75
110-05426,2021,MIDD,0.216164143,821.3333333
110-05426,2021,PMP,0.182456853,728.25
110-05426,2021,WE,0.185027451,706.2857143
110-05426,2022,AMP,0.142683978,518.5
110-05426,2022,MIDD,0.218911921,832.1666667
110-05426,2022,PMP,0.18477616,737.5
110-05426,2022,WE,0.187379434,715.5
110-05426,2023,AMP,0.144496919,525
110-05426,2023,MIDD,0.221693414,842.5
110-05426,2023,PMP,0.187123924,746.75
110-05426,2023,WE,0.189760275,724.4285714
110-05426,2024,AMP,0.146342823,531.75
110-05426,2024,MIDD,0.224525479,853.5
110-05426,2024,PMP,0.189514375,756.25
110-05426,2024,WE,0.192184405,733.7857143
110-05427,2017,AMP,0.133850009,486
110-05427,2017,MIDD,0.205358465,780.6666667
110-05427,2017,PMP,0.173336145,691.75
110-05427,2017,WE,0.175778243,671.0714286
110-05427,2018,AMP,0.13575085,493.25
110-05427,2018,MIDD,0.208274818,791.6666667
110-05427,2018,PMP,0.17579774,701.5
110-05427,2018,WE,0.178274519,680.6428571
110-05427,2019,AMP,0.137893417,501
110-05427,2019,MIDD,0.211562037,804.3333333
110-05427,2019,PMP,0.178572371,712.75
110-05427,2019,WE,0.181088241,691.5
110-05427,2020,AMP,0.12026943,436.75
110-05427,2020,MIDD,0.184522554,701.3333333
110-05427,2020,PMP,0.155749256,621.5
110-05427,2020,WE,0.157943576,602.9285714
110-05427,2021,AMP,0.140893011,511.75
110-05427,2021,MIDD,0.216164143,821.3333333
110-05427,2021,PMP,0.182456853,728.25
110-05427,2021,WE,0.185027451,706.2857143
110-05427,2022,AMP,0.142683978,518.5
110-05427,2022,MIDD,0.218911921,832.1666667
110-05427,2022,PMP,0.18477616,737.5
110-05427,2022,WE,0.187379434,715.5
110-05427,2023,AMP,0.144496919,525
110-05427,2023,MIDD,0.221693414,842.5
110-05427,2023,PMP,0.187123924,746.75
110-05427,2023,WE,0.189760275,724.4285714
110-05427,2024,AMP,0.146342823,531.75
110-05427,2024,MIDD,0.224525479,853.5
110-05427,2024,PMP,0.189514375,756.25
110-05427,2024,WE,0.192184405,733.7857143
110-05428,2017,AMP,0.146960595,533.75
110-05428,2017,MIDD,0.214511894,815.1666667
110-05428,2017,PMP,0.180917516,722.25
110-05428,2017,WE,0.185613129,708.2142857
110-05428,2018,AMP,0.145198395,527.5
110-05428,2018,MIDD,0.211939689,805.5
110-05428,2018,PMP,0.17874814,713.25
110-05428,2018,WE,0.183387448,699.7142857
110-05428,2019,AMP,0.152075552,552.5
110-05428,2019,MIDD,0.221977971,843.5
110-05428,2019,PMP,0.187214341,747.25
110-05428,2019,WE,0.192073385,732.8571429
110-05428,2020,AMP,0.135517739,492.25
110-05428,2020,MIDD,0.197809263,751.6666667
110-05428,2020,PMP,0.166830658,665.75
110-05428,2020,WE,0.171160655,653
110-05428,2021,AMP,0.157602451,572.25
110-05428,2021,MIDD,0.230045342,874.3333333
110-05428,2021,PMP,0.194018294,774.5
110-05428,2021,WE,0.199053931,759.5
110-05428,2022,AMP,0.159604951,579.5
110-05428,2022,MIDD,0.232968302,885.1666667
110-05428,2022,PMP,0.196483494,784
110-05428,2022,WE,0.201583114,768.9285714
110-05428,2023,AMP,0.161641779,587.25
110-05428,2023,MIDD,0.23594137,896.5
110-05428,2023,PMP,0.198990954,794
110-05428,2023,WE,0.204155654,778.8571429
110-05428,2024,AMP,0.16369005,594.5
110-05428,2024,MIDD,0.238931141,908
110-05428,2024,PMP,0.201512502,804.25
110-05428,2024,WE,0.206742647,788.7857143
110-05429,2017,AMP,0.131433261,477.5
110-05429,2017,MIDD,0.19190746,729
110-05429,2017,PMP,0.161840932,645.75
110-05429,2017,WE,0.166038681,633.3571429
110-05429,2018,AMP,0.132257007,480.25
110-05429,2018,MIDD,0.193110223,733.6666667
110-05429,2018,PMP,0.162855256,650
110-05429,2018,WE,0.167079313,637.3571429
110-05429,2019,AMP,0.139041471,505
110-05429,2019,MIDD,0.20301631,771.3333333
110-05429,2019,PMP,0.171209336,683.25
110-05429,2019,WE,0.175650078,670.0714286
110-05429,2020,AMP,0.122475023,444.75
110-05429,2020,MIDD,0.178827417,679.6666667
110-05429,2020,PMP,0.150810165,601.75
110-05429,2020,WE,0.154721804,590.2857143
110-05429,2021,AMP,0.141535591,514.25
110-05429,2021,MIDD,0.206658008,785
110-05429,2021,PMP,0.174280482,695.5
110-05429,2021,WE,0.178800881,682.0714286
110-05429,2022,AMP,0.143331815,520.5
110-05429,2022,MIDD,0.209280698,795
110-05429,2022,PMP,0.17649227,704.25
110-05429,2022,WE,0.181070038,690.6428571
110-05429,2023,AMP,0.145162362,527.5
110-05429,2023,MIDD,0.211953504,805.5
110-05429,2023,PMP,0.178746322,713.25
110-05429,2023,WE,0.183382554,699.7142857
110-05429,2024,AMP,0.14700435,534
110-05429,2024,MIDD,0.214643015,815.6666667
110-05429,2024,PMP,0.181014462,722.25
110-05429,2024,WE,0.185709524,708.5
110-05430,2017,AMP,0.125500747,455.75
110-05430,2017,MIDD,0.183206145,696.3333333
110-05430,2017,PMP,0.15448409,616.75
110-05430,2017,WE,0.158512587,604.8571429
110-05430,2018,AMP,0.12437949,451.5
110-05430,2018,MIDD,0.181569332,689.8333333
