TMC,PERIOD,TRUCK_PCT
110-05357,MIDD,23.3730378
110-05357,PMP,22.9061999
110-05357,WE,23.0422123
110-05358,AMP,22.5306233
110-05358,MIDD,23.3593065
110-05358,PMP,22.9522082
110-05358,WE,23.0448971
110-05359,AMP,22.4649762
110-05359,MIDD,23.358002
110-05359,PMP,22.9839828
110-05359,WE,23.0347281
110-05360,AMP,22.4392258
110-05360,MIDD,23.3606645
110-05360,PMP,23.0328633
110-05360,WE,23.0403069
110-05361,AMP,22.3970753
110-05361,MIDD,23.3535989
110-05361,PMP,22.9274851
110-05361,WE,22.9865846
110-05362,AMP,22.3931315
110-05362,MIDD,23.3325889
110-05362,PMP,22.8993629
110-05362,WE,22.968107
110-05363,AMP,22.4799893
110-05363,MIDD,23.3232679
110-05363,PMP,22.7976284
110-05363,WE,22.9628919
110-05364,AMP,22.6105777
110-05364,MIDD,23.3159585
110-05364,PMP,22.9195363
110-05364,WE,23.0437103
110-05365,AMP,22.6185484
110-05365,MIDD,23.3100461
110-05365,PMP,22.9369827
110-05365,WE,23.0476446
110-05366,AMP,22.6075986
110-05366,MIDD,23.3036731
110-05366,PMP,22.9508289
110-05366,WE,23.0462399
110-05367,AMP,22.5779644
110-05367,MIDD,23.3157784
110-05367,PMP,22.8878576
110-05367,WE,23.0240387
110-05368,AMP,19.9895394
110-05368,MIDD,22.7092451
110-05368,PMP,20.1432545
110-05368,WE,21.367487
110-05369,AMP,19.9675197
110-05369,MIDD,22.6805659
110-05369,PMP,20.0941505
110-05369,WE,21.3045551
110-05370,AMP,19.9522872
110-05370,MIDD,22.6790158
110-05370,PMP,20.161857
110-05370,WE,21.3215312
110-05371,AMP,19.9783097
110-05371,MIDD,22.6404488
110-05371,PMP,20.1365494
110-05371,WE,21.2958014
110-05372,AMP,19.9407721
110-05372,MIDD,22.6530441
110-05372,PMP,20.1807726
110-05372,WE,21.2904872
110-05373,AMP,19.9171013
110-05373,MIDD,22.7627771
110-05373,PMP,20.2350882
110-05373,WE,21.3084763
110-05374,AMP,19.8839613
110-05374,MIDD,22.7506424
110-05374,PMP,20.1803808
110-05374,WE,21.2669612
110-05375,AMP,19.8999589
110-05375,MIDD,22.7587568
110-05375,PMP,20.2366708
110-05375,WE,21.292406
110-05376,AMP,19.9385827
110-05376,MIDD,27.471138
110-05376,PMP,25.7876278
110-05376,WE,24.7137718
110-05377,AMP,20.0774487
110-05377,MIDD,27.4777332
110-05377,PMP,25.8570427
110-05377,WE,24.8952688
110-05379,AMP,16.2189106
110-05379,MIDD,15.8938823
110-05379,PMP,11.0372612
110-05379,WE,14.703066
110-05380,AMP,16.2211688
110-05380,MIDD,15.8627923
110-05380,PMP,11.0058331
110-05380,WE,14.6806345
110-05381,AMP,16.2545243
110-05381,MIDD,15.8579521
110-05381,PMP,10.9999842
110-05381,WE,14.6855481
110-05382,AMP,16.8104657
110-05382,MIDD,15.2367783
110-05382,PMP,12.0377513
110-05382,WE,14.7751848
110-05383,AMP,16.7837343
110-05383,MIDD,15.2573204
110-05383,PMP,11.9860563
110-05383,WE,14.7095856
110-05389,AMP,16.7654688
110-05389,MIDD,15.2756961
110-05389,PMP,12.0344313
110-05389,WE,14.6309784
110-05390,AMP,16.7647349
110-05390,MIDD,15.2755366
110-05390,PMP,12.0342278
110-05390,WE,14.6306721
110-05391,AMP,24.3547445
110-05391,MIDD,24.4204986
110-05391,PMP,22.2459021
110-05391,WE,23.7343463
110-05392,AMP,24.3142403
110-05392,MIDD,24.3653376
110-05392,PMP,22.2030604
110-05392,WE,23.686002
110-05393,AMP,24.342869
110-05393,MIDD,24.4014133
110-05393,PMP,22.20953
110-05393,WE,23.6953811
110-05394,AMP,24.3614762
110-05394,MIDD,24.3736319
110-05394,PMP,22.22085
110-05394,WE,23.6894019
110-05395,AMP,24.3606452
110-05395,MIDD,24.3733484
110-05395,PMP,22.2200475
110-05395,WE,23.6888428
110-05396,AMP,24.2321775
110-05396,MIDD,24.364872
110-05396,PMP,21.9828859
110-05396,WE,23.562959
110-05397,AMP,24.1268628
110-05397,MIDD,24.3679736
110-05397,PMP,21.97894
110-05397,WE,23.5388933
110-05398,AMP,24.2050109
110-05398,MIDD,24.4068442
110-05398,PMP,22.0982052
110-05398,WE,23.6402728
110-05399,AMP,24.0465324
110-05399,MIDD,24.4958237
110-05399,PMP,21.8154718
110-05399,WE,23.4843345
110-05400,AMP,23.9612368
110-05400,MIDD,24.4948148
110-05400,PMP,21.8150734
110-05400,WE,23.464434
110-05401,AMP,23.9605167
110-05401,MIDD,24.494335
110-05401,PMP,21.8147437
110-05401,WE,23.4639507
110-05402,AMP,23.9605167
110-05402,MIDD,24.494335
110-05402,PMP,21.8147437
110-05402,WE,23.4639507
110-05403,AMP,23.7976338
110-05403,MIDD,24.260729
110-05403,PMP,21.8473415
110-05403,WE,23.4763856
110-05404,AMP,23.7976338
110-05404,MIDD,24.260729
110-05404,PMP,21.8473415
110-05404,WE,23.4763856
110-05405,AMP,17.426226
110-05405,MIDD,19.4968223
110-05405,PMP,15.8957055
110-05405,WE,17.9470251
110-05406,AMP,37.499742
110-05406,MIDD,28.8950628
110-05406,PMP,29.7436582
110-05406,WE,30.9491054
110-05407,AMP,37.5620877
110-05407,MIDD,28.8623365
110-05407,PMP,29.6761218
110-05407,WE,30.9259433
110-05408,AMP,37.5113302
110-05408,MIDD,28.8298633
110-05408,PMP,29.6558407
110-05408,WE,30.8932643
110-05409,AMP,37.436201
110-05409,MIDD,28.8208889
110-05409,PMP,29.665017
110-05409,WE,30.7908585
110-05410,AMP,37.4429103
110-05410,MIDD,28.8292765
110-05410,PMP,29.5832437
110-05410,WE,30.9130149
110-05411,AMP,37.4427947
110-05411,MIDD,28.8170418
110-05411,PMP,29.641748
110-05411,WE,30.8161786
110-05412,AMP,32.2807948
110-05412,MIDD,27.6843074
110-05412,PMP,30.7122338
110-05412,WE,29.5430133
110-05414,AMP,23.872232
110-05414,MIDD,18.330311
110-05414,PMP,16.3791265
110-05414,WE,18.9765665
110-05415,AMP,23.904681
110-05415,MIDD,18.326088
110-05415,PMP,16.3747401
110-05415,WE,18.9997725
110-05416,AMP,23.9383531
110-05416,MIDD,18.3384696
110-05416,PMP,16.3802191
110-05416,WE,19.0257287
110-05417,AMP,24.1469853
110-05417,MIDD,18.3790109
110-05417,PMP,16.4573915
110-05417,WE,19.1710482
110-05418,AMP,24.1469853
110-05418,MIDD,18.3790109
110-05418,PMP,16.4573915
110-05418,WE,19.1710482
110-05419,AMP,24.1235762
110-05419,MIDD,18.3800193
110-05419,PMP,16.4436305
110-05419,WE,19.1580187
110-05420,AMP,24.074387
110-05420,MIDD,18.3851545
110-05420,PMP,16.4121304
110-05420,WE,19.151613
110-05421,AMP,24.1327223
110-05421,MIDD,18.4528641
110-05421,PMP,16.477497
110-05421,WE,19.2360277
110-05422,AMP,24.1301878
110-05422,MIDD,18.3995973
110-05422,PMP,16.4411487
110-05422,WE,19.191788
110-05423,AMP,10.5600893
110-05423,MIDD,10.6973329
110-05423,PMP,5.7553815
110-05423,WE,9.3239314
110-05424,AMP,10.6037503
110-05424,MIDD,10.6639381
110-05424,PMP,5.7281564
110-05424,WE,9.214604
110-05426,AMP,24.1993051
110-05426,MIDD,18.7114376
110-05426,PMP,13.0562372
110-05426,WE,18.1819875
110-05427,AMP,24.1993051
110-05427,MIDD,18.7114376
110-05427,PMP,13.0562372
110-05427,WE,18.1819875
110-05428,AMP,24.2393933
110-05428,MIDD,18.7324755
110-05428,PMP,13.0667404
110-05428,WE,18.267943
110-05429,AMP,24.218351
110-05429,MIDD,18.7495734
110-05429,PMP,13.0745018
110-05429,WE,18.274108
110-05430,AMP,24.2236192
110-05430,MIDD,18.7292232
110-05430,PMP,13.0413829
110-05430,WE,18.255555
110-05431,AMP,24.2123269
110-05431,MIDD,18.7388352
110-05431,PMP,13.0484855
110-05431,WE,18.2644693
110-05432,AMP,24.2090233
110-05432,MIDD,18.727026
110-05432,PMP,13.0262335
110-05432,WE,18.2514584
110-05433,AMP,24.2255556
110-05433,MIDD,18.747016
110-05433,PMP,13.0492974
110-05433,WE,18.2715968
110-05434,AMP,24.2105511
110-05434,MIDD,18.7499157
110-05434,PMP,13.062144
110-05434,WE,18.2735321
110-05435,AMP,24.1553025
110-05435,MIDD,18.6808458
110-05435,PMP,13.0309103
110-05435,WE,18.0440019
110-05436,AMP,24.18109
110-05436,MIDD,18.713625
110-05436,PMP,13.0658382
110-05436,WE,18.075981
110-05437,AMP,24.1684196
110-05437,MIDD,18.7189935
110-05437,PMP,13.0914234
110-05437,WE,18.0839573
110-05438,AMP,24.1661672
110-05438,MIDD,18.7823916
110-05438,PMP,13.1751783
110-05438,WE,18.1398992
110-05439,AMP,18.7311362
110-05439,MIDD,16.5243089
110-05439,PMP,8.3979496
110-05439,WE,14.1293258
110-05440,AMP,18.7231636
110-05440,MIDD,16.5528253
110-05440,PMP,8.4238038
110-05440,WE,14.1491266
110-05442,AMP,2.7198689
110-05442,MIDD,4.6224091
110-05442,PMP,2.0117876
110-05442,WE,3.2607646
110-05443,AMP,2.7228283
110-05443,MIDD,4.6161549
110-05443,PMP,2.0064789
110-05443,WE,3.2552342
110-05444,AMP,2.7837929
110-05444,MIDD,4.6038103
110-05444,PMP,2.0050098
110-05444,WE,3.3023967
110-05445,AMP,16.7844304
110-05445,MIDD,13.8004961
110-05445,PMP,8.2922254
110-05445,WE,12.8531389
110-05446,AMP,16.7989007
110-05446,MIDD,13.7623905
110-05446,PMP,8.2870854
110-05446,WE,12.7361474
110-05447,AMP,16.8093033
110-05447,MIDD,13.7296216
110-05447,PMP,8.3019363
110-05447,WE,12.5942668
110-05448,AMP,16.774591
110-05448,MIDD,13.6727241
110-05448,PMP,8.3133629
110-05448,WE,12.4570592
110-05449,AMP,16.7814982
110-05449,MIDD,13.6972966
110-05449,PMP,8.3857515
110-05449,WE,12.494561
110-05450,AMP,16.7921841
110-05450,MIDD,13.5333117
110-05450,PMP,8.3479786
110-05450,WE,12.0978249
110-05451,AMP,16.7696891
110-05451,MIDD,13.5590802
110-05451,PMP,8.3331098
110-05451,WE,12.099151
110-05452,AMP,16.6224756
110-05452,MIDD,13.7566785
110-05452,PMP,8.3138692
110-05452,WE,12.6902782
110-05453,AMP,16.6130083
110-05453,MIDD,13.8133798
110-05453,PMP,8.335825
110-05453,WE,12.7839044
110-05454,AMP,12.216051
110-05454,MIDD,13.1796779
110-05454,PMP,9.6835746
110-05454,WE,11.9856416
110-05455,AMP,12.1810061
110-05455,MIDD,13.224472
110-05455,PMP,9.6833005
110-05455,WE,11.9711155
110-05456,AMP,12.1870507
110-05456,MIDD,13.1856476
110-05456,PMP,9.6374618
110-05456,WE,11.9480565
110-05457,AMP,12.1934849
110-05457,MIDD,13.176715
110-05457,PMP,9.6523494
110-05457,WE,11.9508002
110-05458,AMP,12.2474995
110-05458,MIDD,13.0327908
110-05458,PMP,9.6967133
110-05458,WE,11.8672105
110-05459,AMP,12.3910695
110-05459,MIDD,13.0808876
110-05459,PMP,9.7030182
110-05459,WE,11.9134692
110-05460,AMP,12.3003967
110-05460,MIDD,13.0634436
110-05460,PMP,9.6871861
110-05460,WE,11.8993974
110-05462,AMP,19.2905716
110-05462,MIDD,19.7400601
110-05462,PMP,17.3808288
110-05462,WE,18.9244951
110-05463,AMP,19.3126505
110-05463,MIDD,19.7342032
110-05463,PMP,17.4183837
110-05463,WE,18.9374648
110-05464,AMP,19.2675671
110-05464,MIDD,19.7403603
110-05464,PMP,17.391064
110-05464,WE,18.8986283
110-05465,AMP,19.2072421
110-05465,MIDD,19.7575625
110-05465,PMP,17.408198
110-05465,WE,18.9155322
110-05466,AMP,18.9538487
110-05466,MIDD,19.1569843
110-05466,PMP,16.4877459
110-05466,WE,18.3051791
110-05467,AMP,18.9580834
110-05467,MIDD,19.1599103
110-05467,PMP,16.4640414
110-05467,WE,18.3003929
110-05468,AMP,18.9526936
110-05468,MIDD,19.1240522
110-05468,PMP,16.418697
110-05468,WE,18.2849812
110-05469,AMP,18.9695465
110-05469,MIDD,19.1204355
110-05469,PMP,16.4934104
110-05469,WE,18.3010975
110-05470,AMP,18.9518189
110-05470,MIDD,19.1068767
110-05470,PMP,16.5584765
110-05470,WE,18.3211802
110-05471,AMP,18.9335538
110-05471,MIDD,19.081818
110-05471,PMP,16.5209018
110-05471,WE,18.294059
110-05472,AMP,18.9108185
110-05472,MIDD,19.0986179
110-05472,PMP,16.4434626
110-05472,WE,18.2673661
110-05473,AMP,18.9082234
110-05473,MIDD,19.0904641
110-05473,PMP,16.4535305
110-05473,WE,18.2709302
110-05474,AMP,18.9338067
110-05474,MIDD,19.1027141
110-05474,PMP,16.4530833
110-05474,WE,18.2828605
110-05475,AMP,18.9922023
110-05475,MIDD,19.1117015
110-05475,PMP,16.5069331
110-05475,WE,18.2726269
110-05476,AMP,19.2036179
110-05476,MIDD,19.1135672
110-05476,PMP,16.5000633
110-05476,WE,18.3632349
110-05477,AMP,19.3092081
110-05477,MIDD,19.0060315
110-05477,PMP,16.4402206
110-05477,WE,18.2337197
110-05478,AMP,19.3106721
110-05478,MIDD,19.0056903
110-05478,PMP,16.440832
110-05478,WE,18.2340483
110-05479,AMP,19.342749
110-05479,MIDD,19.0212032
110-05479,PMP,16.5363571
110-05479,WE,18.2988255
110-05480,AMP,19.1825837
110-05480,MIDD,19.0348166
110-05480,PMP,16.5100456
110-05480,WE,18.285253
110-05481,AMP,19.2411663
110-05481,MIDD,19.0783133
110-05481,PMP,16.6478697
110-05481,WE,18.3924988
110-05482,AMP,19.2336386
110-05482,MIDD,19.0605738
110-05482,PMP,16.6131964
110-05482,WE,18.3720151
110-05483,AMP,19.2536513
110-05483,MIDD,19.0684517
110-05483,PMP,16.6689221
110-05483,WE,18.3836403
110-05484,AMP,19.2435341
110-05484,MIDD,19.0992369
110-05484,PMP,16.587473
110-05484,WE,18.380837
110-05485,AMP,24.3771538
110-05485,MIDD,24.3498974
110-05485,PMP,22.1707631
110-05485,WE,23.6851418
110-05486,AMP,24.2805758
110-05486,MIDD,24.4275402
110-05486,PMP,22.1686298
110-05486,WE,23.7430654
110-05487,AMP,24.2803612
110-05487,MIDD,24.4278838
110-05487,PMP,22.1685408
110-05487,WE,23.743159
110-05489,AMP,29.0250002
110-05489,MIDD,24.8107584
110-05489,PMP,26.1930064
110-05489,WE,26.1353183
110-05490,AMP,29.0064444
110-05490,MIDD,24.8202313
110-05490,PMP,26.2314112
110-05490,WE,26.1084893
110-05491,AMP,28.9905764
110-05491,MIDD,24.8135507
110-05491,PMP,26.2355905
110-05491,WE,26.1030741
110-05492,AMP,28.9999742
110-05492,MIDD,24.8188718
110-05492,PMP,26.2397817
110-05492,WE,26.0891009
110-05494,AMP,32.2136717
110-05494,MIDD,27.6510798
110-05494,PMP,30.6500599
110-05494,WE,29.5082173
110-05495,AMP,32.1311498
110-05495,MIDD,27.6396244
110-05495,PMP,30.6086757
110-05495,WE,29.4725186
110-05496,AMP,32.1116526
110-05496,MIDD,27.6324612
110-05496,PMP,30.6209479
110-05496,WE,29.460439
110-05497,AMP,32.0453076
110-05497,MIDD,27.631157
110-05497,PMP,30.6776329
110-05497,WE,29.4509132
110-05498,AMP,32.0079166
110-05498,MIDD,27.6323686
110-05498,PMP,30.717654
110-05498,WE,29.4681442
110-05499,AMP,32.2983524
110-05499,MIDD,27.6677456
110-05499,PMP,30.7983976
110-05499,WE,29.6090736
110-05500,AMP,32.2736384
110-05500,MIDD,27.7902487
110-05500,PMP,30.8316122
110-05500,WE,29.7481174
110-05502,AMP,19.2354509
110-05502,MIDD,19.0837553
110-05502,PMP,14.8625978
110-05502,WE,18.1125503
110-05503,AMP,19.598051
110-05503,MIDD,18.9285118
110-05503,PMP,14.8912608
110-05503,WE,17.9918443
110-05504,AMP,19.7035005
110-05504,MIDD,18.934541
110-05504,PMP,14.9134669
110-05504,WE,18.0113608
110-05506,AMP,28.9594858
110-05506,MIDD,22.8890681
110-05506,PMP,28.1427763
110-05506,WE,25.8048828
110-05507,AMP,28.8700921
110-05507,MIDD,22.8629268
110-05507,PMP,28.0849958
110-05507,WE,25.7554381
110-05508,AMP,28.8700921
110-05508,MIDD,22.8629268
110-05508,PMP,28.0849958
110-05508,WE,25.7554381
110-05509,AMP,28.8699582
110-05509,MIDD,22.8633734
110-05509,PMP,28.0832625
110-05509,WE,25.7550919
110-05510,AMP,28.9537634
110-05510,MIDD,23.0723437
110-05510,PMP,28.5306703
110-05510,WE,25.9253625
110-05511,AMP,28.9051908
110-05511,MIDD,23.0810414
110-05511,PMP,28.5141341
110-05511,WE,25.9134217
110-05512,AMP,28.9227337
110-05512,MIDD,23.0889141
110-05512,PMP,28.4902209
110-05512,WE,25.9101326
110-05513,AMP,28.9053889
110-05513,MIDD,23.0729572
110-05513,PMP,28.4782198
110-05513,WE,25.868778
110-05514,AMP,28.9194298
110-05514,MIDD,23.0813766
110-05514,PMP,28.47441
110-05514,WE,25.9105068
110-05516,AMP,44.9820885
110-05516,MIDD,30.6107607
110-05516,PMP,31.0074976
110-05516,WE,33.4543235
110-05517,AMP,45.0954323
110-05517,MIDD,30.7224133
110-05517,PMP,31.1612473
110-05517,WE,33.5789651
110-05518,AMP,45.1125772
110-05518,MIDD,30.686031
110-05518,PMP,31.1580185
110-05518,WE,33.7290887
110-05519,AMP,45.1605533
110-05519,MIDD,30.6807062
110-05519,PMP,31.1201289
110-05519,WE,33.6614826
110-05520,AMP,45.2150886
110-05520,MIDD,30.6575754
110-05520,PMP,31.1244112
110-05520,WE,33.7227795
110-05521,AMP,45.0749762
110-05521,MIDD,30.5424273
110-05521,PMP,31.1600894
110-05521,WE,33.6337799
110-05528,AMP,28.3370188
110-05528,MIDD,25.1242415
110-05528,PMP,24.57459
110-05528,WE,25.6272745
110-05529,AMP,28.4133126
110-05529,MIDD,25.1331171
110-05529,PMP,24.546258
110-05529,WE,25.6557438
110-05530,AMP,28.3496889
110-05530,MIDD,25.1259312
110-05530,PMP,24.538417
110-05530,WE,25.6199981
110-05531,AMP,28.307587
110-05531,MIDD,25.1264518
110-05531,PMP,24.5879829
110-05531,WE,25.5743923
110-05532,AMP,28.2192313
110-05532,MIDD,25.1273057
110-05532,PMP,24.6403171
110-05532,WE,25.5778466
110-05533,AMP,28.7023174
110-05533,MIDD,25.1286478
110-05533,PMP,24.645902
110-05533,WE,25.8089324
110-05534,AMP,28.848469
110-05534,MIDD,25.1144014
110-05534,PMP,24.5938429
110-05534,WE,25.9212475
110-05535,AMP,28.767654
110-05535,MIDD,25.1112938
110-05535,PMP,24.6117181
110-05535,WE,25.9176351
110-05536,AMP,28.6542405
110-05536,MIDD,25.1152497
110-05536,PMP,24.5981162
110-05536,WE,25.7883851
110-05537,AMP,28.4716745
110-05537,MIDD,25.1184189
110-05537,PMP,24.5662315
110-05537,WE,25.6813911
110-05538,AMP,28.8422396
110-05538,MIDD,25.106483
110-05538,PMP,24.5567261
110-05538,WE,25.8148064
110-05539,AMP,28.7634049
110-05539,MIDD,25.1222367
110-05539,PMP,24.5443296
110-05539,WE,25.7715671
110-05540,AMP,28.7429641
110-05540,MIDD,25.0901991
110-05540,PMP,24.4139993
110-05540,WE,25.7237971
110-05541,AMP,29.0090516
110-05541,MIDD,25.0919874
110-05541,PMP,24.4394961
110-05541,WE,26.0039531
110-09219,AMP,19.1817749
110-09219,MIDD,19.6643922
110-09219,PMP,17.3143945
110-09219,WE,18.778444
110-10918,AMP,13.1824571
110-10918,MIDD,11.7780684
110-10918,PMP,5.9092849
110-10918,WE,10.0548701
110-10919,AMP,13.1473436
110-10919,MIDD,11.7852285
110-10919,PMP,5.9057812
110-10919,WE,10.0105894
110-10920,AMP,13.1369507
110-10920,MIDD,11.7896513
110-10920,PMP,5.9123007
110-10920,WE,10.0122516
110-10921,AMP,13.1035717
110-10921,MIDD,11.7730495
110-10921,PMP,5.9203217
110-10921,WE,9.997603
110-15859,AMP,13.2088746
110-15859,MIDD,11.8554398
110-15859,PMP,5.8668325
110-15859,WE,10.3780107
110-16029,AMP,25.07415
110-16029,MIDD,23.6180846
110-16029,PMP,18.92152
110-16029,WE,22.6407025
110-16072,AMP,4.0569239
110-16072,MIDD,4.5665355
110-16072,PMP,1.9828942
110-16072,WE,3.7192147
110N04121,AMP,2.4706269
110N04121,MIDD,2.4706269
110N04121,PMP,2.4706269
110N04121,WE,2.4706269
110N04122,AMP,2.4774898
110N04122,MIDD,2.4774898
110N04122,PMP,2.4774898
110N04122,WE,2.4774898
110N04123,AMP,2.4730274
110N04123,MIDD,2.4730274
110N04123,PMP,2.4730274
110N04123,WE,2.4730274
110N04124,AMP,2.4724973
110N04124,MIDD,2.4724973
110N04124,PMP,2.4724973
110N04124,WE,2.4724973
110N04125,AMP,2.4724973
110N04125,MIDD,2.4724973
110N04125,PMP,2.4724973
110N04125,WE,2.4724973
110N04126,AMP,2.4709543
110N04126,MIDD,2.4709543
110N04126,PMP,2.4709543
110N04126,WE,2.4709543
110N04127,AMP,2.4712782
110N04127,MIDD,2.4712782
110N04127,PMP,2.4712782
110N04127,WE,2.4712782
110N04128,AMP,2.4758969
110N04128,MIDD,2.4758969
110N04128,PMP,2.4758969
110N04128,WE,2.4758969
110N04129,AMP,2.4758969
110N04129,MIDD,2.4758969
110N04129,PMP,2.4758969
110N04129,WE,2.4758969
110N04143,AMP,11.9449581
110N04143,MIDD,10.8993476
110N04143,PMP,6.9996599
110N04143,WE,9.9908075
110N04144,AMP,11.9860253
110N04144,MIDD,10.8718415
110N04144,PMP,7.0145619
110N04144,WE,9.9495334
110N04145,AMP,11.9860253
110N04145,MIDD,10.8718415
110N04145,PMP,7.0145619
110N04145,WE,9.9495334
110N04146,AMP,8.6651327
110N04146,MIDD,9.4722896
110N04146,PMP,5.3930858
110N04146,WE,8.1196435
110N04147,AMP,8.6130316
110N04147,MIDD,9.3964699
110N04147,PMP,5.3772284
110N04147,WE,8.0070961
110N04148,AMP,8.6222061
110N04148,MIDD,9.3724206
110N04148,PMP,5.3733947
110N04148,WE,7.9983345
110N04149,AMP,8.6863748
110N04149,MIDD,9.1331648
110N04149,PMP,5.3289952
110N04149,WE,7.6498282
110N04150,AMP,8.6863748
110N04150,MIDD,9.1331648
110N04150,PMP,5.3289952
110N04150,WE,7.6498282
110N04151,AMP,8.6863748
110N04151,MIDD,9.1331648
110N04151,PMP,5.3289952
110N04151,WE,7.6498282
110N04152,AMP,8.6824403
110N04152,MIDD,9.3357455
110N04152,PMP,5.3652047
110N04152,WE,7.9319581
110N04153,AMP,8.7307163
110N04153,MIDD,9.2296195
110N04153,PMP,5.3810041
110N04153,WE,7.8727737
110N04154,AMP,8.7833473
110N04154,MIDD,9.2214751
110N04154,PMP,5.3570454
110N04154,WE,7.8731864
110N04155,AMP,8.83168
110N04155,MIDD,9.4117849
110N04155,PMP,5.3352107
110N04155,WE,7.972713
110N04156,AMP,8.8094188
110N04156,MIDD,9.0353081
110N04156,PMP,5.2835643
110N04156,WE,7.7318488
110N04163,AMP,1.9305772
110N04163,MIDD,1.1128172
110N04163,PMP,0.9761189
110N04163,WE,1.3124684
110N04164,AMP,1.9343199
110N04164,MIDD,1.096721
110N04164,PMP,0.9750078
110N04164,WE,1.3233545
110N04165,AMP,1.9343199
110N04165,MIDD,1.096721
110N04165,PMP,0.9750078
110N04165,WE,1.3233545
110N04166,AMP,1.9266095
110N04166,MIDD,1.0928144
110N04166,PMP,0.9708548
110N04166,WE,1.3152859
110N04167,AMP,1.9350073
110N04167,MIDD,1.0753243
110N04167,PMP,0.9623848
110N04167,WE,1.3117927
110N04168,AMP,1.9350073
110N04168,MIDD,1.0753243
110N04168,PMP,0.9623848
110N04168,WE,1.3117927
110N04169,AMP,1.9389089
110N04169,MIDD,1.1091749
110N04169,PMP,0.9639063
110N04169,WE,1.2939845
110N04170,AMP,1.9389089
110N04170,MIDD,1.1091749
110N04170,PMP,0.9639063
110N04170,WE,1.2939845
110N04171,AMP,1.9389089
110N04171,MIDD,1.1091749
110N04171,PMP,0.9639063
110N04171,WE,1.2939845
110N04172,AMP,1.9389089
110N04172,MIDD,1.1091749
110N04172,PMP,0.9639063
110N04172,WE,1.2939845
110N04173,AMP,1.9666864
110N04173,MIDD,1.1061307
110N04173,PMP,0.9640102
110N04173,WE,1.2978358
110N04174,AMP,1.9666864
110N04174,MIDD,1.1061307
110N04174,PMP,0.9640102
110N04174,WE,1.2978358
110N04175,AMP,1.9085734
110N04175,MIDD,1.0956149
110N04175,PMP,0.9811688
110N04175,WE,1.2838189
110N04176,AMP,1.9536686
110N04176,MIDD,1.0913736
110N04176,PMP,0.9680484
110N04176,WE,1.3448661
110N04177,AMP,1.9536686
110N04177,MIDD,1.0913736
110N04177,PMP,0.9680484
110N04177,WE,1.3448661
110N04178,AMP,1.9474948
110N04178,MIDD,1.0898918
110N04178,PMP,0.9677567
110N04178,WE,1.3577868
110N04179,AMP,1.9479861
110N04179,MIDD,1.0919866
110N04179,PMP,0.9725906
110N04179,WE,1.3568322
110N04180,AMP,1.9326367
110N04180,MIDD,1.0603569
110N04180,PMP,0.9656302
110N04180,WE,1.3450496
110N04181,AMP,1.9326367
110N04181,MIDD,1.0603569
110N04181,PMP,0.9656302
110N04181,WE,1.3450496
110N04182,AMP,1.941531
110N04182,MIDD,1.0727146
110N04182,PMP,0.9608037
110N04182,WE,1.3608545
110N04183,AMP,1.9810325
110N04183,MIDD,1.0703157
110N04183,PMP,0.9952707
110N04183,WE,1.4019186
110N04184,AMP,8.2667794
110N04184,MIDD,11.9415993
110N04184,PMP,8.2016611
110N04184,WE,9.648975
110N04185,AMP,8.1790099
110N04185,MIDD,11.8877775
110N04185,PMP,8.2316715
110N04185,WE,9.6473457
110N04186,AMP,8.0353142
110N04186,MIDD,11.895635
110N04186,PMP,8.2473468
110N04186,WE,9.5364574
110N04187,AMP,8.0353142
110N04187,MIDD,11.895635
110N04187,PMP,8.2473468
110N04187,WE,9.5364574
110N04188,AMP,8.125208
110N04188,MIDD,11.8682793
110N04188,PMP,8.2495003
110N04188,WE,9.6059734
110N04189,AMP,7.8681929
110N04189,MIDD,11.774591
110N04189,PMP,8.1756446
110N04189,WE,9.3968314
110N04190,AMP,7.9843051
110N04190,MIDD,11.7491544
110N04190,PMP,8.1456783
110N04190,WE,9.4900775
110N04191,AMP,7.9479851
110N04191,MIDD,11.7620803
110N04191,PMP,8.1813292
110N04191,WE,9.5075413
110N04192,AMP,7.9455203
110N04192,MIDD,11.7692527
110N04192,PMP,8.1967639
110N04192,WE,9.5131267
110N04193,AMP,19.2017383
110N04193,MIDD,19.1083769
110N04193,PMP,14.8669567
110N04193,WE,18.1357851
110N04603,AMP,5.3899482
110N04603,MIDD,6.1349139
110N04603,PMP,2.7965862
110N04603,WE,4.9161176
110N04604,AMP,5.392098
110N04604,MIDD,6.0658118
110N04604,PMP,2.7934149
110N04604,WE,4.8188567
110N04605,AMP,5.3957522
110N04605,MIDD,6.0481424
110N04605,PMP,2.8000657
110N04605,WE,4.7510369
110N04606,AMP,5.4068225
110N04606,MIDD,6.1493361
110N04606,PMP,2.806296
110N04606,WE,4.8844761
110N04607,AMP,5.3876389
110N04607,MIDD,6.1508757
110N04607,PMP,2.8022844
110N04607,WE,4.8623575
110N04608,AMP,5.384802
110N04608,MIDD,6.1219219
110N04608,PMP,2.8074259
110N04608,WE,4.8407271
110N04609,AMP,5.39258
110N04609,MIDD,6.1351274
110N04609,PMP,2.7978166
110N04609,WE,4.8483347
110N04610,AMP,5.3940875
110N04610,MIDD,6.2704058
110N04610,PMP,2.8044827
110N04610,WE,5.0445054
110N04611,AMP,5.3707974
110N04611,MIDD,6.1639915
110N04611,PMP,2.7897124
