tmc,year,AMP Hour TMS,AMP TMS,AMP Lane TMS,AMP Hour Lane TMS,AMP Hour NPMRDS,AMP NPMRDS,AMP Lane NPMRDS,AMP Hour Lane NPMRDS,MIDD Hour TMS,MIDD TMS,MIDD Lane TMS,MIDD Hour Lane TMS,MIDD Hour NPMRDS,MIDD NPMRDS,MIDD Lane NPMRDS,MIDD Hour Lane NPMRDS,PMP Hour TMS,PMP TMS,PMP Lane TMS,PMP Hour Lane TMS,PMP Hour NPMRDS,PMP NPMRDS,PMP Lane NPMRDS,PMP Hour Lane NPMRDS,WE Hour TMS,WE TMS,WE Lane TMS,WE Hour Lane TMS,WE Hour NPMRDS,WE NPMRDS,WE Lane NPMRDS,WE Hour Lane NPMRDS
110-04912,2018,1081.985893,4327.943571,1442.647857,360.6619643,1000.030245,4000.120978,1333.373659,333.3434148,1573.759887,9442.559322,3147.519774,524.586629,1454.554533,8727.327196,2909.109065,484.8515109,2275.136309,9100.545237,3033.515079,758.3787698,2102.804792,8411.219166,2803.739722,700.9349305,1633.646295,22871.04813,7623.68271,544.548765,1509.90481,21138.66734,7046.222447,503.3016033
110-04912,2019,1123.799999,4495.199996,1498.399999,374.5999997,1060.079381,4240.317522,1413.439174,353.3597935,1634.578945,9807.473672,3269.157891,544.8596484,1541.896634,9251.379804,3083.793268,513.9655447,2363.060553,9452.242212,3150.747404,787.686851,2229.072584,8916.290334,2972.096778,743.0241945,1696.779706,23754.91588,7918.305293,565.5932352,1600.570547,22407.98766,7469.32922,533.5235157
110-04912,2020,939.3691948,3757.476779,1252.49226,313.1230649,1084.637519,4338.550076,1446.183359,361.5458397,1366.322396,8197.934378,2732.644793,455.4407988,1577.616705,9465.700232,3155.233411,525.8722351,1975.250303,7901.001213,2633.667071,658.4167678,2280.711993,9122.847972,3040.949324,760.237331,1418.315169,19856.41237,6618.804123,472.7717231,1637.649877,22927.09828,7642.366093,545.8832924
110-04913,2017,1078.008775,4312.035099,2156.01755,539.0043874,933.977796,3735.911184,1867.955592,466.988898,1515.393271,9092.359626,4546.179813,757.6966355,1312.924069,7877.544416,3938.772208,656.4620347,2315.872037,9263.488146,4631.744073,1157.936018,2006.452184,8025.808736,4012.904368,1003.226092,1619.134491,22667.88287,11333.94144,809.5672454,1402.804596,19639.26434,9819.63217,701.4022979
110-04913,2018,1005.572611,4022.290443,2011.145222,502.7863054,1034.539064,4138.156254,2069.078127,517.2695318,1413.567314,8481.403882,4240.701941,706.7836568,1454.286433,8725.718596,4362.859298,727.1432163,2160.258381,8641.033522,4320.516761,1080.12919,2222.486629,8889.946516,4444.973258,1111.243315,1510.337704,21144.72785,10572.36393,755.1688518,1553.844384,21753.82137,10876.91069,776.9221918
110-04913,2019,1044.434933,4177.739733,2088.869867,522.2174666,1096.598587,4386.394347,2193.197174,548.2992934,1468.19739,8809.184342,4404.592171,734.0986952,1541.525596,9249.153578,4624.576789,770.7627982,2243.745796,8974.983182,4487.491591,1121.872898,2355.808285,9423.233138,4711.616569,1177.904142,1568.707661,21961.90726,10980.95363,784.3538307,1647.05579,23058.78106,11529.39053,823.527895
110-04913,2020,873.0400718,3492.160287,1746.080144,436.5200359,1121.959257,4487.837028,2243.918514,560.9796285,1227.261856,7363.571138,3681.785569,613.6309282,1577.175945,9463.055672,4731.527836,788.5879727,1875.540475,7502.161898,3751.080949,937.7702373,2410.290278,9641.161112,4820.580556,1205.145139,1311.278094,18357.89332,9178.94666,655.6390471,1685.146701,23592.05381,11796.02691,842.5733504
110-04914,2017,927.856392,3711.425568,1855.712784,463.928196,877.44227,3509.76908,1754.88454,438.721135,1508.2274,9049.3644,4524.6822,754.1137,1426.279417,8557.6765,4278.83825,713.1397083,1897.868676,7591.474704,3795.737352,948.934338,1794.749935,7178.99974,3589.49987,897.3749675,1453.733191,20352.26467,10176.13234,726.8665954,1374.746094,19246.44532,9623.22266,687.3730471
110-04914,2018,953.5809,3814.3236,1907.1618,476.79045,888.1977755,3552.791102,1776.395551,444.0988878,1550.0425,9300.255,4650.1275,775.02125,1443.762454,8662.574725,4331.287363,721.8812271,1950.48645,7801.9458,3900.9729,975.243225,1816.749608,7266.998431,3633.499216,908.3748039,1494.037457,20916.5244,10458.2622,747.0187286,1391.597447,19482.36426,9741.18213,695.7987236
110-04914,2019,990.4305185,3961.722074,1980.861037,495.2152593,941.531777,3766.127108,1883.063554,470.7658885,1609.941429,9659.648575,4829.824287,804.9707146,1530.456692,9182.74015,4591.370075,765.2283458,2025.859899,8103.439597,4051.719799,1012.92995,1925.840769,7703.363074,3851.681537,962.9203843,1551.772161,21724.81025,10862.40513,775.8860804,1475.159309,20652.23033,10326.11517,737.5796546
110-04914,2020,827.8782395,3311.512958,1655.756479,413.9391198,963.338472,3853.353888,1926.676944,481.669236,1345.713254,8074.279525,4037.139763,672.8566271,1565.9034,9395.4204,4697.7102,782.9517,1693.37,6773.479999,3386.74,846.6849999,1970.444916,7881.779664,3940.889832,985.222458,1297.090891,18159.27248,9079.63624,648.5454457,1509.325282,21130.55395,10565.27698,754.6626411
110-04925,2017,2853.91081,11415.64324,3805.214413,951.3036033,2645.029508,10580.11803,3526.70601,881.6765025,3920.645832,23523.87499,7841.291663,1306.881944,3633.68886,21802.13316,7267.37772,1211.22962,3815.687755,15262.75102,5087.583673,1271.895918,3536.412795,14145.65118,4715.21706,1178.804265,3585.876374,50202.26924,16734.08975,1195.292125,3323.421598,46527.90237,15509.30079,1107.807199
110-04925,2018,2796.199458,11184.79783,3728.265943,932.0664858,2278.886996,9115.547985,3038.515995,759.6289988,3841.363127,23048.17876,7682.726253,1280.454376,3130.68957,18784.13742,6261.37914,1043.56319,3738.527495,14954.10998,4984.703327,1246.175832,3046.879103,12187.51641,4062.50547,1015.626368,3513.363326,49187.08657,16395.69552,1171.121109,2863.371559,40087.20182,13362.40061,954.4571862
110-04925,2019,2824.921748,11299.68699,3766.56233,941.6405825,2794.109755,11176.43902,3725.479673,931.3699183,3880.821237,23284.92742,7761.642473,1293.607079,3838.492335,23030.95401,7676.98467,1279.497445,3776.929288,15107.71715,5035.905717,1258.976429,3735.733558,14942.93423,4980.978077,1245.244519,3549.452255,49692.33157,16564.11052,1183.150752,3510.737661,49150.32726,16383.44242,1170.245887
110-04925,2020,2394.709855,9578.83942,3192.946473,798.2366183,2730.662838,10922.65135,3640.883783,910.2209458,3289.804707,19738.82824,6579.609413,1096.601569,3751.330223,22507.98134,7502.660447,1250.443408,3201.73463,12806.93852,4268.979507,1067.244877,3650.904828,14603.61931,4867.873103,1216.968276,3008.900441,42124.60618,14041.53539,1002.966814,3431.018001,48034.25201,16011.41734,1143.672667
110-04926,2017,3305.710338,13222.84135,4407.613783,1101.903446,3243.25439,12973.01756,4324.339187,1081.084797,4552.241277,27313.44766,9104.482553,1517.413759,4466.234183,26797.4051,8932.468367,1488.744728,4606.411655,18425.64662,6141.882207,1535.470552,4519.381105,18077.52442,6025.841473,1506.460368,4211.566831,58961.93563,19653.97854,1403.85561,4131.99622,57847.94708,19282.64903,1377.332073
110-04926,2018,3281.87729,13127.50916,4375.836387,1093.959097,2726.678683,10906.71473,3635.571577,908.8928942,4519.421167,27116.527,9038.842333,1506.473722,3754.865968,22529.19581,7509.731937,1251.621989,4573.200995,18292.80398,6097.601327,1524.400332,3799.547808,15198.19123,5066.063743,1266.515936,4181.202867,58536.84014,19512.28005,1393.734289,3473.864412,48634.10177,16211.36726,1157.954804
