tmc,year,AMP Hour TMS,AMP TMS,AMP Lane TMS,AMP Hour Lane TMS,AMP Hour NPMRDS,AMP NPMRDS,AMP Lane NPMRDS,AMP Hour Lane NPMRDS,MIDD Hour TMS,MIDD TMS,MIDD Lane TMS,MIDD Hour Lane TMS,MIDD Hour NPMRDS,MIDD NPMRDS,MIDD Lane NPMRDS,MIDD Hour Lane NPMRDS,PMP Hour TMS,PMP TMS,PMP Lane TMS,PMP Hour Lane TMS,PMP Hour NPMRDS,PMP NPMRDS,PMP Lane NPMRDS,PMP Hour Lane NPMRDS,WE Hour TMS,WE TMS,WE Lane TMS,WE Hour Lane TMS,WE Hour NPMRDS,WE NPMRDS,WE Lane NPMRDS,WE Hour Lane NPMRDS
110+04948,2020,2946.80471,11787.21884,3929.072947,982.2682367,3932.397738,15729.59095,5243.196983,1310.799246,2448.718357,14692.31014,4897.436713,816.2394522,3267.720623,19606.32374,6535.441247,1089.240208,2669.14782,10676.59128,3558.86376,889.71594,3561.87528,14247.50112,4749.16704,1187.29176,2654.008589,37156.12025,12385.37342,884.6695298,3541.672559,49583.41582,16527.80527,1180.55752
110+04949,2017,3237.45189,12949.80756,4316.60252,1079.15063,3081.00661,12324.02644,4108.008813,1027.002203,3017.29714,18103.78284,6034.59428,1005.765713,2871.490527,17228.94316,5742.981053,957.1635089,3794.85756,15179.43024,5059.81008,1264.95252,3611.47644,14445.90576,4815.30192,1203.82548,3302.358617,46233.02064,15411.00688,1100.786206,3142.776811,43998.87536,14666.29179,1047.59227
110+04949,2018,3256.203045,13024.81218,4341.60406,1085.401015,3193.51354,12774.05416,4258.018053,1064.504513,3034.77317,18208.63902,6069.54634,1011.591057,2976.346707,17858.08024,5952.693413,992.1155689,3816.83718,15267.34872,5089.11624,1272.27906,3743.35416,14973.41664,4991.13888,1247.78472,3321.485709,46500.79992,15500.26664,1107.161903,3257.53936,45605.55104,15201.85035,1085.846453
110+04949,2019,3301.502865,13206.01146,4402.00382,1100.500955,3289.497175,13157.9887,4385.996233,1096.499058,3076.99249,18461.95494,6153.98498,1025.664163,3065.803217,18394.8193,6131.606433,1021.934406,3869.93646,15479.74584,5159.91528,1289.97882,3855.8637,15423.4548,5141.1516,1285.2879,3367.693731,47147.71224,15715.90408,1122.564577,3355.447343,46976.2628,15658.75427,1118.482448
110+04949,2020,2476.51393,9906.05572,3302.018573,825.5046433,3299.95574,13199.82296,4399.940987,1099.985247,2308.104847,13848.62908,4616.209693,769.3682822,3075.550573,18453.30344,6151.101147,1025.183524,2902.90572,11611.62288,3870.54096,967.63524,3868.12296,15472.49184,5157.49728,1289.37432,2526.164834,35366.30768,11788.76923,842.0549448,3366.115589,47125.61824,15708.53941,1122.03853
110+04950,2017,2679.806155,10719.22462,3573.074873,893.2687183,2426.696505,9706.78602,3235.59534,808.898835,2497.572697,14985.43618,4995.145393,832.5242322,2261.67513,13570.05078,4523.35026,753.89171,3141.19962,12564.79848,4188.26616,1047.06654,2844.51102,11378.04408,3792.68136,948.17034,2733.532806,38269.45928,12756.48643,911.1776019,2475.348634,34654.88088,11551.62696,825.1162114
110+04950,2018,2676.959445,10707.83778,3569.27926,892.319815,2598.55115,10394.2046,3464.734867,866.1837167,2494.91957,14969.51742,4989.83914,831.6398567,2421.843233,14531.0594,4843.686467,807.2810778,3137.86278,12551.45112,4183.81704,1045.95426,3045.9546,12183.8184,4061.2728,1015.3182,2730.629023,38228.80632,12742.93544,910.2096743,2650.648743,37109.0824,12369.69413,883.549581
110+04950,2019,2733.769875,10935.0795,3645.0265,911.256625,2704.62204,10818.48816,3606.16272,901.54068,2547.86675,15287.2005,5095.7335,849.2889167,2520.70104,15124.20624,5041.40208,840.23368,3204.4545,12817.818,4272.606,1068.1515,3170.28816,12681.15264,4227.05088,1056.76272,2788.578429,39040.098,13013.366,929.5261429,2758.846217,38623.84704,12874.61568,919.6154057
110+04950,2020,2065.10245,8260.4098,2753.469933,688.3674833,2708.025715,10832.10286,3610.700953,902.6752383,1924.670367,11548.0222,3849.340733,641.5567889,2523.873257,15143.23954,5047.746513,841.2910856,2420.6598,9682.6392,3227.5464,806.8866,3174.27786,12697.11144,4232.37048,1058.09262,2106.505086,29491.0712,9830.357067,702.1683619,2762.318131,38672.45384,12890.81795,920.7727105
110+04951,2017,2262.453715,9049.81486,3016.604953,754.1512383,2133.54726,8534.18904,2844.72968,711.18242,2108.601257,12651.60754,4217.202513,702.8670856,1988.46076,11930.76456,3976.92152,662.8202533,2651.98986,10607.95944,3535.98648,883.99662,2500.88904,10003.55616,3334.51872,833.62968,2307.812989,32309.38184,10769.79395,769.2709962,2176.322126,30468.50976,10156.16992,725.4407086
110+04951,2018,2268.58033,9074.32132,3024.773773,756.1934433,2264.49592,9057.98368,3019.327893,754.8319733,2114.311247,12685.86748,4228.622493,704.7704156,2110.504587,12663.02752,4221.009173,703.5015289,2659.17132,10636.68528,3545.56176,886.39044,2654.38368,10617.53472,3539.17824,884.79456,2314.062434,32396.87408,10798.95803,771.3541448,2309.896137,32338.54592,10779.51531,769.965379
110+04951,2019,2333.18827,9332.75308,3110.917693,777.7294233,2374.15614,9496.62456,3165.54152,791.38538,2174.525687,13047.15412,4349.051373,724.8418956,2212.70764,13276.24584,4425.41528,737.5692133,2734.90308,10939.61232,3646.53744,911.63436,2782.92456,11131.69824,3710.56608,927.64152,2379.96568,33319.51952,11106.50651,793.3218933,2421.754903,33904.56864,11301.52288,807.2516343
110+04951,2020,1745.095115,6980.38046,2326.793487,581.6983717,2374.03237,9496.12948,3165.376493,791.3441233,1626.424323,9758.54594,3252.848647,542.1414411,2212.592287,13275.55372,4425.184573,737.5307622,2045.55546,8182.22184,2727.40728,681.85182,2782.77948,11131.11792,3710.37264,927.59316,1780.082017,24921.14824,8307.049413,593.3606724,2421.628651,33902.80112,11300.93371,807.2095505
110+04952,2017,2316.169895,9264.67958,4632.33979,1158.084948,2025.24851,8100.99404,4050.49702,1012.624255,2158.664603,12951.98762,6475.99381,1079.332302,1887.526593,11325.15956,5662.57978,943.7632967,2714.95458,10859.81832,5429.90916,1357.47729,2373.94404,9495.77616,4747.88808,1186.97202,2362.606109,33076.48552,16538.24276,1181.303054,2065.852126,28921.92976,14460.96488,1032.926063
110+04952,2018,2337.334565,9349.33826,4674.66913,1168.667283,2212.88383,8851.53532,4425.76766,1106.441915,2178.390023,13070.34014,6535.17007,1089.195012,2062.402247,12374.41348,6187.20674,1031.201123,2739.76326,10959.05304,5479.52652,1369.88163,2593.88532,10375.54128,5187.77064,1296.94266,2384.195103,33378.73144,16689.36572,1192.097551,2257.249291,31601.49008,15800.74504,1128.624646
110+04952,2019,2433.627625,9734.5105,4867.25525,1216.813813,2331.57926,9326.31704,4663.15852,1165.78963,2268.134917,13608.8095,6804.40475,1134.067458,2173.026093,13038.15656,6519.07828,1086.513047,2852.6355,11410.542,5705.271,1426.31775,2733.01704,10932.06816,5466.03408,1366.50852,2482.418714,34753.862,17376.931,1241.209357,2378.324411,33296.54176,16648.27088,1189.162206
110+04952,2020,1912.184615,7648.73846,3824.36923,956.0923075,2350.26853,9401.07412,4700.53706,1175.134265,1782.151323,10692.90794,5346.45397,891.0756617,2190.444447,13142.66668,6571.33334,1095.222223,2241.41346,8965.65384,4482.82692,1120.70673,2754.92412,11019.69648,5509.84824,1377.46206,1950.521446,27307.30024,13653.65012,975.2607229,2397.388377,33563.43728,16781.71864,1198.694189
110+04953,2017,3822.69399,15290.77596,7645.38798,1911.346995,3658.128435,14632.51374,7316.25687,1829.064218,3048.287302,18289.72381,9144.861905,1524.143651,2917.059667,17502.358,8751.179,1458.529833,3230.741318,12922.96527,6461.482635,1615.370659,3091.659105,12366.63642,6183.31821,1545.829553,3321.676074,46503.46503,23251.73252,1660.838037,3178.679154,44501.50815,22250.75408,1589.339577
110+04953,2018,3794.26903,15177.07612,7588.53806,1897.134515,3499.47584,13997.90336,6998.95168,1749.73792,3025.62071,18153.72426,9076.86213,1512.810355,2790.547137,16743.28282,8371.64141,1395.273568,3206.718025,12826.8721,6413.43605,1603.359013,2957.574218,11830.29687,5915.148435,1478.787109,3296.976606,46157.67248,23078.83624,1648.488303,3040.820219,42571.48306,21285.74153,1520.410109
110+04953,2019,3823.620115,15294.48046,7647.24023,1911.810058,3869.64148,15478.56592,7739.28296,1934.82074,3049.025812,18294.15487,9147.077435,1524.512906,3085.724103,18514.34462,9257.17231,1542.862052,3231.52403,12926.09612,6463.04806,1615.762015,3270.418883,13081.67553,6540.837765,1635.209441,3322.480819,46514.73146,23257.36573,1661.240409,3362.470433,47074.58606,23537.29303,1681.235216
110+04953,2020,3068.043373,12272.17349,6136.086745,1534.021686,3839.577988,15358.31195,7679.155975,1919.788994,2446.514862,14679.08917,7339.544585,1223.257431,3061.750917,18370.5055,9185.25275,1530.875458,2592.950028,10371.80011,5185.900055,1296.475014,3245.01079,12980.04316,6490.02158,1622.505395,2665.933055,37323.06277,18661.53139,1332.966528,3336.347186,46708.86061,23354.43031,1668.173593
110+04955,2017,1489.781336,5959.125344,1986.375115,496.5937787,2779.94679,11119.78716,3706.59572,926.64893,1187.979352,7127.876112,2375.958704,395.9931173,2216.781287,13300.68772,4433.562573,738.9270956,1259.08538,5036.34152,1678.780507,419.6951267,2349.465843,9397.86337,3132.621123,783.1552808,1294.524499,18123.34298,6041.114327,431.5081662,2415.59559,33818.33826,11272.77942,805.19853
110+04955,2018,1509.514955,6038.059818,2012.686606,503.1716515,2903.90526,11615.62104,3871.87368,967.96842,1203.715307,7222.291839,2407.430613,401.2384355,2315.628077,13893.76846,4631.256153,771.8760256,1275.763204,5103.052815,1701.017605,425.2544013,2454.229068,9816.91627,3272.305423,818.0763558,1311.671748,18363.40447,6121.134823,437.223916,2523.307556,35326.30578,11775.43526,841.1025186
110+04955,2019,1546.773736,6187.094944,2062.364981,515.5912453,3000.222418,12000.88967,4000.296557,1000.074139,1233.426152,7400.556912,2466.852304,411.1420507,2392.433168,14354.59901,4784.866337,797.4777228,1307.25238,5229.00952,1743.003173,435.7507933,2535.631298,10142.52519,3380.84173,845.2104325,1344.047241,18816.66138,6272.22046,448.0157471,2607.000991,36498.01387,12166.00462,869.0003302
110+04955,2020,1204.320653,4817.28261,1605.76087,401.4402175,2998.655125,11994.6205,3998.206833,999.5517083,960.3476925,5762.086155,1920.695385,320.1158975,2391.183382,14347.10029,4782.366763,797.0611272,1017.828919,4071.315675,1357.105225,339.2763063,2534.306705,10137.22682,3379.075607,844.7689017,1046.47746,14650.68444,4883.56148,348.82582,2605.639116,36478.94762,12159.64921,868.5463719
110+04956,2017,2668.59789,10674.39156,3558.13052,889.53263,2466.27487,9865.099478,3288.366493,822.0916232,2127.989602,12767.93761,4255.979203,709.3298672,1966.653462,11799.92077,3933.306923,655.5511539,2255.359566,9021.438265,3007.146088,751.7865221,2084.366716,8337.466865,2779.155622,694.7889054,2318.840531,32463.76743,10821.25581,772.9468436,2143.034794,30002.48711,10000.82904,714.3449312
110+04956,2018,2695.81176,10783.24704,3594.41568,898.60392,2602.700428,10410.80171,3470.267237,867.5668092,2149.690448,12898.14269,4299.380897,716.5634828,2075.441738,12452.65043,4150.883477,691.8139128,2278.359309,9113.437235,3037.812412,759.4531029,2199.666473,8798.66589,2932.88863,733.2221575,2342.487641,32794.82697,10931.60899,780.8292136,2261.579859,31662.11803,10554.03934,753.8599531
110+04956,2019,2751.23687,11004.94748,3668.315827,917.0789567,2702.437128,10809.74851,3603.249503,900.8123758,2193.887462,13163.32477,4387.774923,731.2958206,2154.973638,12929.84183,4309.947277,718.3245461,2325.201716,9300.806865,3100.268955,775.0672388,2283.958723,9135.83489,3045.278297,761.3195742,2390.648508,33469.07911,11156.3597,796.882836,2348.244659,32875.42523,10958.47508,782.7482198
110+04956,2020,2150.750695,8603.00278,2867.667593,716.9168983,2730.933328,10923.73331,3641.244437,910.3111092,1715.048615,10290.29169,3430.09723,571.6828717,2177.697038,13066.18223,4355.394077,725.8990128,1817.702163,7270.80865,2423.602883,605.9007208,2308.042223,9232.16889,3077.38963,769.3474075,1868.864509,26164.10312,8721.367707,622.9548362,2373.006031,33222.08443,11074.02814,791.0020102
110+04957,2017,2632.877058,10531.50823,3510.502743,877.6256858,2448.426299,9793.705194,3264.568398,816.1420995,1751.742877,10510.45726,3503.485753,583.9142922,1629.021498,9774.128988,3258.042996,543.007166,2289.301231,9157.204924,3052.401641,763.1004103,2128.920271,8515.681083,2838.560361,709.6400903,2157.083601,30199.17042,10066.39014,719.0278671,2005.965376,28083.51527,9361.171757,668.6551255
110+04957,2018,2645.790945,10583.16378,3527.72126,881.930315,2556.638448,10226.55379,3408.851263,852.2128158,1760.334927,10562.00956,3520.669853,586.7783089,1701.01873,10206.11238,3402.03746,567.0062433,2300.529928,9202.11971,3067.373237,766.8433092,2223.011336,8892.045344,2964.015115,741.0037787,2167.663789,30347.29305,10115.76435,722.5545964,2094.622251,29324.71152,9774.90384,698.2074171
110+04957,2019,2714.87246,10859.48984,3619.829947,904.9574867,2678.231253,10712.92501,3570.975003,892.7437508,1806.297215,10837.78329,3612.59443,602.0990717,1781.918568,10691.51141,3563.837137,593.9728561,2360.59669,9442.386758,3147.462253,786.8655632,2328.736954,9314.947817,3104.982606,776.2456514,2224.261421,31139.65989,10379.88663,741.4204736,2194.241731,30719.38424,10239.79475,731.4139105
110+04957,2020,2141.993763,8567.975052,2855.991684,713.997921,2695.268248,10781.07299,3593.690997,898.4227492,1425.141484,8550.848904,2850.282968,475.0471613,1793.253863,10759.52318,3586.507727,597.7512878,1862.475479,7449.901914,2483.300638,620.8251595,2343.550717,9374.202866,3124.734289,781.1835722,1754.908991,24568.72587,8189.57529,584.9696636,2208.199931,30914.79903,10304.93301,736.0666436
110+04958,2017,2628.831745,10515.32698,3505.108993,876.2772483,2406.572858,9626.29143,3208.76381,802.1909525,1749.051392,10494.30835,3498.102783,583.0171306,1601.174977,9607.04986,3202.349953,533.7249922,2285.783808,9143.135232,3047.711744,761.927936,2092.528471,8370.113885,2790.037962,697.5094904,2153.769326,30152.77056,10050.92352,717.9231086,1971.67537,27603.45518,9201.151727,657.2251233
110+04958,2018,2653.414805,10613.65922,3537.886407,884.4716017,2539.990425,10159.9617,3386.6539,846.663475,1765.407342,10592.44405,3530.814683,588.4691139,1689.942233,10139.6534,3379.884467,563.3140778,2307.158917,9228.635668,3076.211889,769.0529723,2208.535788,8834.14315,2944.714383,736.1785958,2173.909924,30434.73894,10144.91298,724.6366414,2080.982732,29133.75825,9711.25275,693.6609107
110+04958,2019,2702.73652,10810.94608,3603.648693,900.9121733,2645.013,10580.052,3526.684,881.671,1798.222758,10789.33655,3596.445517,599.4075861,1759.817333,10558.904,3519.634667,586.6057778,2350.044421,9400.177682,3133.392561,783.3481402,2299.8535,9199.414,3066.471333,766.6178333,2214.318594,31000.46031,10333.48677,738.1061979,2167.026429,30338.37,10112.79,722.3421429
110+04958,2020,2067.700016,8270.800062,2756.933354,689.2333385,2666.173105,10664.69242,3554.897473,888.7243683,1375.711321,8254.267924,2751.422641,458.5704402,1773.895872,10643.37523,3547.791743,591.2986239,1797.876652,7191.506609,2397.16887,599.2922174,2318.252328,9273.009312,3091.003104,772.750776,1694.041043,23716.5746,7905.524867,564.6803476,2184.36264,30581.07696,10193.69232,728.12088
110+04959,2017,2454.805448,9819.22179,3273.07393,818.2684825,2238.458943,8953.835772,2984.611924,746.152981,1633.265763,9799.59458,3266.531527,544.4219211,1489.323057,8935.938344,2978.646115,496.4410191,2134.466976,8537.867905,2845.955968,711.4889921,1946.352489,7785.409954,2595.136651,648.7841628,2011.191734,28156.68428,9385.561427,670.3972448,1833.941719,25675.18407,8558.39469,611.3139064
110+04959,2018,2476.97688,9907.90752,3302.63584,825.65896,2371.254155,9485.016618,3161.672206,790.4180515,1648.017173,9888.10304,3296.034347,549.3390578,1577.676239,9466.057436,3155.352479,525.8920798,2153.74516,8614.98064,2871.660213,717.9150533,2061.818663,8247.274651,2749.09155,687.2728876,2029.356514,28410.9912,9470.3304,676.4521714,1942.739194,27198.34871,9066.116237,647.5797312
110+04959,2019,2524.120348,10096.48139,3365.493797,841.3734492,2504.671723,10018.68689,3339.562297,834.8905742,1679.38333,10076.29998,3358.76666,559.7944433,1666.443496,9998.660976,3332.886992,555.4811653,2194.736667,8778.946666,2926.315555,731.5788888,2177.825979,8711.303916,2903.767972,725.941993,2067.980574,28951.72803,9650.57601,689.3268579,2052.046556,28728.65178,9576.21726,684.0155186
110+04959,2020,1914.444851,7657.779402,2552.593134,638.1482835,2535.478345,10141.91338,3380.637793,845.1594483,1273.745434,7642.472604,2547.490868,424.5818113,1686.940192,10121.64115,3373.880383,562.3133972,1664.620435,6658.481739,2219.493913,554.8734783,2204.612508,8818.450032,2939.483344,734.870836,1568.480982,21958.73375,7319.577917,522.826994,2077.28604,29082.00456,9694.00152,692.42868
110+05007,2017,1370.517619,5482.070475,2741.035238,685.2588094,1306.59025,5226.361,2613.1805,653.295125,1660.534916,9963.209493,4981.604747,830.2674578,1583.07978,9498.47868,4749.23934,791.53989,1544.34194,6177.367761,3088.683881,772.1709701,1472.30659,5889.22636,2944.61318,736.153295,1544.474838,21622.64773,10811.32387,772.2374189,1472.433289,20614.06604,10307.03302,736.2166443
110+05007,2018,1349.485463,5397.94185,2698.970925,674.7427313,1350.316363,5401.26545,2700.632725,675.1581813,1635.052113,9810.312678,4905.156339,817.5260565,1636.058841,9816.353046,4908.176523,818.0294205,1520.642252,6082.569006,3041.284503,760.3211258,1521.578536,6086.314142,3043.157071,760.7892678,1520.773109,21290.82353,10645.41177,760.3865546,1521.709474,21303.93264,10651.96632,760.8547371
110+05007,2019,1353.068719,5412.274875,2706.137438,676.5343594,1361.273856,5445.095425,2722.547713,680.6369281,1639.393628,9836.361765,4918.180883,819.6968138,1649.335067,9896.010399,4948.0052,824.6675333,1524.679976,6098.719905,3049.359953,762.3399881,1533.925781,6135.703123,3067.851562,766.9628904,1524.811182,21347.35655,10673.67828,762.4055911,1534.057782,21476.80895,10738.40448,767.0288911
110+05007,2020,1137.969481,4551.877925,2275.938963,568.9847406,1354.78245,5419.1298,2709.5649,677.391225,1378.776917,8272.661499,4136.33075,689.3884583,1641.470004,9848.820024,4924.410012,820.735002,1282.299456,5129.197823,2564.598912,641.1497279,1526.611062,6106.444248,3053.222124,763.305531,1282.409804,17953.73725,8976.868625,641.2049018,1526.742434,21374.39407,10687.19704,763.3712168
110+05008,2017,1641.659075,6566.6363,3283.31815,820.8295375,1442.964641,5771.858564,2885.929282,721.4823205,1748.035333,10488.212,5244.106,874.0176667,1536.465893,9218.79536,4609.39768,768.2329467,1792.980525,7171.9221,3585.96105,896.4902625,1575.971247,6303.884988,3151.942494,787.9856235,1730.4836,24226.7704,12113.3852,865.2418,1521.038494,21294.53891,10647.26946,760.5192468
110+05008,2018,1646.575576,6586.302302,3293.151151,823.2877878,1470.768299,5883.073196,2941.536598,735.3841495,1753.270413,10519.62248,5259.81124,876.6352067,1566.071173,9396.42704,4698.21352,783.0355867,1798.350209,7193.400834,3596.700417,899.1751043,1606.337733,6425.350932,3212.675466,803.1688665,1735.666116,24299.32562,12149.66281,867.8330579,1550.346512,21704.85117,10852.42559,775.1732561
