tmc,AMP Truck,MIDD Truck,PMP Truck,WE Truck
110N04728,8.4617781,9.0607152,3.4222674,7.1978637
110N04729,8.277768,9.2537315,3.421547,7.378241
110N04730,8.4368168,9.2122964,3.4194288,7.3017824
110N04731,8.4263222,8.9766815,3.4135584,7.1001851
110N04732,8.4927074,8.9444953,3.4112691,7.0935112
110N04733,8.6850346,8.9047482,3.4134333,7.0419131
110N04734,8.617954,8.7070779,3.409524,6.8845316
110N04735,8.4006077,8.7000597,3.4053331,6.8869607
110N04736,8.4178727,8.6575515,3.3949323,6.7409498
110N04737,8.402842,9.1451643,3.4284355,7.2387503
110N04738,8.402842,9.1451643,3.4284355,7.2387503
110N04739,8.402842,9.1451643,3.4284355,7.2387503
110N04740,7.9463108,9.2191897,3.4219211,7.2320742
110N04741,7.9463108,9.2191897,3.4219211,7.2320742
110N04742,7.947415,9.2714378,3.4241564,7.2464289
110N04743,7.9608571,9.2887452,3.4268197,7.2720959
110N04770,24.1335596,23.4822265,18.6997308,22.1439313
110N04771,24.4840588,23.595647,18.9098979,22.3579595
110N04772,25.1303705,23.5853641,18.9065972,22.639728
110N04773,13.1966414,11.8206995,5.8509119,10.4149011
110N04774,13.186764,11.82815,5.8283087,10.3573426
110N04775,13.186764,11.82815,5.8283087,10.3573426
110N04776,13.2236251,11.790179,5.9165278,10.2335623
110N04784,6.543528,8.4065291,4.7788334,6.8112925
110N04785,6.543528,8.4065291,4.7788334,6.8112925
110N04786,8.4228942,10.032832,5.8529131,8.3523
110N04787,8.4191134,10.029256,5.8412805,8.3463818
110N04788,8.4177865,10.0230649,5.8311513,8.3405821
110N04789,8.5948079,10.0652547,5.9459578,8.5972126
110N04790,16.2144601,15.9218386,11.0929632,14.7298121
110N04791,6.5916137,8.3993693,4.7970054,6.8290182
110N04792,6.5854782,8.4096119,4.7966328,6.8463953
110N04793,6.587984,8.4116824,4.796467,6.8479682
110N04794,6.5872501,8.4130941,4.7960993,6.8482353
110N04795,6.5872501,8.4130941,4.7960993,6.8482353
110N04798,10.6010581,10.6609673,5.7276163,9.2124018
110N04799,10.5910153,10.6589905,5.7350851,9.211398
110N04800,10.5905112,10.6779503,5.7624172,9.22851
110N04801,10.2752969,10.5959732,5.7452877,8.9579535
110N04803,10.2558688,10.6185948,5.7844545,8.9753542
110N04804,10.2374391,10.6428891,5.7926089,8.9837626
110N04805,10.2425824,10.6597203,5.800918,8.9949292
110N04806,10.2427638,10.6597203,5.800918,8.9949746
110N04807,10.2314831,10.6395458,5.7935008,8.9811249
110N04808,10.2314831,10.6395458,5.7935008,8.9811249
110N04809,10.2657428,10.6374663,5.7918175,9.0619135
110N04810,10.2617044,10.6253677,5.7828207,9.052903
110N04811,10.2859885,10.5666995,5.7645123,8.8604668
110N04812,10.2969531,10.5896562,5.7794669,8.8777568
110N04813,10.3006049,10.588844,5.7840961,8.8798937
110N04814,10.6043082,11.0999622,5.6550698,9.1219171
110N04815,10.6131802,11.1038502,5.6627451,9.1283176
110N04816,10.6131802,11.1038502,5.6627451,9.1283176
110N04817,10.5872647,11.1184132,5.6074454,9.0902322
110N04818,10.5880337,11.1332875,5.6152158,9.0989909
110N04819,10.7044167,11.278866,5.8147964,9.5228774
110N04820,6.5936825,8.3901816,4.7966454,6.82565
110N04821,6.5973186,8.3920994,4.7972127,6.827671
110N04823,4.2648323,4.551589,2.7986446,3.9960696
110N04824,4.2648323,4.551589,2.7986446,3.9960696
110N04827,18.8399499,16.4190692,8.4198073,14.0245872
110N04828,18.8302303,16.4101466,8.4003295,14.0116681
110N04847,3.0144942,3.2042463,1.2475663,2.4258722
110N04848,3.0162819,3.2161122,1.2449866,2.4100932
110N04849,3.0267073,3.2173725,1.2476846,2.4143557
110N04850,3.0528155,3.2409805,1.2558597,2.5114947
110N04851,3.0528155,3.2409805,1.2558597,2.5114947
110N04852,3.0504456,3.2427823,1.2564763,2.5116877
110N04855,10.718428,11.4414788,4.6550044,9.2384169
110N04856,10.5318604,11.3373193,4.6853059,9.1490139
110N04858,10.645769,11.2437078,4.6704361,9.0300685
110N04859,3.9301928,4.4135787,1.9641558,3.496565
110N04860,3.9301928,4.4135787,1.9641558,3.496565
110N04861,3.9301928,4.4135787,1.9641558,3.496565
110N04862,4.035445,4.388556,1.9794641,3.5816302
110N04863,4.0569239,4.5665355,1.9828942,3.7192147
110N04864,4.0966344,4.8061394,2.770731,3.9877511
110N04865,4.1063912,4.8140929,2.758944,4.0219441
110N04866,4.1063912,4.8140929,2.758944,4.0219441
110N04867,4.1132052,4.8866163,2.750569,4.1053352
110N04868,4.1381096,4.7817944,2.7808204,4.0251196
110N04869,4.1672442,4.8354575,2.7634468,4.0830469
110N04870,4.1672442,4.8354575,2.7634468,4.0830469
110N04871,4.0550137,4.7589078,2.7446441,3.9964369
110N04872,4.0460765,4.8264277,2.7334044,3.999772
110N04873,4.4680309,5.1067869,2.2705203,4.1268008
110N04874,4.4275126,5.0788887,2.2702759,4.0942641
110N04875,4.4313952,5.1272669,2.2723726,4.1281774
110N04876,4.4313952,5.1272669,2.2723726,4.1281774
110N04877,4.4313952,5.1272669,2.2723726,4.1281774
110N04878,4.4313952,5.1272669,2.2723726,4.1281774
110N04879,4.4526644,5.0377398,2.267853,4.0933475
110N04880,4.4526644,5.0377398,2.267853,4.0933475
110N04881,4.5171116,5.1172225,2.2813375,4.2065514
110N04883,4.5057978,5.1046449,2.2786255,4.1689948
110N04884,4.3976256,5.1209257,2.2687959,4.116255
110N04885,4.4601309,5.1040607,2.2644893,4.0681398
110N04886,4.4601309,5.1040607,2.2644893,4.0681398
110N04887,4.5686268,5.1142727,2.268784,4.0915984
110N04888,4.399006,5.0571601,2.264938,4.0436298
110N04889,4.4657665,5.0598741,2.2639811,4.0492378
110N04890,12.8393109,12.3792586,6.4918062,10.809057
110N04891,12.9127261,12.5752567,6.5668936,11.1388006
110N04892,12.9087416,12.5083576,6.4407155,11.0754614
110N04893,12.8795617,12.450909,6.4052972,10.956319
110N04894,12.8935099,12.542866,6.3907047,11.0344669
110N04895,12.8604422,12.4657762,6.3826273,10.9407469
110N04896,12.8604296,12.4476853,6.362504,10.9275946
110N04897,12.910229,12.4813101,6.353235,10.9367714
110N04898,13.003198,12.4401867,6.3300974,10.8554272
110N04899,15.6776161,11.4277352,5.6185332,10.9564923
110N04900,15.6855945,11.3676008,5.618917,10.703261
110N04901,15.6801878,11.3427297,5.6133732,10.618059
110N04902,15.6831379,11.3440986,5.6163089,10.6079295
110N04903,6.8143702,5.8674037,1.8947481,4.622177
110N04904,6.8145971,5.8756493,1.8974185,4.6265865
110N04905,6.8009487,5.8705012,1.9029392,4.6534958
110N04906,6.7628562,5.9178149,1.9082029,4.7342843
110N04907,6.7598551,5.9241166,1.9106755,4.737069
110N04910,8.5464974,7.5443385,2.4639103,5.8198176
110N04911,8.5243084,7.3528384,2.4654528,5.5320004
110N04912,8.5250618,7.3786186,2.4780441,5.645591
110N04913,8.5071893,7.4164978,2.4614277,5.5990306
110N04914,8.6427004,7.6476229,2.4085269,5.8748812
110N04915,8.6427004,7.6476229,2.4085269,5.8748812
110N04925,16.6974023,15.3034941,12.1130911,14.6504964
110N04926,16.6615358,15.361851,12.2151933,14.6699864
110N04944,2.7818375,4.6034812,2.0259661,3.2896481
110N04945,2.7564707,4.6032499,2.0279412,3.2710241
110N04946,2.7564707,4.6032499,2.0279412,3.2710241
110N04947,2.7564707,4.6032499,2.0279412,3.2710241
110N04948,2.7160621,4.6186913,2.0080295,3.2233885
110N04949,2.7077415,4.6191521,2.0036396,3.2158202
110N04950,2.6919388,4.6122798,1.9945722,3.1883833
110N04951,2.6729739,4.6174082,1.9879256,3.1522919
110N04954,6.8992292,8.8743252,3.4935086,6.4833493
110N04955,6.8992292,8.8743252,3.4935086,6.4833493
110N04956,6.898583,8.8856418,3.4981258,6.4894346
110N04957,6.7054471,8.8615321,3.4736347,6.2725966
110N04958,6.7886425,8.8408104,3.480053,6.2454809
110N05007,23.7976338,24.260729,21.8473415,23.4763856
110N05008,23.7976338,24.260729,21.8473415,23.4763856
110N05009,19.1085419,20.9267513,17.3493634,19.4158799
110N05010,19.1086978,20.9267612,17.3493634,19.4159321
110N05011,16.7845503,19.41356,15.7340805,17.6260612
110N05012,16.7785881,19.4068613,15.6731301,17.6051605
110N05017,16.9916033,19.3576521,15.6836219,17.5548881
110N05018,16.9183969,19.383661,15.6887031,17.5358989
110N05019,16.8451032,19.4206793,15.8113868,17.5928999
110N05020,16.7789608,19.4377415,15.6215098,17.4769676
110N05021,16.6110696,19.4047579,15.5352789,17.3587193
110N05022,16.6110696,19.4047579,15.5352789,17.3587193
110N05353,32.4282036,27.7829096,30.8546195,29.799586
110N05354,32.539237,27.7828027,30.8610293,29.8671142
110N05355,32.5095336,27.7645705,30.8816655,29.8574646
110N05356,22.4377623,23.3867313,22.9268953,23.0194039
110N05357,22.5181716,23.3759222,22.9404202,23.0408917
110N05358,22.5382221,23.3566143,22.8950057,23.0286747
110N05359,22.4647827,23.3581862,22.9838593,23.0347313
110N05360,22.4337098,23.3538891,22.9567268,23.0172925
110N05361,22.4392258,23.3606645,23.0328633,23.0403069
110N05362,22.3970753,23.3535989,22.9274851,22.9865846
110N05363,22.3931315,23.3325889,22.8993629,22.968107
110N05364,22.5636344,23.3248857,22.7759014,22.9955747
110N05365,22.6181004,23.3100457,22.9373443,23.0476484
110N05366,22.605417,23.3080555,22.9511543,23.0478236
110N05367,22.5779644,23.3157784,22.8878576,23.0240387
110N05368,22.5770386,23.3138753,22.8900643,23.0235288
110N05369,19.9110468,22.688749,20.1015247,21.2994707
110N05370,19.9522872,22.6790158,20.161857,21.3215312
110N05371,19.9530946,22.6656235,20.1587285,21.314328
110N05372,19.9783097,22.6404488,20.1365494,21.2958014
110N05373,19.9407721,22.6530441,20.1807726,21.2904872
110N05374,19.9171013,22.7627771,20.2350882,21.3084763
110N05375,19.8997665,22.7591083,20.2366708,21.2925203
110N05376,19.9461559,27.4728192,25.8576983,24.7403201
110N05377,19.9456379,27.4807682,25.7908867,24.7209134
110N05379,16.2332652,15.905023,11.0566945,14.7172286
110N05380,16.2189106,15.8938823,11.0372612,14.703066
110N05381,16.2211688,15.8627923,11.0058331,14.6806345
110N05382,16.8017902,15.2520101,11.9072631,14.7796921
110N05383,16.7813224,15.2462773,12.1006735,14.7892964
110N05390,16.7654688,15.2756961,12.0344313,14.6309784
110N05391,24.3547445,24.4204986,22.2459021,23.7343463
110N05392,24.3547445,24.4204986,22.2459021,23.7343463
110N05393,24.3466896,24.3713793,22.1993058,23.6946857
110N05394,24.3614762,24.3736319,22.22085,23.6894019
110N05395,24.3614762,24.3736319,22.22085,23.6894019
110N05396,24.3767655,24.3896979,22.2136779,23.6979509
110N05397,24.2321775,24.364872,21.9828859,23.562959
110N05398,24.1268628,24.3679736,21.97894,23.5388933
110N05399,24.0463677,24.4950243,21.8148483,23.4837387
110N05400,24.0465324,24.4958237,21.8154718,23.4843345
110N05401,23.9605167,24.494335,21.8147437,23.4639507
110N05402,23.9605167,24.494335,21.8147437,23.4639507
110N05403,23.744863,24.3171713,21.8944963,23.496754
110N05404,23.7976338,24.260729,21.8473415,23.4763856
110N05405,17.2987762,19.5571522,15.9578067,17.9640167
110N05406,37.6702294,28.910009,29.7827854,31.2146634
110N05407,37.4981862,28.8947185,29.74434,30.9488123
110N05408,37.5620877,28.8623365,29.6761218,30.9259433
110N05409,37.5113302,28.8298633,29.6558407,30.8932643
110N05410,37.4700004,28.8381372,29.6017718,30.9286398
110N05412,32.262237,27.6862223,30.7405938,29.5323626
110N05415,23.872232,18.330311,16.3791265,18.9765665
110N05416,23.904681,18.326088,16.3747401,18.9997725
110N05417,24.0798703,18.3483684,16.4438473,19.0327196
110N05419,24.1371338,18.3749538,16.4582194,19.1626805
110N05420,24.0745859,18.3853396,16.4117702,19.1516532
110N05421,24.074387,18.3851545,16.4121304,19.151613
110N05422,24.1327223,18.4528641,16.477497,19.2360277
110N05423,10.5901039,10.6949647,5.7526598,9.32364
110N05424,10.5600893,10.6973329,5.7553815,9.3239314
110N05427,24.1993051,18.7114376,13.0562372,18.1819875
110N05428,24.1993051,18.7114376,13.0562372,18.1819875
110N05429,24.2188054,18.7487553,13.0735018,18.2735109
110N05430,24.218351,18.7495734,13.0745018,18.274108
110N05431,24.2390345,18.7364514,13.0486475,18.2645569
110N05432,24.2090233,18.727026,13.0262335,18.2514584
110N05433,24.2090233,18.727026,13.0262335,18.2514584
110N05434,24.2091678,18.751575,13.0629115,18.2742778
110N05435,24.1816676,18.7444003,13.0691898,18.2666356
110N05436,24.1553025,18.6808458,13.0309103,18.0440019
110N05437,24.1673351,18.7193426,13.0921279,18.0841152
110N05438,24.1662469,18.7824177,13.1751351,18.1399147
110N05439,18.7313773,16.5242481,8.3978768,14.1293251
110N05440,18.7226562,16.5529191,8.4239739,14.1491192
110N05443,2.7198689,4.6224091,2.0117876,3.2607646
110N05444,2.7326914,4.6141885,2.0058749,3.2577673
110N05445,16.7353155,13.8850497,8.3100247,13.1286181
110N05446,16.7884495,13.7995249,8.2934422,12.8541332
110N05447,16.8041011,13.7615518,8.3054441,12.7429173
110N05448,16.7998073,13.7436746,8.3350775,12.6095111
110N05449,16.774591,13.6727241,8.3133629,12.4570592
110N05450,16.7262042,13.6638369,8.3646199,12.3254474
110N05451,16.7695844,13.5588185,8.3331098,12.0990192
110N05452,16.6259431,13.7116507,8.3082547,12.580337
110N05453,16.6224756,13.7566785,8.3138692,12.6902782
110N05454,16.6128625,13.8132021,8.3356506,12.7837362
110N05455,12.216051,13.1796779,9.6835746,11.9856416
110N05456,12.1870507,13.1856476,9.6373087,11.9480198
110N05457,12.193169,13.176719,9.6523494,11.9506789
110N05458,12.2477005,13.032633,9.6961837,11.8670535
110N05459,12.2474995,13.0327908,9.6967133,11.8672105
110N05460,12.3904865,13.1045401,9.7266604,11.9303608
110N05461,12.2279061,13.0870632,9.699341,11.9163152
110N05463,19.3078089,19.7334058,17.409652,18.9333423
110N05464,19.3126505,19.7342032,17.4183837,18.9374648
110N05465,19.2675671,19.7403603,17.391064,18.8986283
110N05466,19.2070402,19.7536956,17.3865559,18.9071633
110N05467,18.9538487,19.1569843,16.4877459,18.3051791
110N05468,18.9585579,19.1595827,16.4640414,18.3003531
110N05469,18.9545618,19.1213728,16.4442272,18.2917514
110N05470,18.8655065,19.0870617,16.4662828,18.2699388
110N05471,18.9328483,19.081658,16.5212423,18.2939164
110N05472,18.9335538,19.081818,16.5209018,18.294059
110N05473,18.9108185,19.0986179,16.4434626,18.2673661
110N05474,18.9082234,19.0904641,16.4535305,18.2709302
110N05475,18.9338067,19.1027141,16.4530833,18.2828605
110N05476,18.9922023,19.1117015,16.5069331,18.2726269
110N05477,19.2890887,19.0507455,16.4563197,18.2848947
110N05478,19.3092081,19.0060315,16.4402206,18.2337197
110N05479,19.342749,19.0212032,16.5363571,18.2988255
110N05480,19.3185608,19.0242465,16.5444745,18.2984019
110N05481,19.1825837,19.0348166,16.5100456,18.285253
110N05482,19.2411663,19.0783133,16.6478697,18.3924988
110N05483,19.2336386,19.0605738,16.6131964,18.3720151
110N05484,19.2536513,19.0684517,16.6689221,18.3836403
110N05485,19.275232,19.1084472,16.6032502,18.39686
110N05486,24.4111672,24.2825005,22.0963289,23.6485694
110N05487,24.2805758,24.4275402,22.1686298,23.7430654
110N05488,24.2803612,24.4278838,22.1685408,23.743159
110N05490,29.0250002,24.8107584,26.1930064,26.1353183
110N05491,29.0064444,24.8202313,26.2314112,26.1084893
110N05492,28.9999742,24.8188718,26.2397817,26.0891009
110N05495,32.2136717,27.6510798,30.6500599,29.5082173
110N05496,32.1416572,27.6324741,30.6193494,29.4743767
110N05497,32.1116526,27.6324612,30.6209479,29.460439
110N05498,31.9766242,27.6322989,30.7372834,29.4552651
110N05499,32.0142719,27.6705539,30.8318362,29.5224597
110N05500,32.2983524,27.6677456,30.7983976,29.6090736
110N05503,19.2354509,19.0837553,14.8625978,18.1125503
110N05504,19.598051,18.9285118,14.8912608,17.9918443
110N05507,28.9594858,22.8890681,28.1427763,25.8048828
110N05508,28.8700921,22.8629268,28.0849958,25.7554381
110N05509,28.8699582,22.8633734,28.0832625,25.7550919
110N05510,28.8699582,22.8633734,28.0832625,25.7550919
110N05511,28.9537634,23.0723437,28.5306703,25.9253625
110N05512,28.9051908,23.0810414,28.5141341,25.9134217
110N05513,28.9227337,23.0889141,28.4902209,25.9101326
110N05514,28.9053889,23.0729572,28.4782198,25.868778
110N05517,44.9820885,30.6107607,31.0074976,33.4543235
110N05518,45.0954323,30.7224133,31.1612473,33.5789651
110N05519,45.1125772,30.686031,31.1580185,33.7290887
110N05520,45.1605533,30.6807062,31.1201289,33.6614826
110N05521,45.075217,30.542708,31.1591928,33.6336854
110N05522,45.0749762,30.5424273,31.1600894,33.6337799
110N05529,28.3370188,25.1242415,24.57459,25.6272745
110N05530,28.3496889,25.1259312,24.538417,25.6199981
110N05531,28.307587,25.1264518,24.5879829,25.5743923
110N05532,28.2228419,25.1253331,24.641049,25.5777686
110N05533,28.7028434,25.1280973,24.6430063,25.8079673
110N05534,28.7023174,25.1286478,24.645902,25.8089324
110N05535,28.848469,25.1144014,24.5938429,25.9212475
110N05536,28.6542405,25.1152497,24.5981162,25.7883851
110N05537,28.6542405,25.1152497,24.5981162,25.7883851
110N05538,28.4716745,25.1184189,24.5662315,25.6813911
110N05539,28.8422396,25.106483,24.5567261,25.8148064
110N05540,28.8048789,25.1041566,24.5154379,25.7747312
110N05541,28.7429641,25.0901991,24.4139993,25.7237971
110N10918,13.1937631,11.7954045,5.9206121,10.1772374
110N10919,13.1824571,11.7780684,5.9092849,10.0548701
110N10920,13.1473436,11.7852285,5.9057812,10.0105894
110N10921,13.131351,11.7721495,5.9061721,9.9608166
110N15859,13.2120926,11.8470794,5.8662972,10.3756296
110N16029,24.5314788,23.5809965,18.8808169,22.3999089
110N16072,4.0569239,4.5665355,1.9828942,3.7192147
110P04121,2.4700933,2.4700933,2.4700933,2.4700933
110P04122,2.4776709,2.4776709,2.4776709,2.4776709
110P04123,2.4736224,2.4736224,2.4736224,2.4736224
110P04124,2.4723909,2.4723909,2.4723909,2.4723909
110P04125,2.4720117,2.4720117,2.4720117,2.4720117
110P04126,2.4706594,2.4706594,2.4706594,2.4706594
110P04127,2.4706651,2.4706651,2.4706651,2.4706651
110P04128,2.4720923,2.4720923,2.4720923,2.4720923
110P04129,2.4720923,2.4720923,2.4720923,2.4720923
110P04130,2.4720923,2.4720923,2.4720923,2.4720923
110P04143,15.2852808,14.2449296,12.2791755,14.0482676
110P04144,7.3291976,8.7940347,6.6036017,7.7662001
110P04145,7.2651672,8.8159242,6.5898455,7.7274531
110P04146,7.3157326,8.7648105,6.5334312,7.7149394
110P04147,7.2809731,8.7415257,6.4323523,7.6355738
110P04148,7.3514266,8.7819886,6.5475834,7.7447184
110P04149,7.3422228,8.7668034,6.4969332,7.719757
110P04150,7.3422228,8.7668034,6.4969332,7.719757
110P04151,7.3298214,8.7734445,6.5655101,7.7352918
110P04152,7.2554532,8.8128513,6.5309824,7.7238987
110P04153,7.2940754,8.7934859,6.5287951,7.7073853
110P04154,7.277451,8.8350299,6.713394,7.7779347
110P04155,7.2846555,8.8101435,6.6467485,7.7539344
110P04156,7.2846555,8.8101435,6.6467485,7.7539344
110P04157,7.2846555,8.8101435,6.6467485,7.7539344
110P04163,1.5503218,1.0565393,1.5226511,1.336465
110P04164,1.5468616,1.0519132,1.4968452,1.3188534
110P04165,1.5468616,1.0519132,1.4968452,1.3188534
110P04166,1.549582,1.0514565,1.4902165,1.3165268
110P04167,1.5493912,1.0488473,1.481159,1.3081207
110P04168,1.5493912,1.0488473,1.481159,1.3081207
110P04169,1.5596159,1.0559381,1.4716204,1.3208729
110P04170,1.5596159,1.0559381,1.4716204,1.3208729
110P04171,1.5596159,1.0559381,1.4716204,1.3208729
110P04172,1.5596159,1.0561207,1.4716204,1.320951
110P04173,1.5338914,1.0643677,1.4089392,1.2911707
110P04174,1.543377,1.0659199,1.4095302,1.296751
110P04175,1.5547981,1.0456479,1.4781865,1.3189315
110P04176,1.5547981,1.0456479,1.4781865,1.3189315
110P04177,1.5583682,1.0537835,1.4684009,1.3174738
110P04178,1.5608852,1.0670281,1.4877967,1.3332716
110P04179,1.5652913,1.0773642,1.4956889,1.3309445
110P04180,1.5652913,1.0773642,1.4956889,1.3309445
110P04181,1.5621429,1.0711556,1.5404504,1.345602
110P04182,1.5621429,1.0711556,1.5404504,1.345602
110P04183,1.5627252,1.0926367,1.6004497,1.3765872
110P04184,13.5286413,10.4296331,5.0401741,8.9089659
110P04185,13.5536014,10.4480505,5.1061994,8.9287625
110P04186,13.5705056,10.4259981,5.0633413,8.9585244
110P04187,13.5705056,10.4260165,5.0633413,8.9585323
110P04188,13.5520938,10.3713147,4.9944521,8.8643576
110P04189,13.5661531,10.3759743,4.9868596,8.8659384
110P04190,13.5731031,10.5486148,4.9863092,9.0393923
110P04191,13.5743142,10.5645383,4.9704548,9.0711331
110P04192,13.5608353,10.5510627,4.9699371,9.0623622
110P04193,20.8746155,17.4113024,12.3472485,16.1914203
110P04603,5.6943416,6.3520866,3.1797003,5.2515369
110P04604,5.6667396,6.4075081,3.1796526,5.3087916
110P04605,5.6495453,6.5768962,3.1920405,5.4583183
110P04606,5.6662824,6.3851285,3.1874424,5.3522408
110P04607,5.7017867,6.377893,3.1847149,5.3083343
110P04608,5.7117741,6.4192463,3.1857164,5.3661764
110P04609,5.7069861,6.3727275,3.180512,5.2851606
110P04610,5.6785049,6.3036438,3.1808224,5.1594532
110P04611,5.6500972,6.3661082,3.1974381,5.3738495
110P04612,5.6531025,6.3827644,3.194205,5.3579704
110P04613,5.69619,6.3483588,3.1925167,5.309414
110P04645,8.7987952,9.1144389,5.2469426,7.8429962
110P04646,8.7987952,9.1144389,5.2469426,7.8429962
110P04647,8.7916665,9.1161613,5.2363135,7.7409284
110P04648,8.7935589,9.1951775,5.2470766,7.8922741
110P04670,2.4720923,2.4720923,2.4720923,2.4720923
110P04681,23.9194824,23.1125946,18.0399872,21.8582038
110P04682,23.8477303,22.9461487,18.0189711,21.5641088
110P04683,23.8591981,23.0670546,18.0657476,21.6484918
110P04684,23.8535056,23.0788618,18.1083302,21.6660079
110P04686,7.228486,11.5945106,4.1133014,8.1382701
110P04687,7.309856,11.5569906,4.1155387,8.0985717
110P04688,7.309856,11.5569906,4.1155387,8.0985717
110P04689,7.3526716,11.4890699,4.2251216,8.174088
110P04691,7.5414872,11.4251911,4.2573367,8.209098
110P04692,7.5414872,11.4251911,4.2573367,8.209098
110P04693,7.5892119,11.5320143,4.1706957,8.2714588
110P04694,7.5892119,11.5320143,4.1706957,8.2714588
110P04696,7.8088654,11.3074151,4.2561986,8.1241763
110P04697,7.8088654,11.3074151,4.2561986,8.1241763
110P04698,7.8694667,11.2971819,4.2765322,8.0726002
110P04699,7.8694667,11.2971819,4.2765322,8.0726002
110P04700,7.9540285,11.2801131,4.2847297,8.0297279
110P04701,3.0976604,2.8103696,1.0630074,2.2347395
110P04702,3.1127031,2.8842205,1.0475566,2.4004555
110P04703,3.1169423,2.869552,1.048567,2.3485531
110P04704,3.113533,2.8798651,1.0447836,2.3418888
110P04705,3.1052908,2.9100357,1.0474787,2.3865555
110P04706,3.1002348,2.9117887,1.0416765,2.3902166
110P04707,3.1251298,2.9321407,1.0325685,2.3606063
110P04708,3.1504217,2.9372257,1.0309055,2.3525753
110P04709,3.1548646,2.9031724,1.0244235,2.269083
110P04710,3.1734873,2.9242569,1.0245585,2.3236374
110P04728,8.5390769,9.0288989,3.4200989,7.039202
110P04729,8.5390769,9.0288989,3.4200989,7.039202
110P04730,8.5514238,9.1617724,3.4267122,7.3154985
110P04731,8.4428933,9.1092299,3.4183923,7.1596105
110P04732,8.3676715,9.1318499,3.4225234,7.1820057
110P04733,8.3672607,9.3116927,3.4290404,7.448002
110P04734,8.3310558,9.292632,3.4231878,7.5100573
110P04735,8.1271795,9.0758203,3.4142045,7.1991544
110P04736,7.9972206,9.2046486,3.4137144,7.2026857
110P04738,8.2641618,9.1361561,3.4251782,7.2346093
110P04739,8.2641618,9.1361561,3.4251782,7.2346093
110P04740,8.5022463,8.4469858,3.4009057,6.7514763
110P04741,8.5505143,8.5055051,3.4017224,6.7833422
110P04742,8.5505143,8.5055051,3.4017224,6.7833422
110P04743,8.5837729,8.5792387,3.4037725,6.8439746
110P04770,9.2774769,12.4664432,9.1474062,10.6630401
110P04771,9.2771553,12.5059715,9.1920774,10.6938857
110P04772,9.1545612,12.4793412,9.2349045,10.5315074
110P04773,9.0249185,12.4332593,9.1455188,10.4081578
110P04774,9.0075742,12.4239164,9.1370145,10.3969338
110P04775,9.0075742,12.4239164,9.1370145,10.3969338
110P04776,8.9969675,12.3606647,9.0443308,10.3380294
110P04784,7.3082953,7.7889297,4.689027,6.7009309
110P04785,8.4908767,9.0624433,5.7870905,7.8962193
110P04786,8.4902204,9.0579807,5.774682,7.8887451
110P04787,8.4963788,9.0417065,5.7424923,7.8695272
110P04788,8.5696841,9.0520956,5.7263532,7.8518766
110P04789,8.5401929,9.0778279,5.7118676,7.9333707
110P04790,8.6658566,9.0804407,5.730244,7.9696001
110P04791,7.2181503,7.8346043,4.7132002,6.786984
110P04792,7.2611253,7.8763571,4.7373345,6.8577468
110P04793,7.283288,7.8662363,4.711714,6.8173182
110P04794,7.3152101,7.8251187,4.7054138,6.7546174
110P04795,7.3152101,7.8251187,4.7054138,6.7546174
110P04798,8.6183611,10.0127842,6.9128114,8.7975829
110P04799,8.6183611,10.0126138,6.9128747,8.7975201
110P04800,8.598716,10.0323303,6.9235622,8.8050629
110P04801,8.4525327,10.0344005,6.929871,8.7410675
110P04803,8.4516639,9.994975,6.9206903,8.6621324
110P04804,8.4571876,10.0196176,6.974794,8.6909482
110P04805,8.4571876,10.0196176,6.974794,8.6909482
110P04806,8.3555887,10.0240975,6.9363784,8.6430223
110P04807,8.3555887,10.0239325,6.9363784,8.6429521
110P04808,8.3242771,10.0028738,6.9303741,8.6148778
110P04809,8.3012674,10.0054671,6.9515751,8.6070757
110P04810,8.2171707,9.9931823,6.9465158,8.5655307
110P04811,8.2089455,9.9974861,6.951942,8.565815
110P04812,8.166579,9.9945216,6.9458823,8.5232012
110P04813,8.1266815,10.0454377,6.9881368,8.5800435
110P04814,7.4973192,10.5948592,6.8373975,8.5399994
110P04815,7.4994741,10.6028141,6.8465574,8.5460869
110P04816,7.574808,10.5720987,6.8429727,8.5763932
110P04817,7.6599508,10.5664429,6.8671968,8.6293385
110P04818,7.2217873,7.8493738,4.7182726,6.8308769
110P04819,7.2217873,7.8493738,4.7182726,6.8308769
110P04820,7.2268561,7.8267168,4.7033933,6.7836671
110P04821,7.2249675,7.8210671,4.7064007,6.7815532
110P04823,3.889427,4.6007082,1.3233024,3.6780649
110P04824,3.889427,4.6007082,1.3233024,3.6780649
110P04827,11.9648568,15.2242397,11.1789579,13.0868264
110P04828,11.9563678,15.265526,11.1997498,13.0908825
110P04847,1.885993,3.4412566,1.4867081,2.2995134
110P04848,1.891558,3.4490933,1.4883174,2.3046958
110P04849,1.8906012,3.4504033,1.4833676,2.3018281
110P04850,1.8906012,3.4504033,1.4833676,2.3018281
110P04851,1.9367559,3.4420243,1.4715724,2.3115715
110P04852,1.9287557,3.4485768,1.4938803,2.3824327
110P04855,9.1431967,11.329114,5.8096266,9.0278825
110P04856,9.1427238,11.329114,5.8092607,9.0276315
110P04857,3.3943204,4.7719165,2.1052791,3.559267
110P04858,3.3943204,4.7719471,2.1052791,3.5592787
110P04859,3.4032524,4.8280846,2.0964955,3.6231605
