tmc_code,year,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110N05473,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05473,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05473,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05474,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05474,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05474,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05474,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05475,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05475,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05475,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05475,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05476,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05476,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05476,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05476,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05477,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05477,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05477,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05477,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05478,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05478,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05478,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05478,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05479,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05479,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05479,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05479,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05480,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05480,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05480,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05480,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05481,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05481,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05481,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05481,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05482,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05482,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05482,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05482,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05483,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05483,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05483,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05483,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05484,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05484,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05484,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05484,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05485,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05485,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05485,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05485,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05486,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05486,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05486,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05486,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05487,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05487,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05487,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05487,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05488,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05488,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05488,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05488,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05489,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05489,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05490,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05490,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05490,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05490,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05491,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05491,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05491,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05491,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05492,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05492,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05492,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05492,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05493,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05493,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05494,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05495,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05495,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05495,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05495,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05496,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05496,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05496,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05496,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05497,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05497,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05497,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05497,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05498,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05498,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05498,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05498,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05499,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05499,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05499,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05499,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05500,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05500,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05500,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05500,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05501,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05501,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05502,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05502,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05503,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05503,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05503,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05503,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05504,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05504,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05504,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05504,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05505,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05505,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05506,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05507,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05507,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05507,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05507,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05508,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05508,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05508,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05508,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05509,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05509,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05509,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05509,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05510,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05510,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05510,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05510,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05511,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05511,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05511,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05511,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05512,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05512,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05512,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05512,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05513,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05513,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05513,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05513,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05514,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05514,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05514,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05514,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05515,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05515,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05516,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05516,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05517,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05517,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05517,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05517,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05518,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05518,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05518,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05518,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05519,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05519,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05519,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05519,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05520,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05520,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05520,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05520,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05521,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05521,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05521,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05521,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05522,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05522,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05522,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05522,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05523,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05523,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05523,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05523,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05524,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05524,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05524,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05524,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05525,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05525,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05525,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05525,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05526,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05526,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05526,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05526,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05527,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05527,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05527,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05527,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05528,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05528,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05529,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05529,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05529,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05529,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05530,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05530,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05530,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05530,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05531,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05531,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05531,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05531,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05532,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05532,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05532,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05532,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05533,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05533,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05533,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05533,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05534,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05534,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05534,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05534,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05535,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05535,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05535,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05535,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05536,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05536,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05536,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05536,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05537,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05537,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05537,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05537,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05538,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05538,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05538,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05538,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05539,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05539,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05539,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05539,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05540,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05540,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05540,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05540,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05541,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05541,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05541,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05541,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05542,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05542,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05542,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05543,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05543,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05543,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05543,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05544,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05544,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05544,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05544,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05545,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05545,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05545,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05545,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05546,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05546,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05546,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05546,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05601,2017,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N05601,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N05601,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05601,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05602,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05602,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05602,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05602,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05603,2017,Unrel,Rel,Rel,Rel,Unrel,Unrel
110N05603,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05603,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05603,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05604,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05604,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05604,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05604,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05605,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05605,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05606,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05606,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05607,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05607,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05608,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05608,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05610,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05611,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05611,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05612,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05612,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05612,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05614,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05614,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05614,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05614,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05615,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05615,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05617,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05617,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05617,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05617,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05618,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05618,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05618,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05618,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05619,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05619,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05619,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05619,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05620,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05620,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05620,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05620,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05621,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05621,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05621,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05621,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05623,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05623,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05624,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05624,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05625,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05625,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05626,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05626,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05627,2017,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N05627,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05627,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05627,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05628,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05628,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05628,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05628,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05629,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05629,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05629,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05629,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05630,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05630,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05630,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05630,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05631,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05631,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05631,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05631,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05632,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05632,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N05633,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05633,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05633,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05633,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05634,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05634,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05634,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05634,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05635,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N05635,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N05636,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05636,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05636,2019,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110N05636,2020,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N05638,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05638,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05638,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05638,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05639,2017,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N05639,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05639,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05639,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05640,2017,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110N05640,2018,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110N05640,2019,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N05640,2020,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N05641,2017,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N05641,2018,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N05642,2017,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N05642,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N05646,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05646,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05647,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05647,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05648,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05648,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05648,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05648,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N05649,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05649,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05649,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05649,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05650,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05650,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05650,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110N05650,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05653,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05653,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05654,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05654,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05657,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05657,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N05657,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05657,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05659,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05659,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05659,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05659,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05660,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05660,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05661,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05661,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N05661,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N05661,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N05662,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N05662,2018,Unrel,Rel,Unrel,Rel,Unrel,Unrel
