Tmc,year,AMP EPDOR,MIDD EPDOR,PMP EPDOR,WE EPDOR
110-04123,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04123,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04123,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04123,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04124,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04124,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04124,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04124,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04125,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04125,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04125,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04125,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04126,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04126,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04126,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04126,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04127,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04127,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04127,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04127,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04128,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04128,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04128,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04128,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04129,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04129,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04129,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04129,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04142,2017,1.867564592,16.27449144,9.6046179,36.55090701
110-04142,2018,2.267757004,16.0076965,11.47218249,19.47603074
110-04142,2019,15.20731168,30.81481576,14.00673444,6.803271013
110-04142,2020,16.27449144,32.28218794,6.536476071,5.069103892
110-04143,2017,3.582170463,36.81675198,40.19991297,14.42818659
110-04143,2018,3.681675198,42.48852188,46.86673022,11.74155874
110-04143,2019,14.92571026,51.74246224,32.14002943,20.6969849
110-04143,2020,5.771274635,25.57271692,19.0054044,14.03016765
110-04144,2017,3.582170463,36.81675198,40.19991297,14.42818659
110-04144,2018,3.681675198,42.48852188,46.86673022,11.74155874
110-04144,2019,14.92571026,51.74246224,32.14002943,20.6969849
110-04144,2020,5.771274635,25.57271692,19.0054044,14.03016765
110-04145,2017,26.75186581,69.94162507,28.68573563,34.37990787
110-04145,2018,4.834674544,46.95006168,38.35508471,53.61116883
110-04145,2019,11.49578169,29.54523332,27.71880072,20.73538193
110-04145,2020,2.57849309,13.10733987,10.85115842,26.32211696
110-04146,2017,26.75186581,69.94162507,28.68573563,34.37990787
110-04146,2018,4.834674544,46.95006168,38.35508471,53.61116883
110-04146,2019,11.49578169,29.54523332,27.71880072,20.73538193
110-04146,2020,2.57849309,13.10733987,10.85115842,26.32211696
110-04147,2017,26.75186581,69.94162507,28.68573563,34.37990787
110-04147,2018,4.834674544,46.95006168,38.35508471,53.61116883
110-04147,2019,11.49578169,29.54523332,27.71880072,20.73538193
110-04147,2020,2.57849309,13.10733987,10.85115842,26.32211696
110-04148,2017,6.256888163,38.17978696,33.96596432,20.30296363
110-04148,2018,7.916878901,13.53530909,45.33051629,28.60291732
110-04148,2019,4.469205831,23.7506367,23.49525351,13.53530909
110-04148,2020,4.341514236,20.43065523,10.5984024,8.810720067
110-04149,2017,6.256888163,38.17978696,33.96596432,20.30296363
110-04149,2018,7.916878901,13.53530909,45.33051629,28.60291732
110-04149,2019,4.469205831,23.7506367,23.49525351,13.53530909
110-04149,2020,4.341514236,20.43065523,10.5984024,8.810720067
110-04150,2017,6.256888163,38.17978696,33.96596432,20.30296363
110-04150,2018,7.916878901,13.53530909,45.33051629,28.60291732
110-04150,2019,4.469205831,23.7506367,23.49525351,13.53530909
110-04150,2020,4.341514236,20.43065523,10.5984024,8.810720067
110-04151,2017,6.256888163,38.17978696,33.96596432,20.30296363
110-04151,2018,7.916878901,13.53530909,45.33051629,28.60291732
110-04151,2019,4.469205831,23.7506367,23.49525351,13.53530909
110-04151,2020,4.341514236,20.43065523,10.5984024,8.810720067
110-04152,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04152,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04152,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04152,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04153,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04153,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04153,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04153,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04154,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04154,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04154,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04154,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04155,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04155,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04155,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04155,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04156,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04156,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04156,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04156,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04157,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04157,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04157,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04157,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04158,2017,8.6793155,62.52649737,40.03112863,36.39998643
110-04158,2018,14.61313324,53.22723077,43.75083527,58.98391962
110-04158,2019,47.29341303,51.45594189,62.96931959,50.12747523
110-04158,2020,15.23308435,51.278813,42.24523973,45.87638193
110-04162,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04162,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04162,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04162,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04163,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04163,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04163,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04163,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04164,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04164,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04164,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04164,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04165,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04165,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04165,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04165,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04166,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04166,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04166,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04166,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04167,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04167,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04167,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04167,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04168,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04168,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04168,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04168,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04169,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04169,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04169,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04169,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04170,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04170,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04170,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04170,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04171,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04171,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04171,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04171,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04172,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04172,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04172,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04172,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04173,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04173,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04173,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04173,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04174,2017,13.58196987,13.98740181,22.50147248,23.71776829
110-04174,2018,12.56839003,21.89332457,21.38653465,15.50777157
110-04174,2019,10.54123035,23.21097837,25.03542208,25.94764394
110-04174,2020,3.851603397,12.06160011,14.08875979,2.93938154
110-04175,2017,71.53697262,110.4190639,46.02060022,82.62444396
110-04175,2018,71.38508945,75.33405184,71.99262212,118.1651055
110-04175,2019,56.80430522,83.99139248,55.89300621,96.29392917
110-04175,2020,17.77033078,68.80307557,46.47624973,56.19677254
110-04176,2017,71.53697262,110.4190639,46.02060022,82.62444396
110-04176,2018,71.38508945,75.33405184,71.99262212,118.1651055
110-04176,2019,56.80430522,83.99139248,55.89300621,96.29392917
110-04176,2020,17.77033078,68.80307557,46.47624973,56.19677254
110-04177,2017,71.53697262,110.4190639,46.02060022,82.62444396
110-04177,2018,71.38508945,75.33405184,71.99262212,118.1651055
110-04177,2019,56.80430522,83.99139248,55.89300621,96.29392917
110-04177,2020,17.77033078,68.80307557,46.47624973,56.19677254
110-04178,2017,71.53697262,110.4190639,46.02060022,82.62444396
110-04178,2018,71.38508945,75.33405184,71.99262212,118.1651055
110-04178,2019,56.80430522,83.99139248,55.89300621,96.29392917
110-04178,2020,17.77033078,68.80307557,46.47624973,56.19677254
110-04179,2017,127.3694743,22.58208792,5.84859831,25.66884814
110-04179,2018,65.95919206,66.44657525,6.498442567,44.18940946
110-04179,2019,49.38816351,13.64672939,10.8848913,46.78878648
110-04179,2020,38.17835008,27.45591985,10.8848913,26.96853665
110-04180,2017,127.3694743,22.58208792,5.84859831,25.66884814
110-04180,2018,65.95919206,66.44657525,6.498442567,44.18940946
110-04180,2019,49.38816351,13.64672939,10.8848913,46.78878648
110-04180,2020,38.17835008,27.45591985,10.8848913,26.96853665
110-04181,2017,127.3694743,22.58208792,5.84859831,25.66884814
110-04181,2018,65.95919206,66.44657525,6.498442567,44.18940946
110-04181,2019,49.38816351,13.64672939,10.8848913,46.78878648
110-04181,2020,38.17835008,27.45591985,10.8848913,26.96853665
110-04182,2017,127.3694743,22.58208792,5.84859831,25.66884814
110-04182,2018,65.95919206,66.44657525,6.498442567,44.18940946
110-04182,2019,49.38816351,13.64672939,10.8848913,46.78878648
110-04182,2020,38.17835008,27.45591985,10.8848913,26.96853665
110-04183,2017,67.31077156,3.51007091,0,20.44100118
110-04183,2018,35.1007091,3.716545669,4.955394225,8.052515616
110-04183,2019,43.15322471,32.82948674,2.684171872,42.74027519
110-04183,2020,12.59496032,10.53021273,41.29495188,24.98344589
110-04184,2017,14.84477487,1.632925236,1.929820733,3.711193717
110-04184,2018,29.98644524,5.344118953,14.99322262,14.84477487
110-04184,2019,39.19020566,7.422387435,5.492566702,18.11062534
110-04184,2020,17.81372984,12.17271539,14.69632712,2.375163979
110-04185,2017,14.84477487,1.632925236,1.929820733,3.711193717
110-04185,2018,29.98644524,5.344118953,14.99322262,14.84477487
110-04185,2019,39.19020566,7.422387435,5.492566702,18.11062534
110-04185,2020,17.81372984,12.17271539,14.69632712,2.375163979
110-04186,2017,14.84477487,1.632925236,1.929820733,3.711193717
110-04186,2018,29.98644524,5.344118953,14.99322262,14.84477487
110-04186,2019,39.19020566,7.422387435,5.492566702,18.11062534
110-04186,2020,17.81372984,12.17271539,14.69632712,2.375163979
110-04187,2017,2.149220127,1.470519034,1.244285337,0.678701093
110-04187,2018,1.92298643,1.470519034,13.23467131,5.429608742
110-04187,2019,1.470519034,13.6871387,0.90493479,1.809869581
110-04187,2020,1.583635883,1.583635883,0.339350546,11.08545118
110-04188,2017,1.866346219,0.124423081,0.373269244,11.44692348
110-04188,2018,2.115192382,2.239615463,12.31788505,13.9353851
110-04188,2019,1.617500057,4.85250017,12.31788505,4.603654007
110-04188,2020,1.866346219,12.31788505,0.124423081,4.354807845
110-04189,2017,1.866346219,0.124423081,0.373269244,11.44692348
110-04189,2018,2.115192382,2.239615463,12.31788505,13.9353851
110-04189,2019,1.617500057,4.85250017,12.31788505,4.603654007
110-04189,2020,1.866346219,12.31788505,0.124423081,4.354807845
110-04190,2017,1.866346219,0.124423081,0.373269244,11.44692348
110-04190,2018,2.115192382,2.239615463,12.31788505,13.9353851
110-04190,2019,1.617500057,4.85250017,12.31788505,4.603654007
110-04190,2020,1.866346219,12.31788505,0.124423081,4.354807845
110-04191,2017,0.393194704,1.081285436,1.081285436,0.589792056
110-04191,2018,0.786389408,9.731568925,0.393194704,0.98298676
110-04191,2019,0.196597352,0.688090732,0,8.551984812
110-04191,2020,0.786389408,0.294896028,0.196597352,1.47448014
110-04192,2017,0.393194704,1.081285436,1.081285436,0.589792056
110-04192,2018,0.786389408,9.731568925,0.393194704,0.98298676
110-04192,2019,0.196597352,0.688090732,0,8.551984812
110-04192,2020,0.786389408,0.294896028,0.196597352,1.47448014
110-04193,2017,0.393194704,1.081285436,1.081285436,0.589792056
110-04193,2018,0.786389408,9.731568925,0.393194704,0.98298676
110-04193,2019,0.196597352,0.688090732,0,8.551984812
110-04193,2020,0.786389408,0.294896028,0.196597352,1.47448014
110-04603,2017,34.96014543,44.04070269,56.86698981,23.155421
110-04603,2018,25.65257425,31.1009086,52.44021815,27.4686857
110-04603,2019,13.28031499,34.39261061,68.55820728,31.4414295
110-04603,2020,13.96135678,39.15990316,20.65826776,20.09073293
110-04604,2017,34.96014543,44.04070269,56.86698981,23.155421
110-04604,2018,25.65257425,31.1009086,52.44021815,27.4686857
110-04604,2019,13.28031499,34.39261061,68.55820728,31.4414295
110-04604,2020,13.96135678,39.15990316,20.65826776,20.09073293
110-04605,2017,34.96014543,44.04070269,56.86698981,23.155421
110-04605,2018,25.65257425,31.1009086,52.44021815,27.4686857
110-04605,2019,13.28031499,34.39261061,68.55820728,31.4414295
110-04605,2020,13.96135678,39.15990316,20.65826776,20.09073293
110-04606,2017,34.96014543,44.04070269,56.86698981,23.155421
110-04606,2018,25.65257425,31.1009086,52.44021815,27.4686857
110-04606,2019,13.28031499,34.39261061,68.55820728,31.4414295
110-04606,2020,13.96135678,39.15990316,20.65826776,20.09073293
110-04607,2017,34.96014543,44.04070269,56.86698981,23.155421
110-04607,2018,25.65257425,31.1009086,52.44021815,27.4686857
110-04607,2019,13.28031499,34.39261061,68.55820728,31.4414295
110-04607,2020,13.96135678,39.15990316,20.65826776,20.09073293
110-04608,2017,33.99341612,59.34195486,66.08202875,9.963587483
110-04608,2018,21.83197846,33.11427605,35.89821961,6.153980504
110-04608,2019,17.72932479,41.31958339,21.9785018,22.56459518
110-04608,2020,35.45864957,67.5472622,15.8245213,12.45448435
110-04609,2017,33.99341612,59.34195486,66.08202875,9.963587483
110-04609,2018,21.83197846,33.11427605,35.89821961,6.153980504
110-04609,2019,17.72932479,41.31958339,21.9785018,22.56459518
110-04609,2020,35.45864957,67.5472622,15.8245213,12.45448435
110-04610,2017,33.99341612,59.34195486,66.08202875,9.963587483
110-04610,2018,21.83197846,33.11427605,35.89821961,6.153980504
110-04610,2019,17.72932479,41.31958339,21.9785018,22.56459518
110-04610,2020,35.45864957,67.5472622,15.8245213,12.45448435
110-04611,2017,33.99341612,59.34195486,66.08202875,9.963587483
110-04611,2018,21.83197846,33.11427605,35.89821961,6.153980504
110-04611,2019,17.72932479,41.31958339,21.9785018,22.56459518
110-04611,2020,35.45864957,67.5472622,15.8245213,12.45448435
110-04612,2017,33.99341612,59.34195486,66.08202875,9.963587483
110-04612,2018,21.83197846,33.11427605,35.89821961,6.153980504
110-04612,2019,17.72932479,41.31958339,21.9785018,22.56459518
110-04612,2020,35.45864957,67.5472622,15.8245213,12.45448435
110-04613,2017,33.99341612,59.34195486,66.08202875,9.963587483
110-04613,2018,21.83197846,33.11427605,35.89821961,6.153980504
110-04613,2019,17.72932479,41.31958339,21.9785018,22.56459518
110-04613,2020,35.45864957,67.5472622,15.8245213,12.45448435
110-04644,2017,67.53279378,37.84446415,69.81651144,20.87970436
110-04644,2018,20.71658167,66.22781226,49.75242054,52.19926089
110-04644,2019,33.6032742,50.4049113,90.6962158,10.1136068
110-04644,2020,20.55345898,8.482379895,40.61754988,6.361784921
110-04645,2017,67.53279378,37.84446415,69.81651144,20.87970436
110-04645,2018,20.71658167,66.22781226,49.75242054,52.19926089
110-04645,2019,33.6032742,50.4049113,90.6962158,10.1136068
110-04645,2020,20.55345898,8.482379895,40.61754988,6.361784921
110-04646,2017,67.53279378,37.84446415,69.81651144,20.87970436
110-04646,2018,20.71658167,66.22781226,49.75242054,52.19926089
110-04646,2019,33.6032742,50.4049113,90.6962158,10.1136068
110-04646,2020,20.55345898,8.482379895,40.61754988,6.361784921
110-04647,2017,67.53279378,37.84446415,69.81651144,20.87970436
110-04647,2018,20.71658167,66.22781226,49.75242054,52.19926089
110-04647,2019,33.6032742,50.4049113,90.6962158,10.1136068
110-04647,2020,20.55345898,8.482379895,40.61754988,6.361784921
110-04648,2017,67.53279378,37.84446415,69.81651144,20.87970436
110-04648,2018,20.71658167,66.22781226,49.75242054,52.19926089
110-04648,2019,33.6032742,50.4049113,90.6962158,10.1136068
110-04648,2020,20.55345898,8.482379895,40.61754988,6.361784921
110-04670,2017,8.761997196,73.46597649,35.04798878,18.48685123
110-04670,2018,18.77570828,65.08912203,38.51427339,39.28455886
110-04670,2019,3.177427555,47.46884195,37.74398792,23.58999245
110-04670,2020,17.90913713,23.78256382,48.62427015,12.03571043
110-04681,2017,1.158972826,2.852856186,17.65204765,7.845354512
110-04681,2018,3.209463209,2.050490384,9.984996651,7.934506267
110-04681,2019,0.356607023,7.934506267,10.07414841,1.515579849
110-04681,2020,1.961338628,2.050490384,4.279284279,9.093479093
110-04682,2017,1.158972826,2.852856186,17.65204765,7.845354512
110-04682,2018,3.209463209,2.050490384,9.984996651,7.934506267
110-04682,2019,0.356607023,7.934506267,10.07414841,1.515579849
110-04682,2020,1.961338628,2.050490384,4.279284279,9.093479093
110-04683,2017,1.158972826,2.852856186,17.65204765,7.845354512
110-04683,2018,3.209463209,2.050490384,9.984996651,7.934506267
110-04683,2019,0.356607023,7.934506267,10.07414841,1.515579849
110-04683,2020,1.961338628,2.050490384,4.279284279,9.093479093
110-04684,2017,1.158972826,2.852856186,17.65204765,7.845354512
110-04684,2018,3.209463209,2.050490384,9.984996651,7.934506267
110-04684,2019,0.356607023,7.934506267,10.07414841,1.515579849
110-04684,2020,1.961338628,2.050490384,4.279284279,9.093479093
110-04685,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04685,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04685,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04685,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04686,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04686,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04686,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04686,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04687,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04687,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04687,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04687,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04688,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04688,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04688,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04688,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04689,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04689,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04689,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04689,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04690,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04690,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04690,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04690,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04691,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04691,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04691,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04691,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04692,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04692,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04692,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04692,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04693,2017,2.667511023,53.35022046,16.80531944,16.13844169
110-04693,2018,18.27245051,18.67257716,27.47536354,50.68270943
110-04693,2019,4.534768739,6.402026455,7.869157517,12.93742846
110-04693,2020,14.93806173,31.07650342,5.735148699,12.13717515
110-04694,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04694,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04694,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04694,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04695,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04695,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04695,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04695,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04696,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04696,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04696,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04696,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04697,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04697,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04697,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04697,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04698,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04698,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04698,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04698,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04699,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04699,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04699,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04699,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04700,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04700,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04700,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04700,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04701,2017,14.46235863,17.01453956,53.17043613,23.3949919
110-04701,2018,23.82035539,55.72261707,25.3091276,3.402907912
110-04701,2019,37.21930529,25.09644585,36.7939418,34.8798061
110-04701,2020,35.30516959,21.4808562,29.98812598,9.783360248
110-04702,2017,50.34600589,52.54970312,131.8828033,26.10533639
110-04702,2018,85.7746767,34.24206461,57.9741886,38.4799439
110-04702,2019,82.72340362,20.00279022,79.33310019,56.10952172
110-04702,2020,15.59539576,17.29054748,33.7335191,45.26055075
110-04703,2017,50.34600589,52.54970312,131.8828033,26.10533639
110-04703,2018,85.7746767,34.24206461,57.9741886,38.4799439
110-04703,2019,82.72340362,20.00279022,79.33310019,56.10952172
110-04703,2020,15.59539576,17.29054748,33.7335191,45.26055075
110-04704,2017,50.34600589,52.54970312,131.8828033,26.10533639
110-04704,2018,85.7746767,34.24206461,57.9741886,38.4799439
110-04704,2019,82.72340362,20.00279022,79.33310019,56.10952172
110-04704,2020,15.59539576,17.29054748,33.7335191,45.26055075
110-04705,2017,50.34600589,52.54970312,131.8828033,26.10533639
110-04705,2018,85.7746767,34.24206461,57.9741886,38.4799439
110-04705,2019,82.72340362,20.00279022,79.33310019,56.10952172
110-04705,2020,15.59539576,17.29054748,33.7335191,45.26055075
110-04706,2017,8.850128966,10.16125918,6.555651086,7.538998749
110-04706,2018,8.850128966,9.341802797,28.51708222,8.686237689
110-04706,2019,9.505694075,22.9447788,9.833476629,28.6809735
110-04706,2020,23.60034391,25.40314796,34.25327692,48.51181804
110-04707,2017,8.850128966,10.16125918,6.555651086,7.538998749
110-04707,2018,8.850128966,9.341802797,28.51708222,8.686237689
110-04707,2019,9.505694075,22.9447788,9.833476629,28.6809735
110-04707,2020,23.60034391,25.40314796,34.25327692,48.51181804
110-04708,2017,8.850128966,10.16125918,6.555651086,7.538998749
110-04708,2018,8.850128966,9.341802797,28.51708222,8.686237689
110-04708,2019,9.505694075,22.9447788,9.833476629,28.6809735
110-04708,2020,23.60034391,25.40314796,34.25327692,48.51181804
110-04709,2017,8.850128966,10.16125918,6.555651086,7.538998749
110-04709,2018,8.850128966,9.341802797,28.51708222,8.686237689
110-04709,2019,9.505694075,22.9447788,9.833476629,28.6809735
110-04709,2020,23.60034391,25.40314796,34.25327692,48.51181804
110-04727,2017,18.89474192,0.936929351,6.870815244,58.08961979
110-04727,2018,4.528491865,4.528491865,22.33014954,10.93084243
110-04727,2019,3.27925273,33.88561154,5.309266325,18.58243214
110-04727,2020,3.903872298,45.90953822,6.090040785,5.309266325
110-04728,2017,18.89474192,0.936929351,6.870815244,58.08961979
110-04728,2018,4.528491865,4.528491865,22.33014954,10.93084243
110-04728,2019,3.27925273,33.88561154,5.309266325,18.58243214
110-04728,2020,3.903872298,45.90953822,6.090040785,5.309266325
110-04729,2017,18.89474192,0.936929351,6.870815244,58.08961979
110-04729,2018,4.528491865,4.528491865,22.33014954,10.93084243
110-04729,2019,3.27925273,33.88561154,5.309266325,18.58243214
110-04729,2020,3.903872298,45.90953822,6.090040785,5.309266325
110-04730,2017,18.89474192,0.936929351,6.870815244,58.08961979
110-04730,2018,4.528491865,4.528491865,22.33014954,10.93084243
110-04730,2019,3.27925273,33.88561154,5.309266325,18.58243214
110-04730,2020,3.903872298,45.90953822,6.090040785,5.309266325
110-04731,2017,18.89474192,0.936929351,6.870815244,58.08961979
110-04731,2018,4.528491865,4.528491865,22.33014954,10.93084243
110-04731,2019,3.27925273,33.88561154,5.309266325,18.58243214
110-04731,2020,3.903872298,45.90953822,6.090040785,5.309266325
110-04732,2017,18.89474192,0.936929351,6.870815244,58.08961979
110-04732,2018,4.528491865,4.528491865,22.33014954,10.93084243
110-04732,2019,3.27925273,33.88561154,5.309266325,18.58243214
110-04732,2020,3.903872298,45.90953822,6.090040785,5.309266325
110-04733,2017,15.22319476,18.85858455,17.49531338,9.239949056
110-04733,2018,14.01139816,13.93566087,22.7211862,16.88941508
110-04733,2019,14.46582188,18.78284726,23.17560993,1.741957609
110-04733,2020,14.16287273,7.270779585,11.9664914,9.618635493
110-04734,2017,15.22319476,18.85858455,17.49531338,9.239949056
