Year_Record,Travel_Time_Code,DIR_AADT
2017,110+07723,19202
2017,110+07724,18710
2017,110+07725,14834
2017,110+07726,14834
2017,110+07727,14803
2017,110+07728,6129
2017,110+07729,11760
2017,110+07730,6246
2017,110+07732,7572
2017,110+07733,8872
2017,110+07734,10534
2017,110+07735,13546
2017,110+07739,2784
2017,110+07740,2930
2017,110+07741,2924
2017,110+07742,3930
2017,110+07744,6595
2017,110+07745,7087
2017,110+07746,1154
2017,110+07747,294
2017,110+07748,626
2017,110+07749,7059
2017,110+07750,8202
2017,110+07751,7638
2017,110+07752,7502
2017,110+07753,6484
2017,110+07754,626
2017,110+07758,5267
2017,110+07763,10515
2017,110+07764,8564
2017,110+07782,5480
2017,110+07788,17366
2017,110+07797,15845
2017,110+07799,5765
2017,110+07800,5444
2017,110+07809,7620
2017,110+07810,7918
2017,110+07822,16680
2017,110+07845,24515
2017,110+07846,23324
2017,110+07847,8266
2017,110+07851,7080
2017,110+07852,9036
2017,110+07858,23875
2017,110+07859,24698
2017,110+07860,12746
2017,110+07861,13216
2017,110+07862,11088
2017,110+07863,11304
2017,110+07864,3065
2017,110+07865,2512
2017,110+07866,2608
2017,110+07867,7243
2017,110+07868,27759
2017,110+07870,19702
2017,110+07871,17144
2017,110+07872,11826
2017,110+07873,9516
2017,110+07874,8798
2017,110+07875,5184
2017,110+07876,10670
2017,110+07877,9488
2017,110+07887,12076
2017,110+07888,18782
2017,110+07889,16147
2017,110+07924,11492
2017,110+07927,6097
2017,110+07944,19700
2017,110+07945,9046
2017,110+07950,21576
2017,110+07951,26734
2017,110+07952,27700
2017,110+07953,11358
2017,110+07954,11082
2017,110+07955,15798
2017,110+07974,16124
2017,110+07975,16124
2017,110+07981,12632
2017,110+07982,9532
2017,110+07984,14406
2017,110+07985,14008
2017,110+07991,16404
2017,110+08010,2802
2017,110+08012,2344
2017,110+08013,4195
2017,110+08014,3226
2017,110+08015,2488
2017,110+08016,1561
2017,110+08020,2340
2017,110+08021,2437
2017,110+08022,3002
2017,110+08023,5822
2017,110+08024,5822
2017,110+08025,7436
2017,110+08026,8609
2017,110+08027,8368
2017,110+08028,9506
2017,110+08029,9506
2017,110+08030,11346
2017,110+08032,1243
2017,110+08033,3206
2017,110+08034,2770
2017,110+08035,2952
2017,110+08036,4951
2017,110+08037,6636
2017,110+08038,5327
2017,110+08039,6194
2017,110+08040,10884
2017,110+08041,4204
2017,110+08042,3846
2017,110+08043,2840
2017,110+08045,8234
2017,110+08046,6912
2017,110+08047,5872
2017,110+08048,4553
2017,110+08049,5627
2017,110+08050,5072
2017,110+08051,7266
2017,110+08052,6340
2017,110+08053,6456
2017,110+08054,6460
2017,110+08055,7212
2017,110+08056,7926
2017,110+08057,10686
2017,110+08058,8044
2017,110+08059,8250
2017,110+08060,8972
2017,110+08061,9854
2017,110+08062,9200
2017,110+08063,9854
2017,110+08064,9854
2017,110+08065,9955
2017,110+08066,12254
2017,110+08067,11999
2017,110+08068,12864
2017,110+08069,15638
2017,110+08070,12584
2017,110+08071,13762
2017,110+08072,9652
2017,110+08073,6666
2017,110+08074,5920
2017,110+08075,6058
2017,110+08076,6297
2017,110+08077,6297
2017,110+08078,6297
2017,110+08079,9356
2017,110+08080,9315
2017,110+08081,10188
2017,110+08082,12326
2017,110+08083,14475
2017,110+08084,7568
2017,110+08085,6231
2017,110+08086,8162
2017,110+08087,6312
2017,110+08088,6484
2017,110+08089,6283
2017,110+08090,28754
2017,110+08091,24446
2017,110+08092,17590
2017,110+08093,15168
2017,110+08094,8280
2017,110+08095,8205
2017,110+08096,8562
2017,110+08097,8710
2017,110+08098,7935
2017,110+08099,10406
2017,110+08100,12236
2017,110+08101,4398
2017,110+08102,4567
2017,110+08103,4568
2017,110+08104,4774
2017,110+08105,6570
2017,110+08106,3491
2017,110+08108,7708
2017,110+08109,7435
2017,110+08110,7474
2017,110+08111,12104
2017,110+08112,13173
2017,110+08114,3370
2017,110+08115,2350
2017,110+08116,4008
2017,110+08117,9176
2017,110+08118,8038
2017,110+08135,19424
2017,110+08136,9666
2017,110+08137,7978
2017,110+08138,7978
2017,110+08144,17364
2017,110+08146,6252
2017,110+08152,8564
2017,110+08153,7299
2017,110+08154,7005
2017,110+08155,5631
2017,110+08156,6034
2017,110+08157,4790
2017,110+08158,5452
2017,110+08159,5264
2017,110+08160,4804
2017,110+08161,3881
2017,110+08162,3788
2017,110+08163,5512
2017,110+08167,10468
2017,110+08168,6494
2017,110+08169,4736
2017,110+08170,4765
2017,110+08171,5879
2017,110+08172,7550
2017,110+08173,6782
2017,110+08174,3732
2017,110+08175,3184
2017,110+08176,5103
2017,110+08177,5106
2017,110+08178,3376
2017,110+08179,3408
2017,110+08180,5476
2017,110+08181,3300
2017,110+08189,16514
2017,110+08190,7465
2017,110+08191,7465
2017,110+08192,7318
2017,110+08193,5506
2017,110+08194,5557
2017,110+08195,5768
2017,110+08196,6304
2017,110+08197,6304
2017,110+08198,4861
2017,110+08199,6403
2017,110+08200,5671
2017,110+08201,4990
2017,110+08202,3978
2017,110+08203,3979
2017,110+08204,3979
2017,110+08205,2304
2017,110+08206,2616
2017,110+08207,7899
2017,110+08208,4390
2017,110+08209,5172
2017,110+08210,6896
2017,110+08211,10912
2017,110+08212,10912
2017,110+08213,16470
2017,110+08214,22586
2017,110+08215,26333
2017,110+08216,37904
2017,110+08217,39422
2017,110+08218,20060
2017,110+08219,13150
2017,110+08220,10548
2017,110+08221,9909
2017,110+08222,9836
2017,110+08223,9836
2017,110+08224,7552
2017,110+08225,3775
2017,110+08250,8880
2017,110+08259,13014
2017,110+08266,10394
2017,110+08267,8872
2017,110+08268,8260
2017,110+08269,4291
2017,110+08270,4072
2017,110+08271,4046
2017,110+08272,9402
2017,110+08273,8986
2017,110+08274,8982
2017,110+08275,8822
2017,110+08276,8856
2017,110+08277,8872
2017,110+08289,4828
2017,110+08290,9278
2017,110+08291,11160
2017,110+08292,3176
2017,110+08293,3087
2017,110+08294,6777
2017,110+08295,4246
2017,110+08297,5250
2017,110+08298,9110
2017,110+08300,19971
2017,110+08301,4385
2017,110+08302,4385
2017,110+08303,5302
2017,110+08304,16104
2017,110+08427,9288
2017,110+08437,6716
2017,110+08438,6637
2017,110+08439,7224
2017,110+08440,7952
2017,110+08441,11398
2017,110+08442,12912
2017,110+08443,10162
2017,110+08444,7760
2017,110+08446,14372
2017,110+08447,4135
2017,110+08448,5523
2017,110+08449,5265
2017,110+08450,3210
2017,110+08451,5959
2017,110+08452,16376
2017,110+08453,16401
2017,110+08454,14518
2017,110+08455,10978
2017,110+08456,29219
2017,110+08457,15470
2017,110+08458,11894
2017,110+08459,11894
2017,110+08460,9550
2017,110+08461,8640
2017,110+08462,6275
2017,110+08463,5550
2017,110+08464,4553
2017,110+08465,4438
2017,110+08467,6666
2017,110+08468,6662
2017,110+08469,6612
2017,110+08470,3662
2017,110+08471,3142
2017,110+08472,3000
2017,110+08473,3500
2017,110+08474,2278
2017,110+08475,2227
2017,110+08476,1418
2017,110+08479,6750
2017,110+08480,8433
2017,110+08481,9314
2017,110+08482,10133
2017,110+08483,10133
2017,110+08484,10126
2017,110+08485,9050
2017,110+08486,5856
2017,110+08487,5316
2017,110+08488,3876
2017,110+08496,8638
2017,110+08497,7640
2017,110+08498,4157
2017,110+08499,3100
2017,110+08500,6307
2017,110+08501,10318
2017,110+08502,11394
2017,110+08503,11874
2017,110+08504,6483
2017,110+08505,2736
2017,110+08506,3991
2017,110+08507,3292
2017,110+08508,1128
2017,110+08509,994
2017,110+08512,2862
2017,110+08513,2466
2017,110+08514,3210
2017,110+08526,5324
2017,110+08527,2366
2017,110+08530,6229
2017,110+08531,5068
2017,110+08532,5566
2017,110+08533,6160
2017,110+08548,13703
2017,110+08549,9248
2017,110+08554,13605
2017,110+08555,6962
2017,110+08556,5669
2017,110+08557,4506
2017,110+08558,3244
2017,110+08559,3150
2017,110+08560,2824
2017,110+08563,6293
2017,110+08564,5102
2017,110+08565,5084
2017,110+08566,2568
2017,110+08567,730
2017,110+08568,734
2017,110+08569,1104
2017,110+08570,336
2017,110+08571,252
2017,110+08572,675
2017,110+08573,320
2017,110+08575,9658
2017,110+08576,3518
2017,110+08577,3440
2017,110+08578,3552
2017,110+08579,2857
2017,110+08580,1944
2017,110+08581,1598
2017,110+08583,1098
2017,110+08584,962
2017,110+08585,778
2017,110+08586,766
2017,110+08587,227
2017,110+08588,210
2017,110+08589,250
2017,110+08590,275
2017,110+08591,2304
2017,110+08592,12160
2017,110+08593,7810
2017,110+08594,8036
2017,110+08595,9166
2017,110+08596,9466
2017,110+08599,7721
2017,110+08600,5250
2017,110+08602,6205
2017,110+08603,4838
2017,110+08605,6318
2017,110+08609,6870
2017,110+08614,5706
2017,110+08670,12184
2017,110+08672,13815
2017,110+08673,16878
2017,110+08674,15906
2017,110+08675,15906
2017,110+08676,15235
2017,110+08677,15235
2017,110+08678,19128
2017,110+08679,19128
2017,110+08680,19171
2017,110+08681,19172
2017,110+08689,4614
2017,110+08690,24452
2017,110+08697,12213
2017,110+08707,18540
2017,110+08708,14515
2017,110+08709,14515
2017,110+08710,15061
2017,110+08715,3416
2017,110+08716,3430
2017,110+08717,2534
2017,110+08718,7162
2017,110+08730,14889
2017,110+08736,21336
2017,110+08737,33691
2017,110+08738,18132
2017,110+08739,11692
2017,110+08747,30312
2017,110+08748,28816
2017,110+08749,29604
2017,110+08754,9584
2017,110+08770,6428
2017,110+08774,15344
2017,110+08776,15985
2017,110+08777,11539
2017,110+08778,12079
2017,110+08779,12838
2017,110+08780,15294
2017,110+08781,13790
2017,110+08782,23350
2017,110+08783,28740
2017,110+08784,20689
2017,110+08785,26361
2017,110+08786,12400
2017,110+08787,11043
2017,110+08788,11000
2017,110+08789,11000
2017,110+08791,1664
2017,110+08793,3800
2017,110+08796,10162
2017,110+08802,16268
2017,110+08803,16268
2017,110+08804,21206
2017,110+08805,21685
2017,110+08806,24994
2017,110+08807,20060
2017,110+08808,19972
2017,110+08809,23308
2017,110+08810,20568
2017,110+08858,5688
2017,110+08859,4424
2017,110+08860,4738
2017,110+08869,6020
2017,110+08870,11266
2017,110+08871,6296
2017,110+08872,8592
2017,110+08874,6732
2017,110+08875,8816
2017,110+08876,9268
2017,110+08877,9268
2017,110+08884,2614
2017,110+08900,13502
2017,110+08901,13928
2017,110+08909,7602
2017,110+08918,6865
2017,110+08919,2562
2017,110+08920,304
2017,110+08921,250
2017,110+08977,8841
2017,110+08978,5867
2017,110+08986,12590
2017,110+08987,5641
2017,110+08988,16391
2017,110+08989,15944
2017,110+08990,6618
2017,110+08991,5986
2017,110+09025,6766
2017,110+09040,5276
2017,110+09054,6270
2017,110+09055,8656
2017,110+09056,6200
2017,110+09057,5134
2017,110+09058,4344
2017,110+09059,3441
2017,110+09060,5508
2017,110+09145,32974
2017,110+09162,8436
2017,110+09163,5795
2017,110+09164,5795
2017,110+09165,5795
2017,110+09166,7508
2017,110+09167,9716
2017,110+09168,6576
2017,110+09169,7865
2017,110+09170,6697
2017,110+09171,6330
2017,110+09188,10370
2017,110+09189,12172
2017,110+09191,4342
2017,110+09199,6379
2017,110+09206,5395
2017,110+09208,12632
2017,110+09220,7420
2017,110+09222,6406
2017,110+09225,5867
2017,110+09234,17707
2017,110+09326,13068
2017,110+09327,2658
2017,110+09328,3186
2017,110+09330,2179
2017,110+09331,12213
2017,110+09336,21943
2017,110+09338,6484
2017,110+09339,9220
2017,110+09340,7456
2017,110+09341,16776
2017,110+09342,11895
2017,110+09343,11787
2017,110+09344,10700
2017,110+09345,16042
2017,110+09346,12360
2017,110+09347,7010
2017,110+09348,7236
2017,110+09349,8092
2017,110+09350,14529
2017,110+09351,14529
2017,110+09352,14362
2017,110+09353,12618
2017,110+09354,12370
2017,110+09355,17880
2017,110+09356,16060
2017,110+09357,20927
2017,110+09358,19896
2017,110+09359,20137
2017,110+09360,13639
2017,110+09361,13868
2017,110+09362,13518
2017,110+09364,15202
2017,110+09365,14866
2017,110+09373,24210
2017,110+09374,18180
2017,110+09375,13208
2017,110+09376,10846
2017,110+09377,10158
2017,110+09378,7980
2017,110+09379,12139
2017,110+09380,13117
2017,110+09381,16624
2017,110+09382,13668
2017,110+09388,5182
2017,110+09395,9299
2017,110+09396,3804
2017,110+09404,22302
2017,110+09409,36553
2017,110+09423,2281
2017,110+09432,36564
2017,110+09435,13004
2017,110+09451,24342
2017,110+09455,3438
2017,110+09456,4644
2017,110+09470,6923
2017,110+09471,7288
2017,110+09472,6974
2017,110+09473,9075
2017,110+09474,11603
2017,110+09475,5788
2017,110+09476,10143
2017,110+09477,11122
2017,110+09478,13305
2017,110+09479,8630
2017,110+09480,8305
2017,110+09481,11588
2017,110+09482,8604
2017,110+09483,9798
2017,110+09484,9376
2017,110+09485,7351
2017,110+09486,7351
2017,110+09487,7350
2017,110+09488,6394
2017,110+09489,9118
2017,110+09490,12650
2017,110+09491,13554
2017,110+09492,16269
2017,110+09493,10944
2017,110+09494,8004
2017,110+09495,7236
2017,110+09496,9530
2017,110+09497,13290
2017,110+09498,12824
2017,110+09499,12291
2017,110+09500,15730
2017,110+09501,13490
2017,110+09506,3654
2017,110+09507,2546
2017,110+09508,2546
2017,110+09509,2583
2017,110+09510,3236
2017,110+09511,3866
2017,110+09512,4905
2017,110+09513,6422
2017,110+09514,9660
2017,110+09515,27166
2017,110+09516,13354
2017,110+09517,13650
2017,110+09518,15528
2017,110+09519,14605
2017,110+09520,15288
2017,110+09521,10911
2017,110+09522,10608
2017,110+09523,9010
2017,110+09524,7157
2017,110+09525,7822
2017,110+09526,12304
2017,110+09527,8373
2017,110+09528,9176
2017,110+09529,20825
2017,110+09530,16458
2017,110+09531,16458
2017,110+09532,17710
2017,110+10012,16322
2017,110+10013,16331
2017,110+10014,18506
2017,110+10015,23850
2017,110+10016,16441
2017,110+10017,12845
2017,110+10018,16929
2017,110+10019,16862
2017,110+10020,12599
2017,110+10021,12604
2017,110+10022,18050
2017,110+10023,10127
2017,110+10024,12349
2017,110+10025,15388
2017,110+10026,15102
2017,110+10027,13422
2017,110+10028,17446
2017,110+10029,18758
2017,110+10030,18768
2017,110+10031,18768
2017,110+10032,18768
2017,110+10033,18768
2017,110+10034,18768
2017,110+10035,21784
2017,110+10036,10167
2017,110+10056,11542
2017,110+10058,17824
2017,110+10059,21220
2017,110+10060,12418
2017,110+10061,12171
2017,110+10062,14794
2017,110+10063,16948
2017,110+10064,19816
2017,110+10065,19750
2017,110+10066,18940
2017,110+10067,18940
2017,110+10070,19203
2017,110+10071,11810
2017,110+10077,16487
2017,110+10085,11293
2017,110+10096,15409
2017,110+10099,3898
2017,110+10192,24604
2017,110+10209,7378
2017,110+10224,30920
2017,110+10226,24732
2017,110+10228,11196
2017,110+10229,13439
2017,110+10230,11480
2017,110+10231,15161
2017,110+10232,14360
2017,110+10233,13682
2017,110+10234,9212
2017,110+10235,7562
2017,110+10236,6898
2017,110+10237,6898
2017,110+10238,8815
2017,110+10308,28063
2017,110+10459,24547
2017,110+10492,13939
2017,110+10493,14622
2017,110+10494,15432
2017,110+10588,10278
2017,110+10589,6106
2017,110+10632,12038
2017,110+10633,6084
2017,110+10743,24732
2017,110+10767,24732
2017,110+10773,14672
2017,110+10784,11480
2017,110+10785,13506
2017,110+10791,13617
2017,110+10792,8383
2017,110+10793,8952
2017,110+10794,12402
2017,110+10795,12146
2017,110+10796,13392
2017,110+10797,13083
2017,110+10798,14372
2017,110+10799,18139
2017,110+10800,17525
2017,110+10801,24413
2017,110+10802,24352
2017,110+10803,32646
2017,110+10804,15894
2017,110+10805,6028
2017,110+10820,17760
2017,110+10822,6288
2017,110+10823,5599
2017,110+10901,5206
2017,110+10902,3286
2017,110+10903,2290
2017,110+10904,2984
2017,110+10905,8958
2017,110+10906,10128
2017,110+10907,6220
2017,110+10909,4238
2017,110+10910,10368
2017,110+10911,6418
2017,110+10912,8614
2017,110+10913,6270
2017,110+10915,16278
2017,110+10918,40862
2017,110+10919,43336
2017,110+10920,50388
2017,110+10921,53458
2017,110+10922,2898
2017,110+10923,3237
2017,110+10924,2290
2017,110+10925,2934
2017,110+10926,7387
2017,110+10927,7387
2017,110+10939,13554
2017,110+10943,13264
2017,110+10944,16110
2017,110+10945,13786
2017,110+10946,12292
2017,110+10947,12162
2017,110+10948,12162
2017,110+10949,12148
2017,110+10950,12148
2017,110+10951,4600
2017,110+10952,4600
2017,110+10960,11440
2017,110+10974,6784
2017,110+10993,9913
2017,110+10999,10802
2017,110+11005,12148
2017,110+11006,12148
2017,110+11028,20238
2017,110+11470,6354
2017,110+13156,12171
2017,110+13176,21376
2017,110+13177,16416
2017,110+13178,14511
2017,110+13184,14580
2017,110+13185,14580
2017,110+13192,16458
2017,110+13196,33522
2017,110+13197,33469
2017,110+13198,21122
2017,110+13199,25748
2017,110+13200,21427
2017,110+13201,21406
2017,110+13202,22707
2017,110+13203,22707
2017,110+13204,14316
2017,110+13205,14174
2017,110+13206,18838
2017,110+13207,17907
2017,110+13208,13136
2017,110+13209,13108
2017,110+13251,8472
2017,110+13273,4970
2017,110+13274,4970
2017,110+13284,7831
2017,110+13617,11545
2017,110+13618,11545
2017,110+13620,35015
2017,110+13630,20745
2017,110+13632,20360
2017,110+13634,16558
2017,110+13641,8111
2017,110+13643,7328
2017,110+13644,7586
2017,110+13645,6784
2017,110+13646,6940
2017,110+13647,6418
2017,110+13648,12346
2017,110+13649,7470
2017,110+13706,14057
2017,110+13720,27700
2017,110+13777,8472
2017,110+13790,8672
2017,110+13791,8672
2017,110+13821,7212
2017,110+13825,6918
2017,110+13826,6918
2017,110+13827,5500
2017,110+13837,7068
2017,110+13839,7068
2017,110+13841,19860
2017,110+13852,15644
2017,110+13853,21070
2017,110+13854,21058
2017,110+13855,17648
2017,110+13856,12422
2017,110+13857,14320
2017,110+13858,12307
2017,110+13859,9825
2017,110+13860,7501
2017,110+13861,7455
2017,110+13862,7455
2017,110+13863,7455
2017,110+13869,6270
2017,110+13885,11192
2017,110+13886,39863
2017,110+13890,6821
2017,110+13894,4776
2017,110+13895,4299
2017,110+13896,2638
2017,110+13899,7755
2017,110+13900,9384
2017,110+13901,8074
2017,110+13902,5312
2017,110+13903,4847
2017,110+13904,4934
2017,110+13905,7952
2017,110+13906,7952
2017,110+13907,7952
2017,110+13908,10034
2017,110+13909,10856
2017,110+13910,12773
2017,110+13911,5458
2017,110+13912,4190
2017,110+13913,4190
2017,110+13924,4785
2017,110+13925,5745
2017,110+13926,9977
2017,110+13927,10364
2017,110+13928,11151
2017,110+13929,12554
2017,110+13930,11858
2017,110+13931,9928
2017,110+13932,7473
2017,110+13933,5731
2017,110+13934,5731
2017,110+13935,5294
2017,110+13936,4430
2017,110+13948,5731
2017,110+13981,5959
2017,110+14004,5731
2017,110+14017,4495
2017,110+14045,3659
2017,110+14046,3659
2017,110+14048,2679
2017,110+14054,17614
2017,110+14064,6430
2017,110+14065,12139
2017,110+14066,11648
2017,110+14069,19462
2017,110+14071,21058
2017,110+14072,33428
2017,110+14073,27356
2017,110+14074,15234
2017,110+14075,14096
2017,110+14076,5314
2017,110+14077,7958
2017,110+14078,15844
2017,110+14079,8526
2017,110+14080,7302
2017,110+14081,3659
2017,110+14082,3570
2017,110+14083,3402
2017,110+14084,4406
2017,110+14085,9036
2017,110+14106,5344
2017,110+14108,7096
2017,110+14121,11689
2017,110+14129,4454
2017,110+14130,8270
2017,110+14139,35214
2017,110+14156,3518
2017,110+14164,8634
2017,110+14165,5565
2017,110+14166,4220
2017,110+14204,10804
2017,110+14205,21456
2017,110+14206,19741
2017,110+14207,13654
2017,110+14219,9893
2017,110+14220,11567
2017,110+14221,7506
2017,110+14222,4722
2017,110+14223,5036
2017,110+14224,4585
2017,110+14225,7369
2017,110+14226,13560
2017,110+14227,17606
2017,110+14228,20437
2017,110+14229,17756
2017,110+14230,16652
2017,110+14231,15690
2017,110+14232,16477
2017,110+14233,19243
2017,110+14234,13536
2017,110+14235,13612
2017,110+14236,11276
2017,110+14237,13168
2017,110+14238,11689
2017,110+14239,11952
2017,110+14240,9567
2017,110+14241,3789
2017,110+14242,2222
2017,110+14258,14306
2017,110+14259,19021
2017,110+14260,7980
2017,110+14261,7854
2017,110+14269,31747
2017,110+14270,15021
2017,110+14271,13176
2017,110+14272,11886
2017,110+14273,11838
2017,110+14274,8470
2017,110+14276,21058
2017,110+14277,21645
2017,110+14279,5344
2017,110+14280,6076
2017,110+14281,9344
2017,110+14282,9483
2017,110+14283,10694
2017,110+14298,15028
2017,110+14299,14724
2017,110+14300,13196
2017,110+14301,15500
2017,110+14302,15416
2017,110+14303,10704
2017,110+14304,10762
2017,110+14323,8567
2017,110+14324,10554
2017,110+14325,10248
2017,110+14328,6164
2017,110+14332,8920
2017,110+14334,10554
2017,110+14337,13196
2017,110+14341,15235
2017,110+14343,11172
2017,110+14349,13196
2017,110+14353,0
2017,110+14355,21117
2017,110+14356,10429
2017,110+14357,9732
2017,110+14361,20650
2017,110+14394,11628
2017,110+14413,7423
2017,110+14429,24452
2017,110+14435,18636
2017,110+14450,16782
2017,110+14451,18615
2017,110+14452,12092
2017,110+14457,13518
2017,110+14463,11582
2017,110+14470,6182
2017,110+14486,22638
2017,110+14487,22372
2017,110+14488,8470
2017,110+14500,11866
2017,110+14514,19817
2017,110+14516,9704
2017,110+14527,14348
2017,110+14529,8918
2017,110+14530,3188
2017,110+14531,10179
2017,110+14532,10202
2017,110+14533,19860
2017,110+14541,8140
2017,110+14551,8004
2017,110+14552,15119
2017,110+15301,3654
2017,110+15302,5058
2017,110+15303,5602
2017,110+15304,4536
2017,110+15321,5108
2017,110+15322,5838
2017,110+15323,12310
2017,110+15324,11132
2017,110+15325,5980
2017,110+15563,18571
2017,110+15564,24688
2017,110+15565,18723
2017,110+15567,8462
2017,110+15568,8496
2017,110+15569,7398
2017,110+15859,17148
2017,110+16008,7698
2017,110+16009,7608
2017,110+16010,6415
2017,110+16011,3988
2017,110+16012,4610
2017,110+16013,6107
2017,110+16015,5184
2017,110+16016,5184
2017,110+16017,8035
2017,110+16018,2852
2017,110+16019,2940
2017,110+16021,7690
2017,110+16023,770
2017,110+16028,10084
2017,110+16029,16627
2017,110+16037,7496
2017,110+16044,1154
2017,110+16045,21733
2017,110+16046,89612
2017,110+16062,3729
2017,110+16072,86579
2017,110+16074,9532
2017,110+16076,11892
2017,110+16080,4610
2017,110+16081,6206
2017,110+16141,7292
2017,110+16142,7292
2017,110+16146,3188
2017,110+16163,7620
2017,110+16165,11278
2017,110+16166,18404
2017,110+16172,16840
2017,110+16173,11398
2017,110+16174,11306
2017,110+16175,8654
2017,110+16178,6522
2017,110+16188,2762
2017,110+16189,1912
2017,110+16191,7292
2017,110+17018,1243
2017,110+17098,14902
2017,110+17099,14831
2017,110+17117,2744
2017,110+17118,2768
2017,110+17119,2822
2017,110+17121,33256
2017,110+17122,12261
2017,110+17123,9913
2017,110+17124,10965
2017,110+17125,10965
2017,110+17126,6782
2017,110+17127,15798
2017,110+17128,15798
2017,110+17129,15798
2017,110+17130,17790
2017,110+17131,16344
2017,110+17134,16112
2017,110+17135,16112
2017,110+17136,16370
2017,110+17137,16370
2017,110+17138,26012
2017,110+17139,25416
2017,110+17140,9438
2017,110+17234,12041
2017,110+17235,9642
2017,110+17237,8106
2017,110+17238,6330
2017,110+17245,19862
2017,110+17246,18518
2017,110+17247,22050
2017,110+17248,5597
2017,110+17266,12582
2017,110+17267,16916
2017,110+17268,15414
2017,110+17269,13250
2017,110+17271,13307
2017,110+17272,13109
2017,110+17273,10426
2017,110+17274,21984
2017,110+17275,11557
2017,110+17276,9630
2017,110+17278,5320
2017,110+17279,10734
2017,110+17280,14188
2017,110+17281,17604
2017,110+17282,23731
2017,110+17311,9800
2017,110+17312,8586
2017,110+17313,5222
2017,110+17314,4342
2017,110+17336,3308
2017,110+17337,3308
2017,110+17338,2498
2017,110+17339,1312
2017,110+17345,5737
2017,110+17355,4168
2017,110+17380,4976
2017,110+17382,10833
2017,110+17383,3866
2017,110+17391,6912
2017,110+17395,5080
2017,110+17397,5058
2017,110+17401,5887
2017,110+17419,3973
2017,110+17420,7624
2017,110+17421,7836
2017,110+17422,5442
2017,110+17423,1938
2017,110+17424,6979
2017,110+17426,7477
2017,110+17427,8108
2017,110+17428,19015
2017,110+17429,5993
2017,110+17440,1578
2017,110+17442,3400
2017,110+17443,4584
2017,110+17445,1101
2017,110+17446,4376
2017,110+17447,6215
2017,110+17448,6804
2017,110+17450,9670
2017,110+17454,8424
2017,110+17460,4558
2017,110+17472,20869
2017,110+17473,13808
2017,110+17474,12770
2017,110+17475,12770
2017,110+17476,13479
2017,110+17477,9815
2017,110+17478,10332
2017,110+17479,7351
2017,110+17480,6174
2017,110+17498,10300
2017,110+17500,11848
2017,110+17501,5099
2017,110+17512,9142
2017,110+17514,12848
2017,110+17515,6844
2017,110+17516,4303
2017,110+17780,2852
2017,110+17827,9956
2017,110+17845,5212
2017,110+17896,6622
2017,110+17907,2965
2017,110+17908,2968
2017,110+17911,4040
2017,110+17917,5256
2017,110+17926,2860
2017,110+17927,2846
2017,110+17928,3610
2017,110+17929,5372
2017,110+17932,3814
2017,110+17938,6576
2017,110+17945,5795
2017,110+17946,5795
2017,110+17947,7348
2017,110+17948,9530
2017,110+17949,5984
2017,110+17950,9110
2017,110+17951,9710
2017,110+17952,6120
2017,110+17953,5795
2017,110+17954,5795
2017,110+17955,5795
2017,110+17956,5795
2017,110+17958,7200
2017,110+17959,7773
2017,110+17960,8450
2017,110+17961,6502
2017,110+17962,5606
2017,110+17963,5609
2017,110+17983,13060
2017,110+17984,15855
2017,110+17985,15855
2017,110+17988,6625
2017,110+18000,2848
2017,110+18001,4463
2017,110+18009,7994
2017,110+18010,15036
2017,110+18011,13742
2017,110+18012,9274
2017,110+18013,10954
2017,110+18014,10954
2017,110+18015,5511
2017,110+18064,8626
2017,110+18065,13596
2017,110+18068,9450
2017,110+18069,19622
2017,110+18070,15234
2017,110+18071,12688
2017,110+18072,13134
2017,110+18073,13134
2017,110+18074,19631
2017,110+18075,19642
2017,110+18076,14608
2017,110+18077,14608
2017,110+18078,16536
2017,110+18079,17422
2017,110+18080,7342
2017,110+18081,9785
2017,110+18082,9095
2017,110+18083,4684
2017,110+18084,4495
2017,110+18089,20546
2017,110+18090,16443
2017,110+18091,14760
2017,110+18092,15120
2017,110+18093,16581
2017,110+18094,17844
2017,110+18095,21177
2017,110+18098,13642
2017,110+18099,14042
2017,110+18100,15994
2017,110+18102,16776
2017,110+18106,2802
2017,110+18107,1197
2017,110+18110,1952
2017,110+18115,2410
2017,110+18119,1660
2017,110+18128,16277
2017,110+18137,8880
2017,110+18138,11246
2017,110+18139,7655
2017,110+18140,5388
2017,110+18143,14144
2017,110+18144,13822
2017,110+18171,25892
2017,110+18172,25892
2017,110+18173,25892
2017,110+18176,22749
2017,110+18177,22174
2017,110+18178,26336
2017,110+18189,12736
2017,110+18199,7980
2017,110+18200,4242
2017,110+18201,14076
2017,110+18219,1226
2017,110+18230,6287
2017,110N04121,89836
2017,110N04122,82018
2017,110N04123,92316
2017,110N04124,95490
2017,110N04125,100102
2017,110N04126,102511
2017,110N04127,87303
2017,110N04128,58044
2017,110N04129,91482
2017,110N04143,72804
2017,110N04144,66808
2017,110N04145,70530
2017,110N04146,62219
2017,110N04147,62219
2017,110N04148,81522
2017,110N04149,81511
2017,110N04150,78102
2017,110N04151,93453
2017,110N04152,103844
2017,110N04153,99574
2017,110N04154,99312
2017,110N04155,102932
2017,110N04156,100966
2017,110N04163,48889
2017,110N04164,36482
2017,110N04165,29534
2017,110N04166,42347
2017,110N04167,43130
2017,110N04168,43130
2017,110N04169,56934
