tmc,year,AMP Vol,MIDD Vol,PMP Vol,WE Vol,max Vol,max WD Vol
110N04170,2020,19.29767239,20.00140845,20.90673574,20.05900594,20.05900594,20.90673574
110N04171,2017,34.4307982,35.68640012,37.30167995,35.78916523,35.78916523,37.30167995
110N04171,2018,32.99384743,34.19704747,35.74491448,34.29552374,34.29552374,35.74491448
110N04171,2019,31.92619625,33.09046183,34.58824125,33.1857515,33.1857515,34.58824125
110N04171,2020,19.29767239,20.00140845,20.90673574,20.05900594,20.05900594,20.90673574
110N04172,2017,34.4307982,35.68640012,37.30167995,35.78916523,35.78916523,37.30167995
110N04172,2018,32.99384743,34.19704747,35.74491448,34.29552374,34.29552374,35.74491448
110N04172,2019,31.92619625,33.09046183,34.58824125,33.1857515,33.1857515,34.58824125
110N04172,2020,19.29767239,20.00140845,20.90673574,20.05900594,20.05900594,20.90673574
110N04173,2017,17.99932035,20.18897503,18.67252503,19.13008798,19.13008798,20.18897503
110N04173,2018,17.24803997,19.34629983,17.8931455,18.33161006,18.33161006,19.34629983
110N04173,2019,16.68977228,18.72011772,17.31399766,17.73827044,17.73827044,18.72011772
110N04173,2020,10.08833283,11.31559946,10.46565335,10.72211011,10.72211011,11.31559946
110N04174,2017,17.99932035,20.18897503,18.67252503,19.13008798,19.13008798,20.18897503
110N04174,2018,17.24803997,19.34629983,17.8931455,18.33161006,18.33161006,19.34629983
110N04174,2019,16.68977228,18.72011772,17.31399766,17.73827044,17.73827044,18.72011772
110N04174,2020,10.08833283,11.31559946,10.46565335,10.72211011,10.72211011,11.31559946
110N04175,2017,42.58691015,45.98845733,45.01421415,44.73823151,44.73823151,45.98845733
110N04175,2018,42.26417365,45.63994288,44.6730828,44.39919164,44.39919164,45.63994288
110N04175,2019,41.94196708,45.2920007,44.3325116,44.06070849,44.06070849,45.2920007
110N04175,2020,32.64779168,35.25547097,34.5086009,34.29702829,34.29702829,35.25547097
110N04176,2017,53.43363613,42.75566825,43.1858005,45.92941114,45.92941114,53.43363613
110N04176,2018,53.02869985,42.43165283,42.85852543,45.58134415,45.58134415,53.02869985
110N04176,2019,52.62442848,42.10816948,42.53178775,45.2338487,45.2338487,52.62442848
110N04176,2020,40.96306153,32.77716427,33.10691038,35.21020523,35.21020523,40.96306153
110N04177,2017,53.43363613,42.75566825,43.1858005,45.92941114,45.92941114,53.43363613
110N04177,2018,53.02869985,42.43165283,42.85852543,45.58134415,45.58134415,53.02869985
110N04177,2019,52.62442848,42.10816948,42.53178775,45.2338487,45.2338487,52.62442848
110N04177,2020,40.96306153,32.77716427,33.10691038,35.21020523,35.21020523,40.96306153
110N04178,2017,64.31145783,48.61353167,47.15017933,52.68055275,52.68055275,64.31145783
110N04178,2018,68.67231425,51.90993698,50.34735708,56.25273624,56.25273624,68.67231425
110N04178,2019,68.86158268,52.05300647,50.48611993,56.40777494,56.40777494,68.86158268
110N04178,2020,49.30198225,37.26775222,36.14592768,40.38558236,40.38558236,49.30198225
110N04179,2017,62.82473663,48.51728222,46.49341793,52.0268794,52.0268794,62.82473663
110N04179,2018,62.34918213,48.1500286,46.14148403,51.63305973,51.63305973,62.34918213
110N04179,2019,61.87362763,47.78277497,45.78955013,51.23924006,51.23924006,61.87362763
110N04179,2020,48.16226405,37.19398253,35.64246173,39.8844856,39.8844856,48.16226405
110N04180,2017,43.64179588,34.7724865,28.44911808,35.4998982,35.4998982,43.64179588
110N04180,2018,43.3109318,34.50886383,28.23343513,35.23076076,35.23076076,43.3109318
110N04180,2019,42.98075415,34.24578808,28.01819965,34.9621817,34.9621817,42.98075415
110N04180,2020,33.45639915,26.65706497,21.80948403,27.21470875,27.21470875,33.45639915
110N04181,2017,43.64179588,34.7724865,28.44911808,35.4998982,35.4998982,43.64179588
110N04181,2018,43.3109318,34.50886383,28.23343513,35.23076076,35.23076076,43.3109318
110N04181,2019,42.98075415,34.24578808,28.01819965,34.9621817,34.9621817,42.98075415
110N04181,2020,33.45639915,26.65706497,21.80948403,27.21470875,27.21470875,33.45639915
110N04182,2017,55.90389903,42.48848208,35.24088198,44.25071546,44.25071546,55.90389903
110N04182,2018,55.48058273,42.16675018,34.97403048,43.91563956,43.91563956,55.48058273
110N04182,2019,55.05726643,41.8450183,34.70717898,43.58056367,43.58056367,55.05726643
110N04182,2020,42.85671133,32.57226495,27.01615328,33.92321772,33.92321772,42.85671133
110N04183,2017,49.34009523,34.5902916,27.95582575,36.90895953,36.90895953,49.34009523
110N04183,2018,48.96654805,34.3284132,27.74417598,36.62952681,36.62952681,48.96654805
110N04183,2019,48.59374205,34.0670544,27.53294615,36.35064852,36.35064852,48.59374205
110N04183,2020,37.82535578,26.517786,21.4316379,28.29533505,28.29533505,37.82535578
110N04184,2017,65.8315763,41.40108648,35.50272718,46.69598091,46.69598091,65.8315763
110N04184,2018,65.32205128,41.08064922,35.2279422,46.33456209,46.33456209,65.32205128
110N04184,2019,66.19036358,41.62672567,35.69621983,46.95047769,46.95047769,66.19036358
110N04184,2020,58.07878788,36.52540398,31.32167685,41.19673449,41.19673449,58.07878788
110N04185,2017,42.63574455,30.2912124,27.68610628,33.07390555,33.07390555,42.63574455
110N04185,2018,42.30601333,30.05694983,27.47199078,32.81812252,32.81812252,42.30601333
110N04185,2019,42.86790953,30.45615753,27.83686578,33.25400331,33.25400331,42.86790953
110N04185,2020,37.61428678,26.72364143,24.42535369,29.17860074,29.17860074,37.61428678
110N04186,2017,46.49333913,28.98778627,25.4344708,32.9741398,32.9741398,46.49333913
110N04186,2018,46.1337745,28.76360398,25.23776873,32.71912834,32.71912834,46.1337745
110N04186,2019,46.74650993,29.14563383,25.57296945,33.15369431,33.15369431,46.74650993
110N04186,2020,41.01755015,25.57372732,22.43890632,29.09058499,29.09058499,41.01755015
110N04187,2017,27.22440195,16.97393992,14.89327868,19.30816872,19.30816872,27.22440195
110N04187,2018,27.01394405,16.84272308,14.77814636,19.15890715,19.15890715,27.01394405
110N04187,2019,27.37273208,17.06642117,14.9744236,19.41336784,19.41336784,27.37273208
110N04187,2020,24.01860748,14.97518296,13.13952884,17.03454593,17.03454593,24.01860748
110N04188,2017,14.78955282,10.52094061,10.17530034,11.64178974,11.64178974,14.78955282
110N04188,2018,14.68170653,10.4442213,10.10110145,11.55689712,11.55689712,14.68170653
110N04188,2019,15.16875428,10.79069563,10.4361932,11.94028312,11.94028312,15.16875428
110N04188,2020,13.09323509,9.314220007,9.008223645,10.30651107,10.30651107,13.09323509
110N04189,2017,14.52510072,9.21687093,8.737098605,10.59643021,10.59643021,14.52510072
110N04189,2018,14.41276046,9.145585665,8.669524003,10.51447513,10.51447513,14.41276046
110N04189,2019,14.60423348,9.26708445,8.784698325,10.65415956,10.65415956,14.60423348
110N04189,2020,12.81456132,8.131451895,7.708179658,9.348548236,9.348548236,12.81456132
110N04190,2017,17.96298219,12.71379178,11.92650688,13.98862192,13.98862192,17.96298219
110N04190,2018,17.5307271,12.40785142,11.63951148,13.65200449,13.65200449,17.5307271
110N04190,2019,17.86127511,12.64180581,11.85897855,13.90941782,13.90941782,17.86127511
110N04190,2020,15.71030781,11.11939989,10.43084562,12.23435808,12.23435808,15.71030781
110N04191,2017,14.04654222,10.02937784,9.056668385,10.8992221,10.8992221,14.04654222
110N04191,2018,13.83726276,9.879950115,8.921733065,10.73683457,10.73683457,13.83726276
110N04191,2019,13.92245023,9.94077486,8.97665866,10.80293462,10.80293462,13.92245023
110N04191,2020,12.14961173,8.674949655,7.833600805,9.427324864,9.427324864,12.14961173
110N04192,2017,14.04654222,10.02937784,9.056668385,10.8992221,10.8992221,14.04654222
110N04192,2018,13.83726276,9.879950115,8.921733065,10.73683457,10.73683457,13.83726276
110N04192,2019,13.92245023,9.94077486,8.97665866,10.80293462,10.80293462,13.92245023
110N04192,2020,12.14961173,8.674949655,7.833600805,9.427324864,9.427324864,12.14961173
110N04193,2017,14.04654222,10.02937784,9.056668385,10.8992221,10.8992221,14.04654222
110N04193,2018,13.83726276,9.879950115,8.921733065,10.73683457,10.73683457,13.83726276
110N04193,2019,13.92245023,9.94077486,8.97665866,10.80293462,10.80293462,13.92245023
110N04193,2020,12.14961173,8.674949655,7.833600805,9.427324864,9.427324864,12.14961173
110N04603,2017,61.54263038,64.81654843,69.66542203,65.26653572,65.26653572,69.66542203
110N04603,2018,61.3991693,64.66545558,69.50302605,65.11439392,65.11439392,69.50302605
110N04603,2019,60.61419368,63.83872117,68.6144443,64.28191992,64.28191992,68.6144443
110N04603,2020,49.92769793,52.58372987,56.5174762,52.94879112,52.94879112,56.5174762
110N04604,2017,54.2713094,63.37526282,73.88497653,63.77690861,63.77690861,73.88497653
110N04604,2018,54.1447984,63.22752973,73.71274443,63.62823926,63.62823926,73.71274443
110N04604,2019,53.4525684,62.4191789,72.7703423,62.81476544,62.81476544,72.7703423
110N04604,2020,44.0286924,51.4144579,59.94067475,51.74030114,51.74030114,59.94067475
110N04605,2017,41.59621805,54.41343637,68.01108638,54.63641685,54.63641685,68.01108638
110N04605,2018,41.49888963,54.28611772,67.85195143,54.50857646,54.50857646,67.85195143
110N04605,2019,40.9684709,53.59225883,66.98470063,53.81187421,53.81187421,66.98470063
110N04605,2020,33.74576598,44.14399135,55.1753576,44.32488874,44.32488874,55.1753576
110N04606,2017,42.20227533,52.51044673,58.54725823,51.29005819,51.29005819,58.54725823
110N04606,2018,42.18654615,52.4908756,58.52543713,51.27094191,51.27094191,58.52543713
110N04606,2019,42.17081698,52.47130448,58.50361603,51.25182564,51.25182564,58.50361603
110N04606,2020,42.15553723,52.45229253,58.48241838,51.23325554,51.23325554,58.48241838
110N04607,2017,50.29630355,54.27199482,63.74307855,55.84210694,55.84210694,63.74307855
110N04607,2018,50.27755558,54.25176488,63.71931825,55.82129175,55.82129175,63.71931825
110N04607,2019,50.25931428,54.2320817,63.69620013,55.80103913,55.80103913,63.69620013
110N04607,2020,50.24056628,54.21185177,63.67243985,55.78022393,55.78022393,63.67243985
110N04608,2017,46.5309522,50.14288897,59.84382995,51.88260446,51.88260446,59.84382995
110N04608,2018,46.5133634,50.12393483,59.82120885,51.86299271,51.86299271,59.82120885
110N04608,2019,46.49627713,50.10552223,59.79923405,51.84394129,51.84394129,59.79923405
110N04608,2020,46.47919085,50.08710965,59.77725925,51.82488988,51.82488988,59.77725925
110N04609,2017,48.61010555,51.19241928,61.09034975,53.2825955,53.2825955,61.09034975
110N04609,2018,48.59173083,51.17306842,61.06725745,53.26245455,53.26245455,61.06725745
110N04609,2019,48.57388108,51.15427045,61.04482495,53.24288905,53.24288905,61.04482495
110N04609,2020,48.55603133,51.13547247,61.02239243,53.22332356,53.22332356,61.02239243
110N04610,2017,55.2299875,48.27074372,48.24509415,50.25177064,50.25177064,55.2299875
110N04610,2018,55.20908483,48.25247487,48.226835,50.23275204,50.23275204,55.20908483
110N04610,2019,55.18881553,48.23475962,48.20912918,50.21430975,50.21430975,55.18881553
110N04610,2020,55.16854625,48.21704437,48.19142333,50.19586746,50.19586746,55.16854625
110N04611,2017,55.580932,47.62584082,50.58971768,50.74554596,50.74554596,55.580932
110N04611,2018,55.56029343,47.60815617,50.57093248,50.7267029,50.7267029,55.56029343
110N04611,2019,55.53965488,47.59047153,50.55214728,50.70785984,50.70785984,55.53965488
110N04611,2020,55.51966128,47.57333953,50.53394913,50.68960562,50.68960562,55.51966128
110N04612,2017,64.9411639,55.6463777,59.10939293,59.29146381,59.29146381,64.9411639
110N04612,2018,64.91730058,55.62592983,59.08767253,59.26967653,59.26967653,64.91730058
110N04612,2019,64.89279228,55.60492932,59.0653651,59.24730039,59.24730039,64.89279228
110N04612,2020,64.86892895,55.58448145,59.04364473,59.2255131,59.2255131,64.86892895
110N04613,2017,64.05709693,55.44935897,61.18186543,59.54657166,59.54657166,64.05709693
110N04613,2018,64.03355845,55.4289835,61.15938348,59.52469062,59.52469062,64.03355845
110N04613,2019,64.0093838,55.40805735,61.13629393,59.50221821,59.50221821,64.0093838
110N04613,2020,63.98584533,55.38768188,61.11381198,59.48033718,59.48033718,63.98584533
110N04645,2017,48.11375145,33.21172405,36.18190405,38.31806902,38.31806902,48.11375145
110N04645,2018,47.42313415,32.73500812,35.66255463,37.76805741,37.76805741,47.42313415
110N04645,2019,46.78019698,32.29120462,35.17906103,37.25601855,37.25601855,46.78019698
110N04645,2020,38.36390375,26.48164705,28.84994503,30.55323409,30.55323409,38.36390375
110N04646,2017,48.11375145,33.21172405,36.18190405,38.31806902,38.31806902,48.11375145
110N04646,2018,47.42313415,32.73500812,35.66255463,37.76805741,37.76805741,47.42313415
110N04646,2019,43.1795999,29.80580215,32.47138485,34.38848228,34.38848228,43.1795999
110N04646,2020,33.27479165,22.96875977,25.02289435,26.5002359,26.5002359,33.27479165
110N04647,2017,52.75362703,36.41451457,39.67112548,42.01329267,42.01329267,52.75362703
110N04647,2018,52.46605605,36.2160115,39.45486995,41.7842695,41.7842695,52.46605605
110N04647,2019,52.1792301,36.01802268,39.23917465,41.55583965,41.55583965,52.1792301
110N04647,2020,40.15041973,27.71483453,30.19341853,31.97602573,31.97602573,40.15041973
110N04648,2017,72.97299488,50.3714405,54.87624263,58.11611379,58.11611379,72.97299488
110N04648,2018,71.92552135,49.64839563,54.08853465,57.28189984,57.28189984,71.92552135
110N04648,2019,70.9503131,48.97523365,53.35517068,56.50523835,56.50523835,70.9503131
110N04648,2020,58.18618525,40.16447418,43.75645025,46.33981336,46.33981336,58.18618525
110N04670,2017,23.80571992,27.9760285,36.2458229,29.14731016,29.14731016,36.2458229
110N04670,2018,23.8955627,28.08161002,36.38261463,29.2573121,29.2573121,36.38261463
110N04670,2019,23.98584161,28.18770407,36.5200704,29.36784803,29.36784803,36.5200704
110N04670,2020,24.07568439,28.2932856,36.65686213,29.47784997,29.47784997,36.65686213
110N04681,2017,13.28230296,17.60407862,19.1579574,16.81325094,16.81325094,19.1579574
110N04681,2018,13.21085804,17.50938705,19.05490759,16.7228132,16.7228132,19.05490759
