tmc_code,year,AMP LOTTR,MIDD LOTTR,PMP LOTTR,WE LOTTR,max LOTTR,max WD LOTTR,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110+06511,2017,1.188857413,1.151512045,1.192307692,1.16126817,1.192307692,1.192307692,Rel,Rel,Rel,Rel,Rel,Rel
110+06511,2018,1.180196735,1.154443395,1.210661992,1.157275615,1.210661992,1.210661992,Rel,Rel,Rel,Rel,Rel,Rel
110+06511,2019,1.166702843,1.14001251,1.175992498,1.145519796,1.175992498,1.175992498,Rel,Rel,Rel,Rel,Rel,Rel
110+06511,2020,1.149229892,1.13784219,1.162904276,1.150983394,1.162904276,1.162904276,Rel,Rel,Rel,Rel,Rel,Rel
110+06512,2017,1.385959086,1.330233727,1.462693828,1.434563888,1.462693828,1.462693828,Rel,Rel,Rel,Rel,Rel,Rel
110+06512,2018,1.360522575,1.348716652,1.441738721,1.428582259,1.441738721,1.441738721,Rel,Rel,Rel,Rel,Rel,Rel
110+06512,2019,1.325576676,1.319756644,1.407402927,1.318195981,1.407402927,1.407402927,Rel,Rel,Rel,Rel,Rel,Rel
110+06512,2020,1.339852565,1.346987158,1.416588691,1.332607851,1.416588691,1.416588691,Rel,Rel,Rel,Rel,Rel,Rel
110+06513,2017,1.334085968,1.313722458,1.355186349,1.409121459,1.409121459,1.355186349,Rel,Rel,Rel,Rel,Rel,Rel
110+06513,2018,1.330254618,1.315756872,1.354153298,1.407634759,1.407634759,1.354153298,Rel,Rel,Rel,Rel,Rel,Rel
110+06513,2019,1.330619964,1.293234235,1.388859173,1.369632197,1.388859173,1.388859173,Rel,Rel,Rel,Rel,Rel,Rel
110+06513,2020,1.318214222,1.313211202,1.399982793,1.37497465,1.399982793,1.399982793,Rel,Rel,Rel,Rel,Rel,Rel
110+06514,2017,1.315017025,1.253765146,1.687461898,1.274988485,1.687461898,1.687461898,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+06514,2018,1.316800362,1.242503112,1.612658502,1.266236757,1.612658502,1.612658502,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+06514,2019,1.325837791,1.279708093,1.729136764,1.307844631,1.729136764,1.729136764,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+06514,2020,1.398981942,1.31582484,1.531821599,1.296331138,1.531821599,1.531821599,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+06515,2017,1.218023509,1.221866577,1.367321867,1.230405473,1.367321867,1.367321867,Rel,Rel,Rel,Rel,Rel,Rel
110+06515,2018,1.24739473,1.215769712,1.332919255,1.274488698,1.332919255,1.332919255,Rel,Rel,Rel,Rel,Rel,Rel
110+06515,2019,1.228563891,1.203251333,1.277567153,1.218672457,1.277567153,1.277567153,Rel,Rel,Rel,Rel,Rel,Rel
110+06515,2020,1.21340196,1.213155151,1.267124613,1.194368445,1.267124613,1.267124613,Rel,Rel,Rel,Rel,Rel,Rel
110+06516,2017,1.307079191,1.287359138,1.347491317,1.473323171,1.473323171,1.347491317,Rel,Rel,Rel,Rel,Rel,Rel
110+06516,2018,1.321617265,1.310355118,1.362969833,1.479673537,1.479673537,1.362969833,Rel,Rel,Rel,Rel,Rel,Rel
110+06516,2019,1.222184825,1.223977484,1.259033604,1.249822453,1.259033604,1.259033604,Rel,Rel,Rel,Rel,Rel,Rel
110+06516,2020,1.25781893,1.240397805,1.238406506,1.258097511,1.258097511,1.25781893,Rel,Rel,Rel,Rel,Rel,Rel
110+06517,2017,1.339237057,1.385652974,1.45027248,1.571525886,1.571525886,1.45027248,Rel,Rel,Rel,Unrel,Unrel,Rel
110+06517,2018,1.387800963,1.413170163,1.496996522,1.568982549,1.568982549,1.496996522,Rel,Rel,Rel,Unrel,Unrel,Rel
110+06517,2019,1.33014827,1.365905632,1.401179941,1.57156799,1.57156799,1.401179941,Rel,Rel,Rel,Unrel,Unrel,Rel
110+06517,2020,1.360606061,1.372433105,1.443887776,1.50325309,1.50325309,1.443887776,Rel,Rel,Rel,Unrel,Unrel,Rel
110+06518,2017,1.146438953,1.128871485,1.167206041,1.142912621,1.167206041,1.167206041,Rel,Rel,Rel,Rel,Rel,Rel
110+06518,2018,1.149981392,1.125591554,1.149553571,1.119011407,1.149981392,1.149981392,Rel,Rel,Rel,Rel,Rel,Rel
110+06518,2019,1.149928775,1.137372314,1.118085106,1.116313638,1.149928775,1.149928775,Rel,Rel,Rel,Rel,Rel,Rel
110+06518,2020,1.153737659,1.150324441,1.113443831,1.116209101,1.153737659,1.153737659,Rel,Rel,Rel,Rel,Rel,Rel
110+06519,2017,1.344832703,1.295390476,1.402273844,1.274947368,1.402273844,1.402273844,Rel,Rel,Rel,Rel,Rel,Rel
110+06519,2018,1.4032,1.303332027,1.370428073,1.312421053,1.4032,1.4032,Rel,Rel,Rel,Rel,Rel,Rel
110+06519,2019,1.326830828,1.244565217,1.35138539,1.194403662,1.35138539,1.35138539,Rel,Rel,Rel,Rel,Rel,Rel
110+06519,2020,1.328133979,1.257394483,1.286265495,1.189146331,1.328133979,1.328133979,Rel,Rel,Rel,Rel,Rel,Rel
110+06521,2017,1.38730333,1.326435331,1.495687939,1.347826087,1.495687939,1.495687939,Rel,Rel,Rel,Rel,Rel,Rel
110+06521,2018,1.413902545,1.329505025,1.4564437,1.424510951,1.4564437,1.4564437,Rel,Rel,Rel,Rel,Rel,Rel
110+06521,2019,1.387404224,1.317808911,1.382144483,1.320323818,1.387404224,1.387404224,Rel,Rel,Rel,Rel,Rel,Rel
110+06521,2020,1.432425231,1.311753481,1.399937142,1.35411449,1.432425231,1.432425231,Rel,Rel,Rel,Rel,Rel,Rel
110+06522,2017,1.314931456,1.260089686,1.493614304,1.471149478,1.493614304,1.493614304,Rel,Rel,Rel,Rel,Rel,Rel
110+06522,2018,1.297422085,1.258945748,1.476039353,1.454172367,1.476039353,1.476039353,Rel,Rel,Rel,Rel,Rel,Rel
110+06522,2019,1.255547602,1.224854227,1.475509583,1.395104895,1.475509583,1.475509583,Rel,Rel,Rel,Rel,Rel,Rel
110+06522,2020,1.256058158,1.207913111,1.382641509,1.367536488,1.382641509,1.382641509,Rel,Rel,Rel,Rel,Rel,Rel
110+06523,2017,1.231384615,1.200800469,1.319258809,1.249907167,1.319258809,1.319258809,Rel,Rel,Rel,Rel,Rel,Rel
110+06523,2018,1.195193008,1.191268598,1.32259332,1.296200025,1.32259332,1.32259332,Rel,Rel,Rel,Rel,Rel,Rel
110+06523,2019,1.203202995,1.18038287,1.294246904,1.250092081,1.294246904,1.294246904,Rel,Rel,Rel,Rel,Rel,Rel
110+06523,2020,1.211838706,1.191870585,1.288685152,1.280680437,1.288685152,1.288685152,Rel,Rel,Rel,Rel,Rel,Rel
110+06524,2017,1.230889138,1.235861684,1.342083403,1.355265771,1.355265771,1.342083403,Rel,Rel,Rel,Rel,Rel,Rel
110+06524,2018,1.226952125,1.212752809,1.345518032,1.330999157,1.345518032,1.345518032,Rel,Rel,Rel,Rel,Rel,Rel
110+06524,2019,1.189794852,1.198040257,1.318205084,1.300863132,1.318205084,1.318205084,Rel,Rel,Rel,Rel,Rel,Rel
110+06524,2020,1.197336811,1.216603113,1.284061192,1.285724372,1.285724372,1.284061192,Rel,Rel,Rel,Rel,Rel,Rel
110+06525,2017,1.344827586,1.328341997,1.350044763,1.377113678,1.377113678,1.350044763,Rel,Rel,Rel,Rel,Rel,Rel
110+06525,2018,1.327083333,1.331633442,1.386110488,1.414456233,1.414456233,1.386110488,Rel,Rel,Rel,Rel,Rel,Rel
110+06525,2019,1.317707427,1.325742736,1.318171233,1.366498033,1.366498033,1.325742736,Rel,Rel,Rel,Rel,Rel,Rel
110+06525,2020,1.326654972,1.312577833,1.394888287,1.409177662,1.409177662,1.394888287,Rel,Rel,Rel,Rel,Rel,Rel
110+06526,2017,1.233349101,1.270411558,1.327707204,1.268115571,1.327707204,1.327707204,Rel,Rel,Rel,Rel,Rel,Rel
110+06526,2018,1.255455524,1.269970525,1.313916013,1.248426308,1.313916013,1.313916013,Rel,Rel,Rel,Rel,Rel,Rel
110+06526,2019,1.226271682,1.223992829,1.297437137,1.217795625,1.297437137,1.297437137,Rel,Rel,Rel,Rel,Rel,Rel
110+06526,2020,1.216949323,1.225826787,1.258037225,1.236413335,1.258037225,1.258037225,Rel,Rel,Rel,Rel,Rel,Rel
110+06527,2017,1.362707085,1.331913383,1.459758551,1.323916409,1.459758551,1.459758551,Rel,Rel,Rel,Rel,Rel,Rel
110+06527,2018,1.248501939,1.311664861,1.441649899,1.323916409,1.441649899,1.441649899,Rel,Rel,Rel,Rel,Rel,Rel
110+06527,2019,1.305,1.313234851,1.418207681,1.344234659,1.418207681,1.418207681,Rel,Rel,Rel,Rel,Rel,Rel
110+06527,2020,1.277913362,1.265576804,1.428704857,1.382333109,1.428704857,1.428704857,Rel,Rel,Rel,Rel,Rel,Rel
110+06533,2017,1.123990515,1.179347508,1.30706238,1.179617425,1.30706238,1.30706238,Rel,Rel,Rel,Rel,Rel,Rel
110+06533,2018,1.123092273,1.176401326,1.299827412,1.202250588,1.299827412,1.299827412,Rel,Rel,Rel,Rel,Rel,Rel
110+06533,2019,1.112316422,1.179351423,1.297360562,1.17432744,1.297360562,1.297360562,Rel,Rel,Rel,Rel,Rel,Rel
110+06533,2020,1.109069759,1.144445091,1.212205397,1.190671533,1.212205397,1.212205397,Rel,Rel,Rel,Rel,Rel,Rel
110+06534,2017,1.148915187,1.162727273,1.224176816,1.201694018,1.224176816,1.224176816,Rel,Rel,Rel,Rel,Rel,Rel
110+06534,2018,1.200610221,1.234678625,1.270553064,1.227467811,1.270553064,1.270553064,Rel,Rel,Rel,Rel,Rel,Rel
110+06534,2019,1.178191489,1.099310345,1.119382022,1.209606987,1.209606987,1.178191489,Rel,Rel,Rel,Rel,Rel,Rel
110+06534,2020,1.15309842,1.199759326,1.196451204,1.119382022,1.199759326,1.199759326,Rel,Rel,Rel,Rel,Rel,Rel
110+06535,2017,1.435647905,1.360049834,1.391272431,1.322616186,1.435647905,1.435647905,Rel,Rel,Rel,Rel,Rel,Rel
110+06535,2018,1.458361833,1.43480821,1.398421927,1.237925049,1.458361833,1.458361833,Rel,Rel,Rel,Rel,Rel,Rel
110+06535,2019,1.421096763,1.360022807,1.334606126,1.25418524,1.421096763,1.421096763,Rel,Rel,Rel,Rel,Rel,Rel
110+06535,2020,1.273184639,1.278697981,1.283733747,1.217955014,1.283733747,1.283733747,Rel,Rel,Rel,Rel,Rel,Rel
110+06551,2017,1.475028461,1.50371275,1.46667344,1.523054755,1.523054755,1.50371275,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110+06551,2018,1.481091991,1.437539834,1.366006369,1.389912762,1.481091991,1.481091991,Rel,Rel,Rel,Rel,Rel,Rel
110+06551,2019,1.416640119,1.338745229,1.291682595,1.284700035,1.416640119,1.416640119,Rel,Rel,Rel,Rel,Rel,Rel
110+06551,2020,1.250717189,1.274719556,1.264104661,1.207843379,1.274719556,1.274719556,Rel,Rel,Rel,Rel,Rel,Rel
110+06552,2017,1.190442153,1.176445713,1.160808523,1.169651687,1.190442153,1.190442153,Rel,Rel,Rel,Rel,Rel,Rel
110+06552,2018,1.144082508,1.180437553,1.166149845,1.160454345,1.180437553,1.180437553,Rel,Rel,Rel,Rel,Rel,Rel
110+06552,2019,1.242246692,1.200080963,1.184941795,1.19049125,1.242246692,1.242246692,Rel,Rel,Rel,Rel,Rel,Rel
110+06552,2020,1.19049125,1.173482032,1.199959522,1.163504111,1.199959522,1.199959522,Rel,Rel,Rel,Rel,Rel,Rel
110+06553,2017,1.500027969,1.318674699,1.361889579,1.391266599,1.500027969,1.500027969,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+06553,2018,1.418806287,1.363620183,1.353382795,1.375038458,1.418806287,1.418806287,Rel,Rel,Rel,Rel,Rel,Rel
110+06553,2019,1.456526395,1.371431036,1.356627842,1.374993823,1.456526395,1.456526395,Rel,Rel,Rel,Rel,Rel,Rel
110+06553,2020,1.379103995,1.315694898,1.374993823,1.374993823,1.379103995,1.379103995,Rel,Rel,Rel,Rel,Rel,Rel
110+06554,2017,1.38331656,1.290672016,1.25,1.500047925,1.500047925,1.38331656,Rel,Rel,Rel,Unrel,Unrel,Rel
110+06554,2018,1.285731401,1.292320396,1.25,1.350043132,1.350043132,1.292320396,Rel,Rel,Rel,Rel,Rel,Rel
110+06554,2019,1.399949755,1.350059223,1.249977568,1.363645262,1.399949755,1.399949755,Rel,Rel,Rel,Rel,Rel,Rel
110+06554,2020,1.399949755,1.399949755,1.350059223,1.500053839,1.500053839,1.399949755,Rel,Rel,Rel,Unrel,Unrel,Rel
110+06558,2017,1.042432815,1.040050657,1.054719671,1.055744445,1.055744445,1.054719671,Rel,Rel,Rel,Rel,Rel,Rel
110+06558,2018,1.041947506,1.048192771,1.048443735,1.065602554,1.065602554,1.048443735,Rel,Rel,Rel,Rel,Rel,Rel
110+06558,2019,1.040092093,1.039596832,1.047557633,1.064484927,1.064484927,1.047557633,Rel,Rel,Rel,Rel,Rel,Rel
110+06558,2020,1.039596832,1.039574434,1.046890344,1.048924159,1.048924159,1.046890344,Rel,Rel,Rel,Rel,Rel,Rel
110+06560,2017,1.046130159,1.041389153,1.050011893,1.055157165,1.055157165,1.050011893,Rel,Rel,Rel,Rel,Rel,Rel
110+06560,2018,1.044169506,1.043313709,1.052688756,1.061122184,1.061122184,1.052688756,Rel,Rel,Rel,Rel,Rel,Rel
110+06560,2019,1.050185555,1.051143856,1.066643466,1.066643466,1.066643466,1.066643466,Rel,Rel,Rel,Rel,Rel,Rel
110+06560,2020,1.046892039,1.049668301,1.065312132,1.065563148,1.065563148,1.065312132,Rel,Rel,Rel,Rel,Rel,Rel
110+06561,2017,1.839665886,2.005104645,2.027666829,2,2.027666829,2.027666829,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+06561,2018,1.892599578,2.147083641,2.351518104,2.388858221,2.388858221,2.351518104,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+06561,2019,1.937593725,2.157720527,2.287673843,2.399951291,2.399951291,2.287673843,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+06561,2020,1.721364933,2.023322511,2.020797315,2.294158003,2.294158003,2.023322511,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110+06562,2017,1.213176685,1.218750684,1.262811111,1.235653666,1.262811111,1.262811111,Rel,Rel,Rel,Rel,Rel,Rel
110+06562,2018,1.196708921,1.206338217,1.256835322,1.232676097,1.256835322,1.256835322,Rel,Rel,Rel,Rel,Rel,Rel
110+06562,2019,1.164698819,1.156680731,1.140196176,1.155578123,1.164698819,1.164698819,Rel,Rel,Rel,Rel,Rel,Rel
110+06562,2020,1.155169641,1.127221203,1.147736977,1.172926002,1.172926002,1.155169641,Rel,Rel,Rel,Rel,Rel,Rel
110+06563,2017,1.213418651,1.230164218,1.276208966,1.255655906,1.276208966,1.276208966,Rel,Rel,Rel,Rel,Rel,Rel
110+06563,2018,1.257178171,1.256015399,1.285182889,1.312551048,1.312551048,1.285182889,Rel,Rel,Rel,Rel,Rel,Rel
110+06563,2019,1.242705314,1.284039202,1.343814945,1.343814945,1.343814945,1.343814945,Rel,Rel,Rel,Rel,Rel,Rel
110+06563,2020,1.226969551,1.272703204,1.323593381,1.333302515,1.333302515,1.323593381,Rel,Rel,Rel,Rel,Rel,Rel
110+06564,2017,1.191732347,1.232034766,1.236954798,1.270420301,1.270420301,1.236954798,Rel,Rel,Rel,Rel,Rel,Rel
110+06564,2018,1.206956798,1.241347199,1.270420301,1.263200518,1.270420301,1.270420301,Rel,Rel,Rel,Rel,Rel,Rel
110+06564,2019,1.199936829,1.22816109,1.236740374,1.333385976,1.333385976,1.236740374,Rel,Rel,Rel,Rel,Rel,Rel
110+06564,2020,1.171509792,1.210534282,1.242308305,1.280089629,1.280089629,1.242308305,Rel,Rel,Rel,Rel,Rel,Rel
110+06565,2017,1.104126763,1.104126763,1.102004612,1.10552125,1.10552125,1.104126763,Rel,Rel,Rel,Rel,Rel,Rel
110+06565,2018,1.102004612,1.093853387,1.124889125,1.098068077,1.124889125,1.124889125,Rel,Rel,Rel,Rel,Rel,Rel
110+06565,2019,1.089816246,1.081676967,1.122551569,1.098129192,1.122551569,1.122551569,Rel,Rel,Rel,Rel,Rel,Rel
110+06565,2020,1.100017334,1.093771273,1.098129192,1.076950229,1.100017334,1.100017334,Rel,Rel,Rel,Rel,Rel,Rel
110+06566,2017,1.100032443,1.076855318,1.075423064,1.07401072,1.100032443,1.100032443,Rel,Rel,Rel,Rel,Rel,Rel
110+06566,2018,1.090665775,1.087535785,1.117561358,1.07401072,1.117561358,1.117561358,Rel,Rel,Rel,Rel,Rel,Rel
110+06566,2019,1.065496815,1.075556052,1.074036165,1.074036165,1.075556052,1.075556052,Rel,Rel,Rel,Rel,Rel,Rel
110+06566,2020,1.075556052,1.075556052,1.072767237,1.074036165,1.075556052,1.075556052,Rel,Rel,Rel,Rel,Rel,Rel
110+06567,2017,1.075280186,1.07687513,1.074026253,1.075280186,1.07687513,1.07687513,Rel,Rel,Rel,Rel,Rel,Rel
110+06567,2018,1.075280186,1.07687513,1.096003383,1.074026253,1.096003383,1.096003383,Rel,Rel,Rel,Rel,Rel,Rel
110+06567,2019,1.075508864,1.065250379,1.074164811,1.074164811,1.075508864,1.075508864,Rel,Rel,Rel,Rel,Rel,Rel
110+06567,2020,1.094432071,1.075508864,1.054565702,1.074164811,1.094432071,1.094432071,Rel,Rel,Rel,Rel,Rel,Rel
110+06568,2017,1.076923077,1.11989888,1.075367647,1.097869267,1.11989888,1.11989888,Rel,Rel,Rel,Rel,Rel,Rel
110+06568,2018,1.096323529,1.078396595,1.096323529,1.096323529,1.096323529,1.096323529,Rel,Rel,Rel,Rel,Rel,Rel
110+06568,2019,1.12248003,1.12248003,1.076655052,1.097948122,1.12248003,1.12248003,Rel,Rel,Rel,Rel,Rel,Rel
110+06568,2020,1.189868523,1.12248003,1.117855735,1.137314568,1.189868523,1.189868523,Rel,Rel,Rel,Rel,Rel,Rel
110+06570,2017,1.054855448,1.047743379,1.058867362,1.065307663,1.065307663,1.058867362,Rel,Rel,Rel,Rel,Rel,Rel
110+06570,2018,1.054295277,1.046101949,1.054538663,1.062428626,1.062428626,1.054538663,Rel,Rel,Rel,Rel,Rel,Rel
110+06570,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06570,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06571,2017,1.212866933,1.183670143,1.192955991,1.152722387,1.212866933,1.212866933,Rel,Rel,Rel,Rel,Rel,Rel
110+06571,2018,1.219141928,1.166159113,1.191492829,1.182513638,1.219141928,1.219141928,Rel,Rel,Rel,Rel,Rel,Rel
110+06571,2019,1.175627389,1.180045596,1.149330587,1.136953882,1.180045596,1.180045596,Rel,Rel,Rel,Rel,Rel,Rel
110+06571,2020,1.185647197,1.170136787,1.142776323,1.163809602,1.185647197,1.185647197,Rel,Rel,Rel,Rel,Rel,Rel
110+06572,2017,1.042837079,1.041637262,1.054054054,1.060530973,1.060530973,1.054054054,Rel,Rel,Rel,Rel,Rel,Rel
110+06572,2018,1.040707965,1.038393175,1.051608342,1.060193479,1.060193479,1.051608342,Rel,Rel,Rel,Rel,Rel,Rel
110+06572,2019,1.040154984,1.035575907,1.048642933,1.05378627,1.05378627,1.048642933,Rel,Rel,Rel,Rel,Rel,Rel
110+06572,2020,1.033826638,1.031128405,1.041960508,1.047550947,1.047550947,1.041960508,Rel,Rel,Rel,Rel,Rel,Rel
110+06573,2017,1.173625944,1.147047531,1.151276276,1.111109361,1.173625944,1.173625944,Rel,Rel,Rel,Rel,Rel,Rel
110+06573,2018,1.171626222,1.161382226,1.152267393,1.120712391,1.171626222,1.171626222,Rel,Rel,Rel,Rel,Rel,Rel
110+06573,2019,1.162944501,1.149999232,1.139188585,1.124161021,1.162944501,1.162944501,Rel,Rel,Rel,Rel,Rel,Rel
110+06573,2020,1.153494074,1.142141732,1.119768242,1.139183867,1.153494074,1.153494074,Rel,Rel,Rel,Rel,Rel,Rel
110+06574,2017,1.036092029,1.034637729,1.040680554,1.053046909,1.053046909,1.040680554,Rel,Rel,Rel,Rel,Rel,Rel
110+06574,2018,1.034095908,1.028993496,1.040013155,1.049972299,1.049972299,1.040013155,Rel,Rel,Rel,Rel,Rel,Rel
110+06574,2019,1.033909501,1.034494196,1.043545535,1.056731302,1.056731302,1.043545535,Rel,Rel,Rel,Rel,Rel,Rel
110+06574,2020,1.03241509,1.030343448,1.043932822,1.049441964,1.049441964,1.043932822,Rel,Rel,Rel,Rel,Rel,Rel
110+06575,2017,1.100113336,1.152165999,1.130357143,1.106428571,1.152165999,1.152165999,Rel,Rel,Rel,Rel,Rel,Rel
110+06575,2018,1.127775755,1.133274956,1.130357143,1.136332418,1.136332418,1.133274956,Rel,Rel,Rel,Rel,Rel,Rel
110+06575,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06575,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06576,2017,1.026942519,1.022682032,1.03164557,1.040281498,1.040281498,1.03164557,Rel,Rel,Rel,Rel,Rel,Rel
110+06576,2018,1.026213286,1.025376685,1.033884037,1.038003493,1.038003493,1.033884037,Rel,Rel,Rel,Rel,Rel,Rel
110+06576,2019,1.027916776,1.021918963,1.035292878,1.044694517,1.044694517,1.035292878,Rel,Rel,Rel,Rel,Rel,Rel
110+06576,2020,1.026186838,1.023135158,1.033502699,1.0387502,1.0387502,1.033502699,Rel,Rel,Rel,Rel,Rel,Rel
110+06577,2017,1.084931118,1.094304786,1.072821847,1.072821847,1.094304786,1.094304786,Rel,Rel,Rel,Rel,Rel,Rel
110+06577,2018,1.08628225,1.094304786,1.073995171,1.076000578,1.094304786,1.094304786,Rel,Rel,Rel,Rel,Rel,Rel
110+06577,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06577,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06578,2017,1.048099182,1.043116017,1.054653568,1.066480418,1.066480418,1.054653568,Rel,Rel,Rel,Rel,Rel,Rel
110+06578,2018,1.043022761,1.03641906,1.053168322,1.060208724,1.060208724,1.053168322,Rel,Rel,Rel,Rel,Rel,Rel
110+06578,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06578,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06579,2017,1.092672414,1.094341974,1.092672414,1.068688671,1.094341974,1.094341974,Rel,Rel,Rel,Rel,Rel,Rel
110+06579,2018,1.117697489,1.09614207,1.094341974,1.087221095,1.117697489,1.117697489,Rel,Rel,Rel,Rel,Rel,Rel
110+06579,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06579,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+06581,2017,1.071105776,1.072420497,1.053549104,1.070100042,1.072420497,1.072420497,Rel,Rel,Rel,Rel,Rel,Rel
110+06581,2018,1.071105776,1.063558738,1.072420497,1.071408391,1.072420497,1.072420497,Rel,Rel,Rel,Rel,Rel,Rel
110+06581,2019,1.064311532,1.054559094,1.062473765,1.072702046,1.072702046,1.064311532,Rel,Rel,Rel,Rel,Rel,Rel
110+06581,2020,1.071468887,1.06201873,1.071468887,1.071468887,1.071468887,1.071468887,Rel,Rel,Rel,Rel,Rel,Rel
110+06582,2017,1.071406142,1.07406508,1.07406508,1.071406142,1.07406508,1.07406508,Rel,Rel,Rel,Rel,Rel,Rel
110+06582,2018,1.057840859,1.05488101,1.065019427,1.070166646,1.070166646,1.065019427,Rel,Rel,Rel,Rel,Rel,Rel
110+06582,2019,1.063840307,1.05970696,1.062445469,1.062445469,1.063840307,1.063840307,Rel,Rel,Rel,Rel,Rel,Rel
110+06582,2020,1.069700207,1.061849891,1.086096859,1.059180193,1.086096859,1.086096859,Rel,Rel,Rel,Rel,Rel,Rel
110+06583,2017,1.063148379,1.074097584,1.094325251,1.071444206,1.094325251,1.094325251,Rel,Rel,Rel,Rel,Rel,Rel
110+06583,2018,1.071444206,1.055943464,1.074097584,1.079977262,1.079977262,1.074097584,Rel,Rel,Rel,Rel,Rel,Rel
110+06583,2019,1.072458156,1.058656133,1.053582957,1.062453887,1.072458156,1.072458156,Rel,Rel,Rel,Rel,Rel,Rel
110+06583,2020,1.054917151,1.054917151,1.072735098,1.061341571,1.072735098,1.072735098,Rel,Rel,Rel,Rel,Rel,Rel
110+06584,2017,1.094307658,1.096237096,1.14008214,1.092601103,1.14008214,1.14008214,Rel,Rel,Rel,Rel,Rel,Rel
110+06584,2018,1.078051033,1.090121512,1.089466089,1.092601103,1.092601103,1.090121512,Rel,Rel,Rel,Rel,Rel,Rel
110+06584,2019,1.072150892,1.084199933,1.074040632,1.054514673,1.084199933,1.084199933,Rel,Rel,Rel,Rel,Rel,Rel
110+06584,2020,1.061704545,1.074040632,1.074040632,1.072675086,1.074040632,1.074040632,Rel,Rel,Rel,Rel,Rel,Rel
110+06585,2017,1.094594077,1.139554636,1.154735923,1.094322977,1.154735923,1.154735923,Rel,Rel,Rel,Rel,Rel,Rel
110+06585,2018,1.087495205,1.119995556,1.142924494,1.084794099,1.142924494,1.142924494,Rel,Rel,Rel,Rel,Rel,Rel
110+06585,2019,1.096117674,1.116790742,1.134129519,1.078925589,1.134129519,1.134129519,Rel,Rel,Rel,Rel,Rel,Rel
110+06585,2020,1.126492801,1.114352435,1.143240423,1.094361291,1.143240423,1.143240423,Rel,Rel,Rel,Rel,Rel,Rel
110+06586,2017,1.244463716,1.48068793,1.580299252,1.611357821,1.611357821,1.580299252,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110+06586,2018,1.262944441,1.499985897,1.524340912,1.459457038,1.524340912,1.524340912,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+06586,2019,1.273683254,1.414228536,1.518139457,1.346044342,1.518139457,1.518139457,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+06586,2020,1.154569061,1.324990464,1.318295964,1.264500231,1.324990464,1.324990464,Rel,Rel,Rel,Rel,Rel,Rel
110+06588,2017,1.100816949,1.08397046,1.081219632,1.110586681,1.110586681,1.100816949,Rel,Rel,Rel,Rel,Rel,Rel
110+06588,2018,1.09141164,1.082000257,1.09440775,1.116285581,1.116285581,1.09440775,Rel,Rel,Rel,Rel,Rel,Rel
110+06588,2019,1.094547872,1.081622994,1.102117835,1.123220076,1.123220076,1.102117835,Rel,Rel,Rel,Rel,Rel,Rel
110+06588,2020,1.085619139,1.077405595,1.090117413,1.113684599,1.113684599,1.090117413,Rel,Rel,Rel,Rel,Rel,Rel
110+06590,2017,1.039721946,1.036631858,1.049892969,1.051732798,1.051732798,1.049892969,Rel,Rel,Rel,Rel,Rel,Rel
110+06590,2018,1.045776387,1.044363516,1.057796806,1.052067638,1.057796806,1.057796806,Rel,Rel,Rel,Rel,Rel,Rel
110+06590,2019,1.039561615,1.036903329,1.044948343,1.057239973,1.057239973,1.044948343,Rel,Rel,Rel,Rel,Rel,Rel
110+06590,2020,1.036259031,1.033873343,1.043204079,1.068737971,1.068737971,1.043204079,Rel,Rel,Rel,Rel,Rel,Rel
110+06592,2017,1.044607033,1.039470574,1.052048987,1.060700576,1.060700576,1.052048987,Rel,Rel,Rel,Rel,Rel,Rel
110+06592,2018,1.051618958,1.048843794,1.052395563,1.061900192,1.061900192,1.052395563,Rel,Rel,Rel,Rel,Rel,Rel
