Tmc,year,AMP LIIR,MIDD LIIR,PMP LIIR,WE LIIR
110+05522,2018,0.274230793,0.685576982,0.274230793,0.685576982
110+05522,2019,0.137115396,0.274230793,0.274230793,0.822692379
110+05522,2020,0.137115396,0.274230793,0.137115396,0.548461586
110+05529,2017,0.095288453,0,0.190576906,0.095288453
110+05529,2018,0.095288453,0.190576906,0.095288453,0.190576906
110+05529,2019,0,0,0.285865359,0
110+05529,2020,0.095288453,0.285865359,0.095288453,0
110+05530,2017,0.095288453,0,0.190576906,0.095288453
110+05530,2018,0.095288453,0.190576906,0.095288453,0.190576906
110+05530,2019,0,0,0.285865359,0
110+05530,2020,0.095288453,0.285865359,0.095288453,0
110+05531,2017,0.095288453,0,0.190576906,0.095288453
110+05531,2018,0.095288453,0.190576906,0.095288453,0.190576906
110+05531,2019,0,0,0.285865359,0
110+05531,2020,0.095288453,0.285865359,0.095288453,0
110+05532,2017,0,0.44406748,0,0
110+05532,2018,0.355253984,0.532880977,0.266440488,0.266440488
110+05532,2019,0,0.088813496,0.177626992,0.266440488
110+05532,2020,0.177626992,0.088813496,0.44406748,0.177626992
110+05533,2017,0,0.44406748,0,0
110+05533,2018,0.355253984,0.532880977,0.266440488,0.266440488
110+05533,2019,0,0.088813496,0.177626992,0.266440488
110+05533,2020,0.177626992,0.088813496,0.44406748,0.177626992
110+05534,2017,0,0.44406748,0,0
110+05534,2018,0.355253984,0.532880977,0.266440488,0.266440488
110+05534,2019,0,0.088813496,0.177626992,0.266440488
110+05534,2020,0.177626992,0.088813496,0.44406748,0.177626992
110+05535,2017,0,0.37084221,0.12361407,0
110+05535,2018,0.24722814,0.24722814,0.24722814,0.61807035
110+05535,2019,0.24722814,0.12361407,0.12361407,0.37084221
110+05535,2020,0.24722814,0.37084221,0.24722814,0
110+05536,2017,0,0.37084221,0.12361407,0
110+05536,2018,0.24722814,0.24722814,0.24722814,0.61807035
110+05536,2019,0.24722814,0.12361407,0.12361407,0.37084221
110+05536,2020,0.24722814,0.37084221,0.24722814,0
110+05537,2017,0,0.37084221,0.12361407,0
110+05537,2018,0.24722814,0.24722814,0.24722814,0.61807035
110+05537,2019,0.24722814,0.12361407,0.12361407,0.37084221
110+05537,2020,0.24722814,0.37084221,0.24722814,0
110+05538,2017,0.074303131,0.148606263,0,0.074303131
110+05538,2018,0.148606263,0.222909394,0.297212525,0.148606263
110+05538,2019,0.074303131,0.148606263,0.074303131,0.074303131
110+05538,2020,0.074303131,0.074303131,0.148606263,0.074303131
110+05539,2017,0.074303131,0.148606263,0,0.074303131
110+05539,2018,0.148606263,0.222909394,0.297212525,0.148606263
110+05539,2019,0.074303131,0.148606263,0.074303131,0.074303131
110+05539,2020,0.074303131,0.074303131,0.148606263,0.074303131
110+05540,2017,0.136265847,0.136265847,0,0
110+05540,2018,0.272531694,0.136265847,0.136265847,0.272531694
110+05540,2019,0.136265847,0,0.136265847,0.272531694
110+05540,2020,0.136265847,0,0.272531694,0.272531694
110+05541,2017,0.15299798,0,0,0.30599596
110+05541,2018,0.15299798,0.15299798,0,0.30599596
110+05541,2019,0.15299798,0.45899394,0.15299798,0.15299798
110+05541,2020,0,0.30599596,0,0.15299798
110+05542,2017,0.15299798,0,0,0.30599596
110+05542,2018,0.15299798,0.15299798,0,0.30599596
110+05542,2019,0.15299798,0.45899394,0.15299798,0.15299798
110+05542,2020,0,0.30599596,0,0.15299798
110+09220,2017,0,0,0,0
110+09220,2018,0,0,0.588235294,0
110+09220,2019,0,0,0,0
110+09220,2020,0,0,0,0
110+10918,2017,0.405048197,0.810096393,0.270032131,0.810096393
110+10918,2018,0.810096393,1.350160656,1.080128524,0.405048197
110+10918,2019,0.405048197,0.270032131,0.810096393,0.675080328
110+10918,2020,0.405048197,0.945112459,1.21514459,0.675080328
110+10919,2017,0.405048197,0.810096393,0.270032131,0.810096393
110+10919,2018,0.810096393,1.350160656,1.080128524,0.405048197
110+10919,2019,0.405048197,0.270032131,0.810096393,0.675080328
110+10919,2020,0.405048197,0.945112459,1.21514459,0.675080328
110+10920,2017,1.528624678,0.833795279,0.27793176,1.111727039
110+10920,2018,3.752078756,1.667590558,1.667590558,0.972761159
110+10920,2019,3.196215236,1.945522318,1.250692919,0.694829399
110+10920,2020,1.667590558,1.806556438,0.972761159,1.945522318
110+10921,2017,1.528624678,0.833795279,0.27793176,1.111727039
110+10921,2018,3.752078756,1.667590558,1.667590558,0.972761159
110+10921,2019,3.196215236,1.945522318,1.250692919,0.694829399
110+10921,2020,1.667590558,1.806556438,0.972761159,1.945522318
110+15859,2017,0.069838952,0.488872665,0.419033712,0.34919476
110+15859,2018,0.34919476,0.628550569,0.628550569,0.139677904
110+15859,2019,0.209516856,0.419033712,0.419033712,0.209516856
110+15859,2020,0.488872665,0.34919476,0.34919476,0.069838952
110+16029,2017,0,0.172639385,0.34527877,0.172639385
110+16029,2018,0.172639385,0.172639385,0.863196926,0.172639385
110+16029,2019,0.172639385,0.34527877,0.34527877,0.172639385
110+16029,2020,0.34527877,0.172639385,0,0
110+16072,2017,8.096946358,4.993116921,4.318371391,3.913524073
110+16072,2018,5.128066027,3.373727649,4.723218709,2.294134801
110+16072,2019,3.913524073,3.373727649,4.858167815,2.968880331
110+16072,2020,4.048473179,6.342607981,4.048473179,4.318371391
110+52936,2017,6.483238559,11.66982941,7.131562415,7.520556729
110+52936,2018,8.168880585,12.05882372,7.261227186,9.984187381
110+52936,2019,5.056926076,4.40860222,4.149272678,2.20430111
110+52936,2020,2.20430111,2.463630652,1.555977254,1.555977254
110-04120,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04120,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04120,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04120,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04121,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04121,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04121,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04121,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04122,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04122,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04122,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04122,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04123,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04123,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04123,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04123,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04124,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04124,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04124,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04124,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04125,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04125,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04125,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04125,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04126,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04126,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04126,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04126,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04127,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04127,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04127,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04127,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04128,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04128,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04128,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04128,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04129,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04129,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04129,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04129,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04142,2017,0.533589883,0.933782296,1.333974708,0.666987354
110-04142,2018,0.400192413,1.60076965,2.267757004,1.734167121
110-04142,2019,1.60076965,2.667949417,2.534551946,2.934744358
110-04142,2020,1.734167121,2.267757004,1.867564592,1.60076965
110-04143,2017,0.796037881,2.388113642,2.189104172,2.686627847
110-04143,2018,0.298514205,3.582170463,4.378208344,2.288608907
110-04143,2019,1.393066291,4.875732019,2.985142052,1.990094702
110-04143,2020,1.293561556,2.885637317,3.283656258,2.686627847
110-04144,2017,0.796037881,2.388113642,2.189104172,2.686627847
110-04144,2018,0.298514205,3.582170463,4.378208344,2.288608907
110-04144,2019,1.393066291,4.875732019,2.985142052,1.990094702
110-04144,2020,1.293561556,2.885637317,3.283656258,2.686627847
110-04145,2017,1.933869817,4.61980012,3.223116362,3.545427999
110-04145,2018,0.966934909,3.760302423,2.256181454,4.082614059
110-04145,2019,1.396683757,2.793367514,3.545427999,3.760302423
110-04145,2020,1.181809333,1.933869817,1.933869817,2.363618666
110-04146,2017,1.933869817,4.61980012,3.223116362,3.545427999
110-04146,2018,0.966934909,3.760302423,2.256181454,4.082614059
110-04146,2019,1.396683757,2.793367514,3.545427999,3.760302423
110-04146,2020,1.181809333,1.933869817,1.933869817,2.363618666
110-04147,2017,1.933869817,4.61980012,3.223116362,3.545427999
110-04147,2018,0.966934909,3.760302423,2.256181454,4.082614059
110-04147,2019,1.396683757,2.793367514,3.545427999,3.760302423
110-04147,2020,1.181809333,1.933869817,1.933869817,2.363618666
110-04148,2017,1.915373928,3.70305626,4.086131046,1.915373928
110-04148,2018,0.893841166,1.404607547,3.70305626,4.086131046
110-04148,2019,1.149224357,2.426140308,3.95843945,3.70305626
110-04148,2020,1.787682332,2.298448713,2.426140308,3.44767307
110-04149,2017,1.915373928,3.70305626,4.086131046,1.915373928
110-04149,2018,0.893841166,1.404607547,3.70305626,4.086131046
110-04149,2019,1.149224357,2.426140308,3.95843945,3.70305626
110-04149,2020,1.787682332,2.298448713,2.426140308,3.44767307
110-04150,2017,1.915373928,3.70305626,4.086131046,1.915373928
110-04150,2018,0.893841166,1.404607547,3.70305626,4.086131046
110-04150,2019,1.149224357,2.426140308,3.95843945,3.70305626
110-04150,2020,1.787682332,2.298448713,2.426140308,3.44767307
110-04151,2017,1.915373928,3.70305626,4.086131046,1.915373928
110-04151,2018,0.893841166,1.404607547,3.70305626,4.086131046
110-04151,2019,1.149224357,2.426140308,3.95843945,3.70305626
110-04151,2020,1.787682332,2.298448713,2.426140308,3.44767307
110-04152,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04152,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04152,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04152,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04153,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04153,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04153,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04153,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04154,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04154,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04154,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04154,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04155,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04155,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04155,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04155,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04156,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04156,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04156,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04156,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04157,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04157,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04157,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04157,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04158,2017,2.036982209,4.33965775,6.553768847,6.908026622
110-04158,2018,2.125546653,5.93381774,6.199511071,7.350848841
110-04158,2019,3.365448867,7.527977729,6.996591066,7.262284398
110-04158,2020,2.479804428,6.022382183,7.08515551,6.199511071
110-04162,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04162,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04162,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04162,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04163,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04163,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04163,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04163,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04164,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04164,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04164,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04164,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04165,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04165,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04165,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04165,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04166,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04166,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04166,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04166,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04167,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04167,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04167,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04167,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04168,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04168,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04168,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04168,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04169,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04169,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04169,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04169,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04170,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04170,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04170,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04170,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04171,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04171,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04171,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04171,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04172,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04172,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04172,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04172,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04173,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04173,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04173,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04173,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04174,2017,1.317653794,2.027159683,2.533949603,1.520369762
110-04174,2018,1.520369762,2.93938154,2.93938154,1.520369762
110-04174,2019,2.331233635,4.15567735,3.142097508,3.142097508
110-04174,2020,0.608147905,2.128517667,1.925801699,1.21629581
110-04175,2017,11.69500402,12.7581862,8.201691128,10.783705
110-04175,2018,11.84688718,19.74481197,10.63182183,17.61844761
110-04175,2019,10.783705,21.1117605,17.1627981,19.59292881
110-04175,2020,9.112990142,18.52974662,11.23935451,17.01091493
110-04176,2017,11.69500402,12.7581862,8.201691128,10.783705
110-04176,2018,11.84688718,19.74481197,10.63182183,17.61844761
110-04176,2019,10.783705,21.1117605,17.1627981,19.59292881
110-04176,2020,9.112990142,18.52974662,11.23935451,17.01091493
110-04177,2017,11.69500402,12.7581862,8.201691128,10.783705
110-04177,2018,11.84688718,19.74481197,10.63182183,17.61844761
110-04177,2019,10.783705,21.1117605,17.1627981,19.59292881
110-04177,2020,9.112990142,18.52974662,11.23935451,17.01091493
110-04178,2017,11.69500402,12.7581862,8.201691128,10.783705
110-04178,2018,11.84688718,19.74481197,10.63182183,17.61844761
110-04178,2019,10.783705,21.1117605,17.1627981,19.59292881
110-04178,2020,9.112990142,18.52974662,11.23935451,17.01091493
110-04179,2017,9.422741722,2.111993834,1.462149578,1.94953277
110-04179,2018,8.610436401,5.84859831,2.274454898,3.574143412
110-04179,2019,13.48426833,16.40856748,4.873831925,10.23504704
110-04179,2020,8.285514273,9.097819594,6.011059374,6.498442567
110-04180,2017,9.422741722,2.111993834,1.462149578,1.94953277
110-04180,2018,8.610436401,5.84859831,2.274454898,3.574143412
110-04180,2019,13.48426833,16.40856748,4.873831925,10.23504704
110-04180,2020,8.285514273,9.097819594,6.011059374,6.498442567
110-04181,2017,9.422741722,2.111993834,1.462149578,1.94953277
110-04181,2018,8.610436401,5.84859831,2.274454898,3.574143412
110-04181,2019,13.48426833,16.40856748,4.873831925,10.23504704
110-04181,2020,8.285514273,9.097819594,6.011059374,6.498442567
110-04182,2017,9.422741722,2.111993834,1.462149578,1.94953277
110-04182,2018,8.610436401,5.84859831,2.274454898,3.574143412
110-04182,2019,13.48426833,16.40856748,4.873831925,10.23504704
110-04182,2020,8.285514273,9.097819594,6.011059374,6.498442567
110-04183,2017,4.129495188,1.032373797,0,0.206474759
110-04183,2018,4.335969947,1.032373797,1.651798075,1.858272835
110-04183,2019,6.400717541,3.51007091,2.271222353,4.129495188
110-04183,2020,5.161868985,5.781293263,4.335969947,3.716545669
110-04184,2017,3.117402723,0.445343246,1.039134241,1.484477487
110-04184,2018,6.383253194,1.484477487,1.632925236,1.929820733
110-04184,2019,5.789462199,2.523611728,2.375163979,1.484477487
110-04184,2020,3.265850471,3.859641466,2.078268482,2.078268482
110-04185,2017,3.117402723,0.445343246,1.039134241,1.484477487
110-04185,2018,6.383253194,1.484477487,1.632925236,1.929820733
110-04185,2019,5.789462199,2.523611728,2.375163979,1.484477487
110-04185,2020,3.265850471,3.859641466,2.078268482,2.078268482
110-04186,2017,3.117402723,0.445343246,1.039134241,1.484477487
110-04186,2018,6.383253194,1.484477487,1.632925236,1.929820733
110-04186,2019,5.789462199,2.523611728,2.375163979,1.484477487
110-04186,2020,3.265850471,3.859641466,2.078268482,2.078268482
110-04187,2017,0.339350546,0.113116849,0.113116849,0.339350546
110-04187,2018,0.339350546,0.226233698,0.452467395,1.131168488
110-04187,2019,0.226233698,0.791817942,0.226233698,0.452467395
110-04187,2020,0.113116849,0.452467395,0.452467395,0.452467395
110-04188,2017,0.497692325,0.124423081,0,0.124423081
110-04188,2018,0.373269244,0.870961569,0.746538488,0.497692325
110-04188,2019,0.124423081,0.746538488,0.124423081,0.497692325
110-04188,2020,0.373269244,0.124423081,0.373269244,0.373269244
110-04189,2017,0.497692325,0.124423081,0,0.124423081
110-04189,2018,0.373269244,0.870961569,0.746538488,0.497692325
110-04189,2019,0.124423081,0.746538488,0.124423081,0.497692325
110-04189,2020,0.373269244,0.124423081,0.373269244,0.373269244
110-04190,2017,0.497692325,0.124423081,0,0.124423081
110-04190,2018,0.373269244,0.870961569,0.746538488,0.497692325
110-04190,2019,0.124423081,0.746538488,0.124423081,0.497692325
110-04190,2020,0.373269244,0.124423081,0.373269244,0.373269244
110-04191,2017,0,0.196597352,0.196597352,0.196597352
110-04191,2018,0.393194704,0.688090732,0.294896028,0.49149338
110-04191,2019,0.098298676,0.294896028,0.098298676,0.098298676
110-04191,2020,0.294896028,0.098298676,0.294896028,0.393194704
110-04192,2017,0,0.196597352,0.196597352,0.196597352
110-04192,2018,0.393194704,0.688090732,0.294896028,0.49149338
110-04192,2019,0.098298676,0.294896028,0.098298676,0.098298676
110-04192,2020,0.294896028,0.098298676,0.294896028,0.393194704
110-04193,2017,0,0.196597352,0.196597352,0.196597352
110-04193,2018,0.393194704,0.688090732,0.294896028,0.49149338
110-04193,2019,0.098298676,0.294896028,0.098298676,0.098298676
110-04193,2020,0.294896028,0.098298676,0.294896028,0.393194704
110-04603,2017,1.362083588,4.086250765,8.399515461,2.156632348
110-04603,2018,2.497153245,5.902362216,6.242883113,2.610660211
110-04603,2019,2.497153245,6.696910976,6.923924907,2.951181108
110-04603,2020,1.021562691,5.448334353,5.107813456,2.724167177
110-04604,2017,1.362083588,4.086250765,8.399515461,2.156632348
110-04604,2018,2.497153245,5.902362216,6.242883113,2.610660211
110-04604,2019,2.497153245,6.696910976,6.923924907,2.951181108
110-04604,2020,1.021562691,5.448334353,5.107813456,2.724167177
110-04605,2017,1.362083588,4.086250765,8.399515461,2.156632348
110-04605,2018,2.497153245,5.902362216,6.242883113,2.610660211
110-04605,2019,2.497153245,6.696910976,6.923924907,2.951181108
110-04605,2020,1.021562691,5.448334353,5.107813456,2.724167177
110-04606,2017,1.362083588,4.086250765,8.399515461,2.156632348
110-04606,2018,2.497153245,5.902362216,6.242883113,2.610660211
110-04606,2019,2.497153245,6.696910976,6.923924907,2.951181108
110-04606,2020,1.021562691,5.448334353,5.107813456,2.724167177
110-04607,2017,1.362083588,4.086250765,8.399515461,2.156632348
110-04607,2018,2.497153245,5.902362216,6.242883113,2.610660211
110-04607,2019,2.497153245,6.696910976,6.923924907,2.951181108
110-04607,2020,1.021562691,5.448334353,5.107813456,2.724167177
110-04608,2017,2.930466907,4.835270396,10.54968086,2.637420216
110-04608,2018,2.19785018,4.10265367,7.179643922,3.370036943
110-04608,2019,2.051326835,6.30050385,8.205307339,3.516560288
110-04608,2020,1.025663417,3.516560288,4.249177015,2.344373526
110-04609,2017,2.930466907,4.835270396,10.54968086,2.637420216
110-04609,2018,2.19785018,4.10265367,7.179643922,3.370036943
110-04609,2019,2.051326835,6.30050385,8.205307339,3.516560288
110-04609,2020,1.025663417,3.516560288,4.249177015,2.344373526
110-04610,2017,2.930466907,4.835270396,10.54968086,2.637420216
110-04610,2018,2.19785018,4.10265367,7.179643922,3.370036943
110-04610,2019,2.051326835,6.30050385,8.205307339,3.516560288
110-04610,2020,1.025663417,3.516560288,4.249177015,2.344373526
110-04611,2017,2.930466907,4.835270396,10.54968086,2.637420216
110-04611,2018,2.19785018,4.10265367,7.179643922,3.370036943
110-04611,2019,2.051326835,6.30050385,8.205307339,3.516560288
110-04611,2020,1.025663417,3.516560288,4.249177015,2.344373526
110-04612,2017,2.930466907,4.835270396,10.54968086,2.637420216
110-04612,2018,2.19785018,4.10265367,7.179643922,3.370036943
110-04612,2019,2.051326835,6.30050385,8.205307339,3.516560288
110-04612,2020,1.025663417,3.516560288,4.249177015,2.344373526
110-04613,2017,2.930466907,4.835270396,10.54968086,2.637420216
110-04613,2018,2.19785018,4.10265367,7.179643922,3.370036943
110-04613,2019,2.051326835,6.30050385,8.205307339,3.516560288
110-04613,2020,1.025663417,3.516560288,4.249177015,2.344373526
110-04644,2017,3.588699186,3.425576496,6.361784921,2.283717664
110-04644,2018,1.957472283,3.751821877,7.503643753,1.794349593
110-04644,2019,2.609963045,4.567435328,9.624238727,3.099331115
110-04644,2020,2.283717664,1.631226903,3.751821877,1.631226903
110-04645,2017,3.588699186,3.425576496,6.361784921,2.283717664
110-04645,2018,1.957472283,3.751821877,7.503643753,1.794349593
110-04645,2019,2.609963045,4.567435328,9.624238727,3.099331115
110-04645,2020,2.283717664,1.631226903,3.751821877,1.631226903
110-04646,2017,3.588699186,3.425576496,6.361784921,2.283717664
110-04646,2018,1.957472283,3.751821877,7.503643753,1.794349593
110-04646,2019,2.609963045,4.567435328,9.624238727,3.099331115
110-04646,2020,2.283717664,1.631226903,3.751821877,1.631226903
110-04647,2017,3.588699186,3.425576496,6.361784921,2.283717664
110-04647,2018,1.957472283,3.751821877,7.503643753,1.794349593
110-04647,2019,2.609963045,4.567435328,9.624238727,3.099331115
110-04647,2020,2.283717664,1.631226903,3.751821877,1.631226903
110-04648,2017,3.588699186,3.425576496,6.361784921,2.283717664
110-04648,2018,1.957472283,3.751821877,7.503643753,1.794349593
110-04648,2019,2.609963045,4.567435328,9.624238727,3.099331115
110-04648,2020,2.283717664,1.631226903,3.751821877,1.631226903
110-04670,2017,2.695999137,8.473140146,9.917425398,4.42914144
110-04670,2018,3.947713022,11.26542497,10.39885382,9.724854031
110-04670,2019,3.562570289,12.61342454,12.03571043,7.606568994
110-04670,2020,3.562570289,7.221426261,7.028854894,5.199426908
110-04681,2017,0.089151756,0.713214047,0.534910535,0.178303512
110-04681,2018,0.534910535,0.534910535,0.802365802,0.445758779
110-04681,2019,0.178303512,0.534910535,0.267455267,0.445758779
110-04681,2020,0.356607023,0.445758779,0.445758779,0.267455267
110-04682,2017,0.089151756,0.713214047,0.534910535,0.178303512
110-04682,2018,0.534910535,0.534910535,0.802365802,0.445758779
110-04682,2019,0.178303512,0.534910535,0.267455267,0.445758779
110-04682,2020,0.356607023,0.445758779,0.445758779,0.267455267
110-04683,2017,0.089151756,0.713214047,0.534910535,0.178303512
110-04683,2018,0.534910535,0.534910535,0.802365802,0.445758779
110-04683,2019,0.178303512,0.534910535,0.267455267,0.445758779
110-04683,2020,0.356607023,0.445758779,0.445758779,0.267455267
110-04684,2017,0.089151756,0.713214047,0.534910535,0.178303512
110-04684,2018,0.534910535,0.534910535,0.802365802,0.445758779
110-04684,2019,0.178303512,0.534910535,0.267455267,0.445758779
110-04684,2020,0.356607023,0.445758779,0.445758779,0.267455267
110-04685,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04685,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04685,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04685,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04686,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04686,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04686,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04686,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04687,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04687,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04687,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04687,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04688,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04688,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04688,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04688,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04689,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04689,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04689,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04689,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04690,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04690,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04690,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04690,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04691,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04691,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04691,2019,2.934262125,6.001899801,4.534768739,3.334388779
110-04691,2020,2.000633267,5.201646495,4.801519841,2.667511023
110-04692,2017,2.800886574,7.202279762,4.934895392,3.867890983
110-04692,2018,5.068270943,6.268650904,5.468397597,4.801519841
110-04692,2019,2.934262125,6.001899801,4.534768739,3.334388779
