tmc,year,AMP NPMRDS straight VoverC,MIDD NPMRDS straight VoverC,PMP NPMRDS straight VoverC,WE NPMRDS straight VoverC,AMP TMS straight VoverC,MIDD TMS straight VoverC,PMP TMS straight VoverC,WE TMS straight VoverC,AMP NPMRDS weighted VoverC,MIDD NPMRDS weighted VoverC,PMP NPMRDS weighted VoverC,WE NPMRDS weighted VoverC,AMP TMS weighted VoverC,MIDD TMS weighted VoverC,PMP TMS weighted VoverC,WE TMS weighted VoverC,avg NPMRDS straight VoverC,max NPMRDS straight VoverC,avg TMS straight VoverC,max TMS straight VoverC,avg NPMRDS weighted VoverC,max NPMRDS weighted VoverC,avg TMS weighted VoverC,max TMS weighted VoverC,AMP Hour TMS Vol,AMP TMS Vol,AMP Lane TMS Vol,AMP Hour Lane TMS Vol,AMP Hour NPMRDS Vol,AMP NPMRDS Vol,AMP Lane NPMRDS Vol,AMP Hour Lane NPMRDS Vol,MIDD Hour TMS Vol,MIDD TMS Vol,MIDD Lane TMS Vol,MIDD Hour Lane TMS Vol,MIDD Hour NPMRDS Vol,MIDD NPMRDS Vol,MIDD Lane NPMRDS Vol,MIDD Hour Lane NPMRDS Vol,PMP Hour TMS Vol,PMP TMS Vol,PMP Lane TMS Vol,PMP Hour Lane TMS Vol,PMP Hour NPMRDS Vol,PMP NPMRDS Vol,PMP Lane NPMRDS Vol,PMP Hour Lane NPMRDS Vol,WE Hour TMS Vol,WE TMS Vol,WE Lane TMS Vol,WE Hour Lane TMS Vol,WE Hour NPMRDS Vol,WE NPMRDS Vol,WE Lane NPMRDS Vol,WE Hour Lane NPMRDS Vol
110N04945,2020,0.573609062,0.534151362,0.601790979,0.564750596,0.448625045,0.417764806,0.470666386,0.441696754,0.597329936,0.541315583,0.62055456,0.582070626,0.467177363,0.423368011,0.48534156,0.455242913,0.5685755,0.601790979,0.444688248,0.470666386,0.585317676,0.62055456,0.457782462,0.457782462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04946,2017,0.529025529,0.492634663,0.555017017,0.520855583,0.556001388,0.517754894,0.583318224,0.547414844,0.550902707,0.499242047,0.572322207,0.53682942,0.578994119,0.524699199,0.601505833,0.564203213,0.524383198,0.555017017,0.551122338,0.583318224,0.539824095,0.572322207,0.567350591,0.567350591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04946,2018,0.550462547,0.512597061,0.577507254,0.541961541,0.556511794,0.518230189,0.583853706,0.547917366,0.573226226,0.519472188,0.59551368,0.558582665,0.579525631,0.525180869,0.602058011,0.564721147,0.545632101,0.577507254,0.551628264,0.583853706,0.56169869,0.59551368,0.567871415,0.567871415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04946,2019,0.56256104,0.523863317,0.590200157,0.553873192,0.560736814,0.522164577,0.588286306,0.552077139,0.585825037,0.530889551,0.608602342,0.570859629,0.583925373,0.529168027,0.606628818,0.569008493,0.557624427,0.590200157,0.555816209,0.588286306,0.57404414,0.608602342,0.572182678,0.572182678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04946,2020,0.561162152,0.522560656,0.58873254,0.552495908,0.446755774,0.416024119,0.468705276,0.439856351,0.584368299,0.529569418,0.607088966,0.569440105,0.465230791,0.421603977,0.483319304,0.453346067,0.556237814,0.58873254,0.44283538,0.468705276,0.572616697,0.607088966,0.455875035,0.455875035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04947,2017,0.508345537,0.473377216,0.533320999,0.50049496,0.558327754,0.519921232,0.585758886,0.549705282,0.52936752,0.479726313,0.549949716,0.515844368,0.581416689,0.526894593,0.604022594,0.566563896,0.503884678,0.533320999,0.553428289,0.585758886,0.518721979,0.549949716,0.569724443,0.569724443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04947,2018,0.528771236,0.492397862,0.55475023,0.520605217,0.558840295,0.520398516,0.586296608,0.550209908,0.550637898,0.499002071,0.572047102,0.536571376,0.581950425,0.527378279,0.604577083,0.567083997,0.524131136,0.55475023,0.553936332,0.586296608,0.539564612,0.572047102,0.570247446,0.570247446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04947,2019,0.541736619,0.504471376,0.568352614,0.533370371,0.563082993,0.524349366,0.590747755,0.554387085,0.564139449,0.511237519,0.586073602,0.549728018,0.586368575,0.531382119,0.609167013,0.571389282,0.536982745,0.568352614,0.5581418,0.590747755,0.552794647,0.586073602,0.574576747,0.574576747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04947,2020,0.538851204,0.501784445,0.565325437,0.530529517,0.448625045,0.417764806,0.470666386,0.441696754,0.561134711,0.50851455,0.582952039,0.546800039,0.467177363,0.423368011,0.48534156,0.455242913,0.534122651,0.565325437,0.444688248,0.470666386,0.549850335,0.582952039,0.457782462,0.457782462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04948,2017,0.570606284,0.44380277,0.508649516,0.498559987,0.603296987,0.469228751,0.537790643,0.527123073,0.609949297,0.447071351,0.528940451,0.52474479,0.644894008,0.472684593,0.55924407,0.554808034,0.505404639,0.570606284,0.534359864,0.603296987,0.527676472,0.609949297,0.557907676,0.557907676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04948,2018,0.593470317,0.461585822,0.529030959,0.518537146,0.59923227,0.466067319,0.534167275,0.523571578,0.634389795,0.464985374,0.550134946,0.545771166,0.640549031,0.469499877,0.555476159,0.551070012,0.525656061,0.593470317,0.530759611,0.59923227,0.54882032,0.634389795,0.55414877,0.55414877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04948,2019,0.608010329,0.472894666,0.541992208,0.531241296,0.601891633,0.468135703,0.536537883,0.525895163,0.649932333,0.476377507,0.563613242,0.55914255,0.643391756,0.471583494,0.557941335,0.553515633,0.538534625,0.608010329,0.533115096,0.601891633,0.562266408,0.649932333,0.556608055,0.556608055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04948,2020,0.60415101,0.469892988,0.538551936,0.527869265,0.462761556,0.359923937,0.412514632,0.404332026,0.645806916,0.473353722,0.560035732,0.555593417,0.49466873,0.362574755,0.428970575,0.425567895,0.5351163,0.60415101,0.409883038,0.462761556,0.558697447,0.645806916,0.427945489,0.427945489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04949,2017,0.526649505,0.413128021,0.480248123,0.464739903,0.571976073,0.44868426,0.521581114,0.504738165,0.566030287,0.416175172,0.504719077,0.491387692,0.614746199,0.451993667,0.548158183,0.533679421,0.471191388,0.526649505,0.511744903,0.571976073,0.494578057,0.566030287,0.537144368,0.537144368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04949,2018,0.546244363,0.428499127,0.498116542,0.482031313,0.574570777,0.450719664,0.523947207,0.507027851,0.587090372,0.431659652,0.523497978,0.509670577,0.617534924,0.454044084,0.55064484,0.536100396,0.488722836,0.546244363,0.514066375,0.574570777,0.512979645,0.587090372,0.539581061,0.539581061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04949,2019,0.561984848,0.440846685,0.512470184,0.495921446,0.580729161,0.455550583,0.529562995,0.512462295,0.604007869,0.444098283,0.538583008,0.524357158,0.624153808,0.458910635,0.55654678,0.541846446,0.502805791,0.561984848,0.519576259,0.580729161,0.52776158,0.604007869,0.545364417,0.545364417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04949,2020,0.564730282,0.443000329,0.514973726,0.498344143,0.442574642,0.347175844,0.403580824,0.390548352,0.606958596,0.446267812,0.541214117,0.526918771,0.475668636,0.349736544,0.42414521,0.412942061,0.50526212,0.564730282,0.395969916,0.442574642,0.530339824,0.606958596,0.415623113,0.415623113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04950,2017,0.411983765,0.321124865,0.389988119,0.366759766,0.471056773,0.367169911,0.445907243,0.419348252,0.448661831,0.32375724,0.413781804,0.391708979,0.512993987,0.370179734,0.473112627,0.447874852,0.372464129,0.411983765,0.425870545,0.471056773,0.394477464,0.448661831,0.4510403,0.4510403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04950,2018,0.440692542,0.343502208,0.417164146,0.392317143,0.472722907,0.368468596,0.447484424,0.420831493,0.479926491,0.346318018,0.442615876,0.419004923,0.514808454,0.371489065,0.474786033,0.449458991,0.39841901,0.440692542,0.427376855,0.472722907,0.421966327,0.479926491,0.452635636,0.452635636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04950,2019,0.464178628,0.361808673,0.43939632,0.413225131,0.479494248,0.373746586,0.453894245,0.426859535,0.505503496,0.364774547,0.466204464,0.441335198,0.522182633,0.37681032,0.481586926,0.455897097,0.419652188,0.464178628,0.433498654,0.479494248,0.444454426,0.505503496,0.459119244,0.459119244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04950,2020,0.464712646,0.362224918,0.439901827,0.413700528,0.367564195,0.286501587,0.347940093,0.327216191,0.506085055,0.365194205,0.466740812,0.441842935,0.400287679,0.288850143,0.369168372,0.349475411,0.42013498,0.464712646,0.332305517,0.367564195,0.444965752,0.506085055,0.351945401,0.351945401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04951,2017,0.395373214,0.265224261,0.326341704,0.319871803,0.457960086,0.307208787,0.378001012,0.370506937,0.427863834,0.26703567,0.36578002,0.353209741,0.495593914,0.309306938,0.423682342,0.409122211,0.326702746,0.395373214,0.378419206,0.457960086,0.353472316,0.427863834,0.409426351,0.409426351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04951,2018,0.430488519,0.28878031,0.355325935,0.348281405,0.46113592,0.3093392,0.38062235,0.373076306,0.465864813,0.2907526,0.398266988,0.384580272,0.499030728,0.311451902,0.426620469,0.411959367,0.355719042,0.430488519,0.381043444,0.46113592,0.384866168,0.465864813,0.412265617,0.412265617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04951,2019,0.454554819,0.304924466,0.375190299,0.367751948,0.479116212,0.32140074,0.395463313,0.387623038,0.491908812,0.307007016,0.420531956,0.406080089,0.518488588,0.323595818,0.443254958,0.428022201,0.375605383,0.454554819,0.395900826,0.479116212,0.406381968,0.491908812,0.428340391,0.428340391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04951,2020,0.458141217,0.307330294,0.378150518,0.370653479,0.372768039,0.250060257,0.307683355,0.301583366,0.49578993,0.309429275,0.423849916,0.409284026,0.403401031,0.2517681,0.344866814,0.333015231,0.378568877,0.458141217,0.308023754,0.372768039,0.409588287,0.49578993,0.333262794,0.333262794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04954,2017,0.308643912,0.358243829,0.450057007,0.370304761,0.163402045,0.189661198,0.238268866,0.196046488,0.322171237,0.365664645,0.491317587,0.400240757,0.170563671,0.193589921,0.260113014,0.211895182,0.371812377,0.450057007,0.196844649,0.238268866,0.394848557,0.491317587,0.209040447,0.209040447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04954,2018,0.322406416,0.374218005,0.470125153,0.386816736,0.164588467,0.191038282,0.239998879,0.197469934,0.336536927,0.381969716,0.513225552,0.418087585,0.171802093,0.19499553,0.262001632,0.213433702,0.388391578,0.470125153,0.198273891,0.239998879,0.412454945,0.513225552,0.210558239,0.210558239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04954,2019,0.333100039,0.386630122,0.485718333,0.39964673,0.168424567,0.195490854,0.245592586,0.20207241,0.347699233,0.394638943,0.530248293,0.431954776,0.175806323,0.199540335,0.268108162,0.218408249,0.401273806,0.485718333,0.202895104,0.245592586,0.426135311,0.530248293,0.215465767,0.215465767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04954,2020,0.362301856,0.420524751,0.528299709,0.434682484,0.128418394,0.149055579,0.187256562,0.154073807,0.378180916,0.42923568,0.576733468,0.469822872,0.134046748,0.15214318,0.204423975,0.166529366,0.4364522,0.528299709,0.154701086,0.187256562,0.463493234,0.576733468,0.164285817,0.164285817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04955,2017,0.231482934,0.268682872,0.337542755,0.277728571,0.122551533,0.142245899,0.17870165,0.147034866,0.241628428,0.274248483,0.36848819,0.300180568,0.127922754,0.145192441,0.195084761,0.158921387,0.278859283,0.337542755,0.147633487,0.17870165,0.296136417,0.36848819,0.156780336,0.156780336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04955,2018,0.241804812,0.280663503,0.352593864,0.290112552,0.12344135,0.143278712,0.179999159,0.148102451,0.252402695,0.286477287,0.384919164,0.313565689,0.12885157,0.146246648,0.196501224,0.160075276,0.291293683,0.352593864,0.148705418,0.179999159,0.309341209,0.384919164,0.15791868,0.15791868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04955,2019,0.249825029,0.289972592,0.364288749,0.299735047,0.126318425,0.14661814,0.18419444,0.151554307,0.260774425,0.295979207,0.397686219,0.323966082,0.131854742,0.149655251,0.201081122,0.163806187,0.300955354,0.364288749,0.152171328,0.18419444,0.319601483,0.397686219,0.161599326,0.161599326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04955,2020,0.224411855,0.260475451,0.32723188,0.269244832,0.096313795,0.111791684,0.140442421,0.115555355,0.234247435,0.26587105,0.357232029,0.291010991,0.100535061,0.114107385,0.153317981,0.124897025,0.270341005,0.32723188,0.116025814,0.140442421,0.287090376,0.357232029,0.123214363,0.123214363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04956,2017,0.27292303,0.316817345,0.397989849,0.327468256,0.303785652,0.352643616,0.442995251,0.364498951,0.284884893,0.323381435,0.43447715,0.353941859,0.317100185,0.359949984,0.483608601,0.393966236,0.32879962,0.397989849,0.365980868,0.442995251,0.349171334,0.43447715,0.388656252,0.388656252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04956,2018,0.287911413,0.334216316,0.41984665,0.345452153,0.306364129,0.35563679,0.446755313,0.36759275,0.300530198,0.341140892,0.45833776,0.373379633,0.319791673,0.363005173,0.487713381,0.397310148,0.346856633,0.41984665,0.369087246,0.446755313,0.368347121,0.45833776,0.391955094,0.391955094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04956,2019,0.300036579,0.348291578,0.437528168,0.360000604,0.31364872,0.364092965,0.457378064,0.376333209,0.313186795,0.355507777,0.4776403,0.389104228,0.327395538,0.37163655,0.499310015,0.406757214,0.361464232,0.437528168,0.37786324,0.457378064,0.383859775,0.4776403,0.401274829,0.401274829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04956,2020,0.278166986,0.32290469,0.405636846,0.333760248,0.242677343,0.281707233,0.353884094,0.291177796,0.290358686,0.329594902,0.442825216,0.360742516,0.253313577,0.287543882,0.386327825,0.31471756,0.335117193,0.405636846,0.292361617,0.353884094,0.35588033,0.442825216,0.310475711,0.310475711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04957,2017,0.305090239,0.262080493,0.391377492,0.311310991,0.339743925,0.291848915,0.435832119,0.346671262,0.326787592,0.268755635,0.444580602,0.349803221,0.363905773,0.299282254,0.495078306,0.389535633,0.317464804,0.391377492,0.353524055,0.435832119,0.347481763,0.444580602,0.386950492,0.386950492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04957,2018,0.31878286,0.273842813,0.408942734,0.325282804,0.342373762,0.294108014,0.439205741,0.349354721,0.341454003,0.280817539,0.464533629,0.365502586,0.366722638,0.301598891,0.498910532,0.39255089,0.331712803,0.408942734,0.35626056,0.439205741,0.363076939,0.464533629,0.389945738,0.389945738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04957,2019,0.334028153,0.286938918,0.428499782,0.340838946,0.350117711,0.300760269,0.449139875,0.357256568,0.357783508,0.294247199,0.486749225,0.382982177,0.37501732,0.308420578,0.510195093,0.401429765,0.34757645,0.428499782,0.364318606,0.449139875,0.380440527,0.486749225,0.398765689,0.398765689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04957,2020,0.293251119,0.251910379,0.376189969,0.299230473,0.265215695,0.227827217,0.340225416,0.27062341,0.314106499,0.25832649,0.427328516,0.336229,0.284077257,0.233629934,0.38647501,0.3040848,0.305145485,0.376189969,0.275972935,0.340225416,0.333997626,0.427328516,0.30206675,0.30206675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04958,2017,0.267665603,0.264433982,0.404862471,0.305479728,0.296907623,0.293322952,0.44909302,0.338852878,0.287721253,0.272457217,0.459048427,0.348803183,0.31915432,0.302222713,0.509198701,0.386909348,0.310610446,0.404862471,0.344544118,0.44909302,0.34200752,0.459048427,0.379371271,0.379371271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04958,2018,0.282560025,0.279148578,0.4273913,0.32247834,0.298903962,0.295295189,0.452112618,0.341131247,0.303731684,0.287618271,0.484592467,0.368212556,0.32130024,0.304254789,0.512622436,0.389510837,0.327894561,0.4273913,0.346860754,0.452112618,0.361038745,0.484592467,0.381922076,0.381922076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04958,2019,0.295032801,0.291470766,0.446257224,0.336713192,0.303000796,0.29934256,0.458309359,0.345806856,0.317139021,0.300314329,0.505983368,0.38446621,0.325704041,0.308424963,0.519648536,0.394849546,0.342368496,0.446257224,0.351614893,0.458309359,0.376975732,0.505983368,0.387156772,0.387156772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N04958,2020,0.283957462,0.280529143,0.429505018,0.324073198,0.217791858,0.21516238,0.329425032,0.248560131,0.305233828,0.289040725,0.486989082,0.370033599,0.234110568,0.221690657,0.373514597,0.283811189,0.329516205,0.429505018,0.25273485,0.329425032,0.362824309,0.486989082,0.278281753,0.278281753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05007,2017,0.535362799,0.497656787,0.450516866,0.494961384,0.553167856,0.51420782,0.465500123,0.511422774,0.559840946,0.507512878,0.472315784,0.514252874,0.578460095,0.524391705,0.488024028,0.531355859,0.494624459,0.535362799,0.511074643,0.553167856,0.513480621,0.559840946,0.530557922,0.530557922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05007,2018,0.552509197,0.513595551,0.46494585,0.510813821,0.556461155,0.517269169,0.468271489,0.514467542,0.57777132,0.523767309,0.487442936,0.530723171,0.581903971,0.527513684,0.490929491,0.534519299,0.510466105,0.552509197,0.514117339,0.556461155,0.529926184,0.57777132,0.533716611,0.533716611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05007,2019,0.556949838,0.517723434,0.468682724,0.514919346,0.558543369,0.519204731,0.470023708,0.516392621,0.582414998,0.527976945,0.491360624,0.534988713,0.58408139,0.52948758,0.492766493,0.536519409,0.514568836,0.556949838,0.516041107,0.558543369,0.53418532,0.582414998,0.535713718,0.535713718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05007,2020,0.554400187,0.515353357,0.46653715,0.512562107,0.46494996,0.432203178,0.391263268,0.429862284,0.579748771,0.525559929,0.489111234,0.532539598,0.486208652,0.440762961,0.410195115,0.446616488,0.5122132,0.554400187,0.429569673,0.46494996,0.531739883,0.579748771,0.445945804,0.445945804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05008,2017,0.609685102,0.566744513,0.513060343,0.563674919,0.497712965,0.462658659,0.418833892,0.460152813,0.637561453,0.577968887,0.537885519,0.58564457,0.520469665,0.471821613,0.439099783,0.478087613,0.563291219,0.609685102,0.459839582,0.497712965,0.584765107,0.637561453,0.477369669,0.477369669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05008,2018,0.627511407,0.583315297,0.52806148,0.580155952,0.494780867,0.459933071,0.416366482,0.457441988,0.656202821,0.594867855,0.553612508,0.602767964,0.517403504,0.469042045,0.436512984,0.475271131,0.579761034,0.627511407,0.457130602,0.494780867,0.601862787,0.656202821,0.474557416,0.474557416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05008,2019,0.632525719,0.587976448,0.532281109,0.584791857,0.619246291,0.5756323,0.521106245,0.572514567,0.6614464,0.59962132,0.55803631,0.607584556,0.647559803,0.587032696,0.546320734,0.59482875,0.584393783,0.632525719,0.572124851,0.619246291,0.606672147,0.6614464,0.593935496,0.593935496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05008,2020,0.632823178,0.588252957,0.532531425,0.585066868,0.474213689,0.440814455,0.399058853,0.438426921,0.66175746,0.599903305,0.558298739,0.607870287,0.495895943,0.449544784,0.4183679,0.455514938,0.584668607,0.632823178,0.43812848,0.474213689,0.606957448,0.66175746,0.454830891,0.454830891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05009,2017,0.61396928,0.582089747,0.517181527,0.572652979,0.630403061,0.597670226,0.531024643,0.587980869,0.642496805,0.59367526,0.543807345,0.595434549,0.659694167,0.609565843,0.55836314,0.611372221,0.571473383,0.61396928,0.5867697,0.630403061,0.59385349,0.642496805,0.609748843,0.609748843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05009,2018,0.631988249,0.599173105,0.532359937,0.589459384,0.631907986,0.59909701,0.532292328,0.589384522,0.661353009,0.611098634,0.559767179,0.612909554,0.661269017,0.611021024,0.559696088,0.612831715,0.588245169,0.631988249,0.588170462,0.631907986,0.611282094,0.661353009,0.611204461,0.611204461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05009,2019,0.644127977,0.610682494,0.542585927,0.600782184,0.637385913,0.604290503,0.5369067,0.594493819,0.674056799,0.622837098,0.570519628,0.624682804,0.667001471,0.616317885,0.56454802,0.618144272,0.599544646,0.644127977,0.593269234,0.637385913,0.623024082,0.674056799,0.616502912,0.616502912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05009,2020,0.643024365,0.609636186,0.541656291,0.599752839,0.518235982,0.491327273,0.436539881,0.483361935,0.672901909,0.621769965,0.569542133,0.623612509,0.542315347,0.501106312,0.459014063,0.502591283,0.59851742,0.643024365,0.482366268,0.518235982,0.621956629,0.672901909,0.501256751,0.501256751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05010,2017,0.636116607,0.603085828,0.535836282,0.593309037,0.663210907,0.628773238,0.558659312,0.618580022,0.665674574,0.615089339,0.563422494,0.616912863,0.694027845,0.641288018,0.587420512,0.643189212,0.592086939,0.636116607,0.61730587,0.663210907,0.615274818,0.665674574,0.641481397,0.641481397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05010,2018,0.651182316,0.61736924,0.548526964,0.607360897,0.664649542,0.630137171,0.559871155,0.619921844,0.681440331,0.629657041,0.576766525,0.631523754,0.695533328,0.642679099,0.588694743,0.644584417,0.606109854,0.651182316,0.618644928,0.664649542,0.629846913,0.681440331,0.642872897,0.642872897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05010,2019,0.663930224,0.629455204,0.559265233,0.619250933,0.67110342,0.636255927,0.565307614,0.625941407,0.694780587,0.641983558,0.588057628,0.643886814,0.702287094,0.648919639,0.594411085,0.650843458,0.617975399,0.663930224,0.624652092,0.67110342,0.642177147,0.694780587,0.649115319,0.649115319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05010,2020,0.663510622,0.62905739,0.558911779,0.618859568,0.555972628,0.527103378,0.468326566,0.51855836,0.694341487,0.641577827,0.587685977,0.64347988,0.581806603,0.537594574,0.492437206,0.539188354,0.61758484,0.663510622,0.517490233,0.555972628,0.641771293,0.694341487,0.537756684,0.537756684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05011,2017,0.53307561,0.511825708,0.453521622,0.501238798,0.609102914,0.584822348,0.518202927,0.572725532,0.557628697,0.521985031,0.47732346,0.521074266,0.637157765,0.596430595,0.545399385,0.595389936,0.499915435,0.53307561,0.57121343,0.609102914,0.519502864,0.557628697,0.59359442,0.59359442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05011,2018,0.683918857,0.656655915,0.58185365,0.643073251,0.617236335,0.592631548,0.525122551,0.580373202,0.715419677,0.669690001,0.612390642,0.668521518,0.645665806,0.604394802,0.552682167,0.603340247,0.641375418,0.683918857,0.578840909,0.617236335,0.66650546,0.715419677,0.601520756,0.601520756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05011,2019,0.697397648,0.669597403,0.593320922,0.65574705,0.619524461,0.594828463,0.527069206,0.582524675,0.729519292,0.682888367,0.624459742,0.681696856,0.648059321,0.606635324,0.554730987,0.605576859,0.654015756,0.697397648,0.580986701,0.619524461,0.679641064,0.729519292,0.603750623,0.603750623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05011,2020,0.697166912,0.669375866,0.593124621,0.655530095,0.50123413,0.481253518,0.426432032,0.471298983,0.729277929,0.682662432,0.624253138,0.681471315,0.52432062,0.490806009,0.448812147,0.489949645,0.653799374,0.697166912,0.470054666,0.50123413,0.679416204,0.729277929,0.488472105,0.488472105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05012,2017,0.504098897,0.48400059,0.428509869,0.473888472,0.614209964,0.589721554,0.522109913,0.577400631,0.527326533,0.493597328,0.451038396,0.492656709,0.642511247,0.601414522,0.54955938,0.600268442,0.472624457,0.504098897,0.575860516,0.614209964,0.491154742,0.527326533,0.598438398,0.598438398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05012,2018,0.519978623,0.499247195,0.442008449,0.488816533,0.622411581,0.597596174,0.529081707,0.585110728,0.543937958,0.509146242,0.465246652,0.508175992,0.651090774,0.609445279,0.55689771,0.608283896,0.4875127,0.519978623,0.583550048,0.622411581,0.506626711,0.543937958,0.606429415,0.606429415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05012,2019,0.522188988,0.501369433,0.443887372,0.490894431,0.624718891,0.599811493,0.531043039,0.587279763,0.546250171,0.511310559,0.467224358,0.510336186,0.6535044,0.611704523,0.558962157,0.610538835,0.489585056,0.522188988,0.585713297,0.624718891,0.508780319,0.546250171,0.608677479,0.608677479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05012,2020,0.524981027,0.504050154,0.446260749,0.493519145,0.505436749,0.485285102,0.429647112,0.475146147,0.549170861,0.514044434,0.469722513,0.513064851,0.52872603,0.49490731,0.452235429,0.493964195,0.492202769,0.524981027,0.473878778,0.505436749,0.511500665,0.549170861,0.492458241,0.492458241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05017,2017,0.315604415,0.353786109,0.401574673,0.356530929,0.642826469,0.720595354,0.817931616,0.726186033,0.331859408,0.360956961,0.427071048,0.375182673,0.675934813,0.735201023,0.869862907,0.764176107,0.356874032,0.401574673,0.726884868,0.817931616,0.373767523,0.427071048,0.761293713,0.761293713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110N05017,2018,0.317951314,0.356416935,0.404560865,0.359182166,0.631374379,0.707757795,0.80335999,0.713248875,0.334327182,0.363641111,0.430246836,0.377972609,0.66389289,0.722103261,0.854366114,0.750562147,0.35952782,0.404560865,0.71393526,0.80335999,0.376546935,0.430246836,0.747731103,0.747731103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
